
					Các Thủ Lãnh 1				|
Cán gươm cũng lút theo lưỡi, mỡ líp lại xung quanh lưỡi gươm; vì người không rút gươm ra khỏi bụng, nó thấu ra sau lưng.|連 劍 把 都 刺 進 去 了 ． 劍 被 肥 肉 夾 住 、 他 沒 有 從 王 的 肚 腹 拔 出 來 、 且 穿 通 了 後 身 。
Đoạn, Ê-hút lánh ra nơi hiên cửa, đóng các cửa lầu mát lại và gài chốt.|以 笏 就 出 到 遊 廊 、 將 樓 門 盡 都 關 鎖 。
Khi Ê-hút đi ra khỏi, các đầy tớ đến xem, thấy các cửa lầu mát đều đóng gài chốt, thì nói với nhau rằng: Hoặc vua đi ngơi trong lầu mát chăng.|以 笏 出 來 之 後 、 王 的 僕 人 到 了 、 看 見 樓 門 關 鎖 、 就 說 、 他 必 是 在 樓 上 大 解 。
Chúng đợi rất lâu, đến đỗi hổ thẹn; song vì không thấy vua mở cửa phòng, bèn lấy chìa khóa và mở: kìa thấy chúa mình đã chết, nằm sải trên đất.|他 們 等 煩 了 、 見 仍 不 開 樓 門 、 就 拿 鑰 匙 開 了 ． 不 料 、 他 們 的 主 人 已 死 、 倒 在 地 上 。
Trong khi chúng trì huởn, Ê-hút đã trốn qua khỏi các hầm đá, lánh đến Sê-ri -a.|他 們 耽 延 的 時 候 以 笏 就 逃 跑 了 ． 經 過 鑿 石 之 地 、 逃 到 西 伊 拉 。
Người vừa đến, bèn thổi kèn lên trong núi Ep-ra-im; dân Y-sơ-ra-ên đều cùng người xuống khỏi núi và chính người đi ở đầu hết.|到 了 、 就 在 以 法 蓮 山 地 吹 角 ． 以 色 列 人 隨 著 他 下 了 山 地 。 他 在 前 頭 引 路 、
Ê-hút nói cùng chúng rằng: Hãy theo ta, vì Đức Giê-hô-va đã phó vào tay các ngươi dân Mô-áp, là kẻ thù nghịch các ngươi. Chúng đều theo người xuống chiếm cứ các chỗ cạn sông Giô-đanh, là đường đi đến Mô-áp, cấm không cho ai đi qua.|對 他 們 說 、 你 們 隨 我 來 、 因 為 耶 和 華 已 經 把 你 們 的 仇 敵 摩 押 人 交 在 你 們 手 中 。 於 是 他 們 跟 著 他 下 去 、 把 守 約 但 河 的 渡 口 、 不 容 摩 押 一 人 過 去 。
Vậy, trong lúc đó dân Y-sơ-ra-ên đánh giết chừng mười ngàn người Mô-áp, thảy đều là tay mạnh mẽ, can đãm, không một ai thoát khỏi được.|那 時 擊 殺 了 摩 押 人 約 有 一 萬 、 都 是 強 壯 的 勇 士 、 沒 有 一 人 逃 脫 。
Trong ngày đó, dân Mô-áp bị phục dưới tay Y-sơ-ra-ên; xứ được hòa bình trong tám mươi năm.|這 樣 、 摩 押 就 被 以 色 列 人 制 伏 了 。 國 中 太 平 八 十 年 。
Sau Ê-hút, có Sam-ga, con trai của A-nát. Người dùng một cây đót bò mà đánh giết sáu trăm người Phi-li-tin, và cũng giải cứu Y-sơ-ra-ên.|以 笏 之 後 、 有 亞 拿 的 兒 子 珊 迦 、 他 用 趕 牛 的 棍 子 打 死 六 百 非 利 士 人 、 他 也 救 了 以 色 列 人 。

					Các Thủ Lãnh 4				|
						士師記 4					
Sau khi Ê-hút đã qua đời, dân Y-sơ-ra-ên lại làm điều ác trước mặt Đức Giê-hô-va.|以 笏 死 後 、 以 色 列 人 又 行 耶 和 華 眼 中 看 為 惡 的 事 。
Đức Giê-hô-va phó chúng vào tay Gia-bin, là vua Ca-na-an trị vì tại Hát-so. Quan thống lãnh đạo binh người là Si-sê-ra ở tại Ha-rô-sết của dân ngoại bang.|耶 和 華 就 把 他 們 付 與 在 夏 瑣 作 王 的 迦 南 王 耶 賓 手 中 ． 他 的 將 軍 是 西 西 拉 、 住 在 外 邦 人 的 夏 羅 設 。
Vua Gia-bin có chín trăm xe sắt và trong hai mươi năm, người hà hiếp dân Y-sơ-ra-ên cách hung bạo; nên Y-sơ-ra-ên kêu cầu cùng Đức Giê-hô-va.|耶 賓 王 有 鐵 車 九 百 輛 ． 他 大 大 欺 壓 以 色 列 人 二 十 年 、 以 色 列 人 就 呼 求 耶 和 華 。
Trong lúc đó, Đê-bô-ra, là nữ tiên tri, vợ của Láp-bi-đốt, đoán xét dân Y-sơ-ra-ên.|有 一 位 女 先 知 名 叫 底 波 拉 、 是 拉 比 多 的 妻 、 當 時 作 以 色 列 的 士 師 。
Bà ở trên núi Ep-ra-im, giữa khoảng Ra-ma và Bê-tên, dưới cây chà là Đê-bô-ra, và dân Y-sơ-ra-ên lên đến cùng người, đặng nghe sự xét đoán.|他 住 在 以 法 蓮 山 地 拉 瑪 和 伯 特 利 中 間 、 在 底 波 拉 的 棕 樹 下 ． 以 色 列 人 都 上 他 那 裡 去 聽 判 斷 。
Bà sai gọi Ba-rác, con trai A-bi-nô-am, từ Kê-đe trong đất Nép-ta-li, mà nói cùng người rằng: Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên đã truyền lịnh nầy: Hãy chọn đem theo ngươi một vạn người trong con cháu Nép-ta-li và trong con cháu Sa-bu-lôn, mà đi thẳng đến núi Tha-bô.|他 打 發 人 從 拿 弗 他 利 的 基 低 斯 、 將 亞 比 挪 菴 的 兒 子 巴 拉 召 了 來 、 對 他 說 、 耶 和 華 以 色 列 的 　 神 吩 咐 你 說 、 你 率 領 一 萬 拿 弗 他 利 和 西 布 倫 人 、 上 他 泊 山 去 。
Ta sẽ khiến Si-sê-ra, là thống lãnh đạo binh vua Gia-bin, đến cùng người tại khe Ki-sôn, luôn với các xe cộ và cả quân lính của hắn; ta sẽ phó hắn vào tay ngươi.|我 必 使 耶 賓 的 將 軍 西 西 拉 率 領 他 的 車 輛 和 全 軍 、 往 基 順 河 、 到 你 那 裡 去 ． 我 必 將 他 交 在 你 手 中 。
Ba-rác đáp rằng: Nếu bà đi với tôi, thì tôi sẽ đi; nhưng nếu bà không đi với tôi, tôi sẽ không đi.|巴 拉 說 、 你 若 同 我 去 、 我 就 去 ． 你 若 不 同 我 去 、 我 就 不 去 。
Bà bèn đáp: Ừ, phải, ta sẽ đi với ngươi, song sự vinh hiển của việc nầy sẽ chẳng về ngươi; vì Đức Giê-hô-va sẽ phó Si-sê-ra vào tay một người nữ. Vậy, Đê-bô-ra đứng dậy, đi cùng Ba-rác đến Kê-đe.|底 波 拉 說 、 我 必 與 你 同 去 、 只 是 你 在 所 行 的 路 上 、 得 不 著 榮 耀 ． 因 為 耶 和 華 要 將 西 西 拉 交 在 一 個 婦 人 手 裡 。 於 是 底 波 拉 起 來 、 與 巴 拉 一 同 往 基 低 斯 去 了 。
Ba-rác nhóm hiệp người Sa-bu-lôn và người Nép-ta-li tại Kê-đe, có một muôn người đi theo sau người, và Đê-bô-ra cũng đi lên với người.|巴 拉 就 招 聚 西 布 倫 人 和 拿 弗 他 利 人 到 基 低 斯 ． 跟 他 上 去 的 有 一 萬 人 ． 底 波 拉 也 同 他 上 去 。
Vả, Hê-be, người Kê-nít, đã lìa khỏi dân Kê-nít, là con cháu Hô-báp, anh em vợ của Môi-se, và đi dựng trại mình ở về cây dẻ bộp Sa-na-im, gần bên Kê-đe.|摩 西 岳 父 〔 或 作 內 兄 〕 何 巴 的 後 裔 基 尼 人 希 百 、 曾 離 開 基 尼 族 、 到 靠 近 基 低 斯 撒 拿 音 的 橡 樹 旁 、 支 搭 帳 棚 。
Người ta thuật cho Si-sê-ra hay rằng Ba-rác, con trai của A-bi-nô-am, đã đi đến núi Tha-bô.|有 人 告 訴 西 西 拉 說 、 亞 比 挪 菴 的 兒 子 巴 拉 已 經 上 他 泊 山 了 。
Si-sê-ra bèn nhóm hiệp hết thảy xe cộ sắt mình là chín trăm cái bằng sắt, và toàn quân binh vẫn ở với mình, từ Ha-rô-sết về dân ngoại bang cho đến khe Ki-sôn.|西 西 拉 就 聚 集 所 有 的 鐵 車 九 百 輛 、 和 跟 隨 他 的 全 軍 、 從 外 邦 人 的 夏 羅 設 出 來 、 到 了 基 順 河 。
Đê-bô-ra nói cùng Ba-rác rằng: Hãy đứng dậy, vì nầy là ngày Đức Giê-hô-va phó Si-sê-ra vào tay ngươi. Đức Giê-hô-va há chẳng đi đằng trước ngươi sao? Rồi Ba-rác đi xuống Tha-bô, có mười ngàn người theo sau.|底 波 拉 對 巴 拉 說 、 你 起 來 、 今 日 就 是 耶 和 華 將 西 西 拉 交 在 你 手 的 日 子 ． 耶 和 華 豈 不 在 你 前 頭 行 麼 ． 於 是 巴 拉 下 了 他 泊 山 ． 跟 隨 他 有 一 萬 人 。
Đức Giê-hô-va dùng mũi gươm làm cho Si-sê-ra và hết thảy xe cộ cùng toàn quân lính người vỡ chạy trước mặt Ba-rác; Si-sê-ra bèn xuống xe mình, chạy bộ mà trốn.|耶 和 華 使 西 西 拉 和 他 一 切 車 輛 全 軍 潰 亂 、 在 巴 拉 面 前 被 刀 殺 敗 ． 西 西 拉 下 車 步 行 逃 跑 。
Ba-rác đuổi theo xe cộ và đạo binh cho đến Ha-rô-sết về dân ngoại bang; cả đạo binh Si-sê-ra bị gươm giết, không còn lại một người.|巴 拉 追 趕 車 輛 、 軍 隊 、 直 到 外 邦 人 的 夏 羅 設 ． 西 西 拉 的 全 軍 、 都 倒 在 刀 下 、 沒 有 留 下 一 人 。
Si-sê-ra chạy bộ trốn đến trại Gia-ên, vợ của Hê-be, người Kê-nít; vì Gia-bin, vua Hát-so, và nhà Hê-be, người Kê-nít, hòa hảo với nhau.|只 有 西 西 拉 步 行 逃 跑 、 到 了 基 尼 人 希 百 之 妻 雅 億 的 帳 棚 ． 因 為 夏 瑣 王 耶 賓 與 基 尼 人 希 百 家 和 好 。
Gia-ên ra đón Si-sê-ra, mà nói rằng: Hỡi chúa, xin hãy vào nơi nhà tôi, chớ sợ chi. Vậy, người vào trại nàng, và nàng lấy mền đắp người lại.|雅 億 出 來 迎 接 西 西 拉 、 對 他 說 、 請 我 主 進 來 、 不 要 懼 怕 ． 西 西 拉 就 進 了 他 的 帳 棚 ． 雅 億 用 被 將 他 遮 蓋 。
Đoạn, người nói cùng nàng rằng: Ta xin nàng cho ta chút nước uống, vì ta khát. Nàng bèn mở bầu sữa ra, cho người uống, rồi trùm người lại.|西 西 拉 對 雅 億 說 、 我 渴 了 ． 求 你 給 我 一 點 水 喝 ． 雅 億 就 打 開 皮 袋 、 給 他 奶 子 喝 、 仍 舊 把 他 遮 蓋 。
Người lại nói cùng nàng rằng: Hãy đứng nơi cửa trại, nếu có ai đến hỏi rằng: Ở đây có ai chăng? thì hãy đáp: Chẳng có ai hết.|西 西 拉 又 對 雅 億 說 、 請 你 站 在 帳 棚 門 口 ． 若 有 人 來 問 你 說 、 有 人 在 這 裡 沒 有 ． 你 就 說 沒 有 。
Bấy giờ người ngủ say, vì mệt nhọc quá; Gia-ên, vợ Hê-be, bèn lấy một cây nọc trại, và tay nắm cái búa, nhẹ nhẹ đến bên ngươi, lấy cái nọc đóng thủng màng tang người, thấu xuống đất, và người hết đi.|西 西 拉 疲 乏 沉 睡 ． 希 百 的 妻 雅 億 、 取 了 帳 棚 的 橛 子 、 手 裡 拿 著 錘 子 、 輕 悄 悄 地 到 他 旁 邊 、 將 橛 子 從 他 鬢 邊 釘 進 去 、 釘 入 地 裡 ． 西 西 拉 就 死 了 。
Ba-rác đương còn rượt theo Si-sê-ra, Gia-ên bèn ra đón người, mà nói rằng: Hãy đến, tôi sẽ chỉ cho ông thấy người mà ông đương tìm kiếm. Ba-rác vào nhà nàng, thấy Si-sê-ra nằm chết sải, có nọc đâm nơi màng tang.|巴 拉 追 趕 西 西 拉 的 時 候 、 雅 億 出 來 迎 接 他 說 、 來 罷 、 我 將 你 所 尋 找 的 人 給 你 看 ． 他 就 進 入 帳 棚 、 看 見 西 西 拉 已 經 死 了 、 倒 在 地 上 、 橛 子 還 在 他 鬢 中 。
Trong ngày đó, Đức Chúa Trời khiến cho Gia-bin, vua Ca-na-an, bị phục trước mặt dân Y-sơ-ra-ên.|這 樣 、 　 神 使 迦 南 王 耶 賓 、 被 以 色 列 人 制 伏 了 。
Tay dân Y-sơ-ra-ên càng ngày càng mạnh thắng Gia-bin, vua Ca-na-an, cho đến chừng chúng đã diệt người đi.|從 此 以 色 列 人 的 手 、 越 發 有 力 、 勝 了 迦 南 王 耶 賓 、 直 到 將 他 滅 絕 了 。

					Các Thủ Lãnh 5				|
						士師記 5					
Trong ngày ấy, Đê-bô-ra hát bài ca nầy với Ba-rác, con trai A-bi-nô-am:|那 時 底 波 拉 和 亞 比 挪 菴 的 兒 子 巴 拉 作 歌 、 說 、
Khá ngợi khen Đức Giê-hô-va, Vì những quan trưởng đã cầm quyền quản trị trong Y-sơ-ra-ên, Và bá-tánh dâng mình cách vui lòng!|因 為 以 色 列 中 有 軍 長 率 領 、 百 姓 也 甘 心 犧 牲 自 己 、 你 們 應 當 頌 讚 耶 和 華 。
Hỡi các vua, hãy nghe; hỡi các quan trưởng, khá lắng tai! Ta sẽ hát cho Đức Giê-hô-va, Ta sẽ hát ngợi khen Giê-hô-va. Đức Chúa Trời của Y-sơ-ra-ên.|君 王 阿 、 要 聽 ． 王 子 阿 、 要 側 耳 而 聽 ． 我 要 向 耶 和 華 歌 唱 ． 我 要 歌 頌 耶 和 華 以 色 列 的 　 神 。
Hỡi Đức Giê-hô-va! khi Ngài ra từ Sê -i-rơ, Khi trải qua đồng bằng Ê-đôm, Thì đất rung, các từng trời nhỏ giọt, Đám mây sa nước xuống.|耶 和 華 阿 、 你 從 西 珥 出 來 、 由 以 東 地 行 走 、 那 時 地 震 天 漏 、 雲 也 落 雨 。
Trước mặt Đức Giê-hô-va núi bèn đổi ra dòng nước, Tức núi Si-na -i kia ở trước mặt Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên.|山 見 耶 和 華 的 面 、 就 震 動 ． 西 乃 山 見 耶 和 華 以 色 列 　 神 的 面 、 也 是 如 此 。
Trong ngày Sam-ga, con trai A-nát, Và nhằm lúc Gia-ên, các đường cái đều bị bỏ hoang, Những hành khách nương theo các lối quanh-quẹo;|在 亞 拿 之 子 珊 迦 的 時 候 、 又 在 雅 億 的 日 子 、 大 道 無 人 行 走 、 都 是 繞 道 而 行 。
Trong Y-sơ-ra-ên thiếu quan trưởng, Cho đến chừng ta là Đê-bô-ra chổi dậy Như một người mẹ trong Y-sơ-ra-ên.|以 色 列 中 的 官 長 停 職 、 直 到 我 底 波 拉 興 起 、 等 我 興 起 作 以 色 列 的 母 。
Người ta đã chọn các thần mới: Tức thì cơn giặc có tại trước cửa thành. Giữa bốn mươi ngàn người Y-sơ-ra-ên, Người ta chẳng thấy khiên, cũng chẳng thấy cây giáo.|以 色 列 人 選 擇 新 神 、 爭 戰 的 事 就 臨 到 城 門 ． 那 時 以 色 列 四 萬 人 中 豈 能 見 籐 牌 槍 矛 呢 。
Lòng ta ái mộ các quan trưởng của Y-sơ-ra-ên, Là những người trong dân sự dâng mình cách vui lòng; Đáng ngợi khen Đức Giê-hô-va!|我 心 傾 向 以 色 列 的 首 領 ． 他 們 在 民 中 甘 心 犧 牲 自 己 ． 你 們 應 當 頌 讚 耶 和 華 。
Hỡi các người cỡi con lừa bạch, Ngồi trên khảm, Đi bộ trên đường cái, khá hát mừng!|騎 白 驢 的 、 坐 繡 花 毯 子 的 、 行 路 的 、 你 們 都 當 傳 揚 。
Cậy tiếng của lính cầm cung tại chung quanh bến uống nước, Người ta hãy kính khen việc công bình của Đức Giê-hô-va, Và cuộc quản trị công bình của Ngài tại nơi Y-sơ-ra-ên! Bấy giờ, dân sự của Đức Giê-hô-va đi xuống cửa thành.|在 遠 離 弓 箭 響 聲 打 水 之 處 、 人 必 述 說 耶 和 華 公 義 的 作 為 、 就 是 他 治 理 以 色 列 公 義 的 作 為 。 那 時 耶 和 華 的 民 下 到 城 門 。
Hỡi Đê-bô-ra! khá tỉnh thức, tỉnh thức! Hãy tỉnh thức, tỉnh thức, hát một bài ca! Hỡi Ba-rác, khá chổi dậy! hỡi con trai của A-bi-nô-am! hãy dẫn những phu tù người đi!|底 波 拉 阿 、 興 起 、 興 起 、 你 當 興 起 、 興 起 、 唱 歌 ． 亞 比 挪 菴 的 兒 子 巴 拉 阿 、 你 當 奮 興 、 擄 掠 你 的 敵 人 。
Bấy giờ, kẻ còn sót lại trong dân sự đều xuống, Đến cùng các tráng sĩ đặng ra trận; Dân sự của Đức Giê-hô-va xuống đánh kẻ dõng sĩ!|那 時 有 餘 剩 的 貴 冑 、 和 百 姓 一 同 下 來 ． 耶 和 華 降 臨 、 為 我 攻 擊 勇 士 。
Từ Ep-ra-im đến những người có gốc nơi A-ma-léc; Sau ngươi có Bên-gia-min, là người ở giữa đoàn dân ngươi. Các quan trưởng đến từ Ma-ki, Và những kẻ cầm cây phủ việt đến từ Sa-bu-lôn.|有 根 本 在 亞 瑪 力 人 的 地 、 從 以 法 蓮 下 來 的 。 便 雅 憫 在 民 中 跟 隨 你 ． 有 掌 權 的 從 瑪 吉 下 來 ． 有 持 杖 檢 點 民 數 的 從 西 布 倫 下 來 。
Các quan trưởng của Y-ca-sa đều theo Đê-bô-ra, Y-ca-sa và Ba-rác đồng một ý nhau; Người xông đại vào trũng...... Gần các suối của Ru-bên, Có lắm điều nghị luận trong lòng!|以 薩 迦 的 首 領 與 底 波 拉 同 來 ． 以 薩 迦 怎 樣 、 巴 拉 也 怎 樣 ． 眾 人 都 跟 隨 巴 拉 、 衝 下 平 原 。 在 流 便 的 溪 水 旁 有 心 中 定 大 志 的 。
Nhân sao ngươi ở trong chuồng Mà nghe tiếng kêu của những bầy chiên? Gần bên các suối Ru-bên, Có lắm điều nghị luận trong lòng!|你 為 何 坐 在 羊 圈 內 、 聽 群 中 吹 笛 的 聲 音 呢 ． 在 流 便 的 溪 水 旁 有 心 中 設 大 謀 的 。
Ga-la-át cứ ở bên kia sông Giô-đanh, Còn Đan, sao ở lại trên các chiếc tàu? A-se ngồi nơi mé biển, An nghỉ trong các cửa biển mình.|基 列 人 安 居 在 約 但 河 外 ． 但 人 為 何 等 在 船 上 ． 亞 設 人 在 海 口 靜 坐 、 在 港 口 安 居 ．
Sa-bu-lôn và Nép-ta-li, là dân tộc liều mạng mình. Ở trên các nơi cao của đồng ruộng.|西 布 倫 人 是 拚 命 敢 死 的 、 拿 弗 他 利 人 在 田 野 的 高 處 、 也 是 如 此 。 　
Các vua đến chiến tranh, Các vua Ca-na-an chiến tranh Tại Tha -a-nác, tại nước Mê-ghi-đô; Song chẳng cướp lấy được tiền bạc!|君 王 都 來 爭 戰 ． 那 時 迦 南 諸 王 在 米 吉 多 水 旁 的 他 納 爭 戰 ． 卻 未 得 擄 掠 銀 錢 。
Các từng trời có dự vào chiến trận; Những ngôi sao cứ theo đường mình mà đánh Si-sê-ra.|星 宿 從 天 上 爭 戰 、 從 其 軌 道 攻 擊 西 西 拉 。
Khe Ki-sôn đã kéo trôi chúng nó, Tức là khe Ki-sôn đời xưa. Hỡi linh hồn ta ngươi có dày đạp năng lực dưới chơn!|基 順 古 河 、 把 敵 人 沖 沒 ． 我 的 靈 阿 、 應 當 努 力 前 行 。
Bấy giờ, vó ngựa bèn giậm đất, Vì cớ những chiến sĩ sải, sải chạy mau.|那 時 壯 馬 馳 驅 、 踢 跳 、 奔 騰 。
Sứ giả của Đức Giê-hô-va phán: Hãy rủa sả Mê-rô; Hãy rủa sả, rủa sả dân cư của nó! Vì của nó! Vì chúng nó không đến tiếp trợ Đức Giê-hô-va, Không đến tiếp trợ Đức Giê-hô-va đánh các dõng sĩ!|耶 和 華 的 使 者 說 、 應 當 咒 詛 米 羅 斯 、 大 大 咒 詛 其 中 的 居 民 ． 因 為 他 們 不 來 幫 助 耶 和 華 、 不 來 幫 助 耶 和 華 攻 擊 勇 士 。
