
					Xuất Hành 1				|
Vậy ngươi hãy nói cùng người, và sắp để những lời trong miệng người. Khi hai ngươi nói, ta sẽ ở cùng miệng ngươi và miệng anh ngươi, dạy các ngươi những điều gì phải làm.|你 要 將 當 說 的 話 傳 給 他 、 我 也 要 賜 你 和 他 口 才 、 又 要 指 教 你 們 所 當 行 的 事 。
Ay là người đó sẽ nói cùng dân sự thế cho ngươi, dùng làm miệng ngươi, còn ngươi sẽ dường như Đức Chúa Trời cho người vậy.|他 要 替 你 對 百 姓 說 話 、 你 要 以 他 當 作 口 、 他 要 以 你 當 作 　 神 。
Ngươi hãy cầm lấy gậy nầy nơi tay, để dùng làm các dấu lạ.|你 手 裡 要 拿 這 杖 、 好 行 神 蹟 。
Môi-se bèn đi, trở về Giê-trô, ông gia mình, mà thưa rằng: Xin cha hãy cho tôi trở về nơi anh em tôi tại xứ Ê-díp-tô, đặng thăm thử họ còn sống chăng. Giê-trô bèn nói cùng Môi-se rằng: Con hãy đi bình yên.|於 是 摩 西 回 到 他 岳 父 葉 忒 羅 那 裡 、 對 他 說 、 求 你 容 我 回 去 見 我 在 埃 及 的 弟 兄 、 看 他 們 還 在 不 在 。 葉 忒 羅 對 摩 西 說 、 你 可 以 平 平 安 安 的 去 罷 。
Vả, Đức Giê-hô-va có phán cùng Môi-se tại Ma-đi-an rằng: Hãy trở về xứ Ê-díp-tô, vì mấy người tìm giết ngươi đã chết hết rồi.|耶 和 華 在 米 甸 對 摩 西 說 、 你 要 回 埃 及 去 、 因 為 尋 索 你 命 的 人 都 死 了 。
Môi-se bèn đỡ vợ và con mình lên lưng lừa, trở về xứ Ê-díp-tô. Người cũng cầm cây gậy của Đức Chúa Trời theo trong tay.|摩 西 就 帶 著 妻 子 和 兩 個 兒 子 、 叫 他 們 騎 上 驢 回 埃 及 地 去 ． 摩 西 手 裡 拿 著 　 神 的 杖 。
Đức Giê-hô-va phán cùng Môi-se rằng: Khi trở về xứ Ê-díp-tô, hãy cẩn thận về các dấu lạ của ta đã giao nơi tay ngươi mà làm trước mặt Pha-ra-ôn; nhưng ta sẽ khiến người cứng lòng chẳng cho dân sự đi.|耶 和 華 對 摩 西 說 、 你 回 到 埃 及 的 時 候 要 留 意 、 將 我 指 示 你 的 一 切 奇 事 、 行 在 法 老 面 前 、 但 我 要 使 〔 或 作 任 憑 下 同 〕 他 的 心 剛 硬 、 他 必 不 容 百 姓 去 。
Vậy, ngươi phải tâu cùng Pha-ra-ôn rằng: Đức Giê-hô-va có phán như vầy: Y-sơ-ra-ên là con ta, tức trưởng nam ta,|你 要 對 法 老 說 、 耶 和 華 這 樣 說 、 以 色 列 是 我 的 兒 子 、 我 的 長 子 ．
nên ta có phán cùng ngươi rằng: Hãy cho con ta đi, để nó phụng sự ta, mà ngươi đã từ chối không cho nó đi. Nầy, ta sẽ giết con trai ngươi, là con trưởng nam của ngươi.|我 對 你 說 過 、 容 我 的 兒 子 去 好 事 奉 我 、 你 還 是 不 肯 容 他 去 、 看 哪 、 我 要 殺 你 的 長 子 。
Vả, đang khi đi đường, Đức Giê-hô-va hiện ra trước mặt Môi-se nơi nhà quán, và kiếm thế giết người đi.|摩 西 在 路 上 住 宿 的 地 方 、 耶 和 華 遇 見 他 、 想 要 殺 他 。
Sê-phô-ra lấy con dao bằng đá, cắt dương bì của con mình, và quăng dưới chân Môi-se, mà nói rằng: Thật, chàng là huyết lang cho tôi!|西 坡 拉 就 拿 一 塊 火 石 割 下 他 兒 子 的 陽 皮 、 丟 在 摩 西 腳 前 、 說 、 你 真 是 我 的 血 郎 了 。
Đức Giê-hô-va tha chồng; nàng bèn nói rằng: Huyết lang! là vì cớ phép cắt bì.|這 樣 耶 和 華 纔 放 了 他 ． 西 坡 拉 說 、 你 因 割 禮 就 是 血 郎 了 。
Đức Giê-hô-va phán cùng A-rôn rằng: Hãy đi đến đồng vắng, đón rước Môi-se. A-rôn bèn đi, gặp Môi-se tại núi của Đức Chúa Trời, và hôn người.|耶 和 華 對 亞 倫 說 、 你 往 曠 野 去 迎 接 摩 西 、 他 就 去 、 在 　 神 的 山 遇 見 摩 西 和 他 親 嘴 。
Môi-se thuật lại cho A-rôn mọi lời của Đức Giê-hô-va sai mình truyền, và các dấu lạ mà Ngài đã dạy mình làm.|摩 西 將 耶 和 華 打 發 他 所 說 的 言 語 、 和 囑 咐 他 所 行 的 神 蹟 、 都 告 訴 了 亞 倫 。
Vậy, Môi-se đi cùng A-rôn, nhóm lại các trưởng lão dân Y-sơ-ra-ên.|摩 西 亞 倫 就 去 招 聚 以 色 列 的 眾 長 老 。
A-rôn bèn thuật hết các lời của Đức Giê-hô-va đã phán cùng Môi-se, và làm những dấu lạ trước mặt dân sự.|亞 倫 將 耶 和 華 對 摩 西 所 說 的 一 切 話 、 述 說 了 一 遍 、 又 在 百 姓 眼 前 行 了 那 些 神 蹟 。
Chúng bèn tin, hiểu rằng Đức Giê-hô-va đã thăm viếng dân Y-sơ-ra-ên, và thấy điều cực khổ của mình; chúng bèn cúi đầu và thờ lạy.|百 姓 就 信 了 ． 以 色 列 人 聽 見 耶 和 華 眷 顧 他 們 、 鑒 察 他 們 的 困 苦 、 就 低 頭 下 拜 。

					Xuất Hành 5				|
						出埃及記 5					
Kế sau, Môi-se và A-rôn đến tâu cùng Pha-ra-ôn rằng: Giê-hô-va, Đức Chúa Trời của dân Y-sơ-ra-ên có phán như vầy: Hãy cho dân ta đi, đặng nó giữ một lễ cho ta tại đồng vắng.|後 來 摩 西 亞 倫 去 對 法 老 說 、 耶 和 華 以 色 列 的 　 神 這 樣 說 、 容 我 的 百 姓 去 、 在 曠 野 向 我 守 節 。
Nhưng Pha-ra-ôn đáp rằng: Giê-hô-va là ai mà trẫm phải vâng lời người, để cho dân Y-sơ-ra-ên đi? Trẫm chẳng biết Giê-hô-va nào hết; cũng chẳng cho dân Y-sơ-ra-ên đi nữa.|法 老 說 、 耶 和 華 是 誰 、 使 我 聽 他 的 話 、 容 以 色 列 人 去 呢 、 我 不 認 識 耶 和 華 、 也 不 容 以 色 列 人 去 。
Môi-se và A-rôn tâu rằng: Đức Chúa Trời của dân Hê-bơ-rơ đã đến cùng chúng tôi; xin hãy cho phép chúng tôi đi vào nơi đồng vắng, cách chừng ba ngày đường, đặng dâng tế lễ cho Giê-hô-va Đức Chúa Trời chúng tôi, kẻo Ngài khiến bịnh dịch hay việc gươm dao hành chúng tôi chăng.|他 們 說 、 希 伯 來 人 的 　 神 遇 見 了 我 們 、 求 你 容 我 們 往 曠 野 去 、 走 三 天 的 路 程 、 祭 祀 耶 和 華 我 們 的 　 神 、 免 得 他 用 瘟 疫 、 刀 兵 、 攻 擊 我 們 。
Vua xứ Ê-díp-tô phán rằng: Hỡi Môi-se và A-rôn, sao các ngươi xui cho dân chúng bỏ công việc như vậy? Hãy đi làm công việc mình đi!|埃 及 王 對 他 們 說 、 摩 西 亞 倫 你 們 為 甚 麼 叫 百 姓 曠 工 呢 ． 你 們 去 擔 你 們 的 擔 子 罷 。
Pha-ra-ôn lại phán rằng: Kìa, dân sự trong xứ bây giờ đông đúc quá, hai người làm cho chúng nó phải nghỉ việc ư!|又 說 、 看 哪 、 這 地 的 以 色 列 人 、 如 今 眾 多 、 你 們 竟 叫 他 們 歇 下 擔 子 。
Trong ngày đó, Pha-ra-ôn truyền lịnh cho các đốc dịch và phái viên rằng:|當 天 法 老 吩 咐 督 工 的 和 官 長 說 、
Các ngươi đừng phát rơm cho dân sự làm gạch như lúc trước nữa; chúng nó phải tự đi kiếm góp lấy.|你 們 不 可 照 常 把 草 給 百 姓 作 磚 、 叫 他 們 自 己 去 撿 草 。
Nhưng các ngươi hãy hạn số gạch y như cũ, chớ trừ bớt chi cả; vì họ biếng nhác, lấy cớ mà đồng kêu lên rằng: Hè! đi dâng tế lễ cho Đức Chúa Trời chúng ta!|他 們 素 常 作 磚 的 數 目 、 你 們 仍 舊 向 他 們 要 、 一 點 不 可 減 少 、 因 為 他 們 是 懶 惰 的 、 所 以 呼 求 說 、 容 我 們 去 祭 祀 我 們 的 　 神 。
Hãy gán công việc nặng cho chúng nó, hầu cho chúng nó mắc công việc, chẳng xiêu về lời giả dối nữa.|你 們 要 把 更 重 的 工 夫 加 在 這 些 人 身 上 、 叫 他 們 勞 碌 、 不 聽 虛 謊 的 言 語 。
Các đốc dịch và phái viên bèn ra, nói cùng dân chúng rằng: Pha-ra-ôn có phán như vầy: Ta chẳng cho các ngươi rơm nữa.|督 工 的 和 官 長 出 來 對 百 姓 說 、 法 老 這 樣 說 、 我 不 給 你 們 草 ．
Hãy tự đi kiếm lấy rơm ở đâu đi; song chẳng trừ bớt công việc các ngươi chút nào.|你 們 自 己 在 那 裡 能 找 草 、 就 往 那 裡 去 找 罷 、 但 你 們 的 工 一 點 不 可 減 少 。
Bấy giờ, dân chúng bèn đi rải khắp xứ Ê-díp-tô, đặng góp gốc rạ thế cho rơm.|於 是 百 姓 散 在 埃 及 遍 地 、 撿 碎 秸 當 作 草 。
Các đốc dịch lại hối rằng: Hãy làm cho xong phần việc các ngươi, y cố định, ngày nào cho rồi ngày nấy, cũng như khi có phát rơm.|督 工 的 催 著 說 、 你 們 一 天 當 完 一 天 的 工 、 與 先 前 有 草 一 樣 。
Những phái viên trong vòng dân Y-sơ-ra-ên mà các đốc dịch của Pha-ra-ôn đã lập lên trên dân đó, bị đánh và quở rằng: Sao hôm qua và ngày nay, các ngươi chẳng làm xong phần định về việc mình làm gạch y như trước?|法 老 督 工 的 責 打 他 所 派 以 色 列 人 的 官 長 說 、 你 們 昨 天 今 天 為 甚 麼 沒 有 照 向 來 的 數 目 作 磚 、 完 你 們 的 工 作 呢 。
Các phái viên của dân Y-sơ-ra-ên bèn đến kêu cùng Pha-ra-ôn rằng: Sao bệ hạ đãi kẻ tôi tớ như vậy?|以 色 列 人 的 官 長 就 來 哀 求 法 老 說 、 為 甚 麼 這 樣 待 你 的 僕 人 ．
Người ta chẳng phát rơm cho, lại cứ biểu chúng tôi rằng: Hãy làm gạch đi! Nầy tôi tớ của bệ hạ đây bị đòn; lỗi tại dân của bệ hạ.|督 工 的 不 把 草 給 僕 人 、 並 且 對 我 們 說 、 作 磚 罷 ． 看 哪 、 你 僕 人 挨 了 打 、 其 實 是 你 百 姓 的 錯 。
Nhưng vua đáp rằng: Các ngươi là đồ biếng nhác, đồ biếng nhác! Bởi cớ đó nên nói với nhau rằng: Hè! đi tế Đức Giê-hô-va!|但 法 老 說 、 你 們 是 懶 惰 的 、 你 們 是 懶 惰 的 、 所 以 說 、 容 我 們 去 祭 祀 耶 和 華 。
Vậy bây giờ, cứ đi làm việc đi, người ta chẳng phát rơm cho đâu, nhưng các ngươi phải nộp gạch cho đủ số.|現 在 你 們 去 作 工 罷 、 草 是 不 給 你 們 的 、 磚 卻 要 如 數 交 納 。
Vậy, các phái viên của dân Y-sơ-ra-ên lấy làm bối rối, vì người ta có nói cùng mình rằng: Các ngươi chẳng được trừ số gạch đã định cho mình ngày nào rồi ngày nấy.|以 色 列 人 的 官 長 聽 說 、 你 們 每 天 作 磚 的 工 作 一 點 不 可 減 少 、 就 知 道 是 遭 遇 禍 患 了 。
Khi lui ra khỏi Pha-ra-ôn thì họ gặp Môi-se và A-rôn đợi tại đó,|他 們 離 了 法 老 出 來 、 正 遇 見 摩 西 亞 倫 站 在 對 面 、
bèn nói rằng: Hai ngươi đã làm cho chúng tôi ra mùi hôi hám trước mặt Pha-ra-ôn và quần thần, mà trao thanh gươm vào tay họ đặng giết chúng tôi. Cầu xin Đức Giê-hô-va xem xét và xử đoán hai ngươi!|就 向 他 們 說 、 願 耶 和 華 鑒 察 你 們 、 施 行 判 斷 、 因 你 們 使 我 們 在 法 老 和 他 臣 僕 面 前 有 了 臭 名 、 把 刀 遞 在 他 們 手 中 殺 我 們 。
Môi-se bèn trở về cùng Đức Giê-hô-va mà thưa rằng: Lạy Chúa! sao Chúa đã làm hại cho dân sự nầy? Chúa sai tôi đến mà chi?|摩 西 回 到 耶 和 華 那 裡 說 、 主 阿 、 你 為 甚 麼 苦 待 這 百 姓 呢 、 為 甚 麼 打 發 我 去 呢 、
Từ khi tôi đi yết kiến Pha-ra-ôn đặng nhân danh Chúa mà nói, thì người lại ngược đãi dân nầy, và Chúa chẳng giải cứu dân của Chúa.|自 從 我 去 見 法 老 奉 你 的 名 說 話 、 他 就 苦 待 這 百 姓 、 你 一 點 也 沒 有 拯 救 他 們 。

					Xuất Hành 6				|
						出埃及記 6					
Đức Giê-hô-va phán cùng Môi-se rằng: Bây giờ ngươi hãy xem những điều ta sẽ hành Pha-ra-ôn; vì nhờ tay quyền năng ép buộc vua đó sẽ tha và đuổi dân Y-sơ-ra-ên ra khỏi xứ mình.|耶 和 華 對 摩 西 說 、 現 在 你 必 看 見 我 向 法 老 所 行 的 事 、 使 他 因 我 大 能 的 手 容 以 色 列 人 去 、 且 把 他 們 趕 出 他 的 地 。
Đức Chúa Trời lại phán cùng Môi-se rằng: Ta là Đức Giê-hô-va.|　 神 曉 諭 摩 西 說 、 我 是 耶 和 華 ．
Ta đã hiện ra cùng Ap-ra-ham, cùng Y-sác, và cùng Gia-cốp, tỏ mình là Đức Chúa Trời toàn năng; song về danh ta là Giê-hô-va, thì ta chưa hề tỏ cho họ biết.|我 從 前 向 亞 伯 拉 罕 、 以 撒 、 雅 各 、 顯 現 為 全 能 的 　 神 、 至 於 我 名 耶 和 華 、 他 們 未 曾 知 道 。
Ta cũng có lập giao ước cùng họ, để ban xứ Ca-na-an cho, là xứ họ đã kiều ngụ như khách ngoại bang.|我 與 他 們 堅 定 所 立 的 約 、 要 把 他 們 寄 居 的 迦 南 地 賜 給 他 們 。
Ta cũng có nghe lời than thở của dân Y-sơ-ra-ên bị người Ê-díp-tô bắt làm tôi mọi, bèn nhớ lại sự giao ước của ta.|我 也 聽 見 以 色 列 人 被 埃 及 人 苦 待 的 哀 聲 、 我 也 記 念 我 的 約 。
Vậy nên, ngươi hãy nói cùng dân Y-sơ-ra-ên rằng: Ta là Đức Giê-hô-va sẽ rút các ngươi khỏi gánh nặng mà người Ê-díp-tô đã gán cho, cùng giải thoát khỏi vòng tôi mọi; ta sẽ giơ thẳng tay ra, dùng sự đoán phạt nặng mà chuộc các ngươi.|所 以 你 要 對 以 色 列 人 說 、 我 是 耶 和 華 、 我 要 用 伸 出 來 的 膀 臂 重 重 地 刑 罰 埃 及 人 、 救 贖 你 們 脫 離 他 們 的 重 擔 、 不 作 他 們 的 苦 工 。
Ta sẽ nhận các ngươi làm dân ta, và ta sẽ làm Đức Chúa Trời của các ngươi; các ngươi sẽ biết ta là Giê-hô-va Đức Chúa Trời của các ngươi, đã rút các ngươi khỏi gánh nặng của người Ê-díp-tô.|我 要 以 你 們 為 我 的 百 姓 ． 我 也 要 作 你 們 的 　 神 、 你 們 要 知 道 我 是 耶 和 華 你 們 的 　 神 、 是 救 你 們 脫 離 埃 及 人 之 重 擔 的 。
Ta sẽ dắt các ngươi vào xứ ta đã thề ban cho Ap-ra-ham, cho Y-sác, cho Gia-cốp, mà cho các ngươi xứ đó làm cơ nghiệp: Ta là Đức Giê-hô-va.|我 起 誓 應 許 給 亞 伯 拉 罕 、 以 撒 、 雅 各 的 那 地 、 我 要 把 你 們 領 進 去 將 那 地 賜 給 你 們 為 業 、 我 是 耶 和 華 。
Môi-se nói lại như vậy cho dân Y-sơ-ra-ên; nhưng vì bị sầu não và việc tôi mọi nặng nề, nên chẳng nghe Môi-se chút nào.|摩 西 將 這 話 告 訴 以 色 列 人 、 只 是 他 們 因 苦 工 愁 煩 、 不 肯 聽 他 的 話 。
Đức Giê-hô-va bèn phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Hãy đi tâu cùng Pha-ra-ôn, vua xứ Ê-díp-tô, phải cho dân Y-sơ-ra-ên ra khỏi xứ mình.|你 進 去 對 埃 及 王 法 老 說 、 要 容 以 色 列 人 出 他 的 地 。
Nhưng Môi-se thưa cùng Đức Giê-hô-va rằng: Nầy, tôi là một kẻ vụng miệng; dân Y-sơ-ra-ên chẳng có nghe lời tôi, Pha-ra-ôn há sẽ khứng nghe lời tôi sao?|摩 西 在 耶 和 華 面 前 說 、 以 色 列 人 尚 且 不 聽 我 的 話 、 法 老 怎 肯 聽 我 這 拙 口 笨 舌 的 人 呢 。
Đức Giê-hô-va lại phán cùng Môi-se và A-rôn, bèn truyền cho hai người phải đi đến dân Y-sơ-ra-ên và Pha-ra-ôn, vua xứ Ê-díp-tô, đặng đem dân đó ra khỏi xứ Ê-díp-tô.|耶 和 華 吩 咐 摩 西 亞 倫 往 以 色 列 人 和 埃 及 王 法 老 那 裡 去 、 把 以 色 列 人 從 埃 及 地 領 出 來 。
Đây là các trưởng tộc của những họ hàng dân Y-sơ-ra-ên. Các con trai của Ru-bên, tức là trưởng nam Y-sơ-ra-ên, là: Hê-nóc, Pha-lu, Hết-rôn và Cạt-mi. Đó là những họ hàng của Ru-bên.|以 色 列 人 家 長 的 名 字 記 在 下 面 ． 以 色 列 長 子 流 便 的 兒 子 是 哈 諾 、 法 路 、 希 斯 崙 、 迦 米 ． 這 是 流 便 的 各 家 。
Các con trai của Si-mê-ôn là: Giê-mu-ên, Gia-min, Ô-hát, Gia-kin, Xô-ha và Sau-lơ là con của vợ xứ Ca-na-an. Đó là họ hàng của Si-mê-ôn.|西 緬 的 兒 子 是 耶 母 利 、 雅 憫 、 阿 轄 、 雅 斤 、 瑣 轄 、 和 迦 南 女 子 的 兒 子 掃 羅 ． 這 是 西 緬 的 各 家 。
Đây là tên các con trai của Lê-vi, tùy theo dòng dõi của họ: Ghẹt-sôn, Kê-hát, và Mê-ra-ri. Lê-vi hưởng thọ được một trăm ba mươi bảy tuổi.|利 未 眾 子 的 名 字 、 按 著 他 們 的 後 代 記 在 下 面 ． 就 是 革 順 、 哥 轄 、 米 拉 利 ． 利 未 一 生 的 歲 數 是 一 百 三 十 七 歲 。
Các con trai của Ghẹt-sôn, tùy theo họ hàng mình: Líp-ni và Si-mê -y.|革 順 的 兒 子 按 著 家 室 、 是 立 尼 、 示 每 。
Các con trai của Kê-hát là: Am-ram, Dít-sê-ha, Hếp-rôn, và U-xi-ên. Kê-hát hưởng thọ được một trăm ba mươi ba tuổi.|哥 轄 的 兒 子 是 暗 蘭 、 以 斯 哈 、 希 伯 倫 、 烏 薛 ． 哥 轄 一 生 的 歲 數 是 一 百 三 十 三 歲 。
Các con trai của Mê-ra-ri là: Mách-li, và Mu-si. Đó là các họ hàng của Lê-vi, tùy theo dòng dõi của họ.|米 拉 利 的 兒 子 是 抹 利 、 和 母 示 ． 這 是 利 未 的 家 、 都 按 著 他 們 的 後 代 。
Vả, Am-ram lấy Giô-kê-bết, là cô mình, làm vợ; nàng sanh cho người A-rôn và Môi-se. Am-ram hưởng thọ được một trăm ba mươi bảy tuổi.|暗 蘭 娶 了 他 父 親 的 妹 妹 約 基 別 為 妻 、 他 給 他 生 了 亞 倫 和 摩 西 ． 暗 蘭 一 生 的 歲 數 是 一 百 三 十 七 歲 。
Các con trai của Dít-sê-ha là: Cô-rê, Nê-phết và Xiếc-ri.|以 斯 哈 的 兒 子 是 可 拉 、 尼 斐 、 細 基 利 。
