
					Rô-ma 1				|
Vì Đấng Christ cũng không làm cho đẹp lòng mình, như có chép rằng: Lời của những kẻ nguyền rủa Chúa đã đổ trên mình tôi.|因 為 基 督 也 不 求 自 己 的 喜 悅 、 如 經 上 所 記 、 『 辱 罵 你 人 的 辱 罵 、 都 落 在 我 身 上 。 』
Vả, mọi sự đã chép từ xưa đều để dạy dỗ chúng ta, hầu cho bởi sự nhịn nhục và sự yên ủi của Kinh Thánh dạy mà chúng ta được sự trông cậy.|從 前 所 寫 的 聖 經 、 都 是 為 教 訓 我 們 寫 的 、 叫 我 們 因 聖 經 所 生 的 忍 耐 和 安 慰 、 可 以 得 著 盼 望 。
Xin Đức Chúa Trời hay nhịn nhục và yên ủi ban cho anh em được đồng lòng ở với nhau theo Đức Chúa Jêsus Christ;|但 願 賜 忍 耐 安 慰 的 　 神 、 叫 你 們 彼 此 同 心 、 效 法 基 督 耶 穌 ．
để anh em lấy một lòng một miệng mà ngợi khen Đức Chúa Trời, là Cha của Đức Chúa Jêsus Christ chúng ta.|一 心 一 口 、 榮 耀 　 神 、 我 們 主 耶 穌 基 督 的 父 。
Vậy thì, anh em hãy tiếp lấy nhau, cũng như Đấng Christ đã tiếp anh em, để Đức Chúa Trời được vinh hiển.|所 以 你 們 要 彼 此 接 納 、 如 同 基 督 接 納 你 們 一 樣 、 使 榮 耀 歸 與 　 神 。
Vả, tôi nói rằng Đức Chúa Jêsus Christ đã làm chức vụ mình nơi người chịu cắt bì, đặng tỏ bày sự thành tín của Đức Chúa Trời, và làm quả quyết lời hứa cùng các tổ phụ chúng ta,|我 說 、 基 督 是 為 　 神 真 理 作 了 受 割 禮 人 的 執 事 、 要 證 實 所 應 許 列 祖 的 話 。
lại khiến dân ngoại khen ngợi Đức Chúa Trời vì sự thương xót của Ngài, như có chép rằng: Bởi đó tôi sẽ ngợi khen Chúa giữa các dân ngoại, Và ca tụng danh Ngài.|並 叫 外 邦 人 、 因 他 的 憐 憫 、 榮 耀 　 神 ． 如 經 上 所 記 、 『 因 此 我 要 在 外 邦 中 稱 讚 你 、 歌 頌 你 的 名 。 』
Lại có chép rằng: Hỡi dân ngoại, hãy đồng vui cùng dân Chúa.|又 說 、 『 你 們 外 邦 人 、 當 與 主 的 百 姓 一 同 歡 樂 。 』
Lại rằng: Hỡi hết thảy dân ngoại, Hãy khen ngợi Chúa, muôn dân nên ngợi khen Ngài!|又 說 、 『 外 邦 阿 、 你 們 當 讚 美 主 ． 萬 民 哪 、 你 們 都 當 頌 讚 他 。 』
Ê-sai cũng nói rằng: Từ cội rễ Gie-sê Sẽ nứt lên cái chồi cai trị dân ngoại, Dân ngoại sẽ trông cậy chồi ấy.|又 有 以 賽 亞 說 、 『 將 來 有 耶 西 的 根 、 就 是 那 興 起 來 要 治 理 外 邦 的 ． 外 邦 人 要 仰 望 他 。 』
Vậy xin Đức Chúa Trời của sự trông cậy, làm cho anh em đầy dẫy mọi điều vui vẻ và mọi điều bình an trong đức tin, hầu cho anh em nhờ quyền phép Đức Thánh Linh được dư dật sự trông cậy!|但 願 使 人 有 盼 望 的 　 神 、 因 信 、 將 諸 般 的 喜 樂 平 安 、 充 滿 你 們 的 心 、 使 你 們 藉 著 聖 靈 的 能 力 、 大 有 盼 望 。
Hỡi anh em, về phần anh em, tôi cũng tin chắc rằng anh em có đầy lòng nhơn từ, đủ điều thông biết trọn vẹn, lại có tài khuyên bảo nhau.|弟 兄 們 、 我 自 己 也 深 信 你 們 是 滿 有 良 善 、 充 足 了 諸 般 的 知 識 、 也 能 彼 此 勸 戒 。
Nếu tôi đã lấy lòng thật dạn dĩ mà viết thơ nói điều nầy điều kia với anh em, ấy là để nhắc lại cho anh em nhớ, bởi ơn Đức Chúa Trời đã làm cho tôi|但 我 稍 微 放 膽 寫 信 給 你 們 、 是 要 題 醒 你 們 的 記 性 、 特 因 　 神 所 給 我 的 恩 典 、
nên chức việc của Đức Chúa Jêsus Christ giữa dân ngoại, làm chức tế lễ của Tin Lành Đức Chúa Trời, hầu cho dân ngoại được làm của lễ vừa ý Chúa, nên thánh bởi Đức Thánh Linh.|使 我 為 外 邦 人 作 基 督 耶 穌 的 僕 役 、 作 　 神 福 音 的 祭 司 、 叫 所 獻 上 的 外 邦 人 、 因 著 聖 靈 、 成 為 聖 潔 、 可 蒙 悅 納 。
Vậy tôi có cớ khoe mình trong Đức Chúa Jêsus Christ về điều hầu việc Đức Chúa Trời.|所 以 論 到 　 神 的 事 我 在 基 督 耶 穌 裡 有 可 誇 的 。
Vì tôi chẳng dám nói những sự khác hơn sự mà Đấng Christ cậy tôi làm ra để khiến dân ngoại vâng phục Ngài, bởi lời nói và bởi việc làm,|除 了 基 督 藉 我 作 的 那 些 事 、 我 甚 麼 都 不 敢 題 ． 只 題 他 藉 我 言 語 作 為 、 用 神 蹟 奇 事 的 能 力 、 並 聖 靈 的 能 力 、 使 外 邦 人 順 服 ．
bởi quyền phép của dấu kỳ phép lạ, bằng quyền phép của Thánh Linh Đức Chúa Trời. Ay là từ thành Giê-ru-sa-lem và các miền xung quanh cho đến xứ I-ly-ri, tôi đã đem đạo Tin Lành của Đấng Christ đi khắp chốn.|甚 至 我 從 耶 路 撒 冷 、 直 轉 到 以 利 哩 古 、 到 處 傳 了 基 督 的 福 音 。
Nhưng tôi lấy làm vinh mà rao Tin Lành ở nơi nào danh Đấng Christ chưa được truyền ra, để cho khỏi lập lên trên nền người khác,|我 立 了 志 向 、 不 在 基 督 的 名 被 稱 過 的 地 方 傳 福 音 、 免 得 建 造 在 別 人 的 根 基 上 ．
như có chép rằng: Những kẻ chưa được tin báo về Ngài thì sẽ thấy Ngài, những kẻ chưa nghe nói về Ngài thì sẽ biết Ngài.|就 如 經 上 所 記 、 『 未 曾 聞 知 他 信 息 的 、 將 要 看 見 ． 未 曾 聽 過 的 、 將 要 明 白 。 』
Ay cũng là điều đã nhiều lần ngăn trở tôi đi đến thăm anh em.|我 因 多 次 被 攔 阻 、 總 不 得 到 你 們 那 裡 去 ．
Nhưng bây giờ chẳng còn có chi cầm buộc tôi lại trong các miền nầy nữa; vả lại, đã mấy năm nay, tôi rất ước ao đến cùng anh em;|但 如 今 在 這 裡 再 沒 有 可 傳 的 地 方 、 而 且 這 好 幾 年 、 我 切 心 想 望 到 士 班 雅 去 的 時 候 、 可 以 到 你 們 那 裡 ．
vậy nếu tôi có thể đi xứ Y-pha-nho được, thì mong rằng sẽ tiện đàng ghé thăm anh em; sau khi được chút thỏa lòng ở với anh em rồi, thì nhờ anh em sai đưa tôi qua xứ ấy.|盼 望 從 你 們 那 裡 經 過 、 得 見 你 們 、 先 與 你 們 彼 此 交 往 、 心 裡 稍 微 滿 足 、 然 後 蒙 你 們 送 行 。
Nay tôi qua thành Giê-ru-sa-lem đặng giúp việc các thánh đồ.|但 現 在 我 往 耶 路 撒 冷 去 、 供 給 聖 徒 。
Vì người xứ Ma-xê-đoan và xứ A-chai vui lòng quyên tiền để giúp những thánh đồ ở thành Giê-ru-sa-lem đang nghèo túng.|因 為 馬 其 頓 、 和 亞 該 亞 人 樂 意 湊 出 捐 項 、 給 耶 路 撒 冷 聖 徒 中 的 窮 人 。
Họ vui lòng làm sự đó, và cũng mắc nợ các người đó nữa; vì nếu người ngoại đã có phần về của cải thiêng liêng người Giu-đa, thì cũng phải lấy của cải thuộc về phần đời mà giúp cho người Giu-đa.|這 固 然 是 他 們 樂 意 的 ． 其 實 也 算 是 所 欠 的 債 ． 因 外 邦 人 、 既 然 在 他 們 屬 靈 的 好 處 上 有 分 、 就 當 把 養 身 之 物 供 給 他 們 。
Vậy khi tôi làm xong việc ấy, và giao quả phước nầy cho họ rồi, tôi sẽ ghé nơi anh em đặng đi đến sứ Y-pha-nho.|等 我 辦 完 了 這 事 、 把 這 善 果 向 他 們 交 付 明 白 、 我 就 要 路 過 你 們 那 裡 、 往 士 班 雅 去 。
Tôi biết khi tôi sang với anh em, thì sẽ đem ơn phước dồi dào của Đấng Christ cùng đến.|我 也 曉 得 去 的 時 候 、 必 帶 著 基 督 豐 盛 的 恩 典 而 去 。
Vậy, hỡi anh em, nhờ Đức Chúa Jêsus Christ chúng ta, và nhờ sự yêu thương sanh bởi Đức Thánh Linh, tôi khuyên anh em phải cùng tôi chiến đấu trong những lời cầu nguyện mà anh em vì tôi trình cùng Đức Chúa Trời,|弟 兄 們 、 我 藉 著 我 們 主 耶 穌 基 督 、 又 藉 著 聖 靈 的 愛 、 勸 你 們 與 我 一 同 竭 力 、 為 我 祈 求 　 神 ．
hầu để tôi được thoát khỏi những người chẳng tin trong xứ Giu-đê, và của làm phải mà tôi đem qua thành Giê-ru-sa-lem sẽ được các thánh đồ vui lòng nhậm lấy.|叫 我 脫 離 在 猶 太 不 順 從 的 人 、 也 叫 我 為 耶 路 撒 冷 所 辦 的 捐 項 、 可 蒙 聖 徒 悅 納 ．
Bấy giờ tôi có thể vui mừng đi đến anh em, và nếu vừa ý Đức Chúa Trời, cũng nếm mùi an nghĩ với anh em nữa.|並 叫 我 順 著 　 神 的 旨 意 、 歡 歡 喜 喜 的 到 你 們 那 裡 、 與 你 們 同 得 安 息 。
Nguyền xin Đức Chúa Trời bình an ở với anh em hết thảy! A-men.|願 賜 平 安 的 　 神 、 常 和 你 們 眾 人 同 在 。 阿 們 。

					Rô-ma 16				|
						羅馬書 16					
Tôi gởi gắm Phê-bê, người chị em chúng ta cho anh em, người làm nữ chấp sự của Hội thánh Xen-cơ-rê.|我 對 你 們 舉 薦 我 們 的 姊 妹 非 比 、 他 是 堅 革 哩 教 會 中 的 女 執 事 ．
Hãy ân cần tiếp rước người trong Chúa chúng ta, một cách xứng đáng với thánh đồ, và hãy giúp đỡ người trong mọi dịp mà người sẽ cần đến anh em; vì chính người đã giúp nhiều kẻ, và cũng giúp tôi nữa.|請 你 們 為 主 接 待 他 、 合 乎 聖 徒 的 體 統 ． 他 在 何 事 上 、 要 你 們 幫 助 、 你 們 就 幫 助 他 ． 因 他 素 來 幫 助 許 多 人 、 也 幫 助 了 我 。
Hãy chào Bê-rít-sin và A-qui-la, kẻ cùng làm việc với tôi trong Đức Chúa Jêsus Christ,|問 百 基 拉 和 亞 居 拉 安 ． 他 們 在 基 督 耶 穌 裡 與 我 同 工 、
là hai người liều chết để cứu sự sống tôi; ấy chẳng những một mình tôi tạ ơn hai người, nhưng cả các Hội thánh của dân ngoại nữa.|也 為 我 的 命 、 將 自 己 的 頸 項 、 置 之 度 外 ． 不 但 我 感 謝 他 們 、 就 是 外 邦 的 眾 教 會 、 也 感 謝 他 們 ．
Cũng hãy chào Hội thánh nhóm tại nhà hai người. Hãy chào Ê-bai-nết, là người rất thiết với tôi, và đã nên trái đầu mùa trong xứ A-si cho Đấng Christ.|又 問 在 他 們 家 中 的 教 會 安 。 問 我 所 親 愛 的 以 拜 尼 士 安 ． 他 在 亞 西 亞 是 歸 基 督 初 結 的 果 子 。
Hãy chào Ma-ri, là người có nhiều công khó vì anh em.|又 問 馬 利 亞 安 ． 他 為 你 們 多 受 勞 若 。
Hãy chào An-trô-ni-cơ và Giu-ni -a, tức là bà con và bạn đồng tù với tôi, là hai người có danh vọng trong các sứ đồ và thuộc về Đấng Christ trước tôi vậy.|又 問 我 親 屬 與 我 一 同 坐 監 的 安 多 尼 古 和 猶 尼 亞 安 ． 他 們 在 使 徒 中 是 有 名 望 的 、 也 是 比 我 先 在 基 督 裡 。
Hãy chào Am-li -a, người rất yêu dấu của tôi trong Chúa.|又 問 我 在 主 裡 面 所 親 愛 的 暗 伯 利 安 。
Hãy chào U-rơ-banh, bạn cùng làm việc với tôi trong Đấng Christ, và Ech-ta-chy, là kẻ rất thiết với tôi.|又 問 在 基 督 裡 與 我 們 同 工 的 耳 巴 奴 、 並 我 所 親 愛 的 士 大 古 安 。
Hãy chào A-be-lơ, người được tiếp nạp trong Đấng Christ. Hãy chào các ngươi ở nhà A-rích-tô-bu.|又 問 在 基 督 裡 經 過 試 驗 的 亞 比 利 安 。 問 亞 利 多 布 家 裡 的 人 安 。
Hãy chào Hê-rô-đi-ôn, là bà con tôi. Hãy chào các người ở trong nhà Nạt-xít, là những kẻ ở trong Chúa.|又 問 我 親 屬 希 羅 天 安 。 問 拿 其 數 家 在 主 裡 的 人 安 。
Hãy chào Try-phe-nơ và Try-phô-sơ, là hai người làm việc cho Chúa. Hãy chào Bẹt-si-đơ, người rất thân với tôi, và đã làm việc nhiều cho Chúa.|又 問 為 主 勞 苦 的 士 非 拿 氏 和 士 富 撒 氏 安 。 問 可 親 愛 為 主 多 受 勞 苦 的 彼 息 氏 安 。
Hãy chào Ru-phu, người được chọn của Chúa, và chào mẹ người, cũng là mẹ tôi.|又 問 在 主 蒙 揀 選 的 魯 孚 和 他 母 親 安 ． 他 的 母 親 就 是 我 的 母 親 。
Hãy chào A-sin-cơ-rích, Phơ-lê-gôn, Hẹt-me, Ba-trô-ba, Hẹt-ma, và các anh em ở với họ.|又 問 亞 遜 其 士 、 弗 勒 干 、 黑 米 、 八 羅 巴 、 黑 馬 、 並 與 他 們 在 一 處 的 弟 兄 們 安 。
Hãy chào Phi-lô-lô-gơ và Giu-li, Nê-rê và chị người, Ô-lim, và hết thảy các thánh đồ ở với họ.|又 問 非 羅 羅 古 、 和 猶 利 亞 、 尼 利 亞 、 和 他 姊 妹 、 同 阿 林 巴 、 並 與 他 們 在 一 處 的 眾 聖 徒 安 。
Anh em hãy lấy cái hôn thánh mà chào nhau. Hết thảy các Hội thánh của Đấng Christ chào anh em.|你 們 親 嘴 問 安 、 彼 此 務 要 聖 潔 。 基 督 的 眾 教 會 都 問 你 們 安 。
Hỡi anh em, tôi khuyên anh em coi chừng những kẻ gây nên bè đảng và làm gương xấu, nghịch cùng sự dạy dỗ mà anh em đã nhận. Phải tránh xa họ đi,|弟 兄 們 、 那 些 離 間 你 們 、 叫 你 們 跌 倒 、 背 乎 所 學 之 道 的 人 、 我 勸 你 們 要 留 意 躲 避 他 們 。
vì những kẻ đó chẳng hầu việc Đấng Christ, Chúa chúng ta, song hầu việc cái bụng họ, và lấy những lời ngọt ngào dua nịnh dỗ dành lòng kẻ thật thà.|因 為 這 樣 的 人 不 服 事 我 們 的 主 基 督 、 只 服 事 自 己 的 肚 腹 ． 用 花 言 巧 語 、 誘 惑 那 些 老 實 人 的 心 。
Sự anh em vâng phục thì ai ai cũng biết rồi, vậy tôi vì anh em vui mừng, mong rằng anh em khôn ngoan về điều lành, và thanh sạch đối với điều dữ.|你 們 的 順 服 、 已 經 傳 於 眾 人 、 所 以 我 為 你 們 歡 喜 ． 但 我 願 意 你 們 在 善 上 聰 明 、 在 惡 上 愚 拙 。
Đức Chúa Trời bình an sẽ kíp giày đạp quỉ Sa-tan dưới chơn anh em. Nguyền xin ân điển của Đức Chúa Jêsus chúng ta ở cùng anh em!|賜 平 安 的 　 神 、 快 要 將 撒 但 踐 踏 在 你 們 腳 下 。 願 我 主 耶 穌 基 督 的 恩 、 常 和 你 們 同 在 。
Ti-mô-thê, kẻ cùng làm việc với tôi chào anh em, Lu-si-út, Gia-sôn và Sô-xi-ba-tê, là bà con tôi cũng vậy.|與 我 同 工 的 提 摩 太 、 和 我 的 親 屬 路 求 、 耶 孫 、 所 西 巴 德 、 問 你 們 安 。
Tôi là Tẹt-tiu, người chép bức thơ nầy, chào thăm anh em trong Chúa.|我 這 代 筆 寫 信 的 德 丟 、 在 主 裡 面 問 你 們 安 。
Gai-út là người tiếp đãi tôi cùng tiếp đãi cả Hội thánh, chào anh em.|那 接 待 我 、 也 接 待 全 教 會 的 該 猶 、 問 你 們 安 。
Ê-rát, quan kho bạc thành phố, và Qua-rơ-tu, người anh em chúng ta, cũng chào anh em nữa.|城 內 管 銀 庫 的 以 拉 都 、 和 兄 弟 括 士 、 問 你 們 安 。
Ngợi khen Đấng có quyền làm cho vững chí anh em theo Tin Lành của tôi và lời giảng Đức Chúa Jêsus Christ, theo sự tỏ ra về lẽ mầu nhiệm, là lẽ đã giấu kín từ mọi đời trước,|惟 有 　 神 能 照 我 所 傳 的 福 音 、 和 所 講 的 耶 穌 基 督 、 並 照 永 古 隱 藏 不 言 的 奧 秘 、 堅 固 你 們 的 心 。
mà bây giờ được bày ra, và theo lịnh Đức Chúa Trời hằng sống, bởi các sách tiên tri, bày ra cho mọi dân đều biết, đặng đem họ đến sự vâng phục của đức tin,|這 奧 秘 如 今 顯 明 出 來 、 而 且 按 著 永 生 　 神 的 命 、 藉 眾 先 知 的 書 指 示 萬 國 的 民 、 使 他 們 信 服 真 道 。
nhơn Đức Chúa Jêsus Christ, nguyền xin vinh hiển về nơi Đức Chúa Trời khôn ngoan có một, đời đời vô cùng! A-men.|願 榮 耀 因 耶 穌 基 督 歸 與 獨 一 全 智 的 　 神 、 直 到 永 遠 。 阿 們 。
