
					II Các Vua 1				|
Vả, có vợ của một người môn đồ của các đấng tiên tri đến phàn nàn cùng Ê-li-sê, mà rằng: Kẻ tôi tớ ông, là chồng tôi, đã qua đời; và ông biết rằng kẻ tôi tớ ông kính sợ Đức Giê-hô-va. Vả, chủ nợ người đến toan bắt hai đứa con tôi làm tôi mọi.|有 一 個 先 知 門 徒 的 妻 、 哀 求 以 利 沙 說 、 你 僕 人 我 丈 夫 死 了 ． 他 敬 畏 耶 和 華 是 你 所 知 道 的 ． 現 在 有 債 主 來 、 要 取 我 兩 個 兒 子 作 奴 僕 。
Ê-li-sê nói với nàng rằng: Ta phải làm gì cho ngươi? Hãy nói cho ta biết ngươi có vật gì ở nhà? Nàng thưa rằng: Con đòi ông chẳng có gì trong nhà hơn là một hũ dầu.|以 利 沙 問 他 說 、 我 可 以 為 你 作 甚 麼 呢 、 你 告 訴 我 ． 你 家 裡 有 甚 麼 、 他 說 、 婢 女 家 中 、 除 了 一 瓶 油 之 外 、 沒 有 甚 麼 。
Người bèn tiếp rằng: Hãy đi ra ngoài mượn những bình không của các kẻ láng giềng ngươi, chớ mượn ít.|以 利 沙 說 、 你 去 、 向 你 眾 鄰 舍 借 空 器 皿 ． 不 要 少 借 、
Khi ngươi trở về, hãy vào nhà với các con ngươi, đóng cửa lại, rối hãy đổ dầu vào các bình đó; hễ bình nào đầy thì để nó riêng ra.|回 到 家 裡 、 關 上 門 、 你 和 你 兒 子 在 裡 面 、 將 油 倒 在 所 有 的 器 皿 裡 、 倒 滿 了 的 放 在 一 邊 。
Nàng liền đi khỏi người, vào nhà với các con trai mình, đóng cửa lại; các con trai nàng đem bình lại, và nàng đổ dầu vào.|於 是 婦 人 離 開 以 利 沙 去 了 、 關 上 門 、 自 己 和 兒 子 在 裡 面 ． 兒 子 把 器 皿 拿 來 、 他 就 倒 油 ．
Khi các bình đã đầy, nàng nói với con trai mình rằng: Hãy đem cho ta một bình nữa. Nhưng nó thưa rằng: Hết trơn bình rồi. Dầu bèn ngừng lại.|器 皿 都 滿 了 、 他 對 兒 子 說 、 再 給 我 拿 器 皿 來 。 兒 子 說 、 再 沒 有 器 皿 了 、 油 就 止 住 了 。
Bấy giờ, nàng đem việc ấy thuật cho người của Đức Chúa Trời, thì người nói rằng: Hãy đem bán dầu mà trả nợ của ngươi; đoạn, ngươi và các con trai ngươi sẽ lấy dầu còn lại mà nuôi mình.|婦 人 去 告 訴 神 人 ． 神 人 說 、 你 去 賣 油 還 債 、 所 剩 的 、 你 和 你 兒 子 可 以 靠 著 度 日 。
Một ngày kia, Ê-li-sê đi ngang qua đất Su-nem. Ở đó, có một người đờn bà giàu, cầm người ở lại ăn bữa. Từ ấy, mỗi khi người đi ngang qua đó, thì vào nhà người đờn bà này mà dùng bữa.|一 日 以 利 沙 走 到 書 念 ． 在 那 裡 有 一 個 大 戶 的 婦 人 、 強 留 他 喫 飯 。 此 後 、 以 利 沙 每 從 那 裡 經 過 、 就 進 去 喫 飯 。
Người nói với chồng mình rằng: Tôi biết rằng người năng đến nhà chúng ta đây, là một người thánh của Đức Chúa Trời.|婦 人 對 丈 夫 說 、 我 看 出 那 常 從 我 們 這 裡 經 過 的 、 是 聖 潔 的 神 人 。
Xin chúng ta hãy xây cất cho người một cái phòng cao, rồi để tại đó một cái giường, một cái bàn, một cái ghế, và một cây đèn. Vậy, khi người đến nhà ta, thì sẽ ở lại đó.|我 們 可 以 為 他 在 牆 上 蓋 一 間 小 樓 ． 在 其 中 安 放 床 榻 、 桌 子 、 椅 子 、 燈 臺 ． 他 來 到 我 們 這 裡 、 就 可 以 住 在 其 間 。
Một ngày kia, Ê-li-sê đi đến Su-nem, trọ nơi phòng cao, và ngủ tại đó.|一 日 、 以 利 沙 來 到 那 裡 、 就 進 了 那 樓 躺 臥 。
Người nói với Ghê-ha-xi, tôi tớ mình, rằng: Hãy gọi người đờn bà Su-nem đó đến. Ghê-ha-xi gọi nàng; nàng ra đứng trước mặt người.|以 利 沙 吩 咐 僕 人 基 哈 西 說 、 你 叫 這 書 念 婦 人 來 ． 他 就 把 婦 人 叫 了 來 、 婦 人 站 在 以 利 沙 面 前 。
Người nói với tôi tớ mình rằng: Hãy nói cùng nàng rằng: Kìa, ngươi đã lo liệu cho chúng ta mọi điều này; vậy chúng ta phải làm gì cho ngươi? Có phải ngươi muốn ta nói giùm cho ngươi với vua hay là với quan tổng binh chăng? Nàng thưa rằng: Tôi vẫn ở giữa dân sự tôi.|以 利 沙 吩 咐 僕 人 說 、 你 對 他 說 、 你 既 為 我 們 費 了 許 多 心 思 、 可 以 為 你 作 甚 麼 呢 ． 你 向 王 、 或 元 帥 、 有 所 求 的 沒 有 ． 他 回 答 說 、 我 在 我 本 鄉 安 居 無 事 。
Ê-li-sê lại tiếp: Vậy, chúng ta phải làm gì cho người? Ghê-ha-xi đáp rằng: À này, người không có con trai, và chồng người đã già rồi.|以 利 沙 對 僕 人 說 、 究 竟 當 為 他 作 甚 麼 呢 。 基 哈 西 說 、 他 沒 有 兒 子 、 他 丈 夫 也 老 了 。
Ê-li-sê nói rằng: Hãy gọi nàng. Ghê-ha-xi gọi nàng, nàng đến đứng nơi cửa.|以 利 沙 說 、 再 叫 他 來 ． 於 是 叫 了 他 來 、 他 就 站 在 門 口 。
Ê-li-sê nói với người đờn bà rằng: Năm tới, trong lúc này, ngươi sẽ ẵm một đứa con trai. Nàng thưa: Hỡi chúa tôi, là người của Đức Chúa Trời! xin chớ nói dối cùng con đòi của chúa.|以 利 沙 說 、 明 年 到 這 時 候 、 你 必 抱 一 個 兒 子 。 他 說 、 神 人 、 我 主 阿 、 不 要 那 樣 欺 哄 婢 女 。
Người đờn bà ấy thọ thai, và một năm sau, cũng trong lúc đó, sanh một đứa con trai, y như lời Ê-li-sê đã nói trước cho nàng.|婦 人 果 然 懷 孕 、 到 了 那 時 候 、 生 了 一 個 兒 子 、 正 如 以 利 沙 所 說 的 。
Xảy ra khi đứa trẻ lớn lên, một ngày kia nó đi đến cha nó nơi những người gặt lúa,|孩 子 漸 漸 長 大 、 一 日 到 他 父 親 和 收 割 的 人 那 裡 。
mà nói rằng: Đầu tôi đau! đầu tôi đau! Người cha biểu kẻ tôi tớ đem nó về cho mẹ nó.|他 對 父 親 說 、 我 的 頭 阿 、 我 的 頭 阿 。 他 父 親 對 僕 人 說 、 把 他 抱 到 他 母 親 那 裡 。
Người tôi tớ đem nó về, giao cho mẹ nó; đứa trẻ ngồi trên đầu gối của mẹ cho đến trưa, rồi chết.|僕 人 抱 去 、 交 給 他 母 親 、 孩 子 坐 在 母 親 的 膝 上 、 到 晌 午 就 死 了 。
Nàng bèn đi lên để nó nằm trên giường người của Đức Chúa Trời, rồi đi ra, đóng cửa lại.|他 母 親 抱 他 上 了 樓 、 將 他 放 在 神 人 的 床 上 、 關 上 門 出 來 、
Kế đó, nàng kêu chồng mình mà nói rằng: Tôi xin ông cắt cho tôi một đứa đầy tớ, và một con lừa, để tôi chạy đến người của Đức Chúa Trời; đoạn, tôi sẽ trở về.|呼 叫 他 丈 夫 說 、 你 叫 一 個 僕 人 給 我 牽 一 匹 驢 來 ． 我 要 快 快 的 去 見 神 人 、 就 回 來 。
Chồng hỏi nàng rằng: Ngày nay chẳng phải mồng một, cũng chẳng phải ngày Sa-bát. vậy, nhân sao muốn đi đến cùng người? Nàng đáp: Mọi điều bình an.|丈 夫 說 、 今 日 不 是 月 朔 、 也 不 是 安 息 日 ． 你 為 何 要 去 見 他 呢 。 婦 人 說 、 平 安 無 事 。
Nàng biểu thắng lừa, và nói với kẻ tôi tớ rằng: Hãy đem ta đi mau mau, nếu ta biểu ngươi mới ngừng lại.|於 是 備 上 驢 、 對 僕 人 說 、 你 快 快 趕 著 走 ． 我 若 不 吩 咐 你 、 就 不 要 遲 慢 。
Vậy, nàng đi đến cùng người của Đức Chúa Trời tại trên núi Cạt-mên. Người của Đức Chúa Trời thấy nàng đằng xa, bèn nói với Ghê-ha-xi, kẻ tôi tớ mình, rằng: Kìa, người đờn bà Su-nem!|婦 人 就 往 迦 密 山 去 見 神 人 。 神 人 遠 遠 的 看 見 他 、 對 僕 人 基 哈 西 說 、 看 哪 、 書 念 的 婦 人 來 了 ．
Vậy, hãy chạy đi đón nàng, và hỏi nàng rằng: Mọi việc đều bình an chăng? Chồng và con ngươi bình an chăng? Nàng đáp: Bình an.|你 跑 去 迎 接 他 、 問 他 說 、 你 平 安 麼 ． 你 丈 夫 平 安 麼 ． 孩 子 平 安 麼 ． 他 說 、 平 安 。
Khi nàng đến gần người của Đức Chúa Trời, tại trên núi, thì ôm lấy chơn người. Ghê-ha-xi đến gần đặng xô nàng ra, nhưng người của Đức Chúa Trời nói cùng người rằng: Hãy để mặc nàng; linh hồn nàng đắng cay; Đức Giê-hô-va có giấu ta điều đó, không tỏ cho ta hay.|婦 人 上 了 山 、 到 神 人 那 裡 、 就 抱 住 神 人 的 腳 。 基 哈 西 前 來 要 推 開 他 、 神 人 說 、 由 他 罷 、 因 為 他 心 裡 愁 苦 ． 耶 和 華 向 我 隱 瞞 、 沒 有 指 示 我 。
Người đờn bà ấy bèn nói rằng: Tôi há có cầu chúa một đứa con trai sao? Tôi há chẳng có nói với chúa rằng: Xin chớ dối tôi?|婦 人 說 、 我 何 嘗 向 我 主 求 過 兒 子 呢 。 我 豈 沒 有 說 過 、 不 要 欺 哄 我 麼 。
Ê-li-sê nói cùng Ghê-ha-xi rằng: Hãy thắt lưng ngươi, cầm gậy ta nơi tay và đi. Nếu ngươi gặp ai, chớ chào họ; nếu ai chào ngươi, chớ đáp lại. Người sẽ đặt cây gậy ta trên mặt đứa trẻ.|以 利 沙 吩 咐 基 哈 西 說 、 你 束 上 腰 、 手 拿 我 的 杖 前 去 ． 若 遇 見 人 、 不 要 向 他 問 安 ． 人 若 向 你 問 安 、 也 不 要 回 答 ． 要 把 我 的 杖 放 在 孩 子 臉 上 。
Người mẹ của đứa trẻ nói rằng: Tôi chỉ Đức Giê-hô-va hằng sống, và chỉ mạng sống của ông mà thề, tôi chẳng hề lìa khỏi ông! Ê-li-sê bèn chổi dậy, và đi theo người.|孩 子 的 母 親 說 、 我 指 著 永 生 的 耶 和 華 、 又 敢 在 你 面 前 起 誓 、 我 必 不 離 開 你 。 於 是 以 利 沙 起 身 、 隨 著 他 去 了 。
Ghê-ha-xi đi trước hai người, và đặt cây gậy trên mặt đứa trẻ. Nhưng người chẳng nghe một tiếng nào, cũng chẳng thấy mòi gì sống. Người trở lại đón Ê-li-sê, và thưa cùng người rằng: Đứa trẻ không tỉnh lại.|基 哈 西 先 去 、 把 杖 放 在 孩 子 臉 上 、 卻 沒 有 聲 音 、 也 沒 有 動 靜 ． 基 哈 西 就 迎 著 以 利 沙 回 來 、 告 訴 他 說 、 孩 子 還 沒 有 醒 過 來 。
Khi Ê-li-sê vào nhà, thấy đứa trẻ đã chết, nằm sải trên giường.|以 利 沙 來 到 、 進 了 屋 子 、 看 見 孩 子 死 了 、 放 在 自 己 的 床 上 。
Ê-li-sê vào trong phòng, đóng cửa lại, có đứa trẻ và mình ở trong, rồi cầu nguyện cùng Đức Giê-hô-va.|他 就 關 上 門 、 只 有 自 己 和 孩 子 在 裡 面 、 他 便 祈 禱 耶 和 華 ．
Đoạn, người leo trên giường, nằm trên đứa trẻ; đặt miệng mình trên miệng nó, mắt mình trên mắt nó, và tay mình trên tay nó. Người nằm ấp trên mình nó, xác đứa trẻ bèn ấm lại.|上 床 伏 在 孩 子 身 上 、 口 對 口 、 眼 對 眼 、 手 對 手 ． 既 伏 在 孩 子 身 上 、 孩 子 的 身 體 就 漸 漸 溫 和 了 。
Ê-li-sê trở xuống, đi qua đi lại trong phòng; đoạn, leo lên giường, nằm ấp trên mình đứa trẻ nữa. Rốt lại, nó nhảy mũi bảy lần, và mở mắt ra.|然 後 他 下 來 、 在 屋 裡 來 往 走 了 一 趟 ． 又 上 去 伏 在 孩 子 身 上 ． 孩 子 打 了 七 個 噴 嚏 、 就 睜 開 眼 睛 了 。
Ê-li-sê liền gọi Ghê-ha-xi gọi người. Khi nàng chạy đến, Ê-li-sê nói với nàng rằng: Hãy ẵm lấy con ngươi.|以 利 沙 叫 基 哈 西 說 、 你 叫 這 書 念 婦 人 來 。 於 是 叫 了 他 來 。 以 利 沙 說 、 將 你 兒 子 抱 起 來 。
Nàng bèn lại gần, sấp mình xuống dưới chơn người và lạy; đoạn ẵm lấy con mình và đi ra.|婦 人 就 進 來 、 在 以 利 沙 腳 前 俯 伏 於 地 、 抱 起 他 兒 子 出 去 了 。
Ê-li-sê trở về Ghinh-ganh. Vả, trong xứ có đói kém. Các môn đồ của những tiên tri đều ngồi trước mặt người. Người biểu kẻ tôi tớ mình rằng: Hãy bắc cái nồi lớn, nấu canh cho các môn đồ của những tiên tri.|以 利 沙 又 來 到 吉 甲 ． 那 地 正 有 饑 荒 ． 先 知 門 徒 坐 在 他 面 前 ． 他 吩 咐 僕 人 說 、 你 將 大 鍋 放 在 火 上 、 給 先 知 門 徒 熬 湯 。
Một người trong bọn họ đi ra ngoài đồng đặng hái rau, thấy một dây rừng leo, bèn hái những dây dưa dại, bọc đầy vạt áo tơi mình. Khi người trở về, xắt ra từng miếng, bỏ trong nồi nấu canh, chẳng biết nó là thứ gì.|有 一 個 人 去 到 田 野 掐 菜 、 遇 見 一 棵 野 瓜 籐 、 就 摘 了 一 兜 野 瓜 、 回 來 切 了 、 擱 在 熬 湯 的 鍋 中 ． 因 為 他 們 不 知 道 是 甚 麼 東 西 ．
Người ta múc cho các người ăn; nhưng vừa khi họ nếm canh, thì la lên rằng: Hỡi người của Đức Chúa Trời, sự chết ở trong nồi nầy! Họ ăn canh ấy không đặng.|倒 出 來 給 眾 人 喫 、 喫 的 時 候 、 都 喊 叫 說 、 神 人 哪 、 鍋 中 有 致 死 的 毒 物 。 所 以 眾 人 不 能 喫 了 。
Ê-li-sê nói: Thế thì, hãy đem bột lại. Người bỏ bột trong nồi, và biểu rằng: Hãy múc cho các người ăn. Vậy, trong canh chẳng còn độc gì nữa.|以 利 沙 說 、 拿 點 麵 來 、 就 把 麵 撒 在 鍋 中 、 說 、 倒 出 來 、 給 眾 人 喫 罷 ． 鍋 中 就 沒 有 毒 了 。
Có một người ở Ba-anh-Sa-li-sa đến, đem cho người của Đức Chúa Trời hai mươi ổ bánh lúa mạch, và lúa còn gié để trong bị mình, làm của lễ đầu mùa gặt. Ê-li-sê biểu kẻ tôi tớ mình rằng: Hãy đem phát cho các người ăn.|有 一 個 人 從 巴 力 沙 利 沙 來 、 帶 著 初 熟 大 麥 作 的 餅 二 十 個 、 並 新 穗 子 、 裝 在 口 袋 裡 、 送 給 神 人 ． 神 人 說 、 把 這 些 給 眾 人 喫 。
Kẻ tôi tớ người thưa rằng: Chi! Tôi phải phát đồ này cho một trăm người sao? Nhưng Ê-li-sê đáp: Hãy phát cho họ các bánh đó, hầu cho họ ăn đi; vì Đức Giê-hô-va có phán như vầy: Người ta sẽ ăn và còn dư lại.|僕 人 說 、 這 一 點 豈 可 擺 給 一 百 人 喫 呢 。 以 利 沙 說 、 你 只 管 給 眾 人 喫 罷 ． 因 為 耶 和 華 如 此 說 、 眾 人 必 喫 了 、 還 剩 下 。
Ay vậy, người đặt các bánh đó trước mặt họ; họ ăn, và còn thừa lại, y như lời của Đức Giê-hô-va đã phán.|僕 人 就 擺 在 眾 人 面 前 、 他 們 喫 了 、 果 然 還 剩 下 、 正 如 耶 和 華 所 說 的 。

					II Các Vua 5				|
						列王紀下 5					
Na -a-man, quan tổng binh của vua Sy-ri, là một người có quyền trước mặt chủ mình, được tôn trọng lắm, bởi vì Đức Giê-hô-va dùng người giải cứu dân Sy-ri; người này vốn mạnh mẽ và bạo dạn, song bị bịnh phung.|亞 蘭 王 的 元 帥 乃 縵 、 在 他 主 人 面 前 為 尊 為 大 、 因 耶 和 華 曾 藉 他 使 亞 蘭 人 得 勝 ． 他 又 是 大 能 的 勇 士 、 只 是 長 了 大 痲 瘋 。
Vả, có một vài toán dân Sy-ri đi ra bắt một đứa gái nhỏ của xứ Y-sơ-ra-ên làm phu tù, để hầu hạ vợ Na -a-man.|先 前 亞 蘭 人 成 群 的 出 去 、 從 以 色 列 國 擄 了 一 個 小 女 子 ． 這 女 子 就 服 事 乃 縵 的 妻 。
Một ngày kia, nó nói với bà chủ mình rằng: Oi! Chớ chi chúa tôi đi đến cùng ông tiên tri ở Sa-ma-ri! Người sẽ giải cứu chúa tôi khỏi bịnh phung.|他 對 主 母 說 、 巴 不 得 我 主 人 去 見 撒 瑪 利 亞 的 先 知 ． 必 能 治 好 他 的 大 痲 瘋 。
Na -a-man đem các lời này thưa lại cho chúa mình, mà rằng: Đứa gái nhỏ ở xứ Y-sơ-ra-ên có nói thể nầy thể này.|乃 縵 進 去 、 告 訴 他 主 人 說 、 以 色 列 國 的 女 子 如 此 如 此 說 。
Vua Sy-ri đáp: Hãy đi, ta sẽ gởi thơ cho vua Y-sơ-ra-ên. Vậy, Na -a-man đi, đem theo mình mười ta lâng bạc, sáu ngàn đồng vàng, và mười bộ áo.|亞 蘭 王 說 、 你 可 以 去 、 我 也 達 信 於 以 色 列 王 。 於 是 乃 縵 帶 銀 子 十 他 連 得 、 金 子 六 千 舍 客 勒 、 衣 裳 十 套 、 就 去 了 ．
Người đem bức thơ dâng cho vua Y-sơ-ra-ên; thơ rằng: Khi thơ nầy đạt đến cùng vua, kìa ta đã sai Na -a-man, đầy tớ ta đến cùng vua; vua tiếp được bức thơ nầy ấy để vua giải cứu bịnh phung cho người.|且 帶 信 給 以 色 列 王 、 信 上 說 、 我 打 發 臣 僕 乃 縵 去 見 你 、 你 接 到 這 信 、 就 要 治 好 他 的 大 痲 瘋 。
Khi vua Y-sơ-ra-ên đọc thơ rồi, liền xé quần áo mình, và nói rằng: Ong ấy sai người đến cùng ta để ta chữa khỏi bịnh phung cho họ, ta há phải là Đức Chúa Trời, có quyền làm sống làm chết sao? Khá nên biết và xem thấy rằng người tìm dịp để nghịch cùng ta.|以 色 列 王 看 了 信 、 就 撕 裂 衣 服 、 說 、 我 豈 是 　 神 、 能 使 人 死 、 使 人 活 呢 。 這 人 竟 打 發 人 來 、 叫 我 治 好 他 的 大 痲 瘋 。 你 們 看 一 看 、 這 人 何 以 尋 隙 攻 擊 我 呢 ．
