
					Công Vụ Các Sứ đồ 1				|
Môi-se có nói rằng: Chúa là Đức Chúa Trời chúng ta sẽ dấy lên trong anh em các ngươi một Đấng tiên tri như ta; các ngươi phải nghe theo mọi điều Ngài sẽ phán dặn.|摩 西 曾 說 、 『 主 　 神 要 從 你 們 弟 兄 中 間 、 給 你 們 興 起 一 位 先 知 像 我 、 凡 他 向 你 們 所 說 的 、 你 們 都 要 聽 從 。
Hễ ai không nghe Đấng tiên tri ấy sẽ bị truất khỏi dân sự.|凡 不 聽 從 那 先 知 的 、 必 要 從 民 中 全 然 滅 絕 。 』
Hết thảy các tiên tri đã phán, từ Sa-mu-ên và các đấng nối theo người, cũng đều có rao truyền những ngày nầy nữa.|從 撒 母 耳 以 來 的 眾 先 知 、 凡 說 豫 言 的 、 也 都 說 到 這 些 日 子 。
Các ngươi là dòng dõi của các đấng tiên tri, và của giao ước Đức Chúa Trời đã lập với tổ phụ chúng ta, khi Ngài phán cùng Ap-ra-ham rằng: Các dân thiên hạ sẽ nhờ dòng dõi ngươi mà được phước.|你 們 是 先 知 的 子 孫 、 也 承 受 　 神 與 你 們 祖 宗 所 立 的 約 、 就 是 對 亞 伯 拉 罕 說 、 地 上 萬 族 、 都 要 因 你 的 後 裔 得 福 。
Đức Chúa Trời đã dấy Đầy tớ Ngài lên, rồi trước hết sai Người xuống ban phước cho các ngươi, mà dắt ai nấy trong bọn các ngươi xây lại khỏi tội ác mình.|　 神 既 興 起 他 的 僕 人 、 〔 或 作 兒 子 〕 就 先 差 他 到 你 們 這 裡 來 、 賜 福 給 你 們 、 叫 你 們 各 人 回 轉 、 離 開 罪 惡 。

					Công Vụ Các Sứ đồ 4				|
						使徒行傳 4					
Phi -e-rơ và Giăng đương nói với dân chúng, thì các thầy tế lễ, quan coi đền thờ, và người Sa-đu-sê thoạt đến,|使 徒 對 百 姓 說 話 的 時 候 、 祭 司 們 和 守 殿 官 、 並 撒 都 該 人 、 忽 然 來 了 ．
tức mình vì hai người dạy dân chúng và rao truyền, nhơn Đức Chúa Jêsus, sự từ kẻ chết sống lại.|因 他 們 教 訓 百 姓 、 本 著 耶 穌 、 傳 說 死 人 復 活 、 就 很 煩 惱 ．
Họ bắt hai người giam vào ngục cho đến bữa sau, vì bấy giờ đã tối rồi.|於 是 下 手 拿 住 他 們 ． 因 為 天 已 經 晚 了 、 就 把 他 們 押 到 第 二 天 。
Dầu vậy, có nhiều người đã nghe đạo thì tin, số tín đồ lên đến độ năm ngàn.|但 聽 道 之 人 、 有 許 多 信 的 、 男 丁 數 目 、 約 到 五 千 。
Bữa sau, các quan, các trưởng lão, các thầy thông giáo nhóm tại thành Giê-ru-sa-lem,|第 二 天 、 官 府 、 長 老 、 和 文 士 、 在 耶 路 撒 冷 聚 會 ．
với An-ne, là thầy cả thượng phẩm, Cai phe, Giăng, A-léc-xan-đơ và hết thảy mọi người thuộc về họ thầy cả thượng phẩm.|又 有 大 祭 司 亞 那 、 和 該 亞 法 、 約 翰 、 亞 力 山 大 、 並 大 祭 司 的 親 族 都 在 那 裡 。
Họ bắt Phi -e-rơ và Giăng đến hầu trước mặt mình, và hỏi rằng: Bởi quyền phép nào hay là nhơn danh ai mà các ngươi làm điều nầy?|叫 使 徒 站 在 當 中 、 就 問 他 們 說 、 你 們 用 甚 麼 能 力 、 奉 誰 的 名 、 作 這 事 呢 。
Bấy giờ Phi -e-rơ, đầy dẫy Đức Thánh Linh, nói rằng: Hỡi các quan và các trưởng lão,|那 時 、 彼 得 被 聖 靈 充 滿 、 對 他 們 說 、
nếu ngày nay chúng tôi bị tra hỏi vì đã làm phước cho một người tàn tật, lại hỏi chúng tôi thể nào người đó được lành,|治 民 的 官 府 、 和 長 老 阿 、 倘 若 今 日 、 因 為 在 殘 疾 人 身 上 所 行 的 善 事 、 查 問 我 們 他 是 怎 麼 得 了 痊 愈 ．
thì hết thảy các ông, và cả dân Y-sơ-ra-ên đều khá biết, ấy là nhơn danh Đức Chúa Jêsus Christ ở Na-xa-rét, Đấng mà các ông đã đóng đinh trên thập tự giá, và Đức Chúa Trời đã khiến từ kẻ chết sống lại, ấy là nhờ Ngài mà người nầy được lành mạnh hiện đứng trước mặt các ông.|你 們 眾 人 、 和 以 色 列 百 姓 、 都 當 知 道 、 站 在 你 們 面 前 的 這 人 得 痊 愈 、 是 因 你 們 所 釘 十 字 架 、 　 神 叫 他 從 死 裡 復 活 的 、 拿 撒 勒 人 耶 穌 基 督 的 名 。
Jêsus nầy là hòn đá bị các ông xây nhà bỏ ra, rồi trở nên hòn đá góc nhà.|他 是 你 們 匠 人 所 棄 的 石 頭 、 已 成 了 房 角 的 頭 塊 石 頭 。
Chẳng có sự cứu rỗi trong đấng nào khác; vì ở dưới trời, chẳng có danh nào khác ban cho loài người, để chúng ta phải nhờ đó mà được cứu.|除 他 以 外 、 別 無 拯 救 ． 因 為 在 天 下 人 間 、 沒 有 賜 下 別 的 名 、 我 們 可 以 靠 著 得 救 。
Khi chúng thấy sự dạn dĩ của Phi -e-rơ và Giăng, biết rõ rằng ấy là người dốt nát không học, thì đều lấy làm lạ; lại nhận biết hai người từng ở với Đức Chúa Jêsus.|他 們 見 彼 得 約 翰 的 膽 量 、 又 看 出 他 們 原 是 沒 有 學 問 的 小 民 、 就 希 奇 、 認 明 他 們 是 跟 過 耶 穌 的 。
Nhưng vì thấy người được chữa lành đứng bên hai người, nên chúng không có lời gì để bẻ bác được hết.|又 看 見 那 治 好 了 的 人 、 和 他 們 一 同 站 著 、 就 無 話 可 駁 。
Chúng biểu hai người ra khỏi tòa công luận rồi, bèn bàn luận cùng nhau,|於 是 吩 咐 他 們 從 公 會 出 去 、 就 彼 此 商 議 說 、
rằng: Chúng ta xử với hai người nầy làm sao? Vì cả dân thành Giê-ru-sa-lem đều biết rõ thật họ đã làm ra một phép lạ sờ sờ; chúng ta chối không nổi.|我 們 當 怎 樣 辦 這 兩 個 人 呢 、 因 為 他 們 誠 然 行 了 一 件 明 顯 的 神 蹟 、 凡 住 耶 路 撒 冷 的 人 都 知 道 、 我 們 也 不 能 說 沒 有 。
Dầu vậy, hầu cho việc khỏi đồn ra trong dân nữa, chúng ta nên lấy lời ngăm dọa, cầm họ, từ rày về sau, chớ lấy danh đó dạy dỗ không cứ là ai.|惟 恐 這 事 越 發 傳 揚 在 民 間 、 我 們 必 須 恐 嚇 他 們 、 叫 他 們 不 再 奉 這 名 對 人 講 論 。
Họ bèn đòi hai người vào, rồi cấm tiệt, chẳng cho nhơn danh Đức Chúa Jêsus mà nói hay là dạy.|於 是 叫 了 他 們 來 、 禁 止 他 們 、 總 不 可 奉 耶 穌 的 名 講 論 教 訓 人 。
Nhưng Phi -e-rơ và Giăng trả lời rằng: Chính các ông hãy suy xét, trước mặt Đức Chúa Trời có nên vâng lời các ông hơn là vâng lời Đức Chúa Trời chăng?|彼 得 約 翰 說 、 聽 從 你 們 、 不 聽 從 　 神 、 這 在 　 神 面 前 合 理 不 合 理 、 你 們 自 己 酌 量 罷 ．
Vì, về phần chúng tôi, không có thể chẳng nói về những điều mình đã thấy và nghe.|我 們 所 看 見 所 聽 見 的 、 不 能 不 說 。
Vậy, họ lại ngăm dọa hai người nữa, rồi tha ra, không tìm phương bắt tội, vì cớ dân chúng, bởi ai nầy đều ngợi khen Đức Chúa Trời về việc đã xảy ra.|官 長 為 百 姓 的 緣 故 、 想 不 出 法 子 刑 罰 他 們 、 又 恐 嚇 一 番 、 把 他 們 釋 放 了 ． 這 是 因 眾 人 為 所 行 的 奇 事 、 都 歸 榮 耀 與 　 神 。
Vả, người đã nhờ phép lạ cho được chữa bịnh đó, là người đã hơn bốn mươi tuổi.|原 來 藉 著 神 蹟 醫 好 的 那 人 、 有 四 十 多 歲 了 。
Khi chúng đã tha ra, hai người đến cùng anh em mình, thuật lại mọi điều các thầy tế lễ cả và các trưởng lão đã nói.|二 人 既 被 釋 放 、 就 到 會 友 那 裡 去 、 把 祭 司 長 和 長 老 所 說 的 話 、 都 告 訴 他 們 。
Mọi người nghe đoạn, thì một lòng cất tiếng lên cầu Đức Chúa Trời rằng: Lạy Chúa, là Đấng dựng nên trời, đất, biển, cùng muôn vật trong đó,|他 們 聽 見 了 、 就 同 心 合 意 的 、 高 聲 向 　 神 說 、 主 阿 、 你 是 造 天 、 地 、 海 、 和 其 中 萬 物 的 ．
và đã dùng Đức Thánh Linh, phải bởi miệng tổ phụ chúng tôi, tức là đầy tớ Ngài, là vua Đa-vít, rằng: Vì sao các dân nổi giận, Lại vì sao các nước lập mưu vô ích?|你 曾 藉 著 聖 靈 、 託 你 僕 人 我 們 祖 宗 大 衛 的 口 、 說 、 『 外 邦 為 甚 麼 爭 鬧 、 萬 民 為 甚 麼 謀 算 虛 妄 的 事 ．
Các vua trên mặt đất dấy lên, Các quan hiệp lại, Mà nghịch cùng Chúa và Đấng chịu xức dầu của Ngài.|世 上 的 君 王 一 齊 起 來 、 臣 宰 也 聚 集 、 要 敵 擋 主 、 並 主 的 受 高 膏 者 。 〔 或 作 基 督 〕 』
Vả, Hê-rốt và Bô-xơ Phi-lát, với các dân ngoại, cùng dân Y-sơ-ra-ên thật đã nhóm họp tại thành nầy đặng nghịch cùng Đầy tớ thánh Ngài là Đức Chúa Jêsus mà Ngài đã xức dầu cho,|希 律 和 本 丟 彼 拉 多 、 外 邦 人 和 以 色 列 民 、 果 然 在 這 城 裡 聚 集 、 要 攻 打 你 所 膏 的 聖 僕 耶 穌 、 〔 僕 或 作 子 〕
để làm mọi việc tay Ngài và ý Ngài đã định rồi.|成 就 你 手 和 你 意 旨 所 豫 定 必 有 的 事 。
Nầy, xin Chúa xem xét sự họ ngăm dọa, và ban cho các đầy tớ Ngài rao giảng đạo Ngài một cách dạn dĩ,|他 們 恐 嚇 我 們 、 現 在 求 主 鑒 察 ． 一 面 叫 你 僕 人 大 放 膽 量 、 講 你 的 道 、 一 面 伸 出 你 的 手 來 、 醫 治 疾 病 、 並 且 使 神 蹟 奇 事 、 因 著 你 聖 僕 耶 穌 的 名 行 出 來 。 〔 僕 或 作 子 〕
giơ tay Ngài ra, để nhớ danh Đầy tớ thánh của Ngài là Đức Chúa Jêsus, mà làm những phép chữa lành bịnh, phép lạ và dấu kỳ.|見 上 節
Khi đã cầu nguyện, thì nơi nhóm lại rúng động; ai nấy đều được đầy dẫy Đức Thánh Linh, giảng đạo Đức Chúa Trời cách dạn dĩ.|禱 告 完 了 、 聚 會 的 地 方 震 動 ． 他 們 就 都 被 聖 靈 充 滿 、 放 膽 講 論 　 神 的 道 。
Vả, người tin theo đông lắm, cứ một lòng một ý cùng nhau. Chẳng ai kể của mình là của riêng; nhưng kể mọi vật là của chung cho nhau.|那 許 多 信 的 人 、 都 是 一 心 一 意 的 、 沒 有 一 人 說 、 他 的 東 西 有 一 樣 是 自 己 的 、 都 是 大 家 公 用 。
Các sứ đồ lại lấy quyền phép rất lớn mà làm chứng về sự sống lại của Đức Chúa Jêsus Christ; và hết thảy đều được phước lớn.|使 徒 有 大 能 力 、 見 證 主 耶 穌 復 活 ． 眾 人 也 都 蒙 大 恩 。
Vì trong tín đồ không ai thiếu thốn cả, bởi những người có ruộng hay nhà, đều bán đi, bán được bao nhiêu tiền cũng đem đến|內 中 也 沒 有 一 個 缺 乏 的 、 因 為 人 人 將 田 產 房 屋 都 賣 了 、 把 所 賣 的 價 銀 拿 來 、 放 在 使 徒 腳 前 ．
đặt dưới chơn các sứ đồ; rồi tùy theo sự cần dùng của mỗi người mà phát cho.|照 各 人 所 需 用 的 、 分 給 各 人 。
Vậy có Giô-sép mà các sứ đồ đặt tên là Ba-na-ba, nghĩa là con trai của sự yên ủi, về họ Lê-vi, quê hương tại Chíp-rơ,|有 一 個 利 未 人 、 生 在 居 比 路 、 名 叫 約 瑟 、 使 徒 稱 他 為 巴 拿 巴 。 （ 巴 拿 巴 繙 出 來 、 就 是 勸 慰 子 ）
có một đám ruộng, bán đi, đem tiền đặt nơi chơn các sứ đồ.|他 有 田 地 、 也 賣 了 、 把 價 銀 拿 來 、 放 在 使 徒 腳 前 。

					Công Vụ Các Sứ đồ 5				|
						使徒行傳 5					
Nhưng có một người tên là A-na-nia, thuận với vợ là Sa-phô-ra, bán gia sản mình,|有 一 個 人 、 名 叫 亞 拿 尼 亞 、 同 他 的 妻 子 撒 非 喇 、 賣 了 田 產 。
và đồng mưu với vợ, giữ lại một phần tiền giá bán; rồi mới đem phần còn lại đặt dưới chơn các sứ đồ.|把 價 銀 私 自 留 下 幾 分 、 他 的 妻 子 也 知 道 、 其 餘 的 幾 分 、 拿 來 放 在 使 徒 腳 前 。
Phi -e-rơ bèn nói với người rằng: Hỡi A-na-nia, sao quỉ Sa-tan đã đầy dẫy lòng ngươi, đến nỗi ngươi nói dối cùng Đức Thánh Linh, mà bớt lại một phần giá ruộng đó?|彼 得 說 、 亞 拿 尼 亞 為 甚 麼 撒 但 充 滿 了 你 的 心 、 叫 你 欺 哄 聖 靈 、 把 田 地 的 價 銀 私 自 留 下 幾 分 呢 ．
Nếu ngươi chưa bán ruộng đó, há chẳng phải là của ngươi sao? Khi bán rồi, giữ giá đó há chẳng được sao? Điều đó nhập vào lòng những thế nào? Ay chẳng phải ngươi nói dối loài người, bèn là nói dối Đức Chúa Trời.|田 地 還 沒 有 賣 、 不 是 你 自 己 的 麼 ． 既 賣 了 、 價 銀 不 是 你 作 主 麼 ． 你 怎 麼 心 裡 起 這 意 念 呢 ． 你 不 是 欺 哄 人 、 是 欺 哄 　 神 了 。
A-na-nia nghe bấy nhiêu lời, thì ngã xuống và tắt hơi; phàm người nào hay điều đó đều sợ hãi quá đỗi.|亞 拿 尼 亞 聽 見 這 話 、 就 仆 倒 斷 了 氣 ． 聽 見 的 人 都 甚 懼 怕 。
Nhưng các gã trẻ tuổi đứng dậy khâm liệm thây người và đem đi chôn.|有 些 少 年 人 起 來 、 把 他 包 裹 抬 出 去 埋 葬 了 。
Khỏi đó độ ba giờ, vợ người bước vào, vốn chưa hề biết việc mới xảy đến.|約 過 了 三 小 時 、 他 的 妻 子 進 來 、 還 不 知 道 這 事 。
Phi -e-rơ cất tiếng nói rằng: Hãy khai cho ta, ngươi đã bán đám ruộng giá có ngằn ấy phải không? Thưa rằng: Phải, giá ngằn ấy đó.|彼 得 對 他 說 、 你 告 訴 我 、 你 們 賣 田 地 的 價 銀 、 就 是 這 些 麼 。 他 說 、 就 是 這 些 。
Phi -e-rơ bèn rằng: Sao các ngươi dám đồng mưu để thử Thánh Linh của Chúa? Kìa, chơn những kẻ chôn chồng ngươi đương ở ngoài cửa, họ sẽ đem ngươi đi luôn.|彼 得 說 、 你 們 為 甚 麼 同 心 試 探 主 的 靈 呢 ． 埋 葬 你 丈 夫 之 人 的 腳 、 已 到 門 口 、 他 們 也 要 把 你 抬 出 去 。
Chính lúc đó, nàng té xuống nơi chơn Phi -e-rơ và tắt hơi. Các gã tuổi trẻ trở về, thấy nàng đã chết, bèn khiêng đi chôn bên chồng nàng.|婦 人 立 刻 仆 倒 在 彼 得 腳 前 、 斷 了 氣 ． 那 些 少 年 人 進 來 、 見 他 已 經 死 了 、 就 抬 出 去 、 埋 在 他 丈 夫 旁 邊 。
Cả Hội thánh đều rất sợ hãi, cho đến người nào nghe tin cũng vậy.|全 教 會 、 和 聽 見 這 事 的 人 、 都 甚 懼 怕 。
Bấy giờ, có nhiều phép lạ dấu kỳ được làm ra trong dân bởi tay các sứ đồ; và các môn đồ đều hiệp một lòng nhóm nhau dưới hiên cửa Sa-lô-môn.|主 藉 使 徒 的 手 、 在 民 間 行 了 許 多 神 蹟 奇 事 、 （ 他 們 〔 或 作 信 的 人 〕 都 同 心 合 意 的 在 所 羅 門 的 廊 下 。
Dầu vậy, chẳng một kẻ nào khác dám nhập bọn với môn đồ, nhưng dân chúng thì cả tiếng ngợi khen.|其 餘 的 人 、 沒 有 一 個 敢 貼 近 他 們 ． 百 姓 卻 尊 重 他 們 。
Số những người tin Chúa cùng ngày càng thêm lên, nam nữ đều đông lắm,|信 而 歸 主 的 人 、 越 發 增 添 、 連 男 帶 女 很 多 ）
đến nỗi người ta đem kẻ bịnh để ngoài đường, cho nằm trên giường nhỏ hoặc trên chõng, để khi Phi -e-rơ đi ngang qua, bóng của người ít nữa cũng che được một vài người.|甚 至 有 人 將 病 人 抬 到 街 上 、 放 在 床 上 、 或 褥 子 上 、 指 望 彼 得 過 來 的 時 候 、 或 者 得 他 的 影 兒 照 在 甚 麼 人 身 上 。
Dân sự ở các thành Giê-ru-sa-lem, đem đến những người đau ốm và kẻ bị tà ma khuấy hại, thì hết thảy đều được chữa lành.|還 有 許 多 人 、 帶 著 病 人 、 和 被 污 鬼 纏 磨 的 、 從 耶 路 撒 冷 四 圍 的 城 邑 來 、 全 都 得 了 醫 治 。
Bấy giờ thầy cả thượng phẩm và những kẻ theo người  đều đứng dậy, đầy lòng ghen tương,|大 祭 司 和 他 的 一 切 同 人 、 就 是 撒 都 該 教 門 的 人 、 都 起 來 、 滿 心 忌 恨 。
bắt các sứ đồ bỏ vào khám công.|就 下 手 拿 住 使 徒 、 收 在 外 監 。
Nhưng đương ban đêm, có một thiên sứ của Chúa mở cửa khám cho sứ đồ ra, và dặn rằng:|但 主 的 使 者 、 夜 間 開 了 監 門 、 領 他 們 出 來 、
