
					Mác 1				|
và phán rằng: Hãy đi đến làng ngay trước mặt các ngươi; vừa khi vào đó, thấy một con lừa con đương buộc, chưa có ai cỡi; hãy mở nó ra, dắt về cho ta.|對 他 們 說 、 你 們 往 對 面 村 子 裡 去 ． 一 進 去 的 時 候 、 必 看 見 一 匹 驢 駒 拴 在 那 裡 、 是 從 來 沒 有 人 騎 過 的 、 可 以 解 開 牽 來 。
Hoặc có ai hỏi các ngươi rằng: Vì sao làm điều đó? hãy đáp lại: Chúa cần dùng nó, tức thì họ sẽ cho dắt lừa về đây.|若 有 人 對 你 們 說 、 為 甚 麼 作 這 事 ． 你 們 就 說 、 主 要 用 他 ． 那 人 必 立 時 讓 你 們 牽 來 。
Hai người đi, thì thấy lừa con đương buộc ở ngoài trước cửa, chỗ đường quẹo, bèn mở ra.|他 們 去 了 、 便 看 見 一 匹 驢 駒 、 拴 在 門 外 街 道 上 、 就 把 牠 解 開 。
Có mấy kẻ trong những người ở đó hỏi rằng: Các ngươi mở lừa con đó làm chi?|在 那 裡 站 著 的 人 、 有 幾 個 說 、 你 們 解 驢 駒 作 甚 麼 。
Hai người trả lời theo Đức Chúa Jêsus đã dặn; thì họ để cho đi.|門 徒 照 著 耶 穌 所 說 的 回 答 、 那 些 人 就 任 憑 他 們 牽 去 了 。
Hai người dắt lừa con về cho Đức Chúa Jêsus, lấy áo mình trải trên nó; rồi Ngài cỡi lên.|他 們 把 驢 駒 牽 到 耶 穌 那 裡 、 把 自 己 的 衣 服 搭 在 上 面 、 耶 穌 就 騎 上 。
Nhiều người trải áo mình trên đàng; lại có kẻ rải nhánh cây chặt trong đồng ruộng.|有 許 多 人 、 把 衣 服 鋪 在 路 上 、 也 有 人 把 田 間 的 樹 枝 砍 下 來 、 鋪 在 路 上 。
Người đi trước kẻ theo sau đều la lên rằng: Hô-sa-na! Đáng khen ngợi cho Đấng nhơn danh Chúa mà đến!|前 行 後 隨 的 人 、 都 喊 著 說 、 和 散 那 ． 〔 和 散 那 原 有 求 救 的 意 思 在 此 乃 是 稱 頌 之 話 〕 奉 主 名 來 的 、 是 應 當 稱 頌 的 。
Phước cho nước đến, là nước vua Đa-vít, tổ phụ chúng ta! Hô-sa-na ở trên nơi rất cao!|那 將 要 來 的 我 祖 大 衛 之 國 、 是 應 當 稱 頌 的 ． 高 高 在 上 和 散 那 。
Đức Chúa Jêsus vào thành Giê-ru-sa-lem, đến nơi đền thờ; đoạn, liếc mắt xem mọi sự chung quanh, thì trời đã tối, Ngài bèn ra, đặng đi tới làng Bê-tha-ni với mười hai sứ đồ.|耶 穌 進 了 耶 路 撒 冷 、 入 了 聖 殿 、 周 圍 看 了 各 樣 物 件 ． 天 色 已 晚 、 就 和 十 二 個 門 徒 出 城 往 伯 大 尼 去 了 。
Sáng ngày, khi đã lìa làng Bê-tha-ni rồi, thì Ngài đói.|第 二 天 、 他 們 從 伯 大 尼 出 來 ． 耶 穌 餓 了 、
Vừa thấy đàng xa một cây vả có lá, Ngài đến đó xem hoặc có chi chăng; song, tới gần rồi, chỉ thấy có lá mà thôi, vì bấy giờ không phải mùa vả.|遠 遠 的 看 見 一 棵 無 花 果 樹 、 樹 上 有 葉 子 、 就 往 那 裡 去 、 或 者 在 樹 上 可 以 找 著 甚 麼 ． 到 了 樹 下 、 竟 找 不 著 甚 麼 、 不 過 有 葉 子 ． 因 為 不 是 收 無 花 果 的 時 候 ．
Ngài bèn cất tiếng phán cùng cây vả rằng: Chẳng hề có ai ăn trái của mầy nữa! Các môn đồ đều nghe lời ấy.|耶 穌 就 對 樹 說 、 從 今 以 後 、 永 沒 有 人 喫 你 的 果 子 。 他 的 門 徒 也 聽 見 了 。
Đoạn, đến thành Giê-ru-sa-lem; Đức Chúa Jêsus vào đền thờ, đuổi những kẻ buôn bán ở đó, lại lật đổ bàn những người đổi bạc, và ghế những kẻ bán bò câu.|他 們 來 到 耶 路 撒 冷 、 耶 穌 進 入 聖 殿 、 趕 出 殿 裡 作 買 賣 的 人 、 推 倒 兌 換 銀 錢 之 人 的 桌 子 、 和 賣 鴿 子 之 人 的 凳 子 ．
Ngài cấm không cho ai được đem đồ gì đi ngang qua đền thờ.|也 不 許 人 拿 著 器 具 從 殿 裡 經 過 。
Rồi Ngài dạy dỗ chúng mà rằng: há chẳng có lời chép: Nhà ta sẽ gọi là nhà cầu nguyện của muôn dân hay sao? Nhưng các ngươi đã làm thành cái hang trộm cướp.|便 教 訓 他 們 說 、 經 上 不 是 記 著 說 、 『 我 的 殿 必 稱 為 萬 國 禱 告 的 殿 』 麼 ． 你 們 倒 使 他 成 為 賊 窩 了 。
Các thầy tế lễ cả và các thầy thông giáo nghe mấy lời, bèn kiếm cách diệt Ngài; vì họ sợ Ngài, tại cả đoàn dân cảm động sự dạy dỗ của Ngài lắm.|祭 司 長 和 文 士 聽 見 這 話 就 想 法 子 要 除 滅 耶 穌 ． 卻 又 怕 他 、 因 為 眾 人 都 希 奇 他 的 教 訓 。
Đến chiều, Ngài và môn đồ ra khỏi thành.|每 天 晚 上 、 耶 穌 出 城 去 。
Sáng hôm sau, khi đi ngang qua, thấy cây vả đã khô cho tới rễ;|早 晨 、 他 們 從 那 裡 經 過 、 看 見 無 花 果 樹 連 根 都 枯 乾 了 。
bấy giờ Phi -e-rơ nhớ lại chuyện đã qua, thưa cùng Ngài rằng: Thầy, coi kìa! Cây vả thầy đã rủa nay khô đi rồi.|彼 得 想 起 耶 穌 的 話 來 、 就 對 他 說 、 拉 比 、 請 看 、 你 所 咒 詛 的 無 花 果 樹 、 已 經 枯 乾 了 。
Đức Chúa Jêsus cất tiếng phán rằng: Hãy có đức tin đến Đức Chúa Trời.|耶 穌 回 答 說 、 你 們 當 信 服 　 神 。
Quả thật, ta nói cùng các ngươi, ai sẽ biểu hòn núi nầy rằng: Phải cất mình lên, và quăng xuống biển, nếu người chẳng nghi ngại trong lòng, nhưng tin chắc lời mình nói sẽ ứng nghiệm, thì điều đó sẽ thành cho.|我 實 在 告 訴 你 們 、 無 論 何 人 對 這 座 山 說 、 你 挪 開 此 地 投 在 海 裡 ． 他 若 心 裡 不 疑 惑 、 只 信 他 所 說 的 必 成 、 就 必 給 他 成 了 。
Bởi vậy ta nói cùng các ngươi: Mọi điều các ngươi xin trong lúc cầu nguyện, hãy tin đã được, tất điều đó sẽ ban cho các ngươi.|所 以 我 告 訴 你 們 、 凡 你 們 禱 告 祈 求 的 、 無 論 是 甚 麼 、 只 要 信 是 得 著 的 、 就 必 得 著 。
Khi các ngươi đứng cầu nguyện, nếu có sự gì bất bình cùng ai, thì hãy tha thứ, để Cha các ngươi ở trên trời cũng tha lỗi cho các ngươi.|你 們 站 著 禱 告 的 時 候 、 若 想 起 有 人 得 罪 你 們 、 就 當 饒 恕 他 、 好 叫 你 們 在 天 上 的 父 、 也 饒 恕 你 們 的 過 犯 。
Song nếu không tha lỗi cho người ta, thì Cha các ngươi ở trên trời cũng sẽ không tha lỗi cho các ngươi.|你 們 若 不 饒 恕 人 、 你 們 在 天 上 的 父 、 也 不 饒 恕 你 們 的 過 犯 。 〔 有 古 卷 無 此 節 〕
Chúa và môn đồ trở lại thành Giê-ru-sa-lem. Ngài đang đi dạo trong đền thờ, thì các thầy tế lễ cả, các thầy thông giáo, và các trưởng lão tới gần Ngài,|他 們 又 來 到 耶 路 撒 冷 ． 耶 穌 在 殿 裡 行 走 的 時 候 、 祭 司 長 和 文 士 並 長 老 進 前 來 、
mà hỏi rằng: Thầy lấy quyền phép nào làm những điều nầy, hoặc ai đã cho thầy quyền phép làm những điều ấy?|問 他 說 、 你 仗 著 甚 麼 權 柄 作 這 些 事 、 給 你 這 權 柄 的 是 誰 呢 。
Đức Chúa Jêsus phán rằng: Ta cũng hỏi các ngươi một câu; hãy trả lời cho ta, thì ta sẽ nói cho các ngươi biết ta làm những điều đó bởi quyền phép nào.|耶 穌 對 他 們 說 、 我 要 問 你 們 一 句 話 、 你 們 回 答 我 、 我 就 告 訴 你 們 、 我 仗 著 甚 麼 權 柄 作 這 些 事 。
Phép báp-tem của Giăng đến bởi trên trời hay là bởi người ta? Hãy trả lời cho ta đi.|約 翰 的 洗 禮 是 從 天 上 來 的 是 從 人 間 來 的 呢 ． 你 們 可 以 回 答 我 。
Vả, họ bàn với nhau như vầy: Nếu chúng ta nói: Bởi trên trời, thì người sẽ nói rằng: Vậy, sao các ngươi không tin lời Giăng?|他 們 彼 此 商 議 說 、 我 們 若 說 從 天 上 來 、 他 必 說 、 這 樣 、 你 們 為 甚 麼 不 信 他 呢 。
Bằng chúng ta nói trái lại: Bởi người ta? Họ sợ dân chúng, vì ai nấy đều tin Giăng thật là Đấng tiên tri.|若 說 從 人 間 來 、 卻 又 怕 百 姓 ． 因 為 眾 人 真 以 約 翰 為 先 知 。
Nên họ thưa lại cùng Đức Chúa Jêsus rằng: Chúng tôi không biết. Đức Chúa Jêsus bèn phán cùng họ rằng: Ta cũng không nói cho các ngươi biết ta nhờ quyền phép nào mà làm những điều nầy.|於 是 回 答 耶 穌 說 、 我 們 不 知 道 ． 耶 穌 說 、 我 也 不 告 訴 你 們 、 我 仗 著 甚 麼 權 柄 作 這 些 事 。

					Mác 12				|
						馬可福音 12					
Đức Chúa Jêsus khởi phán thí dụ cùng họ rằng: Một người kia trồng vườn nho, rào chung quanh, ở trong đào một cái hầm ép rượu, và dựng một cái tháp; đoạn cho mấy người làm nghề trồng nho thuê, mà lìa bổn xứ.|耶 穌 就 用 比 喻 對 他 們 說 、 有 人 栽 了 一 個 葡 萄 園 、 周 圍 圈 上 籬 笆 、 挖 了 一 個 壓 酒 池 蓋 了 一 座 樓 、 租 給 園 戶 、 就 往 外 國 去 了 。
Tới mùa, chủ vườn sai một đầy tớ đến cùng bọn trồng nho, đặng thâu lấy phần hoa lợi vườn nho nơi tay họ.|到 了 時 候 、 打 發 一 個 僕 人 到 園 戶 那 裡 、 要 從 園 戶 收 葡 萄 園 的 果 子 。
Nhưng họ bắt đầy tớ mà đánh rồi đuổi về tay không.|園 戶 拿 住 他 、 打 了 他 、 叫 他 空 手 回 去 。
Người sai một đầy tớ khác đến; nhưng họ đánh đầu nó và chưởi rủa nữa.|再 打 發 一 個 僕 人 到 他 們 那 裡 ． 他 們 打 傷 他 的 頭 、 並 且 凌 辱 他 。
Người còn sai đứa khác đến, thì họ giết đi; lại sai nhiều đứa khác nữa, đứa thì bị họ đánh, đứa thì bị họ giết.|又 打 發 一 個 僕 人 去 ． 他 們 就 殺 了 他 。 後 又 打 發 好 些 僕 人 去 ． 有 被 他 們 打 的 、 有 被 他 們 殺 的 。
Chủ vườn còn đứa con trai một rất yêu dấu, bèn sai đi lần cuối cùng mà nói rằng: Chúng nó sẽ kính vì con ta!|園 主 還 有 一 位 、 是 他 的 愛 子 ． 末 後 又 打 發 他 去 、 意 思 說 、 他 們 必 尊 敬 我 的 兒 子 。
Nhưng bọn trồng nho đó bàn với nhau rằng: Thằng nầy là con kế tự; hè, ta hãy giết nó, thì phần gia tài nó sẽ về chúng ta.|不 料 、 那 些 園 戶 彼 此 說 、 這 是 承 受 產 業 的 ． 來 罷 、 我 們 殺 他 、 產 業 就 歸 我 們 了 。
Họ bắt con trai ấy giết đi, ném ra ngoài vườn nho.|於 是 拿 住 他 、 殺 了 他 、 把 他 丟 在 園 外 。
Vậy thì chủ vườn nho sẽ làm thế nào? Người sẽ đến giết bọn trồng nho đó, rồi lấy vườn nho lại mà cho người khác.|這 樣 、 葡 萄 園 的 主 人 要 怎 樣 辦 呢 ． 他 要 來 除 滅 那 些 園 戶 、 將 葡 萄 園 轉 給 別 人 。
Các người há chưa đọc lời Kinh Thánh nầy: Hòn đá bị thợ xây nhà bỏ ra, Đã trở nên đá góc nhà;|經 上 寫 著 說 、 〔 匠 人 所 棄 的 石 頭 、 已 作 了 房 角 的 頭 塊 石 頭 ．
Ay là công việc của Chúa, Và là việc rất lạ trước mắt chúng ta, hay sao?|這 是 主 所 作 的 ． 在 我 們 眼 中 看 為 希 奇 。 〕 這 經 你 們 沒 有 念 過 麼 。
Những người đó bèn tìm cách bắt Ngài, vì biết rõ rằng Ngài phán thí dụ ấy chỉ về mình; song sợ dân chúng, nên bỏ Ngài mà đi.|他 們 看 出 這 比 喻 是 指 著 他 們 說 的 、 就 想 要 捉 拿 他 、 只 是 懼 怕 百 姓 ． 於 是 離 開 他 走 了 。
Kế đó, họ sai mấy người thuộc về phe Pha-ri-si và đảng Hê-rốt đến, để bắt lỗi Ngài trong lời nói.|後 來 他 們 打 發 幾 個 法 利 賽 人 和 幾 個 希 律 黨 的 人 、 到 耶 穌 那 裡 、 要 就 著 他 的 話 陷 害 他 。
Vậy, mấy người ấy đến, thưa Ngài rằng: Lạy thầy, chúng tôi biết thầy là người thật, không lo sợ gì ai; vì thầy không xem bề ngoài người ta, nhưng dạy đạo Đức Chúa Trời theo mọi lẽ thật. Có nên nộp thuế cho Sê-sa hay không? Chúng tôi phải nộp hay là không nộp?|他 們 來 了 、 就 對 他 說 、 夫 子 、 我 們 知 道 你 是 誠 實 的 、 甚 麼 人 你 都 不 徇 情 面 ． 因 為 你 不 看 人 的 外 貌 、 乃 是 誠 誠 實 實 傳 　 神 的 道 ． 納 稅 給 該 撒 可 以 不 可 以 。
Nhưng Ngài biết sự giả hình của họ thì phán rằng: Các ngươi thử ta làm chi? Hãy đem cho ta xem một đồng đơ-ni-ê.|我 們 該 納 不 該 納 。 耶 穌 知 道 他 們 的 假 意 、 就 對 他 們 說 、 你 們 為 甚 麼 試 探 我 ． 拿 一 個 銀 錢 來 給 我 看 。
Họ đem cho Ngài một đồng, Ngài bèn phán rằng: Hình và hiệu nầy của ai? Họ trả lời rằng: Của Sê-sa.|他 們 就 拿 了 來 。 耶 穌 說 。 這 像 和 這 號 是 誰 的 ． 他 們 說 、 是 該 撒 的 。
Đức Chúa Jêsus phán rằng: Vật chi của Sê-sa hãy trả lại cho Sê-sa, còn vật chi của Đức Chúa Trời hãy trả lại cho Đức Chúa Trời. Họ đều lấy làm lạ về Ngài.|耶 穌 說 、 該 撒 的 物 當 歸 給 該 撒 、 　 神 的 物 當 歸 給 　 神 。 他 們 就 很 希 奇 他 。
Các người Sa-đu-sê, là những kẻ vẫn nói rằng không có sự sống lại, đến gần mà hỏi Ngài rằng:|撒 都 該 人 常 說 沒 有 復 活 的 事 ． 他 們 來 問 耶 穌 說 、
Thưa thầy, Môi-se đã ban cho chúng tôi luật nầy: Nếu một người kia có anh em qua đời, để vợ lại, không con, thì người kia phải lấy vợ góa đó đặng nối dòng dõi cho anh em mình.|夫 子 、 摩 西 為 我 們 寫 著 說 、 人 若 死 了 、 撇 下 妻 子 、 沒 有 孩 子 、 他 兄 弟 當 娶 他 的 妻 、 為 哥 哥 生 子 立 後 。
Vả, có bảy anh em. Người thứ nhứt cưới vợ, rồi chết, không có con.|有 弟 兄 七 人 、 第 一 個 娶 了 妻 、 死 了 、 沒 有 留 下 孩 子 ．
Người thứ hai lấy vợ góa ấy, sau chết, cũng không có con; rồi đến người thứ ba cũng vậy.|第 二 個 娶 了 他 、 也 死 了 、 沒 有 留 下 孩 子 ． 第 三 個 也 是 這 樣 。
Trong bảy người, chẳng ai để con lại. Sau hết, người đờn bà cũng chết.|那 七 個 人 都 沒 有 留 下 孩 子 ． 末 了 、 那 婦 人 也 死 了 。
Lúc sống lại, đờn bà đó là vợ ai trong bảy anh em? vì hết thảy đều đã lấy người làm vợ.|當 復 活 的 時 候 、 他 是 那 一 個 的 妻 子 呢 ． 因 為 他 們 七 個 人 都 娶 過 他 。
Đức Chúa Jêsus đáp rằng: Há chẳng phải các ngươi lầm, vì không biết Kinh Thánh, cũng không hiểu quyền phép Đức Chúa Trời sao?|耶 穌 說 、 你 們 所 以 錯 了 、 豈 不 是 因 為 不 明 白 聖 經 、 不 曉 得 　 神 的 大 能 麼 。
Vì đến lúc người ta từ kẻ chết sống lại, thì chẳng cưới vợ, chẳng lấy chồng; nhưng các người sống lại đó ở như thiên sứ trên trời vậy.|人 從 死 裡 復 活 、 也 不 娶 、 也 不 嫁 、 乃 像 天 上 的 使 者 一 樣 。
Còn về những người chết được sống lại, thì trong sách Môi-se có chép lời Đức Chúa Trời phán cùng người trong bụi gai rằng: Ta là Đức Chúa Trời của Ap-ra-ham, Đức Chúa Trời của Y-sác, Đức Chúa Trời của Gia-cốp, các ngươi há chưa đọc đến sao?|論 到 死 人 復 活 、 你 們 沒 有 念 過 摩 西 的 書 、 荊 棘 篇 上 所 載 的 麼 ． 　 神 對 摩 西 說 、 『 我 是 亞 伯 拉 罕 的 　 神 、 以 撒 的 　 神 、 雅 各 的 　 神 。 』
Ngài chẳng phải là Đức Chúa Trời của kẻ chết, mà là của kẻ sống! Thật các ngươi lầm to.|　 神 不 是 死 人 的 　 神 、 乃 是 活 人 的 　 神 ． 你 們 是 大 錯 了 。
Bấy giờ, có một thầy thông giáo nghe Chúa và người Sa-đu-sê biện luận với nhau, biết Đức Chúa Jêsus đã khéo đáp, bèn đến gần hỏi Ngài rằng: Trong các điều răn, điều nào là đầu hết?|有 一 個 文 士 來 、 聽 見 他 們 辯 論 、 曉 得 耶 穌 回 答 的 好 、 就 問 他 說 、 誡 命 中 那 是 第 一 要 緊 的 呢 。
Đức Chúa Jêsus đáp rằng: Nầy là điều đầu nhứt: Hỡi Y-sơ-ra-ên, hãy nghe, Chúa, Đức Chúa Trời chúng ta, là Chúa có một.|耶 穌 回 答 說 、 第 一 要 緊 的 、 就 是 說 、 以 色 列 阿 、 你 要 聽 ． 主 我 們 　 神 、 是 獨 一 的 主 。
Ngươi phải hết lòng, hết linh hồn, hết trí khôn, hết sức mà kính mến Chúa là Đức Chúa Trời ngươi.|你 要 盡 心 、 盡 性 、 盡 意 、 盡 力 、 愛 主 你 的 　 神 。
Nầy là điều thứ hai: Ngươi phải yêu kẻ lân cận như mình. Chẳng có điều răn nào lớn hơn hai điều đó.|其 次 、 就 是 說 、 要 愛 人 如 己 。 再 沒 有 比 這 兩 條 誡 命 更 大 的 了 。
Thầy thông giáo trả lời rằng: Thưa thầy, thầy nói phải, hiệp lý lắm, thật Đức Chúa Trời là có một, ngoài Ngài chẳng có Chúa nào khác nữa;|那 文 士 對 耶 穌 說 、 夫 子 說 、 　 神 是 一 位 、 實 在 不 錯 ． 除 了 他 以 外 、 再 沒 有 別 的 　 神 ．
thật phải kính mến Chúa hết lòng, hết trí, hết sức và yêu kẻ lân cận như mình, ấy là hơn mọi của lễ thiêu cùng hết thảy các của lễ.|並 且 盡 心 、 盡 智 、 盡 力 、 愛 他 、 又 愛 人 如 己 、 就 比 一 切 燔 祭 、 和 各 樣 祭 祀 、 好 的 多 。
Đức Chúa Jêsus thấy người trả lời như người khôn, thì phán rằng: Ngươi chẳng cách xa nước Đức Chúa Trời đâu. Rồi không ai dám hỏi Ngài nữa.|耶 穌 見 他 回 答 的 有 智 慧 、 就 對 他 說 、 你 離 　 神 的 國 不 遠 了 。 從 此 以 後 、 沒 有 人 敢 再 問 他 甚 麼 。
Đức Chúa Jêsus đương dạy dỗ trong đền thờ, bèn cất tiếng phán những lời nầy: Sao các thầy thông giáo Đấng Christ là con Đa-vít?|耶 穌 在 殿 裡 教 訓 人 、 就 問 他 說 、 文 士 怎 麼 說 、 基 督 是 大 衛 的 子 孫 呢 。
Chính Đa-vít đã cảm Đức Thánh Linh mà nói rằng: Chúa phán cùng Chúa tôi; Hãy ngồi bên hữu ta, Cho đến chừng nào ta để kẻ thù nghịch ngươi làm bệ dưới chơn ngươi.|大 衛 被 聖 靈 感 動 說 、 『 主 對 我 主 說 、 你 坐 在 我 的 右 邊 、 等 我 使 你 仇 敵 作 你 的 腳 凳 。 』
Vì chính Đa-vít xưng Ngài bằng Chúa, thì lẽ nào Ngài là con vua ấy? Đoàn dân đông vui lòng mà nghe Ngài.|大 衛 既 自 己 稱 他 為 主 、 他 怎 麼 又 是 大 衛 的 子 孫 呢 。 眾 人 都 喜 歡 聽 他 。
Trong lúc dạy dỗ, Ngài lại phán rằng: Hãy giữ mình về các thầy thông giáo, là kẻ ưa mặc áo dài đi chơi, thích người ta chào mình giữa chợ₫|耶 穌 在 教 訓 之 間 、 說 、 你 們 要 防 備 文 士 、 他 們 好 穿 長 衣 遊 行 、 喜 愛 人 在 街 市 上 問 他 們 的 安 、
muốn ngôi cao nhứt trong các nhà hội cùng trong các đám tiệc,|又 喜 愛 會 堂 裡 的 高 位 筵 席 上 的 首 座 ．
nuốt các nhà đờn bà góa, mà làm bộ đọc lời cầu nguyện dài. Họ sẽ bị phạt càng nặng hơn nữa.|他 們 侵 吞 寡 婦 的 家 產 、 假 意 作 很 長 的 禱 告 ． 這 些 人 要 受 更 重 的 刑 罰 。
Đức Chúa Jêsus ngồi đối ngang cái rương đựng tiền dâng, coi dân chúng bỏ tiền vào thể nào.|耶 穌 對 銀 庫 坐 著 、 看 眾 人 怎 樣 投 錢 入 庫 ． 有 好 些 財 主 、 往 裡 投 了 若 干 的 錢 。
Có lắm người giàu bỏ nhiều tiền; cũng có một mụ góa nghèo kia đến bỏ hai đồng tiền ăn một phần tư xu.|有 一 個 窮 寡 婦 來 、 往 裡 投 了 兩 個 小 錢 、 就 是 一 個 大 錢 。
Ngài bèn kêu môn đồ mà phán rằng: Quả thật, ta nói cùng các ngươi, mụ góa nghèo nầy đã bỏ tiền vào rương nhiều hơn hết thảy những người đã bỏ vào.|耶 穌 叫 門 徒 來 、 說 、 我 實 在 告 訴 你 們 、 這 窮 寡 婦 投 入 庫 裡 的 、 比 眾 人 所 投 的 更 多 ．
Vì mọi kẻ khác lấy của dư mình bỏ vào, còn mụ nầy nghèo cực lắm, đã bỏ hết của mình có, là hết của có để nuôi mình.|因 為 他 們 都 是 自 己 有 餘 、 拿 出 來 投 在 裡 頭 ． 但 這 寡 婦 是 自 己 不 足 、 把 他 一 切 養 生 的 都 投 上 了 。

					Mác 13				|
						馬可福音 13					
Đức Chúa Jêsus vừa ra khỏi đền thờ, có một người môn đồ thưa cùng Ngài rằng: Thưa thầy, hãy xem đá và các nhà nầy là dường nào!|耶 穌 從 殿 裡 出 來 的 時 候 、 有 一 個 門 徒 對 他 說 、 夫 子 、 請 看 、 這 是 何 等 的 石 頭 、 何 等 的 殿 宇 。
Đức Chúa Jêsus đáp rằng: Ngươi thấy các nhà lớn nầy ư? Rồi ra sẽ không còn một hòn đá sót lại trên một hòn khác nữa; cả thảy đều đổ xuống.|耶 穌 對 他 說 、 你 看 見 這 大 殿 宇 麼 ． 將 來 在 這 裡 沒 有 一 塊 石 頭 留 在 石 頭 上 、 不 被 拆 毀 了 。
Ngài đương ngồi trên núi ô-li-ve, đối ngang đền thờ, thì Phi -e-rơ, Gia-cơ, Giăng và Anh-rê hỏi riêng Ngài rằng:|耶 穌 在 橄 欖 山 上 對 聖 殿 而 坐 ． 彼 得 、 雅 各 、 約 翰 和 安 得 烈 、 暗 暗 的 問 他 說 、
Xin thầy nói cho chúng tôi biết lúc nào các điều đó xảy đến, và có điềm chi cho người ta biết các sự đó sẽ hoàn thành?|請 告 訴 我 們 、 甚 麼 時 候 有 這 些 事 呢 。 這 一 切 事 、 將 成 的 時 候 、 有 甚 麼 豫 兆 呢 。
Đức Chúa Jêsus khởi phán rằng: Hãy giữ mình kẻo có ai lừa dối các ngươi chăng.|耶 穌 說 、 你 們 要 謹 慎 、 免 得 有 人 迷 惑 你 們 。
Có nhiều kẻ sẽ lấy danh ta mà đến, xưng rằng: Chính ta là Đấng Christ! Họ sẽ dỗ dành nhiều người.|將 來 有 好 些 人 冒 我 的 名 來 、 說 、 我 是 基 督 ． 並 且 要 迷 惑 許 多 人 。
Khi các ngươi nghe nói về giặc và nghe tiếng đồn về giặc, thì đừng bối rối: những sự ấy phải xảy đến; nhưng chưa là cuối cùng.|你 們 聽 見 打 仗 、 和 打 仗 的 風 聲 、 不 要 驚 慌 ． 這 些 事 是 必 須 有 的 、 只 是 末 期 還 沒 有 到 ．
Vì dân nầy sẽ dấy lên nghịch cùng dân khác, nước nọ nghịch cùng nước kia; cũng sẽ có động đất nhiều nơi, và đói kém. Đó chỉ là đầu sự khốn khổ mà thôi.|民 要 攻 打 民 、 國 要 攻 打 國 、 多 處 必 有 地 震 、 饑 荒 ． 這 都 是 災 難 的 起 頭 。 〔 災 難 原 文 作 生 產 之 難 〕
Còn các ngươi, phải giữ mình; họ sẽ nộp các ngươi trước tòa án; các ngươi sẽ bị đánh trong các nhà hội, và vì cớ ta, sẽ đứng trước mặt các quan tổng đốc và các vua, để làm chứng trước mặt họ.|但 你 們 要 慬 慎 ． 因 為 人 要 把 你 們 交 給 公 會 、 並 且 你 們 在 會 堂 裡 要 受 鞭 打 ． 又 為 我 的 緣 故 、 站 在 諸 侯 與 君 王 面 前 、 對 他 們 作 見 證 ．
Nhưng trước hết Tin Lành phải được giảng ra cho khắp muôn dân đã.|然 而 福 音 必 須 先 傳 給 萬 民 。
Vả, khi họ điệu các ngươi đi nộp, chớ có ngại trước về điều mình sẽ nói, nhưng đến giờ đó, hãy nói theo lời sẽ ban cho; vì ấy không phải các ngươi nói, bèn là Đức Thánh Linh vậy.|人 把 你 們 拉 去 交 官 的 時 候 、 不 要 豫 先 思 慮 說 甚 麼 ． 到 那 時 候 、 賜 給 你 們 甚 麼 話 、 你 們 就 說 甚 麼 、 因 為 說 話 的 不 是 你 們 、 乃 是 聖 靈 。
Bấy giờ, anh sẽ nộp em cho phải chết, cha sẽ nộp con; con cái sẽ dấy lên nghịch cùng cha mẹ mình mà làm cho phải chết.|弟 兄 要 把 弟 兄 、 父 親 要 把 兒 子 、 送 到 死 地 ． 兒 女 要 起 來 與 父 母 為 敵 、 害 死 他 們 。
Các ngươi sẽ bị mọi người ghen ghét vì danh ta; song ai cứ bền lòng đến cuối cùng, người ấy sẽ được cứu.|並 且 你 們 要 為 我 的 名 、 被 眾 人 恨 惡 、 惟 有 忍 耐 到 底 的 、 必 然 得 救 。
Khi các ngươi sẽ xem thấy sự tàn nát gớm ghiếc lập ra nơi không nên lập , bấy giờ những kẻ ở trong xứ Giu-đê hãy trốn lên núi;|你 們 看 見 那 行 毀 壞 可 憎 的 、 站 在 不 當 站 的 地 方 ． （ 讀 這 經 的 人 、 須 要 會 意 ） 那 時 在 猶 太 的 、 應 當 逃 到 山 上 ．
ai ở trên mái nhà chớ xuống, và chớ vào trong nhà mà chuyên bất luận vật gì;|在 房 上 的 、 不 要 下 來 、 也 不 要 進 去 拿 家 裡 的 東 西 ．
ai ở ngoài đồng chớ trở về lấy áo xống mình.|在 田 裡 的 、 也 不 要 回 去 取 衣 裳 。
Trong những ngày đó, khốn cho đờn bà có thai cùng đờn bà cho con bú!|當 那 些 日 子 、 懷 孕 的 和 奶 孩 子 的 有 禍 了 。
Hãy cầu nguyện cho điều đó chớ xảy ra lúc mùa đông.|你 們 應 當 祈 求 、 叫 這 些 事 不 在 冬 天 臨 到 。
Vì trong những ngày ấy có tại nạn, đến nỗi từ ban đầu Đức Chúa Trời dựng nên trời đất cho đến bây giờ chưa hề có như vậy, và về sau cũng sẽ chẳng hề có nữa.|因 為 在 那 些 日 子 必 有 災 難 、 自 從 　 神 創 造 萬 物 直 到 如 今 、 並 沒 有 這 樣 的 災 難 ． 後 來 也 必 沒 有 。
Nếu Chúa chẳng giảm bớt các ngày ấy, thì không có sanh vật nào được cứu; song vì cớ những kẻ Ngài đã chọn, nên Ngài đã giảm bớt các ngày ấy.|若 不 是 主 減 少 那 日 子 、 凡 有 血 氣 的 、 總 沒 有 一 個 得 救 的 ． 只 是 為 主 的 選 民 、 他 將 那 日 子 減 少 了 。
