
					Giăng 1				|
Ai đã nhận lấy lời chứng của Ngài thì làm chứng chắc rằng Đức Chúa Trời là thật.|那 領 受 他 見 證 的 、 就 印 上 印 、 證 明 　 神 是 真 的 。
Vì Đấng mà Đức Chúa Trời đã sai đến thì rao truyền lời Đức Chúa Trời, bởi Đức Chúa Trời ban Thánh Linh cho Ngài không chừng mực.|　 神 所 差 來 的 、 就 說 　 神 的 話 ． 因 為 　 神 賜 聖 靈 給 他 、 是 沒 有 限 量 的 。
Cha yêu Con, và đã giao hết mọi vật trong tay Con.|父 愛 子 、 已 將 萬 有 交 在 他 手 裡 。
Ai tin Con, thì được sự sống đời đời; ai không chịu tin Con, thì chẳng thấy sự sống đâu, nhưng cơn thạnh nộ của Đức Chúa Trời vẫn ở trên người đó.|信 子 的 人 有 永 生 ． 不 信 子 的 人 得 不 著 永 生 、 〔 原 文 作 不 得 見 永 生 〕 　 神 的 震 怒 常 在 他 身 上 。

					Giăng 4				|
						約翰福音 4					
Khi Chúa đã hay rằng người Pha-ri-si có nghe đồn Ngài gọi và làm phép báp tem được nhiều môn đồ hơn Giăng,|主 知 道 法 利 賽 人 聽 見 他 收 門 徒 施 洗 比 約 翰 還 多 、
,|（ 其 實 不 是 耶 穌 親 自 施 洗 、 乃 是 他 的 門 徒 施 洗 ）
thì Ngài lìa xứ Giu-đê trở về xứ Ga-li-lê.|他 就 離 了 猶 太 、 又 往 加 利 利 去 ．
Vả, Ngài phải đi ngang qua xứ Sa-ma-ri.|必 須 經 過 撒 瑪 利 亞 。
Vậy Ngài đến một thành thuộc về xứ Sa-ma-ri, gọi là Si-kha, gần đồng ruộng mà Gia-cốp cho Giô-sép là con mình.|於 是 到 了 撒 瑪 利 亞 的 一 座 城 、 名 叫 敘 加 、 靠 近 雅 各 給 他 兒 子 約 瑟 的 那 塊 地 。
Tại đó có cái giếng Gia-cốp. Nhơn đi đàng mỏi mệt, Đức Chúa Jêsus ngồi gần bên giếng; bấy giờ độ chừng giờ thứ sáu.|在 那 裡 有 雅 各 井 。 耶 穌 因 走 路 困 乏 、 就 坐 在 井 旁 ． 那 時 約 有 午 正 。
Một người đờn bà Sa-ma-ri đến múc nước. Đức Chúa Jêsus phán rằng: Hãy cho ta uống.|有 一 個 撒 瑪 利 亞 的 婦 人 來 打 水 ． 耶 穌 對 他 說 、 請 你 給 我 水 喝 。
Vì môn đồ Ngài đã đi ra phố đặng mua đồ ăn.|那 時 門 徒 進 城 買 食 物 去 了 。
Người đờn bà Sa-ma-ri thưa rằng: Ui kìa! ông là người Giu-đa, mà lại xin uống nước cùng tôi, là một người đờn bà Sa-ma-ri sao?|撒 瑪 利 亞 的 婦 人 對 他 說 、 你 既 是 猶 太 人 、 怎 麼 向 我 一 個 撒 瑪 利 亞 婦 人 要 水 喝 呢 。 原 來 猶 太 人 和 撒 瑪 利 亞 人 沒 有 來 往 。
Đức Chúa Jêsus đáp rằng: Ví bằng ngươi biết sự ban cho của Đức Chúa Trời, và biết người nói: "Hãy cho ta uống" là ai, thì chắc ngươi sẽ xin người cho uống, và người sẽ cho ngươi nước sống.|耶 穌 回 答 說 、 你 若 知 道 　 神 的 恩 賜 、 和 對 你 說 給 我 水 喝 的 是 誰 、 你 必 早 求 他 、 他 也 必 早 給 了 你 活 水 。
Người đờn bà thưa: Hỡi Chúa, Chúa không có gì mà múc, và giếng thì sâu, vậy bởi đâu có nước sống ấy?|婦 人 說 、 先 生 沒 有 打 水 的 器 具 、 井 又 深 、 你 從 那 裡 得 活 水 呢 。
Tổ phụ chúng tôi là Gia-cốp để giếng nầy lại cho chúng tôi, chính người uống giếng nầy, cả đến con cháu cùng các bầy vật người nữa, vậy Chúa há lớn hơn Gia-cốp sao?|我 們 的 祖 宗 雅 各 、 將 這 井 留 給 我 們 ． 他 自 己 和 兒 子 並 牲 畜 、 也 都 喝 這 井 裡 的 水 、 難 道 你 比 他 還 大 麼 。
Đức Chúa Jêsus đáp rằng: Phàm ai uống nước nầy vẫn còn khát mãi;|耶 穌 回 答 說 、 凡 喝 這 水 的 、 還 要 再 渴 ．
nhưng uống nước ta sẽ cho, thì chẳng hề khát nữa. Nước ta cho sẽ thành một mạch nước trong người đó văng ra cho đến sự sống đời đời.|人 若 喝 我 所 賜 的 水 就 永 遠 不 渴 ． 我 所 賜 的 水 、 要 在 他 裡 頭 成 為 泉 源 、 直 湧 到 永 生 。
Người đờn bà thưa: Lạy Chúa, xin cho tôi nước ấy, để cho tôi không khát và không đến đây múc nước nữa.|婦 人 說 、 先 生 、 請 把 這 水 賜 給 我 、 叫 我 不 渴 、 也 不 用 來 這 麼 遠 打 水 。
Đức Chúa Jêsus phán rằng: Hãy đi, gọi chồng ngươi, rồi trở lại đây.|耶 穌 說 、 你 去 叫 你 丈 夫 也 到 這 裡 來 。
Người đờn bà thưa rằng: Tôi không có chồng. Đức Chúa Jêsus lại phán: Ngươi nói rằng: Tôi không có chồng, là phải lắm;|婦 人 說 、 我 沒 有 丈 夫 。 耶 穌 說 、 你 說 沒 有 丈 夫 、 是 不 錯 的 ．
vì ngươi đã có năm đời chồng, còn người mà ngươi hiện có, chẳng phải là chồng ngươi; điều đó ngươi đã nói thật vậy.|你 已 經 有 五 個 丈 夫 ． 你 現 在 有 的 、 並 不 是 你 的 丈 夫 ． 你 這 話 是 真 的 ．
Người đờn bà thưa rằng: Lạy Chúa, tôi nhìn thấy Chúa là một đấng tiên tri.|婦 人 說 、 先 生 、 我 看 出 你 是 先 知 。
Tổ phụ chúng tôi đã thờ lạy trên hòn núi nầy; còn dân Giu-đa lại nói rằng nơi đáng thờ lạy là tại thành Giê-ru-sa-lem.|我 們 的 祖 宗 在 這 山 上 禮 拜 ． 你 們 倒 說 、 應 當 禮 拜 的 地 方 是 在 耶 路 撒 冷 。
Đức Chúa Jêsus phán rằng: Hỡi người đờn bà, hãy tin ta, giờ đến, khi các ngươi thờ lạy Cha, chẳng tại trên hòn núi nầy, cũng chẳng tại thành Giê-ru-sa-lem.|耶 穌 說 、 婦 人 、 你 當 信 我 、 時 候 將 到 、 你 們 拜 父 、 也 不 在 這 山 上 、 也 不 在 耶 路 撒 冷 。
Các ngươi thờ lạy sự các ngươi không biết, vì sự cứu rỗi bởi người Giu-đa mà đến.|你 們 所 拜 的 、 你 們 不 知 道 ． 我 們 所 拜 的 、 我 們 知 道 ． 因 為 救 恩 是 從 猶 太 人 出 來 的 。
Nhưng giờ hầu đến, và đã đến rồi, khi những kẻ thờ phượng thật lấy tâm thần và lẽ thật mà thờ phượng Cha: ấy đó là những kẻ thờ phượng mà Cha ưa thích vậy.|時 候 將 到 、 如 今 就 是 了 、 那 真 正 拜 父 的 、 要 用 心 靈 和 誠 實 拜 他 、 因 為 父 要 這 樣 的 人 拜 他 。
Đức Chúa Trời là thần, nên ai thờ lạy Ngài thì phải lấy tâm thần và lẽ thật mà thờ lạy.|　 神 是 個 靈 ． 〔 或 無 個 字 〕 所 以 拜 他 的 、 必 須 用 心 靈 和 誠 實 拜 他 。
Người đờn bà thưa: Tôi biết rằng Đấng Mê-si  phải đến; khi Ngài đã đến, sẽ rao truyền mọi việc cho chúng ta.|婦 人 說 、 我 知 道 彌 賽 亞 、 （ 就 是 那 稱 為 基 督 的 ） 要 來 ． 他 來 了 、 必 將 一 切 的 事 都 告 訴 我 們 。
Đức Chúa Jêsus phán rằng: Ta, người đang nói với ngươi đây, chính là Đấng đó.|耶 穌 說 、 這 和 你 說 話 的 就 是 他 。
Khi đó, môn đồ tới, đều sững sờ về Ngài nói với một người đờn bà; nhưng chẳng ai hỏi rằng: Thầy hỏi người ấy điều chi? hay là: Sao thầy nói với người?|當 下 門 徒 回 來 、 就 希 奇 耶 穌 和 一 個 婦 人 說 話 ． 只 是 沒 有 人 說 、 你 是 要 甚 麼 ． 或 說 、 你 為 甚 麼 和 他 說 話 。
Người đờn bà bèn bỏ cái vò nước của mình lại và vào thành, nói với người tại đó rằng:|那 婦 人 就 留 下 水 罐 子 、 往 城 裡 去 、 對 眾 人 說 、
Hãy đến xem một người đã bảo tôi mọi điều tôi đã làm; ấy chẳng phải là Đấng Christ sao?|你 們 來 看 、 有 一 個 人 將 我 素 來 所 行 的 一 切 事 、 都 給 我 說 出 了 、 莫 非 這 就 是 基 督 麼 。
Chúng bèn từ trong thành ra và đến cùng Đức Chúa Jêsus.|眾 人 就 出 城 往 耶 穌 那 裡 去 。
Song le, môn đồ nài nỉ một bên Ngài mà rằng: Thưa thầy, xin hãy ăn.|這 其 間 、 門 徒 對 耶 穌 說 、 拉 比 、 請 喫 。
Ngài đáp rằng: Ta có một thứ lương thực để nuôi mình mà các ngươi không biết.|耶 穌 說 、 我 有 食 物 喫 、 是 你 們 不 知 道 的 。
Vậy môn đồ nói với nhau rằng: Có ai đã đem chi cho thầy ăn chăng?|門 徒 就 彼 此 對 問 說 、 莫 非 有 人 拿 甚 麼 給 他 喫 麼 。
Đức Chúa Jêsus phán rằng: Đồ ăn của ta tức là làm theo ý muốn của Đấng sai ta đến, và làm trọn công việc Ngài.|耶 穌 說 、 我 的 食 物 就 是 遵 行 差 我 者 的 旨 意 、 作 成 他 的 工 。
Các ngươi há chẳng nói rằng còn bốn tháng nữa thì tới mùa gặt sao? Song ta nói với các ngươi: Hãy nhướng mắt lên và xem đồng ruộng, đã vàng sẵn cho mùa gặt.|你 們 豈 不 說 、 到 收 割 的 時 候 、 還 有 四 個 月 麼 ． 我 告 訴 你 們 、 舉 目 向 田 觀 看 、 莊 稼 已 經 熟 了 、 〔 原 文 作 發 白 〕 可 以 收 割 了 。
Con gặt đã lãnh tiền công mình và thâu chứa hoa lợi cho sự sống đời đời, hầu cho người gieo giống và con gặt được cùng nhau vui vẻ.|收 割 的 人 得 工 價 、 積 蓄 五 穀 到 永 生 ． 叫 撒 種 的 和 收 割 的 一 同 快 樂 。
Vì đây người ta có thể nói rằng: Người nầy thì gieo, người kia thì gặt, là rất phải.|俗 語 說 、 那 人 撒 種 、 這 人 收 割 、 這 話 可 見 是 真 的 。
Ta đã sai các ngươi gặt nơi mình không làm; kẻ khác đã làm, còn các ngươi thì đã vào tiếp lấy công lao của họ.|我 差 你 們 去 收 你 們 所 沒 有 勞 苦 的 ． 別 人 勞 苦 、 你 們 享 受 他 們 所 勞 苦 的 。
Có nhiều người Sa-ma-ri ở thành đó tin Ngài, vì cứ lời đờn bà đã làm chứng về Ngài mà rằng: Ngài đã bảo tôi mọi điều tôi đã làm.|那 城 裡 有 好 些 撒 瑪 利 亞 人 信 了 耶 穌 、 因 為 那 婦 人 作 見 證 說 、 他 將 我 素 來 所 行 的 一 切 事 、 都 給 我 說 出 來 了 ．
Vậy, các người Sa-ma-ri đã đến cùng Ngài, xin Ngài vào trọ nơi mình; Ngài bèn ở lại đó hai ngày.|於 是 撒 瑪 利 亞 人 來 見 耶 穌 、 求 他 在 他 們 那 裡 住 下 ． 他 便 在 那 裡 住 了 兩 天 。
Khi đã nghe lời Ngài rồi, người tin Ngài càng đông hơn nữa.|因 耶 穌 的 話 、 信 的 人 就 更 多 了 ．
Họ nói với người đờn bà rằng: Ay không còn phải vì điều ngươi đã nói với chúng ta mà chúng ta tin đâu; vì chính chúng ta đã nghe Ngài, và biết rằng chính Ngài thật là Cứu Chúa của thế gian.|便 對 婦 人 說 、 現 在 我 們 信 、 不 是 因 為 你 的 話 、 是 我 們 親 自 聽 見 了 、 知 道 這 真 是 救 世 主 。
Khỏi hai ngày ấy, Đức Chúa Jêsus từ đó đi qua xứ Ga-li-lê₫|過 了 那 兩 天 、 耶 穌 離 了 那 地 方 、 往 加 利 利 去 。
.|因 為 耶 穌 自 己 作 過 見 證 說 、 先 知 在 本 地 是 沒 有 人 尊 敬 的 。
Khi đã đến xứ Ga-li-lê, Ngài được dân xứ ấy tiếp rước tử tế, bởi dân đó đã thấy mọi điều Ngài làm tại thành Giê-ru-sa-lem trong ngày lễ; vì họ cũng có đi dự lễ.|到 了 加 利 利 、 加 利 利 人 既 然 看 他 在 耶 路 撒 冷 過 節 所 行 的 一 切 事 、 就 接 待 他 ． 因 為 他 們 也 是 上 去 過 節 。
Vậy, Ngài lại đến thành Ca-na, trong xứ Ga-li-lê, là nơi Ngài đã hóa nước thành rượu. Nguyên ở tại thành Ca-bê-na-um, có một quan thị vệ kia, con trai người mắc bịnh.|耶 穌 又 到 了 加 利 利 的 迦 拿 、 就 是 他 從 前 變 水 為 酒 的 地 方 ． 有 一 個 大 臣 、 他 的 兒 子 在 迦 百 農 患 病 。
Quan đó nghe Đức Chúa Jêsus đã từ xứ Giu-đê đến xứ Ga-li-lê, bèn tìm đến và xin Ngài xuống đặng chữa cho con mình gần chết.|他 聽 見 耶 穌 從 猶 太 到 了 加 利 利 、 就 來 見 他 、 求 他 下 去 醫 治 他 的 兒 子 ． 因 為 他 兒 子 快 要 死 了 。
Đức Chúa Jêsus phán rằng: Nếu các ngươi không thấy phép lạ và điềm lạ, thì các ngươi chẳng tin!|耶 穌 就 對 他 說 、 若 不 看 見 神 蹟 奇 事 、 你 們 總 是 不 信 。
Quan thị vệ trả lời rằng: Lạy Chúa, xin Chúa xuống trước khi con tôi chưa chết!|那 大 臣 說 、 先 生 、 求 你 趁 著 我 的 孩 子 還 沒 有 死 、 就 下 去 。
Đức Chúa Jêsus phán rằng: Hãy đi, con của ngươi sống. Người đó tin lời Đức Chúa Jêsus đã phán cho mình, bèn đi.|耶 穌 對 他 說 、 回 去 罷 ． 你 的 兒 子 活 了 。 那 人 信 耶 穌 所 說 的 話 、 就 回 去 了 。
Người đang đi dọc đàng, các đầy tớ người đến đón mà rằng: Con trai chủ sống.|正 下 去 的 時 候 、 他 的 僕 人 迎 見 他 、 說 他 的 兒 子 活 了 。
Người bèn hỏi họ con trai mình đã thấy khá nhằm giờ nào. Họ trả lời rằng: bữa qua, hồi giờ thứ bảy, cơn rét lui khỏi.|他 就 問 甚 麼 時 候 見 好 的 。 他 們 說 、 昨 日 未 時 熱 就 退 了 。
Người cha nhận biết rằng ấy là chính giờ đó Đức Chúa Jêsus đã phán cùng mình rằng: Con của ngươi sống; thì người với cả nhà đều tin.|他 便 知 道 這 正 是 耶 穌 對 他 說 你 兒 子 活 了 的 時 候 、 他 自 己 和 全 家 就 都 信 了 。
Ay là phép lạ thứ hai mà Đức Chúa Jêsus đã làm, khi Ngài từ xứ Giu-đê trở về xứ Ga-li-lê.|這 是 耶 穌 在 加 利 利 行 的 第 二 件 神 蹟 、 是 他 從 猶 太 回 去 以 後 行 的 。

					Giăng 5				|
						約翰福音 5					
Kế đó, có một ngày lễ của dân Giu-đa, Đức Chúa Jêsus lên thành Giê-ru-sa-lem.|這 事 以 後 、 到 了 猶 太 人 的 一 個 節 期 ． 耶 穌 就 上 耶 路 撒 泠 去 。
Số là, tại thành Giê-ru-sa-lem, gần cửa Chiên, có một cái ao, tiếng Hê-bơ-rơ gọi là Bê-tết-đa, xung quanh ao có năm cái vòm cửa.|在 耶 路 撒 泠 、 靠 近 羊 門 有 一 個 池 子 、 希 伯 來 話 叫 作 畢 士 大 、 旁 邊 有 五 個 廊 子 。
Những kẻ đau ốm, mù quáng, tàn tật, bại xuội nằm tại đó rất đông, chờ khi nước động;|裡 面 躺 著 瞎 眼 的 、 瘸 腿 的 、 血 氣 枯 乾 的 、 許 多 病 人 。 〔 有 古 卷 在 此 有 等 候 水 動 〕
vì một thiên sứ thỉnh thoảng giáng xuống trong ao, làm cho nước động; lúc nước đã động rồi, ai xuống ao trước hết, bất kỳ mắc bịnh gì, cũng được lành.|〔 因 為 有 天 使 按 時 下 池 子 攪 動 那 水 水 動 之 後 誰 先 下 去 無 論 害 甚 麼 病 就 痊 愈 了 〕
Nơi đó, có một người bị bịnh đã được ba mươi tám năm.|在 那 裡 有 一 個 人 、 病 了 三 十 八 年 。
Đức Chúa Jêsus thấy người nằm, biết rằng đau đã lâu ngày thì phán: Ngươi có muốn lành chăng?|耶 穌 看 見 他 躺 著 、 知 道 他 病 了 許 久 、 就 問 他 說 、 你 要 痊 愈 麼 。
Người bịnh thưa rằng: Lạy Chúa, tôi chẳng có ai để quăng tôi xuống ao trong khi nước động; lúc tôi đi đến, thì kẻ khác đã xuống ao trước tôi rồi.|病 人 回 答 說 、 先 生 、 水 動 的 時 候 、 沒 有 人 把 我 放 在 池 子 裡 ． 我 正 去 的 時 候 、 就 有 別 人 比 我 先 下 去 。
Đức Chúa Jêsus phán rằng: Hãy đứng dậy, vác giường ngươi và đi.|耶 穌 對 他 說 、 起 來 、 拿 你 的 褥 子 走 罷 。
Tức thì người ấy được lành, vác giường mình và đi. Vả, bấy giờ là ngày Sa-bát.|那 人 立 刻 痊 愈 、 就 拿 起 褥 子 來 走 了 。
Các người Giu-đa bèn nói với kẻ được chữa lành rằng: Nay là ngày Sa-bát, ngươi không phép mang giường mình đi.|那 天 是 安 息 日 、 所 以 猶 太 人 對 那 醫 好 的 人 說 、 今 天 是 安 息 日 、 你 拿 褥 子 是 不 可 的 。
Người trả lời rằng: Chính người đã chữa tôi được lành biểu tôi rằng: Hãy vác giường ngươi và đi.|他 卻 回 答 說 、 那 使 我 痊 愈 的 、 對 我 說 、 拿 你 的 褥 子 走 罷 。
Họ hỏi rằng: Người đã biểu ngươi: Hãy vác giường và đi, là ai?|他 們 問 他 說 、 對 你 說 拿 褥 子 走 的 、 是 甚 麼 人 。
