
					II Sử Ký 1				|
và các người ca hát trong dân Lê-vi, tức A-sáp, Hê-nan, Giê-đu-thun, cùng con trai và anh em họ, đương mặc quần áo bằng vải gai mịn, cầm chập chỏa, đờn sắt, và đờn cầm, đều đứng ở phía đông bàn thờ, với một trăm hai mươi thầy tế lễ thổi kèn.|他 們 出 聖 所 的 時 候 、 歌 唱 的 利 未 人 亞 薩 、 希 幔 、 耶 杜 頓 和 他 們 的 眾 子 眾 弟 兄 、 都 穿 細 麻 布 衣 服 、 站 在 壇 的 東 邊 、 敲 鈸 、 鼓 瑟 、 彈 琴 、 同 著 他 們 有 一 百 二 十 個 祭 司 吹 號 ．
Xảy khi kẻ thổi kèn và kẻ ca hát đồng thinh hòa nhau như một người, mà khen ngợi cảm tạ Đức Giê-hô-va, và khi họ trổi tiếng kèn, chập chỏa, nhạc khí lên khen ngợi Đức Giê-hô-va, rằng: Ngài từ thiện, lòng thương xót Ngài hằng có đời đời, thì đền của Đức Giê-hô-va bị mây lấp đầy;|吹 號 的 、 歌 唱 的 、 都 一 齊 發 聲 、 聲 合 為 一 、 讚 美 感 謝 耶 和 華 ． 吹 號 、 敲 鈸 、 用 各 種 樂 器 、 揚 聲 讚 美 耶 和 華 說 、 耶 和 華 本 為 善 、 他 的 慈 愛 永 遠 長 存 ． 那 時 耶 和 華 的 殿 有 雲 充 滿 、
đến đỗi những thầy tế lễ vì mây không thể đứng đó hầu việc được, vì sự vinh hiển của Đức Giê-hô-va đầy lấp đền của Đức Chúa Trời.|甚 至 祭 司 不 能 站 立 供 職 、 因 為 耶 和 華 的 榮 光 充 滿 了 　 神 的 殿 。

					II Sử Ký 6				|
						歷代志下 6					
Bấy giờ, Sa-lô-môn nói rằng: Đức Giê-hô-va đã phán rằng Ngài sẽ ngự trong nơi tối thẳm.|那 時 所 羅 門 說 、 耶 和 華 曾 說 他 必 住 在 幽 暗 之 處 。
Nhưng tôi đã cất một cái đền cho Chúa trú ngụ, một nơi cho Chúa ở đời đời.|但 我 已 經 建 造 殿 宇 、 作 你 的 居 所 、 為 你 永 遠 的 住 處 。
Đoạn vua xây mặt lại chúc phước cho cả hội chúng Y-sơ-ra-ên cả hội chúng Y-sơ-ra-ên đều đứng.|王 轉 臉 為 以 色 列 會 眾 祝 福 ． 以 色 列 會 眾 就 都 站 立 。
Người nói: Đáng ngợi khen Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên, là Đấng đã phán hứa với Đa-vít, cha tôi, và nay lấy tay Ngài mà làm cho thành lời hứa ấy; Ngài rằng:|所 羅 門 說 、 耶 和 華 以 色 列 的 　 神 、 是 應 當 稱 頌 的 、 因 他 親 口 向 我 父 大 衛 所 應 許 的 、 也 親 手 成 就 了 ．
Từ ngày ta đem dân ta ra khỏi xứ Ê-díp-tô, ta chưa chọn một thành nào trong các chi phái Y-sơ-ra-ên đặng cất một cái đền, để đặt danh ta tại đó, và ta cũng chẳng chọn người nào làm vua chúa trên dân Y-sơ-ra-ên ta;|他 說 、 『 自 從 我 領 我 民 出 埃 及 地 以 來 、 我 未 曾 在 以 色 列 眾 支 派 中 選 擇 一 城 、 建 造 殿 宇 、 為 我 名 的 居 所 ． 也 未 曾 揀 選 一 人 作 我 民 以 色 列 的 君 ．
nhưng ta đã chọn Giê-ru-sa-lem, để đặt danh ta tại đó, và chọn Đa-vít đặng cai trị dân Y-sơ-ra-ên ta.|但 選 擇 耶 路 撒 冷 為 我 名 的 居 所 ． 又 揀 選 大 衛 治 理 我 民 以 色 列 』
Vả, Đa-vít, cha tôi, đã rắp lòng xây đền cho danh Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên.|所 羅 門 說 、 我 父 大 衛 曾 立 意 要 為 耶 和 華 以 色 列 　 神 的 名 建 殿 。
Nhưng Đức Giê-hô-va phán với Đa-vít, cha tôi, rằng: Ngươi có rắp lòng cất một cái đền cho danh ta, ấy thật phải lắm;|耶 和 華 卻 對 我 父 大 衛 說 、 你 立 意 要 為 我 的 名 建 殿 、 這 意 思 甚 好 ．
dầu vậy, ngươi sẽ chẳng cất đền ấy; song con trai ngươi sanh ra sẽ cất cái đền cho danh ta.|只 是 你 不 可 建 殿 ． 惟 你 所 生 的 兒 子 必 為 我 名 建 殿 。
Đức Giê-hô-va đã làm ứng nghiệm lời Ngài phán, khiến tôi kế cho Đa-vít, cha tôi, lên ngôi trị vì Y-sơ-ra-ên, y như Đức Giê-hô-va đã hứa: nên tôi có cất đền cho danh Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên,|現 在 耶 和 華 成 就 了 他 所 應 許 的 話 、 使 我 接 續 我 父 大 衛 坐 以 色 列 的 國 位 、 是 照 耶 和 華 所 說 的 、 又 為 耶 和 華 以 色 列 　 神 的 名 建 造 了 殿 ．
và tại đền ấy đã đặt cái hòm đựng giao ước của Đức Giê-hô-va mà Ngài lập với dân Y-sơ-ra-ên.|我 將 約 櫃 安 置 在 其 中 、 櫃 內 有 耶 和 華 的 約 、 就 是 他 與 以 色 列 人 所 立 的 約 。
Sa-lô-môn đương đứng trước bàn thờ của Đức Giê-hô-va, đối mặt cả hội chúng Y-sơ-ra-ên, giơ tay mình ra|所 羅 門 當 著 以 色 列 會 眾 、 站 在 耶 和 華 的 壇 前 、 舉 起 手 來 ．
,|所 羅 門 曾 造 一 個 銅 臺 、 長 五 肘 、 寬 五 肘 、 高 三 肘 、 放 在 院 中 ． 就 站 在 臺 上 、 當 著 以 色 列 的 會 眾 跪 下 、 向 天 舉 手 、
mà rằng: Lạy Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên! trên trời và dưới đất, chẳng có thần nào giống như Chúa. Chúa gìn giữ lời giao ước và lòng nhơn từ đối với kẻ tôi tớ Chúa, là kẻ hết lòng đi trước mặt Chúa;|說 、 耶 和 華 以 色 列 的 　 神 阿 、 天 上 地 下 沒 有 神 可 比 你 的 ． 你 向 那 盡 心 行 在 你 面 前 的 僕 人 守 約 施 慈 愛 ．
đối với tôi tớ Chúa là Đa-vít cha tôi, Chúa có gìn giữ lời Chúa đã hứa với người: Thật hễ điều gì miệng Chúa phán, thì tay Chúa đã làm cho hoàn thành, y như đã có ngày nay.|向 你 僕 人 我 父 大 衛 所 應 許 的 話 、 現 在 應 驗 了 ． 你 親 口 應 許 、 親 手 成 就 、 正 如 今 日 一 樣 。
Vậy, Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên ôi! Chúa đã hứa cùng tôi tớ Chúa là Đa-vít, cha tôi, rằng: Ví bằng con cháu ngươi cẩn thận đường lối mình, giữ theo các luật pháp ta, y như ngươi đã làm, thì trước mặt ta ngươi sẽ chẳng hề thiếu người ngồi trên ngôi Y-sơ-ra-ên; nay cầu xin Chúa hãy giữ gìn lời hứa ấy.|耶 和 華 以 色 列 的 　 神 阿 、 你 所 應 許 你 僕 人 我 父 大 衛 的 話 、 說 、 你 的 子 孫 若 謹 慎 自 己 的 行 為 、 遵 守 我 的 律 法 、 像 你 在 我 面 前 所 行 的 一 樣 、 就 不 斷 人 坐 以 色 列 的 國 位 ． 現 在 求 你 應 驗 這 話 。
Hỡi Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên! nguyện lời Chúa đã hứa cùng Đa-vít, tôi tớ Chúa, được ứng nghiệm.|耶 和 華 以 色 列 的 　 神 阿 、 求 你 成 就 向 你 僕 人 大 衛 所 應 許 的 話 。
Mà chi! Có thật rằng Đức Chúa Trời ngự chung với loài người ở trên đất ư? Kìa trời, cho đến đỗi trời của các từng trời còn chẳng có thế chứa Chúa được thay, phương chi cái đền nầy tôi đã cất!|　 神 果 真 與 世 人 同 住 在 地 上 麼 ． 看 哪 、 天 和 天 上 的 天 、 尚 且 不 足 你 居 住 的 ． 何 況 我 所 建 的 這 殿 呢 。
Dầu vậy, hỡi Giê-hô-va Đức Chúa Trời tôi ôi! xin hãy đoái thương lời cầu nguyện và sự nài xin của tôi tớ Chúa, nghe tiếng kêu cầu và khẩn nguyện của tôi tớ Chúa cầu trước mặt Chúa.|惟 求 耶 和 華 我 的 　 神 、 垂 顧 僕 人 的 禱 告 祈 求 、 俯 聽 僕 人 在 你 面 前 的 祈 禱 呼 籲 ．
Nguyện mắt Chúa ngày và đêm đoái xem nhà này, vì về nhà này Chúa đã phán rằng: sẽ đặt danh Chúa tại đó. Khi tôi tớ Chúa hướng nơi này mà cầu nguyện, xin Chúa dủ nghe.|願 你 晝 夜 看 顧 這 殿 、 就 是 你 應 許 立 為 你 名 的 居 所 ． 求 你 垂 聽 僕 人 向 此 處 禱 告 的 話 。
Phàm điều gì tôi tớ Chúa và dân Y-sơ-ra-ên sẽ cầu khẩn trong khi hướng về nơi này, xin Chúa hãy dủ nghe, nhậm lời, và tha thứ cho.|你 僕 人 和 你 民 以 色 列 向 此 處 祈 禱 的 時 候 、 求 你 從 天 上 你 的 居 所 垂 聽 、 垂 聽 而 赦 免 。
Nếu ai phạm tội cùng kẻ lân cận mình, và người ta bắt nó phải thề, nếu nó đến thề ở trước bàn thờ của Chúa tại trong đền này,|人 若 得 罪 鄰 舍 、 有 人 叫 他 起 誓 、 他 來 到 這 殿 、 在 你 的 壇 前 起 誓 ．
thì xin Chúa từ trên trời hãy nghe, thi hành, và xét đoán tôi tớ Chúa, mà báo trả kẻ ác tùy việc nó làm, khiến tội nó đổ lại trên đầu nó, xưng công bình cho người công bình, và thưởng người tùy sự công bình của người.|求 你 從 天 上 垂 聽 、 判 斷 你 的 僕 人 、 定 惡 人 有 罪 、 照 他 所 行 的 報 應 在 他 頭 上 、 定 義 人 有 理 、 照 他 的 義 賞 賜 他 。
Nếu dân Y-sơ-re-ên của Chúa, vì phạm tội với Chúa, bị quân thù nghịch đánh được, mà chúng trở lại cùng Chúa, nhận biết danh Ngài, và cầu nguyện nài xin trước mặt Chúa trong đền này,|你 的 民 以 色 列 若 得 罪 你 、 敗 在 仇 敵 面 前 、 又 回 心 轉 意 承 認 你 的 名 、 在 這 殿 裡 向 你 祈 求 禱 告 ．
thì xin Chúa từ trên trời hãy dủ nghe, tha tội cho dân Y-sơ-ra-ên của Chúa, và khiến họ trở về xứ mà Chúa đã ban cho họ và cho tổ phụ của họ.|求 你 從 天 上 垂 聽 、 赦 免 你 民 以 色 列 的 罪 、 使 他 們 歸 回 你 賜 給 他 們 和 他 們 列 祖 之 地 。
Khi các từng trời đóng chặt, không có mưa, bởi vì dân Y-sơ-ra-ên đã phạm tội với Chúa; nếu sau khi Chúa đã đoán phạt họ, họ hướng về nơi này mà cầu nguyện, nhận biết danh Chúa, trở bỏ tội lỗi mình,|你 的 民 因 得 罪 你 、 你 懲 罰 他 們 、 使 天 閉 塞 不 下 雨 、 他 們 若 向 此 處 禱 告 、 承 認 你 的 名 、 離 開 他 們 的 罪 ．
thì xin Chúa ở trên trời hãy dủ nghe, tha tội cho kẻ tôi tớ Chúa và cho dân Y-sơ-ra-ên của Ngài, khi Ngài đã dạy cho chúng con đường lành mà chúng phải đi theo, và giáng mưa xuống trên đất mà Chúa đã ban cho dân Ngài làm sản nghiệp.|求 你 在 天 上 垂 聽 、 赦 免 你 僕 人 和 你 民 以 色 列 的 罪 、 將 當 行 的 善 道 、 指 教 他 們 、 且 降 雨 在 你 的 地 、 就 是 你 賜 給 你 民 為 業 之 地 。
Nếu trong xứ có cơn đói kém, ôn dịch, đại hạn, ten sét, cào cào, hay là châu chấu; hoặc kẻ thù nghịch vây hãm các thành trong địa phận họ; bất kỳ có tai vạ gì, tật bịnh gì;|國 中 若 有 饑 荒 、 瘟 疫 、 旱 風 、 霉 爛 、 蝗 蟲 、 螞 蚱 ． 或 有 仇 敵 犯 境 、 圍 困 城 邑 ． 無 論 遭 遇 甚 麼 災 禍 疾 病 ．
ví bằng có một người, hoặc cả dân Y-sơ-ra-ên của Chúa đã nhận biết tai vạ và sự đau đớn của mình, mà giơ tay ra hướng về nhà này, cầu nguyện và khẩn xin vô luận điều gì,|你 的 民 以 色 列 、 或 是 眾 人 、 或 是 一 人 、 自 覺 災 禍 甚 苦 、 向 這 殿 舉 手 、 無 論 祈 求 甚 麼 、 禱 告 甚 麼 、
thì xin Chúa từ trên trời, là nơi ngự của Chúa, hãy dủ nghe, tha thứ cho, và báo lại cho mỗi người tùy theo công việc họ, vì Chúa thông biết lòng của họ ;|求 你 從 天 上 你 的 居 所 垂 聽 赦 免 、 你 是 知 道 人 心 的 、 要 照 各 人 所 行 的 待 他 們 ． （ 惟 有 你 知 道 世 人 的 心 ）
để khiến chúng kính sợ Chúa, đi theo đường lối của Chúa trọn đời chúng sống ở trên đất mà Chúa đã ban cho tổ phụ chúng tôi.|使 他 們 在 你 賜 給 我 們 列 祖 之 地 上 一 生 一 世 敬 畏 你 、 遵 行 你 的 道 。
Vả lại, về người ngoại bang là người chẳng thuộc về dân Y-sơ-ra-ên của Chúa, nhưng vì danh lớn Chúa, vì cánh tay quyền năng giơ thẳng ra của Ngài, họ sẽ từ xứ xa đi đến hướng về đền này mà cầu nguyện,|論 到 不 屬 你 民 以 色 列 的 外 邦 人 、 為 你 的 大 名 、 和 大 能 的 手 、 並 伸 出 來 的 膀 臂 、 從 遠 方 而 來 、 向 這 殿 禱 告 ．
thì xin Chúa từ trên trời, là nơi ngự của Chúa; hầu cho muôn dân trên đất nhận biết danh Chúa, kính sợ Ngài như dân Y-sơ-ra-ên của Chúa, và biết rằng cái đền này mà tôi đã xây cất, được gọi bằng danh Chúa.|求 你 從 天 上 你 的 居 所 垂 聽 、 照 著 外 邦 人 所 祈 求 的 而 行 ． 使 天 下 萬 民 都 認 識 你 的 名 、 敬 畏 你 、 像 你 的 民 以 色 列 一 樣 ． 又 使 他 們 知 道 我 建 造 的 這 殿 、 是 稱 為 你 名 下 的 。
Khi dân sự Chúa ra chiến tranh với kẻ thù nghịch mình, theo đường nào mà Chúa sẽ sai đi, nếu chúng cầu nguyện cùng Chúa, xây về hướng thành nầy mà Chúa đã chọn, và về đền nầy mà tôi đã xây cất cho danh Chúa,|你 的 民 若 奉 你 的 差 遣 、 無 論 往 何 處 去 、 與 仇 敵 爭 戰 、 向 你 所 選 擇 的 城 、 與 我 為 你 名 所 建 造 的 殿 禱 告 ．
thì xin Chúa từ trên trời hãy dủ nghe lời cầu nguyện nài xin của chúng, và binh vực cho họ.|求 你 從 天 上 垂 聽 他 們 的 禱 告 祈 求 、 使 他 們 得 勝 。
Nếu dân Y-sơ-ra-ên phạm tội với Chúa , và Chúa nổi giận, phó chúng cho kẻ thù nghịch, và kẻ thù nghịch bắt họ làm phu tù dẫn đến xứ xa hay gần;|你 的 民 若 得 罪 你 、 （ 世 上 沒 有 不 犯 罪 的 人 ） 你 向 他 們 發 怒 、 將 他 們 交 給 仇 敵 擄 到 或 遠 或 近 之 地 ．
nếu trong xứ mà họ bị dẫn đến làm phu tù, họ suy nghĩ lại, ăn năn, và cầu khẩn Chúa, mà rằng: Chúng tôi có phạm tội, làm điều gian ác và cư xử cách dữ tợn,|他 們 若 在 擄 到 之 地 想 起 罪 來 、 回 心 轉 意 、 懇 求 你 說 、 我 們 有 罪 了 、 我 們 悖 逆 了 、 我 們 作 惡 了 ．
nếu tại trong xứ mà kẻ thù nghịch đã dẫn họ đến làm phu tù, họ hết lòng hết ý trở lại cùng Chúa, cầu nguyện cùng Ngài hướng về xứ mà Chúa đã ban cho tổ phụ họ, về thành Chúa đã chọn, và về đền mà tôi đã xây cất cho danh Chúa,|他 們 若 在 擄 到 之 地 盡 心 盡 性 歸 服 你 、 又 向 自 己 的 地 、 就 是 你 賜 給 他 們 列 祖 之 地 、 和 你 所 選 擇 的 城 、 並 我 為 你 名 所 建 造 的 殿 禱 告 ．
thì xin Chúa từ trên trời, là nơi ngự của Chúa, hãy dủ nghe lời cầu nguyện nài xin của chúng, binh vực họ, và tha thứ tội mà dân sự của Chúa đã phạm cùng Ngài.|求 你 從 天 上 你 的 居 所 垂 聽 你 民 的 禱 告 祈 求 、 為 他 們 伸 冤 、 赦 免 他 們 的 過 犯 。
Vậy, Đức Chúa Trời tôi ôi! bây giờ cầu xin Chúa đoái thương và lắng tai nghe phàm lời nào cầu nguyện trong nơi này.|我 的 　 神 阿 、 現 在 求 你 睜 眼 看 、 側 耳 聽 、 在 此 處 所 獻 的 禱 告 。
Nầy, Giê-hô-va Đức Chúa Trời ôi! xin hãy chổi dậy, để Chúa và hòm quyền năng Ngài được vào nơi an nghỉ Ngài! Lạy Giê-hô-va Đức Chúa Trời! nguyện những thầy tế lễ Chúa được mặc sự cứu rỗi, và các thánh đồ Chúa được mừng rỡ trong sự nhơn từ Ngài!|耶 和 華 　 神 阿 、 求 你 起 來 、 和 你 有 能 力 的 約 櫃 、 同 入 安 息 之 所 ． 耶 和 華 　 神 阿 、 願 你 的 祭 司 披 上 救 恩 、 願 你 的 聖 民 蒙 福 歡 樂 。
Hỡi Giê-hô-va Đức Chúa Trời! xin chớ từ bỏ kẻ chịu xức dầu của Chúa; khá nhớ lại các sự nhân từ của Chúa đối với Đa-vít, là kẻ tôi tớ Ngài.|耶 和 華 　 神 阿 、 求 你 不 要 厭 棄 你 的 受 膏 者 ． 要 記 念 向 你 僕 人 大 衛 所 施 的 慈 愛 。

					II Sử Ký 7				|
						歷代志下 7					
Khi Sa-lô-môn cầu nguyện xong, lửa từ trời giáng xuống đốt của lễ thiêu và các hi sinh, sự vinh quang của Đức Giê-hô-va đầy dẫy trong đền.|所 羅 門 祈 禱 已 畢 、 就 有 火 從 天 上 降 下 來 、 燒 盡 燔 祭 和 別 的 祭 ． 耶 和 華 的 榮 光 充 滿 了 殿 ．
Những thầy tế lễ chẳng vào được trong đền của Đức Giê-hô-va, vì sự vinh quang Đức Giê-hô-va đầy dẫy đền của Ngài.|因 耶 和 華 的 榮 光 充 滿 了 耶 和 華 殿 、 所 以 祭 司 不 能 進 殿 。
