
					Giô-sua 1				|
Khi những thầy tế lễ khiêng hòm giao ước của Đức Giê-hô-va đã lên khỏi giữa ông, và bàn chơn họ dở lên đặng bước trên đất khô rồi, thì nước sông Giô-đanh trở lại chỗ cũ và chảy tràn ra khắp mé như trước.|抬 耶 和 華 約 櫃 的 祭 司 從 約 但 河 裡 上 來 、 腳 掌 剛 落 旱 地 、 約 但 河 的 水 就 流 到 原 處 、 仍 舊 漲 過 兩 岸 。
Ngày mồng mười tháng giêng, dân sự đi lên khỏi sông Giô-đanh, và đóng trại tại Ghinh-ganh, ở cuối phía đông Giê-ri-cô.|正 月 初 十 日 、 百 姓 從 約 但 河 裡 上 來 、 就 在 吉 甲 、 在 耶 利 哥 的 東 邊 安 營 。
Giô-suê dựng tại Ghinh-ganh mười hai hòn đá mà dân chúng đã lấy dưới sông Giô-đanh.|他 們 從 約 但 河 中 取 來 的 那 十 二 塊 石 頭 、 約 書 亞 就 立 在 吉 甲 ．
Đoạn, người nói cùng dân Y-sơ-ra-ên rằng: Về sau, khi con cháu các ngươi hỏi cha mình rằng: Các hòn đá này có nghĩa gì?|對 以 色 列 人 說 、 日 後 你 們 的 子 孫 問 他 們 的 父 親 說 、 這 些 石 頭 是 甚 麼 意 思 ．
thì các ngươi sẽ dạy con cháu mình mà rằng: Y-sơ-ra-ên đã đi qua sông Giô-đanh trên đất khô,|你 們 就 告 訴 他 們 說 、 以 色 列 人 曾 走 乾 地 過 這 約 但 河 ．
vì Giê-hô-va Đức Chúa Trời các ngươi đã làm cho sông Giô-đanh bày khô trước mặt các ngươi, cho đến chừng nào các ngươi đã qua khỏi, y như Giê-hô-va Đức Chúa Trời các ngươi đã làm tại Biển đỏ, khiến cho nó bày khô trước mặt chúng ta, cho đến chừng nào chúng ta đã qua khỏi,|因 為 耶 和 華 你 們 的 　 神 、 在 你 們 前 面 、 使 約 但 河 的 水 乾 了 、 等 著 你 們 過 來 、 就 如 耶 和 華 你 們 的 　 神 、 從 前 在 我 們 前 面 、 使 紅 海 乾 了 、 等 著 我 們 過 來 一 樣 ．
hầu cho các dân tộc thế gian biết rằng tay của Đức Giê-hô-va là rất mạnh, và cho các ngươi kính sợ Giê-hô-va Đức Chúa Trời các ngươi luôn luôn.|要 使 地 上 萬 民 都 知 道 耶 和 華 的 手 、 大 有 能 力 ． 也 要 使 你 們 永 遠 敬 畏 耶 和 華 你 們 的 　 神 。

					Giô-sua 5				|
						約書亞記 5					
Vả, các vua A-mô-rít ở bên kia sông Giô-đanh về phía tây, và các vua Ca-na-an ở gần biển vừa hay rằng Đức Giê-hô-va đã làm cho nước sông Giô-đanh bày khô trước mặt dân Y-sơ-ra-ên, cho đến chừng đã đi qua khỏi, thì lòng họ kinh khiếp và nao sờn vì cớ dân Y-sơ-ra-ên.|約 但 河 西 亞 摩 利 人 的 諸 王 、 和 靠 海 迦 南 人 的 諸 王 、 聽 見 耶 和 華 在 以 色 列 人 前 面 使 約 但 河 的 水 乾 了 、 等 到 我 們 過 去 、 他 們 的 心 因 以 色 列 人 的 緣 故 就 消 化 了 、 不 再 有 膽 氣 。
Trong lúc đó Đức Giê-hô-va phán cùng Giô-suê rằng: Hãy sắm sửa dao bằng đá lửa, và làm phép cắt bì lần thứ nhì cho dân Y-sơ-ra-ên.|那 時 耶 和 華 吩 咐 約 書 亞 說 、 你 製 造 火 石 刀 、 第 二 次 給 以 色 列 人 行 割 禮 。
Vậy, Giô-suê sắm sửa dao bằng đá lửa, và làm phép cắt bì cho dân Y-sơ-ra-ên tại trên gò A-ra-lốt.|約 書 亞 就 製 造 了 火 石 刀 、 在 除 皮 山 那 裡 給 以 色 列 人 行 割 禮 。
Này là cớ Giô-suê làm phép cắt bì cho họ: Các người nam trong dân chúng đã ra khỏi xứ Ê-díp-tô, tức là các chiến sĩ, đều đã chết dọc đường trong đồng vắng, sau khi ra khỏi xứ Ê-díp-tô.|約 書 亞 行 割 禮 的 緣 故 、 是 因 為 從 埃 及 出 來 的 眾 民 、 就 是 一 切 能 打 仗 的 男 丁 、 出 了 埃 及 以 後 、 都 死 在 曠 野 的 路 上 。
Vả, hết thảy dân chúng mà đã ra khỏi xứ Ê-díp-tô đều có chịu phép cắt bì; nhưng sau khi ra khỏi xứ Ê-díp-tô người ta không có làm phép cắt bì cho một ai trong những người sanh ra dọc đường tại nơi đồng vắng.|因 為 出 來 的 眾 民 都 受 過 割 禮 ． 惟 獨 出 埃 及 以 後 、 在 曠 野 的 路 上 所 生 的 眾 民 、 都 沒 有 受 過 割 禮 。
Vì dân Y-sơ-ra-ên đã đi trong đồng vắng bốn mươi năm cho đến chừng cả dân sự đã bị chết hết, tức là những chiến sĩ đã ra khỏi xứ Ê-díp-tô, mà không vâng theo tiếng của Đức Giê-hô-va. Đức Giê-hô-va có thề cùng chúng rằng sẽ chẳng cho họ thấy xứ mà Đức Giê-hô-va đã thề cùng tổ phụ họ ban cho chúng ta, tức là xứ đượm sữa và mật.|以 色 列 人 在 曠 野 走 了 四 十 年 、 等 到 國 民 、 就 是 出 埃 及 的 兵 丁 、 都 消 滅 了 、 因 為 他 們 沒 有 聽 從 耶 和 華 的 話 。 耶 和 華 曾 向 他 們 起 誓 、 必 不 容 他 們 看 見 耶 和 華 向 他 們 列 祖 起 誓 應 許 賜 給 我 們 的 地 、 就 是 流 奶 與 蜜 之 地 。
Và Ngài đã dấy lên con cháu của họ mà thế vào chỗ. Ay là con cháu này mà Giô-suê làm phép cắt bì cho, vì chúng nó không có chịu phép cắt bì dọc đường.|他 們 的 子 孫 、 就 是 耶 和 華 所 興 起 來 接 續 他 們 的 、 都 沒 有 受 過 割 禮 ． 因 為 在 路 上 沒 有 給 他 們 行 割 禮 、 約 書 亞 這 纔 給 他 們 行 了 。
Khi người ta làm phép cắt bì cho hết thảy dân sự xong rồi, thì họ ở lại chỗ mình trong trại quân cho đến chừng nào lành.|國 民 都 受 完 了 割 禮 、 就 住 在 營 中 自 己 的 地 方 、 等 到 痊 愈 了 。
Bấy giờ, Đức Giê-hô-va phán cùng Giô-suê rằng: Ngày nay ta đã cất khỏi các ngươi sự xấu hổ của xứ Ê-díp-tô. Nên người ta gọi chỗ ấy là Ghinh-ganh cho đến ngày nay.|耶 和 華 對 約 書 亞 說 、 我 今 日 將 埃 及 的 羞 辱 從 你 們 身 上 輥 去 了 。 因 此 那 地 方 名 叫 吉 甲 、 直 到 今 日 。 〔 吉 甲 就 是 輥 的 意 思 〕
Dân Y-sơ-ra-ên đóng trại tại Ghinh-ganh trong đồng bằng Giê-ri-cô, và giữ lễ Vượt qua nhằm ngày mười bốn tháng này, vào lối chiều tối.|以 色 列 人 在 吉 甲 安 營 ． 正 月 十 四 日 晚 上 、 在 耶 利 哥 的 平 原 守 逾 越 節 。
Ngày sau lễ Vượt qua, chánh này đó, dân sự ăn thổ sản của xứ, bánh không men, và hột rang.|逾 越 節 的 次 日 、 他 們 就 喫 了 那 地 的 出 產 ． 正 當 那 日 喫 無 酵 餅 、 和 烘 的 穀 。
Ngày mà chúng đã ăn lúa mì của xứ, thì đến sáng mai ma-na hết; vậy, dân Y-sơ-ra-ên không có ma-na nữa, nhưng trong năm đó ăn những thổ sản của Ca-na-an.|他 們 喫 了 那 地 的 出 產 、 第 二 日 嗎 哪 就 止 住 了 、 以 色 列 人 也 不 再 有 嗎 哪 了 ． 那 一 年 他 們 卻 喫 迦 南 地 的 出 產 。
Xảy khi Giô-suê ở gần Giê-ri-cô, ngước mắt lên mà nhìn, bèn thấy một người đứng cầm gươm trần đối diện cùng mình. Giô-suê đi lại người và nói rằng: Ngươi là người của chúng ta hay là người của kẻ thù nghịch chúng ta?|約 書 亞 靠 近 耶 利 哥 的 時 候 舉 目 觀 看 、 不 料 、 有 一 個 人 手 裡 有 拔 出 來 的 刀 、 對 面 站 立 ． 約 書 亞 到 他 那 裡 、 問 他 說 、 你 是 幫 助 我 們 呢 、 是 幫 助 我 們 敵 人 呢 。
Người đáp: không, bây giờ ta đến làm tướng đạo binh của Đức Giê-hô-va. Giô-suê bèn sấp mặt xuống đất, lạy, và hỏi rằng: Chúa truyền cho tôi tớ Chúa điều gì?|他 回 答 說 、 不 是 的 、 我 來 是 要 作 耶 和 華 軍 隊 的 元 帥 。 約 書 亞 就 俯 伏 在 地 下 拜 、 說 、 我 主 有 甚 麼 話 吩 咐 僕 人 。
Tướng đạo binh của Đức Giê-hô-va nói cùng Giô-suê rằng: Hãy lột giày khỏi chơn ngươi, vì nơi ngươi đứng là thánh. Giô-suê bèn làm như vậy.|耶 和 華 軍 隊 的 元 帥 對 約 書 亞 說 、 把 你 腳 上 的 鞋 脫 下 來 、 因 為 你 所 站 的 地 方 是 聖 的 。 約 書 亞 就 照 著 行 了 。

					Giô-sua 6				|
						約書亞記 6					
Vả, Giê-ri-cô đã đóng cửa mình cách nghiêm nhặt trước mặt dân Y-sơ-ra-ên, không người nào vào ra.|耶 利 哥 的 城 門 因 以 色 列 人 就 關 得 嚴 緊 、 無 人 出 入 。
Đức Giê-hô-va phán cùng Giô-suê, vua, và các chiến sĩ mạnh dạn của nó vào tay ngươi.|耶 和 華 曉 諭 約 書 亞 說 、 看 哪 、 我 已 經 把 耶 利 哥 、 和 耶 利 哥 的 王 、 並 大 能 的 勇 士 、 都 交 在 你 手 中 。
Vậy, hết thảy các ngươi, là chiến sĩ, hãy đi vòng chung quanh thành một bận; phải làm như vậy trong sáu ngày.|你 們 的 一 切 兵 丁 要 圍 繞 這 城 、 一 日 圍 繞 一 次 ． 六 日 都 要 這 樣 行 。
Bảy thầy tế lễ sẽ đi trước hòm giao ước cầm bảy cái kèn tiếng vang; nhưng qua ngày thứ bảy, các ngươi phải đi vòng chung quanh thành bảy bận, và bảy thầy tế lễ sẽ thổi kèn lên.|七 個 祭 司 要 拿 七 個 羊 角 走 在 約 櫃 前 ． 到 第 七 日 你 們 要 繞 城 七 次 、 祭 司 也 要 吹 角 。
Khi những thầy tế lễ thổi kèn vang, các ngươi vừa nghe tiếng kèn, hết thảy dân sự phải la tiếng lớn lên, thì vách thành sẽ sập xuống, rồi dân sự sẽ leo lên, mỗi người ngay trước mặt mình.|他 們 吹 的 角 聲 拖 長 、 你 們 聽 見 角 聲 、 眾 百 姓 要 大 聲 呼 喊 、 城 牆 就 必 塌 陷 ． 各 人 都 要 往 前 直 上 。
Vậy, Giô-suê, con trai của Nun, gọi những thầy tế lễ mà nói rằng: Hãy khiêng hòm giao ước, và bảy thầy tế lễ phải đi trước hòm của Đức Giê-hô-va, cầm bảy cái kèn tiếng vang.|嫩 的 兒 子 約 書 亞 召 了 祭 司 來 、 吩 咐 他 們 說 、 你 們 抬 起 約 櫃 來 ． 要 有 七 個 祭 司 拿 七 個 羊 角 走 在 耶 和 華 的 約 櫃 前 。
Người lại nói cùng dân sự rằng: Hãy đi vòng xung quanh thành, và những người cầm binh khí phải đi trước hòm của Đức Giê-hô-va.|又 對 百 姓 說 、 你 們 前 去 繞 城 ． 帶 兵 器 的 要 走 在 耶 和 華 的 約 櫃 前 。
Khi Giô-suê đã nói cùng dân sự xong rồi, bảy thầy tế lễ cầm bảy cây kèn tiếng vang ở trước mặt Đức Giê-hô-va, vừa đi tới vừa thổi kèn, còn hòm của Đức Giê-hô-va theo sau.|約 書 亞 對 百 姓 說 完 了 話 、 七 個 祭 司 拿 七 個 羊 角 走 在 耶 和 華 面 前 吹 角 、 耶 和 華 的 約 櫃 在 他 們 後 面 跟 隨 。
Các người cầm binh khí đi trước những thầy tế lễ thổi kèn, còn đạo hậu đi theo sau hòm; người ta vừa đi vừa thổi kèn.|帶 兵 器 的 、 走 在 吹 角 的 祭 司 前 面 、 後 隊 隨 著 約 櫃 行 、 祭 司 一 面 走 一 面 吹 。
Vả, Giô-suê có truyền lịnh cho dân sự rằng: Các ngươi chớ la, chớ có nghe tiếng nói mình; chớ có một lời chi ra khỏi miệng các ngươi cho đến ngày nào ta biểu rằng: Hãy la lên! bấy giờ các ngươi sẽ la.|約 書 亞 吩 咐 百 姓 說 、 你 們 不 可 呼 喊 、 不 可 出 聲 、 連 一 句 話 也 不 可 出 你 們 的 口 、 等 到 我 吩 咐 你 們 呼 喊 的 日 子 ． 那 時 纔 可 以 呼 喊 。
Hòm của Đức Giê-hô-va đi vòng chung quanh thành một bận, rồi chúng vào trại quân, và ngủ đêm tại đó.|這 樣 、 他 使 耶 和 華 的 約 櫃 繞 城 、 把 城 繞 了 一 次 ． 眾 人 回 到 營 裡 、 就 在 營 裡 住 宿 。
Giô-suê dậy sớm và những thầy tế lễ khiêng hòm của Đức Giê-hô-va.|約 書 亞 清 早 起 來 、 祭 司 又 抬 起 耶 和 華 的 約 櫃 。
Bảy thầy tế lễ cứ đi trước hòm của Đức Giê-hô-va, cầm bảy cây kèn tiếng vang, vừa đi vừa thổi; những người cầm binh khí đi trước họ, còn đạo hậu đi theo sau hòm của Đức Giê-hô-va; những thầy tế lễ vừa đi vừa thổi kèn.|七 個 祭 司 拿 七 個 羊 角 在 耶 和 華 的 約 櫃 前 、 時 常 行 走 吹 角 ． 帶 兵 器 的 在 他 們 前 面 走 ． 後 隊 隨 著 耶 和 華 的 約 櫃 行 、 祭 司 一 面 走 一 面 吹 。
Ngày thứ nhì chúng đi một vòng chung quanh thành, rồi trở về trại quân. Chúng làm như vậy trong sáu ngày.|第 二 日 、 眾 人 把 城 繞 了 一 次 、 就 回 營 裡 去 ． 六 日 都 是 這 樣 行 。
Nhưng ngày thứ bảy các người đó dậy sớm, vừa tưng sáng, và y như cách trước, đi chung quanh thành bảy lần; chỉ nội ngày đó họ đi chung quanh thành bảy lần.|第 七 日 清 早 、 黎 明 的 時 候 、 他 們 起 來 、 照 樣 繞 城 七 次 ． 惟 獨 這 日 把 城 繞 了 七 次 。
Lần thứ bảy, những thầy tế lễ thổi kèn, thì Giô-suê nói cùng dân sự rằng: Hãy la lên; vì Đức Giê-hô-va đã phó thành cho các ngươi.|到 了 第 七 次 、 祭 司 吹 角 的 時 候 、 約 書 亞 吩 咐 百 姓 說 、 呼 喊 罷 ． 因 為 耶 和 華 已 經 把 城 交 給 你 們 了 。
Cái thành và mọi vật ở trong sẽ bị phú dâng cho Đức Giê-hô-va như vật đáng diệt; chỉ một mình Ra-háp là kỵ nữ, với hết thảy người ở cùng nàng trong nhà sẽ được sống, vì nàng đã giấu sứ giả của chúng ta sai đến.|這 城 和 其 中 所 有 的 、 都 要 在 耶 和 華 面 前 毀 滅 ． 只 有 妓 女 喇 合 、 與 他 家 中 所 有 的 、 可 以 存 活 、 因 為 他 隱 藏 了 我 們 所 打 發 的 使 者 。
Nhưng hãy cẩn thận về vật các ngươi phú dâng diệt đi; vì nếu khi đã phú diệt rồi, các ngươi đoạt lấy của đáng diệt đó, thì các ngươi sẽ gây cho trại quân Y-sơ-ra-ên đáng bị diệt, và gieo sự loạn lạc vào trong đó.|至 於 你 們 、 務 要 謹 慎 、 不 可 取 那 當 滅 的 物 、 恐 怕 你 們 取 了 那 當 滅 的 物 、 就 連 累 以 色 列 的 全 營 、 使 全 營 受 咒 詛 。
Phàm bạc, vàng, và hết thảy vật bằng đồng cùng bằng sắt đều sẽ biệt riêng ra thánh cho Đức Giê-hô-va; các vật đó sẽ nhập kho của Đức Giê-hô-va.|惟 有 金 子 、 銀 子 、 和 銅 鐵 的 器 皿 、 都 要 歸 耶 和 華 為 聖 ． 必 入 耶 和 華 的 庫 中 。
Vậy, dân sự la lên, và những thầy tế lễ thổi kèn. Vừa khi dân sự nghe tiếng kèn, bèn la lớn lên, và vách thành liền ngã sập, dân sự leo lên thành, mỗi người ngay trước mặt mình. Chúng lấy thành,|於 是 百 姓 呼 喊 、 祭 司 也 吹 角 ． 百 姓 聽 見 角 聲 、 便 大 聲 呼 喊 、 城 牆 就 塌 陷 、 百 姓 便 上 去 進 城 、 各 人 往 前 直 上 、 將 城 奪 取 。
đưa gươm qua diệt mọi vật ở trong thành, nào nam phụ lão ấy, cho đến bò, chiên, và lừa.|又 將 城 中 所 有 的 、 不 拘 男 女 、 老 少 、 牛 羊 、 和 驢 、 都 用 刀 殺 盡 。
Bấy giờ, Giô-suê nói cùng hai người đã đi do thám xứ mà rằng: Hãy vào trong nhà kỵ nữ, biểu nàng và mọi người thuộc về nàng đi ra, y như hai ngươi đã thề cùng nàng.|約 書 亞 吩 咐 窺 探 地 的 兩 個 人 說 、 你 們 進 那 妓 女 的 家 、 照 著 你 們 向 他 所 起 的 誓 、 將 那 女 人 、 和 他 所 有 的 、 都 從 那 裡 帶 出 來 。
Vậy, hai người trai trẻ đã đi do thám xứ, bèn vào biểu Ra-háp, cha mẹ nàng, anh em, và mọi vật chi thuộc về nàng đi ra; hai người đem hết thảy gia quyến nàng ra, và để ở ngoài trại quân Y-sơ-ra-ên.|當 探 子 的 兩 個 少 年 人 就 進 去 、 將 喇 合 、 與 他 的 父 母 、 弟 兄 、 和 他 所 有 的 、 並 他 一 切 的 親 眷 、 都 帶 出 來 、 安 置 在 以 色 列 的 營 外 。
Đoạn, chúng phóng hỏa cái thành, và mọi vật ở trong, chỉ để bạc, vàng và món chi bằng đồng, bằng sắt, nhập vào kho của Đức Giê-hô-va.|眾 人 就 用 火 將 城 、 和 其 中 所 有 的 、 焚 燒 了 ． 惟 有 金 子 、 銀 子 、 和 銅 鐵 的 器 皿 、 都 放 在 耶 和 華 殿 的 庫 中 。
Vậy, Giô-suê bảo tồn sự sống của Ra-háp là kỵ nữ, luôn nội nhà của cha nàng, và mọi vật chi thuộc về nàng; nàng ở giữa Y-sơ-ra-ên cho đến ngày nay, vì nàng có giấu sử giả mà Giô-suê đã sai do thám Giê-ri-cô.|約 書 亞 卻 把 妓 女 喇 合 、 與 他 父 家 、 並 他 所 有 的 、 都 救 活 了 ． 因 為 他 隱 藏 了 約 書 亞 所 打 發 窺 探 耶 利 哥 的 使 者 ． 他 就 住 在 以 色 列 中 、 直 到 今 日 。
