
					Deuteronomy 1				|
Let me go over, O Lord, and see the good land on the other side of Jordan, and that fair mountain country, even Lebanon.|Tôi xin Chúa cho phép tôi đi qua xem xứ tốt tươi, núi đẹp đẽ nầy, và Li-ban ở bên kia sông Giô-đanh.
But the Lord was angry with me because of you and would not give ear to my prayer; and the Lord said to me, Let it be enough, say no more about this thing.|Nhưng Đức Giê-hô-va, bởi cớ các ngươi, nổi giận cùng ta, không nhận lời ta, bèn phán rằng: Thôi; chớ còn nói về việc nầy cùng ta nữa.
Go up to the top of Pisgah, and turning your eyes to the west and the north, to the south and the east, see the land with your eyes: for you are not to go over Jordan.|Hãy đi lên chót Phích-ga, ngước mắt ngươi lên về hướng tây, hướng bắc, hướng nam, và hướng đông mà nhìn xứ ấy, vì ngươi sẽ không đi ngang qua sông Giô-đanh nầy đâu.
But give my orders to Joshua, comforting him and making him strong; for he is to go over Jordan at the head of this people, and he will give them this land which you will see for their heritage.|Song hãy truyền mạng lịnh cho Giô-suê, làm cho người vững lòng bền chí; vì ấy là người phải đi qua trước mặt dân nầy, khiến chúng nhận lấy xứ mà ngươi sẽ thấy.
So we were waiting in the valley facing Beth-peor.|Ay vậy, chúng ta có ở trong trũng, đối ngang Bết-Phê -o.

					Deuteronomy 4				|
						Phục Truyền Luật Lệ 4					
And now give ear, O Israel, to the laws and the decisions which I am teaching you, and do them; so that life may be yours, and you may go in and take for yourselves the land which the Lord, the God of your fathers, is giving you.|Hỡi Y-sơ-ra-ên, bây giờ hãy nghe những mạng lịnh và luật lệ mà ta dạy các ngươi; hãy làm theo, để các ngươi được sống và vào xứ mà Giê-hô-va Đức Chúa Trời của tổ phụ các ngươi ban cho các ngươi nhận được.
Make no addition to the orders which I give you, and take nothing from them, but keep the orders of the Lord your God which I give you.|Các ngươi chớ thêm chi và đừng bớt chi về điều ta truyền cho, để giữ theo các điều răn của Giê-hô-va Đức Chúa Trời các ngươi mà ta đã truyền.
Your eyes have seen what the Lord did because of Baal-peor: for destruction came from the Lord on all those among you who went after Baal-peor.|Nhân dịp của Ba-anh-Phê -o, mắt các ngươi đã thấy điều Đức Giê-hô-va đã làm; vì Giê-hô-va Đức Chúa Trời ngươi có diệt khỏi giữa ngươi mọi kẻ tin theo Ba-anh-Phê -o.
But you who kept faith with the Lord are living, every one of you, today.|Còn các ngươi, là những kẻ vẫn theo Giê-hô-va Đức Chúa Trời mình, ngày nay hết thảy còn sống.
I have been teaching you laws and decisions, as I was ordered to do by the Lord my God, so that you might keep them in the land to which you are going to take it for your heritage.|Nầy đây, ta đã dạy các ngươi những mạng lịnh và luật lệ y như Giê-hô-va Đức Chúa Trời ta đã phán dặn ta, để các ngươi làm theo ở giữa xứ mình sẽ vào đặng nhận lấy.
So keep these laws and do them; for so will your wisdom and good sense be clear in the eyes of the peoples, who hearing all these laws will say, Truly, this great nation is a wise and far-seeing people.|Vậy, các ngươi phải giữ làm theo các mạng lịnh và luật lệ nầy; vì ấy là sự khôn ngoan và sự thông sáng của các ngươi trước mặt các dân tộc; họ nghe nói về các luật lệ nầy, sẽ nói rằng: Dân nầy là một dân khôn ngoan và thông sáng không hai!
For what great nation has a god so near to them as the Lord our God is, whenever we are turned to him in prayer?|Vả chăng, há có dân lớn nào mà có các thần mình gần như chúng ta có Giê-hô-va Đức Chúa Trời gần chúng ta, mọi khi chúng ta cầu khẩn Ngài chăng?
And what great nation has laws and decisions so right as all this law which I put before you today?|Lại, há có nước lớn nào có những mạng lịnh và luật lệ công bình như cả luật pháp nầy, mà ngày nay ta đặt trước mặt các ngươi chăng?
Only take care, and keep watch on your soul, for fear that the things which your eyes have seen go from your memory and from your heart all the days of your life; but let the knowledge of them be given to your children and to your children's children;|Chỉ hãy giữ lấy ngươi, lo canh cẩn thận linh hồn mình, e ngươi quên những điều mà mắt mình đã thấy, hầu cho chẳng một ngày nào của đời ngươi những điều đó lìa khỏi lòng ngươi: phải dạy cho các con và cháu ngươi.
That day when you were waiting before the Lord your God in Horeb, and the Lord said to me, Make all the people come together, so that hearing my words they may go in fear of me all the days of their life on earth and give this teaching to their children.|Hãy nhớ ngày ngươi chầu Giê-hô-va Đức Chúa Trời ngươi tại Hô-rếp, khi Đức Giê-hô-va phán cùng ta rằng: Hãy nhóm hiệp dân sự để ta khiến chúng nghe lời ta, hầu cho tập kính sợ ta đang lúc họ còn sống nơi thế thượng, và dạy lời đó cho con cái mình.
And you came near, waiting at the foot of the mountain; and flames of fire went up from the mountain to the heart of heaven, with dark clouds, and all was black as night.|Vậy, các ngươi lại gần và đứng dưới núi. Vả, núi cả lửa cháy cho đến tận trời; có sự tối tăm, mây mịt mịt và đen kịt.
And the voice of the Lord came to you out of the fire: the sound of his words came to your ears but you saw no form; there was nothing but a voice.|Từ trong lửa, Đức Giê-hô-va phán cùng các ngươi; các ngươi nghe một tiếng nói, nhưng không thấy một hình trạng nào; chỉ nghe một tiếng mà thôi.
And he gave you his agreement with you, the ten rules which you were to keep, which he put in writing on the two stones of the law.|Ngài rao truyền cho các ngươi biết sự giao ước của Ngài, tức là mười điều răn, khiến các ngươi gìn giữ lấy, và Ngài chép mười điều răn ấy trên hai bảng đá.
And the Lord gave me orders at that time to make clear to you these laws and decisions, so that you might do them in the land to which you are going, and which is to be your heritage.|Trong lúc đó, Đức Giê-hô-va cũng phán dặn ta dạy các ngươi những mạng lịnh và luật lệ, để các ngươi làm theo tại trong xứ mà mình sẽ đi vào nhận lấy.
So keep watch on yourselves with care; for you saw no form of any sort on the day when the voice of the Lord came to you in Horeb out of the heart of the fire:|Vậy, các ngươi hãy cẩn thận giữ lấy linh hồn mình cho lắm, vì các ngươi không có thấy một hình trạng nào trong ngày Giê-hô-va Đức Chúa Trời các ngươi, từ nơi giữa lửa phán cùng các ngươi, tại Hô-rếp;
So that you may not be turned to evil ways and make for yourselves an image in the form of any living thing, male or female,|e các ngươi phải làm hư hoại cho mình chăng, và làm một tượng chạm nào, tạo hình trạng của tà thần nào, hoặc hình của người nam hay người nữ,
Or any beast of the earth, or winged bird of the air,|hoặc hình của con thú nào đi trên đất, hoặc hình của vật nào có cánh bay trên trời,
Or of anything which goes flat on the earth, or any fish in the water under the earth.|hoặc hình của loài côn trùng nào bò trên đất, hay là hình của con cá nào ở trong nước dưới đất;
And when your eyes are lifted up to heaven, and you see the sun and the moon and the stars, all the army of heaven, do not let yourselves be moved to give them worship, or become the servants of what the Lord has given equally to all peoples under heaven.|lại, e khi ngươi ngước mắt lên trời thấy mặt trời, mặt trăng, các ngôi sao, tức là toàn cả thiên binh, thì ngươi bị quyến dụ quì xuống trước các vì đó, và thờ lạy các tinh tú nầy mà Giê-hô-va Đức Chúa Trời ngươi đã chia phân cho muôn dân dưới trời chăng.
But the Lord has taken you out of the flaming fire, out of Egypt, to be to him the people of his heritage, as you are today.|Còn các ngươi, Đức Giê-hô-va đã chọn và rút các ngươi khỏi lò lửa bằng sắt kia, là xứ Ê-díp-tô, để các ngươi thành một dân riêng của Ngài, y như các ngươi đã là điều đó ngày nay.
And the Lord was angry with me because of you, and made an oath that I was not to go over Jordan into the good land which the Lord is giving you for your heritage:|Đoạn, Đức Giê-hô-va, vì cớ các ngươi, nổi giận cùng ta, có thề rằng ta không được đi ngang qua sông Giô-đanh, và chẳng đặng vào xứ tốt đẹp mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi làm sản nghiệp.
But death is to come to me in this land, I may not go over Jordan: but you will go over and take that good land for your heritage.|Vì ta phải chết trong xứ nầy, không đi ngang qua sông Giô-đanh được; nhưng các ngươi sẽ đi qua và nhận lấy xứ tốt đẹp ấy.
Take care that you do not let the agreement of the Lord your God, which he has made with you, go out of your mind, or make for yourselves images of any sort, against the orders which the Lord your God has given you.|Khá cẩn thận giữ lấy mình, chớ quên sự giao ước của Giê-hô-va Đức Chúa Trời các ngươi đã lập cùng các ngươi, và chớ làm tượng chạm nào, hình của vật nào mà Giê-hô-va Đức Chúa Trời ngươi đã cấm;
For the Lord your God is an all-burning fire, and he will not let the honour which is his be given to any other.|vì Giê-hô-va Đức Chúa Trời ngươi như một đám lửa tiêu cháy, và là Đức Chúa Trời hay kỵ tà.
If, when you have had children and children's children, and have been living a long time in the land, you are turned to evil ways, and make an image of any sort, and do evil in the eyes of the Lord your God, moving him to wrath:|Khi các ngươi sẽ có con cùng cháu, và khi đã ở lâu trong xứ rồi, nếu các ngươi làm bại hoại mình, làm tượng chạm nào, hình của vật chi mặc dầu, mà hành ác trước mặt Giê-hô-va Đức Chúa Trời các ngươi để chọc Ngài nổi giận,
