
					Job 1				|
A cloud comes to an end and is gone; so he who goes down into the underworld comes not up again.|Mây tan ra và mất thể nào, Kẻ xuống âm phủ không hề trở lên, cũng thể ấy.
He will not come back to his house, and his place will have no more knowledge of him.|Họ không hề trở về nhà mình nữa, Và xứ sở người chẳng còn biết người.
So I will not keep my mouth shut; I will let the words come from it in the pain of my spirit, my soul will make a bitter outcry.|Bởi cớ ấy, tôi chẳng cầm miệng tôi; Trong cơn hoạn nạn của lòng tôi, tôi sẽ nói ra; Trong cay đắng của linh hồn tôi, tôi sẽ phàn nàn.
Am I a sea, or a sea-beast, that you put a watch over me?|Tôi nói cùng Đức Chúa Trời rằng: Tôi há là một cái biển, một kỳ vật trong biển, Nên Ngài đặt kẻ cầm giữ tôi bốn bên?
When I say, In my bed I will have comfort, there I will get rest from my disease;|Khi tôi nói: Giường tôi sẽ an ủy tôi, Nệm tôi sẽ làm hoạn nạn tôi nhẹ bớt,
Then you send dreams to me, and visions of fear;|Bấy giờ Chúa dùng chiêm bao làm cho tôi hoảng kinh, Lấy dị tượng khiến cho tôi sợ hãi.
So that a hard death seems better to my soul than my pains.|Đến đỗi linh hồn tôi chọn sự ngột hơi, Và chết hơn là còn sống nơi xương cốt nầy.
I have no desire for life, I would not be living for ever! Keep away from me, for my days are as a breath.|Tôi chán sự sống. Tôi sẽ chẳng sống hoài. Xin Chúa để tôi ở một mình; vì các ngày tôi chỉ là hư không.
What is man, that you have made him great, and that your attention is fixed on him,|Loài người là gì mà Chúa kể là cao trọng? Nhân sao Chúa lưu ý đến người.
And that your hand is on him every morning, and that you are testing him every minute?|Viếng thăm người mỗi buổi sớm, Và thử thách người mỗi lúc mỗi khi?
How long will it be before your eyes are turned away from me, so that I may have a minute's breathing-space?|Nhơn sao Chúa không xây mắt khỏi tôi, Chẳng để cho tôi bằng tịnh cho đến khi nuốt nước miếng tôi?
If I have done wrong, what have I done to you, O keeper of men? why have you made me a mark for your blows, so that I am a weariness to myself?|Hỡi Đấng gìn giữ loài người! nếu tôi đã phạm tội, có làm gì nghịch Chúa? Nhân sao Chúa đặt tôi làm một tấm bia, Đến đỗi mình trở thánh gánh nặng cho mình?
And why do you not take away my sin, and let my wrongdoing be ended? for now I go down to the dust, and you will be searching for me with care, but I will be gone.|Cớ sao Chúa không tha tội cho tôi, Cất lấy gian ác khỏi tôi đi? Vì bây giờ tôi sẽ nằm trong bụi đất; Chúa sẽ tìm kiếm tôi, song tôi không còn nữa.

					Job 8				|
						Gióp 8					
Then Bildad the Shuhite made answer and said,|Binh-đát, người Su -a, bèn đáp lời, mà rằng:
How long will you say these things, and how long will the words of your mouth be like a strong wind?|Ong sẽ nói các điều ấy đến bao giờ, Và lời của miệng ông sẽ giống như gió bão đến chừng nào?
Does God give wrong decisions? or is the Ruler of all not upright in his judging?|Đức Chúa Trời há thiên đoán ư? Đấng toàn năng há trái phép công bình sao?
If your children have done evil against him, then their punishment is from his hand.|Nếu con cái ông có phạm tội cùng Ngài, Thì Ngài đã phó chúng nó vào quyền tội ác của chúng nó.
If you will make search for God with care, and put your request before the Ruler of all;|Nếu ông cẩn thận tìm kiếm Đức Chúa Trời, Cầu khẩn cùng Đấng toàn năng,
If you are clean and upright; then he will certainly be moved to take up your cause, and will make clear your righteousness by building up your house again.|Nếu ông thanh sạch và ngay thẳng, Quả thật bây giờ Ngài sẽ tỉnh thức vì ông, Và làm cho nhà công bình ông được hưng thạnh.
And though your start was small, your end will be very great.|Dầu ban sơ ông vốn nhỏ mọn, Thì sau rốt sẽ nên trọng đại.
Put the question now to the past generations, and give attention to what has been searched out by their fathers:|Xin hãy hỏi dòng dõi đời xưa, Khá chăm chỉ theo sự tìm tòi của các tổ tiên.
(For we are but of yesterday, and have no knowledge, because our days on earth are gone like a shade:)|;
Will they not give you teaching, and say words of wisdom to you?|Chớ thì chúng sẽ chẳng dạy ông, nói chuyện với ông, Và do nơi lòng mình mà đem ra những lời lẽ sao?
Will the river-plant come up in its pride without wet earth? will the grass get tall without water?|Sậy há mọc nơi chẳng bưng bàu ư? Lác há mọc lên không có nước sao?
When it is still green, without being cut down, it becomes dry and dead before any other plant.|Khi còn xanh tươi chưa phải phát, Thì đã khô trước các thứ cỏ khác.
So is the end of all who do not keep God in mind; and the hope of the evil-doer comes to nothing:|Đường lối kẻ quên Đức Chúa Trời là như vậy: Sự trông cậy kẻ không kính sợ Đức Chúa Trời sẽ hư mất;
Whose support is cut off, and whose hope is no stronger than a spider's thread.|Nơi người nương nhờ sẽ bị truất, Điều người tin cậy giống như váng nhện.
He is looking to his family for support, but it is not there; he puts his hope in it, but it comes to nothing.|Người ấy nương tựa vào nhà mình, song nhà không vững chắc; Người níu lấy nó, nhưng nó chẳng đứng chịu nổi.
He is full of strength before the sun, and his branches go out over his garden.|Trước mặt trời, nó xanh tươi. Nhành lá che phủ vườn nó.
His roots are twisted round the stones, forcing their way in between them.|Rễ nó quấn trên đống đá, Nó mọc xỉa ra giữa đá sỏi;
If he is taken away from his place, then it will say, I have not seen you.|Nếu nó bị nhổ khỏi chỗ nó, Thì chỗ ấy bèn từ chối nó, mà rằng: Ta chẳng hề thấy ngươi!
Such is the joy of his way, and out of the dust another comes up to take his place.|Kìa, ấy là sự vui sướng về đường lối nó; Sẽ có loài khác từ đất nảy ra.
Truly, God will not give up him who is without sin, and will not take evil-doers by the hand.|Kìa, Đức Chúa Trời chẳng từ bỏ người trọn vẹn, Cũng không giúp đỡ kẻ hung ác.
The time will come when your mouth will be full of laughing, and cries of joy will come from your lips.|Song Chúa sẽ còn làm cho miệng ông được đầy vui cười; Và môi ông tràn ra tiếng reo mừng.
Your haters will be clothed with shame, and the tent of the sinner will not be seen again.|Những kẻ ghét ông sẽ bị hổ thẹn bao phủ, Và nhà trại của kẻ ác sẽ chẳng còn.

					Job 9				|
						Gióp 9					
And Job made answer and said,|Gióp đáp lời lại mà rằng:
Truly, I see that it is so: and how is it possible for a man to get his right before God?|Quả thật, tôi biết ấy là như vậy; Nhưng làm thế nào cho loài người được công bình trước mặt Đức Chúa Trời?
If a man was desiring to go to law with him, he would not be able to give him an answer to one out of a thousand questions.|Nếu muốn tranh biện với Ngài. Thì một lần trong ngàn lần, loài người không thế đáp lời.
He is wise in heart and great in strength: who ever made his face hard against him, and any good came of it?|Đức Chúa Trời có lòng trí huệ và rất mạnh sức: Ai cứng cỏi với Ngài mà lại được may mắn?
It is he who takes away the mountains without their knowledge, overturning them in his wrath:|Ngài dời các núi đi, Đánh đổ nó trong cơn giận Ngài; nhưng núi chẳng biết đến.
Who is moving the earth out of its place, so that its pillars are shaking:|Ngài khiến đất rúng động khỏi nền nó, Và các trụ nó đều chuyển lay;
Who gives orders to the sun, and it does not give its light; and who keeps the stars from shining.|Ngài biểu mặt trời nó bèn chẳng mọc, Ngài đóng ấn trên các ngôi sao;
By whose hand the heavens were stretched out, and who is walking on the waves of the sea:|Một mình Ngài trải các từng trời ra, Và bước đi trên các ngọn sóng biển;
Who made the Bear and Orion, and the Pleiades, and the store-houses of the south:|Ngài dựng nên sao bắc đẩu, Sao cày, và Sao rua, Cùng những lầu các bí mật của phương nam.
Who does great things not to be searched out; yes, wonders without number.|Ngài làm những việc lớn lao, không sao dò xét được, Những kỳ dấu chẳng xiết cho được.
See, he goes past me and I see him not: he goes on before, but I have no knowledge of him.|Kìa, Ngài đã đi qua gần tôi, mà tôi không thấy Ngài, Ngài sang ngang trước mặt tôi, nhưng tôi chẳng nhìn thấy Ngài.
If he puts out his hand to take, by whom may it be turned back? who may say to him, What are you doing?|Kìa, Ngài vớ lấy mồi, ai ngăn trở Ngài được? Ai sẽ nói với Ngài rằng: Chúa làm chi vậy?
God's wrath may not be turned back; the helpers of Rahab were bent down under him.|Đức Chúa Trời không hồi cơn giận Ngài; Những kẻ giúp đỡ Ra-háp đều cúi mình xuống dưới Ngài.
