
					Joshua 1				|
(Now Jericho was all shut up because of the children of Israel: there was no going out or coming in.)|Vả, Giê-ri-cô đã đóng cửa mình cách nghiêm nhặt trước mặt dân Y-sơ-ra-ên, không người nào vào ra.
And the Lord said to Joshua, See, I have given into your hands Jericho with its king and all its men of war.|Đức Giê-hô-va phán cùng Giô-suê, vua, và các chiến sĩ mạnh dạn của nó vào tay ngươi.
Now let all your fighting-men make a circle round the town, going all round it once. Do this for six days.|Vậy, hết thảy các ngươi, là chiến sĩ, hãy đi vòng chung quanh thành một bận; phải làm như vậy trong sáu ngày.
And let seven priests go before the ark with seven loud-sounding horns in their hands: on the seventh day you are to go round the town seven times, the priests blowing their horns.|Bảy thầy tế lễ sẽ đi trước hòm giao ước cầm bảy cái kèn tiếng vang; nhưng qua ngày thứ bảy, các ngươi phải đi vòng chung quanh thành bảy bận, và bảy thầy tế lễ sẽ thổi kèn lên.
And at the sound of a long note on the horns, let all the people give a loud cry; and the wall of the town will come down flat, and all the people are to go straight forward.|Khi những thầy tế lễ thổi kèn vang, các ngươi vừa nghe tiếng kèn, hết thảy dân sự phải la tiếng lớn lên, thì vách thành sẽ sập xuống, rồi dân sự sẽ leo lên, mỗi người ngay trước mặt mình.
Then Joshua, the son of Nun, sent for the priests and said to them, Take up the ark of the agreement, and let seven priests take seven horns in their hands and go before the ark of the Lord.|Vậy, Giô-suê, con trai của Nun, gọi những thầy tế lễ mà nói rằng: Hãy khiêng hòm giao ước, và bảy thầy tế lễ phải đi trước hòm của Đức Giê-hô-va, cầm bảy cái kèn tiếng vang.
And he said to the people, Go forward, circling the town, and let the armed men go before the ark of the Lord.|Người lại nói cùng dân sự rằng: Hãy đi vòng xung quanh thành, và những người cầm binh khí phải đi trước hòm của Đức Giê-hô-va.
So after Joshua had said this to the people, the seven priests with their seven horns went forward before the Lord, blowing on their horns: and the ark of the Lord's agreement went after them.|Khi Giô-suê đã nói cùng dân sự xong rồi, bảy thầy tế lễ cầm bảy cây kèn tiếng vang ở trước mặt Đức Giê-hô-va, vừa đi tới vừa thổi kèn, còn hòm của Đức Giê-hô-va theo sau.
And the armed men went before the priests who were blowing the horns, and the mass of the people went after the ark, blowing their horns.|Các người cầm binh khí đi trước những thầy tế lễ thổi kèn, còn đạo hậu đi theo sau hòm; người ta vừa đi vừa thổi kèn.
And to the people Joshua gave an order, saying, You will give no cry, and make no sound, and let no word go out of your mouth till the day when I say, Give a loud cry; then give a loud cry.|Vả, Giô-suê có truyền lịnh cho dân sự rằng: Các ngươi chớ la, chớ có nghe tiếng nói mình; chớ có một lời chi ra khỏi miệng các ngươi cho đến ngày nào ta biểu rằng: Hãy la lên! bấy giờ các ngươi sẽ la.
So he made the ark of the Lord go all round the town once: then they went back to the tents for the night.|Hòm của Đức Giê-hô-va đi vòng chung quanh thành một bận, rồi chúng vào trại quân, và ngủ đêm tại đó.
And early in the morning Joshua got up, and the priests took up the ark of the Lord.|Giô-suê dậy sớm và những thầy tế lễ khiêng hòm của Đức Giê-hô-va.
And the seven priests with their seven horns went on before the ark of the Lord, blowing their horns: the armed men went before them, and the mass of the people went after the ark of the Lord, blowing their horns.|Bảy thầy tế lễ cứ đi trước hòm của Đức Giê-hô-va, cầm bảy cây kèn tiếng vang, vừa đi vừa thổi; những người cầm binh khí đi trước họ, còn đạo hậu đi theo sau hòm của Đức Giê-hô-va; những thầy tế lễ vừa đi vừa thổi kèn.
The second day they went all round the town once, and then went back to their tents: and so they did for six days.|Ngày thứ nhì chúng đi một vòng chung quanh thành, rồi trở về trại quân. Chúng làm như vậy trong sáu ngày.
Then on the seventh day they got up early, at the dawn of the day, and went round the town in the same way, but that day they went round it seven times.|Nhưng ngày thứ bảy các người đó dậy sớm, vừa tưng sáng, và y như cách trước, đi chung quanh thành bảy lần; chỉ nội ngày đó họ đi chung quanh thành bảy lần.
And the seventh time, at the sound of the priests' horns, Joshua said to the people, Now give a loud cry; for the Lord has given you the town.|Lần thứ bảy, những thầy tế lễ thổi kèn, thì Giô-suê nói cùng dân sự rằng: Hãy la lên; vì Đức Giê-hô-va đã phó thành cho các ngươi.
And the town will be put to the curse, and everything in it will be given to the Lord: only Rahab, the loose woman, and all who are in the house with her, will be kept safe, because she kept secret the men we sent.|Cái thành và mọi vật ở trong sẽ bị phú dâng cho Đức Giê-hô-va như vật đáng diệt; chỉ một mình Ra-háp là kỵ nữ, với hết thảy người ở cùng nàng trong nhà sẽ được sống, vì nàng đã giấu sứ giả của chúng ta sai đến.
And as for you, keep yourselves from the cursed thing, for fear that you may get a desire for it and take some of it for yourselves, and so be the cause of a curse and great trouble on the tents of Israel.|Nhưng hãy cẩn thận về vật các ngươi phú dâng diệt đi; vì nếu khi đã phú diệt rồi, các ngươi đoạt lấy của đáng diệt đó, thì các ngươi sẽ gây cho trại quân Y-sơ-ra-ên đáng bị diệt, và gieo sự loạn lạc vào trong đó.
But all the silver and gold and the vessels of brass and iron are holy to the Lord: they are to come into the store-house of the Lord.|Phàm bạc, vàng, và hết thảy vật bằng đồng cùng bằng sắt đều sẽ biệt riêng ra thánh cho Đức Giê-hô-va; các vật đó sẽ nhập kho của Đức Giê-hô-va.
So the people gave a loud cry, and the horns were sounded; and on hearing the horns the people gave a loud cry, and the wall came down flat, so that the people went up into the town, every man going straight before him, and they took the town.|Vậy, dân sự la lên, và những thầy tế lễ thổi kèn. Vừa khi dân sự nghe tiếng kèn, bèn la lớn lên, và vách thành liền ngã sập, dân sự leo lên thành, mỗi người ngay trước mặt mình. Chúng lấy thành,
And they put everything in the town to the curse; men and women, young and old, ox and sheep and ass, they put to death without mercy.|đưa gươm qua diệt mọi vật ở trong thành, nào nam phụ lão ấy, cho đến bò, chiên, và lừa.
Then Joshua said to the two men who had been sent to make a search through the land, Go into the house of the loose woman, and get her out, and all who are with her, as you gave her your oath.|Bấy giờ, Giô-suê nói cùng hai người đã đi do thám xứ mà rằng: Hãy vào trong nhà kỵ nữ, biểu nàng và mọi người thuộc về nàng đi ra, y như hai ngươi đã thề cùng nàng.
So the searchers went in and got out Rahab and her father and mother and her brothers and all she had, and they got out all her family; and they took them outside the tents of Israel.|Vậy, hai người trai trẻ đã đi do thám xứ, bèn vào biểu Ra-háp, cha mẹ nàng, anh em, và mọi vật chi thuộc về nàng đi ra; hai người đem hết thảy gia quyến nàng ra, và để ở ngoài trại quân Y-sơ-ra-ên.
Then, after burning up the town and everything in it, they put the silver and gold and the vessels of brass and iron into the store-house of the Lord's house.|Đoạn, chúng phóng hỏa cái thành, và mọi vật ở trong, chỉ để bạc, vàng và món chi bằng đồng, bằng sắt, nhập vào kho của Đức Giê-hô-va.
But Joshua kept Rahab, the loose woman, and her father's family and all she had, from death, and so she got a living-place among the children of Israel to this day; because she kept safe the men whom Joshua had sent to make a search through the land.|Vậy, Giô-suê bảo tồn sự sống của Ra-háp là kỵ nữ, luôn nội nhà của cha nàng, và mọi vật chi thuộc về nàng; nàng ở giữa Y-sơ-ra-ên cho đến ngày nay, vì nàng có giấu sử giả mà Giô-suê đã sai do thám Giê-ri-cô.
Then Joshua gave the people orders with an oath, saying, Let that man be cursed before the Lord who puts his hand to the building up of this town: with the loss of his first son will he put the first stone of it in place, and with the loss of his youngest son he will put up its doors.|Bấy giờ, Giô-suê phát thề rằng: Phàm ai chổi lên xây lại thành Giê-ri-cô này sẽ bị rủa sả trước mặt Đức Giê-hô-va! Đặt nền nó lại, tất con trưởng nam mình phải chết; dựng cửa nó lại, tất con út mình phải chết.
So the Lord was with Joshua; and news of him went through all the land.|Vậy, Đức Giê-hô-va ở cùng Giô-suê, và danh tiếng người đồn khắp trong xứ.

					Joshua 7				|
						Giô-sua 7					
But the children of Israel did wrong about the cursed thing: for Achan, the son of Carmi, the son of Zabdi, the son of Zerah, of the family of Judah, took of the cursed thing, moving the Lord to wrath against the children of Israel.|Song dân Y-sơ-ra-ên có phạm một tội về vật đáng diệt; vì A-can, con trai của Cạt-ni, cháu của Xáp-đi, chắt của Xê-rách về chi phái Giu-đa, có lấy vật đáng diệt và cơn giận của Đức Giê-hô-va nổi phừng lên cùng dân Y-sơ-ra-ên.
