
					Proverbs 1				|
						Châm Ngôn 7					
My son, keep my sayings, and let my rules be stored up with you.|Hỡi con, hãy giữ các lời ta, Và giấu nơi lòng các mạng lịnh ta.
Keep my rules and you will have life; let my teaching be to you as the light of your eyes;|Khá tuân thủ các mạng lịnh ta, thì con sẽ được sống; Và gìn giữ lời khuyên dạy ta như ngươi của mắt con.
Let them be fixed to your fingers, and recorded in your heart.|Hãy cột nó nơi ngón tay con, Ghi nó trên bia lòng con.
Say to wisdom, You are my sister; let knowledge be named your special friend:|Hãy nói với sự khôn ngoan rằng: Ngươi là chị em ta! Và xưng sự thông sáng là bằng hữu con;
So that they may keep you from the strange woman, even from her whose words are smooth.|Để nó gìn giữ con khỏi dâm phụ Khỏi đờn bà ngoại hay nói lời dua nịnh.
Looking out from my house, and watching through the window,|Vì tại cửa sổ nhà ta, Ta nhìn ngang qua song mặt võng ta,
I saw among the young men one without sense,|Bèn thấy trong bọn kẻ ngu dốt, Giữa vòng người thiếu niên, có một gã trai trẻ không trí hiểu,
Walking in the street near the turn of her road, going on the way to her house,|Đi qua ngoài đường gần góc nhà đờn bà ấy; Người bắt đi đường dẫn đến nhà nàng,
At nightfall, in the evening of the day, in the black dark of the night.|Hoặc trong lúc chạng vạng khi rốt ngày, Hoặc giữa ban đêm khi tối tăm mù mịt.
And the woman came out to him, in the dress of a loose woman, with a designing heart;|Kìa, người đờn bà ấy đi ra rước hắn, Trang điểm như con bợm, lòng đầy mưu kế,
She is full of noise and uncontrolled; her feet keep not in her house.|Nàng vốn nói om sòm, không thìn nết, Hai chơn nàng chẳng ở trong nhà,
Now she is in the street, now in the open spaces, waiting at every turning of the road.|Khi ở ngoài đường, lúc nơi phố chợ, Rình rập tại các hẻm góc.
So she took him by his hand, kissing him, and without a sign of shame she said to him:|Nàng nắm ôm hôn kẻ trai trẻ ấy, Mặt chai mày đá, nói cùng chàng rằng:
I have a feast of peace-offerings, for today my oaths have been effected.|"Tôi có của lễ thù ân tại nhà tôi; Ngày nay tôi đã trả xong các lời khấn nguyện tôi.
So I came out in the hope of meeting you, looking for you with care, and now I have you.|Bởi cớ đó, tôi ra đón anh, Đặng tìm thấy mặt anh, và tôi đã tìm được.
My bed is covered with cushions of needlework, with coloured cloths of the cotton thread of Egypt;|Tôi có trải trên giường tôi những mền, Bằng chỉ Ê-díp-tô đủ sắc,
I have made my bed sweet with perfumes and spices.|Lấy một dược, lư hội, và quế bì, Mà xông thơm chỗ nằm tôi.
Come, let us take our pleasure in love till the morning, having joy in love's delights.|Hãy đến, chúng ta sẽ thân ái mê mệt cho đến sáng, Vui sướng nhau về sự luyến ái.
For the master of the house is away on a long journey:|Vì chồng tôi không có ở nhà, Người trẩy đi xa xuôi lắm,
He has taken a bag of money with him; he is coming back at the full moon.|Đem túi bạc theo tay người, Đến rằm mới trở về nhà."
With her fair words she overcame him, forcing him with her smooth lips.|Nàng dùng lắm lời êm dịu quyến dụ hắn, Làm hắn sa ngã vì lời dua nịnh của môi miệng mình.
The simple man goes after her, like an ox going to its death, like a roe pulled by a cord;|Hắn liền đi theo nàng, Như một con bò đến lò cạo, Như kẻ ngu dại bị cùm dẫn đi chịu hình phạt,
Like a bird falling into a net; with no thought that his life is in danger, till an arrow goes into his side.|Cho đến khi mũi tên xoi ngang qua gan nó; Như con chim bay a vào lưới, Mà không biết rằng nó rập sự sống mình.
So now, my sons, give ear to me; give attention to the sayings of my mouth;|Vậy bây giờ, hỡi con, hãy nghe ta, Khá chăm chỉ về các lời của miệng ta.
Let not your heart be turned to her ways, do not go wandering in her footsteps.|Lòng con chớ xây vào con đường đờn bà ấy. Chớ đi lạc trong các lối nàng;
For those wounded and made low by her are great in number; and all those who have come to their death through her are a great army.|Vì nàng làm nhiều người bị thương tích sa ngã, Và kẻ bị nàng giết thật rất nhiều thay.
Her house is the way to the underworld, going down to the rooms of death.|Nhà nàng là con đường của âm phủ, Dẫn xuống các phòng của sự chết.

					Proverbs 8				|
						Châm Ngôn 8					
Is not wisdom crying out, and the voice of knowledge sounding?|Sự khôn ngoan há chẳng kêu lên sao? Sự thông sáng há không vang tiếng mình ra ư?
At the top of the highways, at the meeting of the roads, she takes her place;|Sự khôn ngoan đứng trên chót các nơi cao, Ngoài đường, tại các ngã tư.
Where the roads go into the town her cry goes out, at the doorways her voice is loud:|Gần bên cửa thành, tại nơi vào thành, Ở chỗ đông trong cửa thành, sự khôn ngoan la lên rằng:
I am crying out to you, O men; my voice comes to the sons of men.|Hỡi loài người, ta kêu gọi các ngươi, Và tiếng ta hướng về con cái loài người!
Become expert in reason, O you simple ones; you foolish ones, take training to heart.|Hỡi kẻ ngu muội, hãy hiểu sự khôn khéo; Hỡi kẻ dại dột, lòng ngươi khá nên thông sáng.
Give ear, for my words are true, and my lips are open to give out what is upright.|Hãy nghe, vì ta sẽ nói điều tốt lành, Ta hở môi ra mà dạy điều ngay thẳng.
For good faith goes out of my mouth, and false lips are disgusting to me.|Vì miệng ta sẽ nói chân thật; Còn môi ta ghét sự gian ác.
All the words of my mouth are righteousness; there is nothing false or twisted in them.|Các lời miệng ta điều xưng hiệp sự công bình. Trong nó chẳng có điều chi cong vạy hoặc gian tà.
They are all true to him whose mind is awake, and straightforward to those who get knowledge.|Thảy đều rõ ràng cho người nào hiểu biết, Và ngay thẳng cho người nào tìm được sự tri thức.
Take my teaching, and not silver; get knowledge in place of the best gold.|Khá nhận sự khuyên dạy ta, chớ lãnh tiền bạc, Thà lãnh sự tri thức hơn là vàng chọn lựa;
For wisdom is better than jewels, and all things which may be desired are nothing in comparison with her.|Vì sự khôn ngoan có giá hơn châu ngọc, Và các vật mình ưa thích hơn hết chẳng sánh bằng nó đặng.
I, wisdom, have made wise behaviour my near relation; I am seen to be the special friend of wise purposes.|Ta, là sự khôn ngoan, đồng ở với sự thông minh, Và tìm được sự hiểu biết, và sự dẽ dặt.
The fear of the Lord is seen in hating evil: pride, a high opinion of oneself, the evil way, and the false tongue, are unpleasing to me.|Sự kính sợ Đức Giê-hô-va, ấy là ghét điều ác; Ta ghét sự kiêu ngạo, xấc xược, con đường ác, và miệng gian tà.
Wise design and good sense are mine; reason and strength are mine.|Mưu luận và sự thông thạo đều thuộc về ta; Ta là sự thông sáng; năng lực vốn thuộc về ta.
Through me kings have their power, and rulers give right decisions.|Nhờ ta, các vua cai trị, Và những quan trưởng định sự công bình.
Through me chiefs have authority, and the noble ones are judging in righteousness.|Nhờ ta, các quan trưởng, người tước vị, Và các quan xét thế gian đều quản hạt.
Those who have given me their love are loved by me, and those who make search for me with care will get me.|Ta yêu mến những người yêu mến ta, Phàm ai tìm kiếm ta sẽ gặp ta.
Wealth and honour are in my hands, even wealth without equal and righteousness.|Sự giàu có, sự tôn trọng, Của cải bền lâu, và sự công bình, đều ở nơi ta.
My fruit is better than gold, even than the best gold; and my increase is more to be desired than silver.|Bông trái ta tốt hơn vàng, đến đỗi hơn vàng ròng; Hoa lợi của ta quí hơn bạc cao.
I go in the road of righteousness, in the way of right judging:|Ta đi trong con đường công bình, Giữa các lối ngay thẳng,
So that I may give my lovers wealth for their heritage, making their store-houses full.|Đặng làm cho kẻ yêu mến ta hưởng được của cải thật, Và làm cho đầy dẫy các kho tàng của họ.
The Lord made me as the start of his way, the first of his works in the past.|Trong buổi Đức Giê-hô-va khởi cuộc tạo hóa, Và thời thái cổ, trước khi chưa dựng nên muôn vật thì Ngài đã có ta.
From eternal days I was given my place, from the birth of time, before the earth was.|Ta đã được lập từ trước vô cùng Từ khi nguyên thỉ, trước khi dựng nên trái đất.
When there was no deep I was given birth, when there were no fountains flowing with water.|Lúc chưa có vực sâu, chưa có nguồn chảy nước nhiều. Thì ta đã sanh ra rồi.
Before the mountains were put in their places, before the hills was my birth:|Trước khi núi non chưa lập nên, Và các gò nổng chưa có;
When he had not made the earth or the fields or the dust of the world.|Trước khi Đức Giê-hô-va chưa có dựng nên đất, đồng ruộng, Và tro bụi đầu tiên của thế gian, thì ta đã sanh ra rồi.
When he made ready the heavens I was there: when he put an arch over the face of the deep:|Khi Đức Chúa Trời lập các từng trời, Và đặt cái vòng trên mặt vực sâu, thì có ta ở đó.
When he made strong the skies overhead: when the fountains of the deep were fixed:|Khi Ngài làm cho kiên cố các từng mây trên cao, Khiến các nguồn vực sâu vững chắc,
