
					Isaiah 1				|
In the year of King Uzziah's death I saw the Lord seated in his place, high and lifted up, and the Temple was full of the wide skirts of his robe.|Về năm vua Ô-xia băng, tôi thấy Chúa ngồi trên ngôi cao sang, vạt áo của Ngài đầy dẫy đền thờ.
Over him were the winged ones: every one had six wings; two for covering his face, two for covering his feed, and two for flight.|Những sê-ra-phin đứng bên trên Ngài; mỗi sê-ra-phin có sáu cánh, hai cái che mặt, hai cái che chơn và hai cái dùng để bay.
And one said in a loud voice to another, Holy, holy, holy, is the Lord of armies: all the earth is full of his glory.|Các sê-ra-phin cùng nhau kêu lên rằng: Thánh thay, thánh thay, thánh thay là Đức Giê-hô-va vạn quân! Khắp đất đầy dẫy sự vinh hiển Ngài!
And the bases of the door-pillars were shaking at the sound of his cry, and the house was full of smoke.|Nhơn tiếng kêu đó, các nền ngạch cửa rúng động, và đền đầy những khói.
Then I said, The curse is on me, and my fate is destruction; for I am a man of unclean lips, living among a people of unclean lips; for my eyes have seen the King, the Lord of armies.|Bấy giờ tôi nói: Khốn nạn cho tôi! Xong đời tôi rồi! Vì tôi là người có môi dơ dáy, ở giữa một dân có môi dơ dáy, bởi mắt tôi đã thấy Vua, tức là Đức Giê-hô-va vạn quân!
Then a winged one came to me with a burning coal in his hand, which he had taken from off the altar with the fire-spoon.|Bấy giờ một sê-ra-phin bay đến tôi, tay cầm than lửa đỏ mà đã dùng kiềm gắp nơi bàn thờ,
And after touching my mouth with it, he said, See, your lips have been touched with this; and your evil is taken away, and you are made clean from sin.|để trên miệng ta, mà nói rằng: Nầy, cái nầy đã chạm đến môi ngươi; lỗi ngươi được bỏ rồi, tội ngươi được tha rồi.
And the voice of the Lord came to my ears, saying, Whom am I to send, and who will go for us? Then I said, Here am I, send me.|Đoạn, tôi nghe tiếng Chúa phán rằng: Ta sẽ sai ai đi? Ai sẽ đi cho chúng ta? Tôi thưa rằng: Có tôi đây; xin hãy sai tôi.
And he said, Go, and say to this people, You will go on hearing, but learning nothing; you will go on seeing, but without getting wiser.|Ngài phán: Đi đi! nói với dân nầy rằng: Các ngươi hãy nghe, nhưng chẳng hiểu chi; hãy xem, nhưng chẳng thấy chi.
Make the hearts of this people fat, and let their ears be stopped, and their eyes shut; for fear that they may see with their eyes, and be hearing with their ears, and their heart may become wise, and they may be turned to me and made well.|Hãy làm cho dân ấy béo lòng, nặng tai, nhắm mắt, e rằng mắt nó thấy được, tai nó nghe được, lòng nó hiểu được, nó trở lại và được chữa lành chăng!
Then I said, Lord, how long? And he said in answer, Till the towns are waste and unpeopled, and the houses have no men, and the land becomes completely waste,|Tôi lại nói: Lạy Chúa, cho đến chừng nào? Ngài đáp rằng: Cho đến chừng các thành bị hoang vu, không có dân ở, nhà không có người, và đất đã nên hoang vu cả;
And the Lord has taken men far away, and there are wide waste places in the land.|cho đến chừng Đức Giê-hô-va dời dân đi xa, và trong xứ rất là tiêu điều.
And even if there is still a tenth part in it, it will again be burned, like a tree of the woods whose broken end is still in the earth after the tree has been cut down (the holy seed is the broken end).|Giả sử còn lại một phần mười dân cư tại đó, họ sẽ lại bị thiêu nuốt. Nhưng, như khi người ta hạ cây thông cây dẽ, chừa gốc nó lại, thì cũng vậy, giống thánh là gốc của nó.

					Isaiah 7				|
						I-sai-a 7					
Now it came about in the days of Ahaz, the son of Jotham, the son of Uzziah, king of Judah, that Rezin, the king of Aram, and Pekah, the son of Remaliah, the king of Israel, came up to Jerusalem to make war against it, but were not able to overcome it.|Về đời A-cha, con trai Giô-tham, cháu Ô-xia, vua nước Giu-đa, xảy có Rê-xin, vua xứ Sy-ri, và Phê-ca, con trai Rê-ma-lia, vua Y-sơ-ra-ên, lên đánh thành Giê-ru-sa-lem; nhưng không thắng được.
And word came to the family of David that Aram had put up its tents in Ephraim. And the king's heart, and the hearts of his people, were moved, like the trees of the wood shaking in the wind.|Có người váo tin đó cho nhà Đa-vít, mà rằng: Sy-ri kết minh cùng Ep-ra-im. Bấy giờ A-cha và dân sự người trong lòng kinh động, như cây trên rừng bị gió day.
Then the Lord said to Isaiah, Go out now, you and Shear-jashub, your son, and you will come across Ahaz at the end of the stream flowing from the higher pool, in the highway of the washerman's field;|Đức Giê-hô-va bèn phán cùng Ê-sai rằng: Ngươi cùng con trai ngươi là Sê -a-Gia-rúp hãy đi đón A-cha tại nơi cuối cống ao trên, trên đường cái ruộng thợ nện,
And say to him, Take care and be quiet; have no fear, and do not let your heart be feeble, because of these two ends of smoking fire-wood, because of the bitter wrath of Rezin and Aram, and of the son of Remaliah.|mà nói cùng người rằng: Hãy cẩn thận, ở yên lặng; đừng sợ chi, lòng ngươi chớ bủn rủn vì cớ hai đuôi đuốc có khói, tức là vì cơn giận dữ của Rê-xin và Sy-ri, và của con trai Rê-ma-lia.
Because Aram has made evil designs against you, saying,|Vì Sy-ri với Ep-ra-im và con trai của Rê-ma-lia đồng mưu hại ngươi, nói rằng:
Let us go up against Judah, troubling her, and forcing our way into her, and let us put up a king in her, even the son of Tabeel:|Chúng ta hãy lên nghịch cùng Giu-đa, khuấy rối nó, phá thành và lập một vua giữa nó, tức là con trai của Ta-bê-ên.
This is the word of the Lord God: This design will not come about or be effected.|Chúa là Đức Giê-hô-va phán như vầy: Sự ngăm đe ấy không thành, điều đó không xảy ra!
For the head of Aram is Damascus, and the head of Damascus is Rezin (and in sixty-five years from now Ephraim will be broken, and will no longer be a people):|Vì đầu của Sy-ri là Đa-mách, đầu của Đa-mách là Rê-xin. Còn trong sáu mươi lăm năm, Ep-ra-im sẽ bị hủy diệt, không được kể là dân nữa.
And the head of Ephraim is Samaria, and the head of Samaria is Remaliah's son. If you will not have faith, your kingdom will be broken.|Đầu của Ep-ra-im là Sa-ma-ri, đầu Sa-ma-ri là con trai của Rê-ma-lia. Nếu các ngươi không tin, chắc sẽ không đứng vững được.
And Isaiah said again to Ahaz,|Đức Giê-hô-va lại phán cùng A-cha rằng:
Make a request to the Lord your God for a sign, a sign in the deep places of the underworld, or in the high heavens.|Hãy xin Giê-hô-va Đức Chúa Trời ngươi một điềm, hoặc dưới vực sâu, hoặc trên trời cao.
But Ahaz said, I will not put the Lord to the test by making such a request.|A-cha thưa rằng: Tôi sẽ chẳng xin tôi cũng chẳng thử Đức Giê-hô-va.
And he said, Give ear now, O family of David: is it not enough that you are driving men to disgust? will you do the same to my God?|Ê-sai bèn nói rằng: Hỡi nhà Đa-vít, hãy nghe! Các ngươi cho làm phiền người ta là nhỏ mọn, mà muốn làm phiền Đức Chúa Trời ta nữa sao?
For this cause the Lord himself will give you a sign; a young woman is now with child, and she will give birth to a son, and she will give him the name Immanuel.|Vậy nên, chính Chúa sẽ ban một điềm cho các ngươi: nầy một gái đồng trinh sẽ chịu thai, sanh ra một trai, và đặt trên là Em-ma-nu-ên.
Butter and honey will be his food, when he is old enough to make a decision between evil and good.|Con trẻ ấy sẽ ăn mỡ sữa và mật, cho đến chừng nào biết bỏ điều dữ và chọn điều lành.
For before the child is old enough to make a decision between evil and good, the land whose two kings you are now fearing will have become waste.|Vả, trước khi con trẻ biết bỏ điều dữ chọn điều lành, thì nước của hai vua mà ngươi đương ghét sẽ bị bỏ hoang.
The Lord is about to send on you, and on your people, and on your father's house, such a time of trouble as there has not been from the days of the separating of Ephraim from Judah; even the coming of the king of Assyria.|Đức Giê-hô-va sẽ giáng trên ngươi, dân ngươi, và nhà cho ngươi, bởi vua A-si-ri, những ngày mà từ ngày Ep-ra-im lìa bỏ Giu-đa chưa từng có giống như vậy.
And it will be in that day that the Lord will make a piping sound for the fly which is in the end of the rivers of Egypt, and for the bee which is in the land of Assyria.|Xảy ra trong ngày đó, Đức Giê-hô-va sẽ suýt mà gọi những ruồi ở cuối các sông Ê-díp-tô, và những ong ở xứ A-si-ri.
And they will come, covering all the waste valleys, and the holes of the rocks, and the thorns, and all the watering-places.|Hai giống đó sẽ đến đậu trong các nơi trũng hoang loạn, trong các lỗ nẻ vầng đá, trên rào gai cùng các đồng cỏ.
In that day will the Lord take away the hair of the head and of the feet, as well as the hair of the face, with a blade got for a price from the other side of the River; even with the king of Assyria.|Trong ngày đó Đức Giê-hô-va sẽ dùng dao cạo thuê tại bên kia sông, nghĩa là vua A-si-ri, mà cạo đầu cùng lông chơn, và bỏ cả râu nữa.
