
					Leviticus 1				|
Then let him take to the Lord the offering for his wrongdoing; giving to the priest for his offering, a male sheep from the flock, without any mark, of the value fixed by you:|Tùy theo sự đánh giá của ngươi, người ấy phải bắt trong bầy một chiên đực không tì vít chi, dẫn đến thầy tế lễ mà dâng cho Đức Giê-hô-va đặng làm của lễ chuộc sự mắc lỗi mình;
And the priest will take away his sin from before the Lord, and he will have forgiveness for whatever crime he has done|thầy tế lễ sẽ làm lễ chuộc tội cho người trước mặt Đức Giê-hô-va, thì lỗi người sẽ được tha, bất luận lỗi nào người đã mắc.
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
Give orders to Aaron and to his sons, saying, This is the law for the burned offering: the offering is to be on the fire-wood on the altar all night till the morning; and the fire of the altar is to be kept burning.|Hãy truyền lịnh nầy cho A-rôn cùng các con trai người: Nầy là luật về của lễ thiêu: Của lễ thiêu phải ở trên đống lửa tại bàn thờ trọn đêm cho đến sáng mai, và lửa của bàn thờ giữ cho cháy luôn.
And the priest is to put on his linen robes and his linen trousers, and take up what is over of the offering after it has been burned on the altar, and put it by the side of the altar.|Thầy tế lễ sẽ mặc áo lá trong và quần bằng vải gai che thân mình, rồi hốt tro của lửa đã đốt của lễ thiêu trên bàn thờ, và đổ gần bên bàn thờ;
Then having taken off his linen robes and put on other clothing, he is to take it away into a clean place, outside the tent-circle.|đoạn cổi áo nầy, mặc áo khác, đem tro nầy ra ngoài trại quân, đổ trong một nơi tinh sạch.
The fire on the altar is to be kept burning; it is never to go out; every morning the priest is to put wood on it, placing the burned offering in order on it, and there the fat of the peace-offering is to be burned.|Lửa trên bàn thờ phải cháy luôn luôn, không nên tắt. Mỗi buổi sáng thầy tế lễ sẽ lấy củi chụm lửa thêm, sắp của lễ thiêu lên trên, và xông những mỡ về của lễ thù ân tại đó.
Let the fire be kept burning on the altar at all times; it is never to go out.|Lửa hằng cháy luôn luôn trên bàn thờ, chẳng nên tắt.
And this is the law for the meal offering: it is to be offered to the Lord before the altar by the sons of Aaron.|Đây là luật về của lễ chay: Các con trai A-rôn phải dâng của lễ nầy tại phía trước bàn thờ, trước mặt Đức Giê-hô-va.
The priest is to take in his hand some of the meal of the meal offering and of the oil of it, and all the perfume on it, burning it on the altar as a sign, for a sweet smell to the Lord.|Họ sẽ lấy một nắm bột lọc trong của lễ chay và dầu, cùng hết thảy nhũ hương ở trên, đem xông trên bàn thờ làm kỷ niệm về một của lễ có mùi thơm cho Đức Giê-hô-va.
And whatever is over Aaron and his sons may have for their food, taking it without leaven in a holy place; in the open space of the Tent of meeting they may take a meal of it.|Phần còn dư lại, A-rôn và các con trai người sẽ ăn không pha men, tại một nơi thánh, tức là ăn tại hành lang của hội mạc.
It is not to be cooked with leaven. I have given it to them as their part of the offerings made by fire to me; it is most holy, as are the sin-offerings and the offerings for error.|Họ không nên nấu bột đó với men; ấy là phần ta cho họ do trong các của lễ ta, dùng lửa dâng lên; thật là một vật chí thánh như của lễ chuộc tội và của lễ chuộc sự mắc lỗi.
Every male among the children of Aaron may have it for food; it is their right for ever through all your generations, from the offerings made by fire to the Lord: anyone touching them will be holy.|Phàm người nam trong vòng con cái A-rôn, sẽ ăn lấy; ấy là một luật lệ đời đời cho dòng dõi các ngươi về những của lễ dùng lửa dâng cho Đức Giê-hô-va: ai đụng đến những của lễ đó sẽ nên thánh.
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
This is the offering which Aaron and his sons are to make to the Lord on the day when he is made a priest: the tenth part of an ephah of the best meal for a meal offering for ever; half of it in the morning and half in the evening.|Nầy là của lễ A-rôn và các con trai người phải dâng cho Đức Giê-hô-va trong ngày họ chịu phép xức dầu: Một phần mười ê-pha bột lọc làm của lễ chay thường thường; sáng một phân nửa, chiều một phân nửa.
Let it be made with oil on a flat plate; when it is well mixed and cooked, let it be broken and taken in as a meal offering, for a sweet smell to the Lord.|Của lễ đó sẽ chiên sẵn trên chảo trộn với dầu; chín rồi, ngươi phải đem đến cắt ra từ miếng sẵn dâng lên có mùi thơm cho Đức Giê-hô-va.
And the same offering is to be given by that one of his sons who takes his place as priest; by an order for ever, all of it is to be burned before the Lord.|Con trai nào của A-rôn chịu xức dầu đặng thế cho người làm thầy tế lễ cũng phải dâng của lễ nầy. Ay là một luật lệ đời đời trước mặt Đức Giê-hô-va: họ phải xông hết trọn của lễ nầy.
Every meal offering offered for the priest is to be completely burned: nothing of it is to be taken for food.|Phàm của lễ chay của thầy tế lễ nào thì phải đốt hết, không nên ăn.
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
Say to Aaron and his sons, This is the law for the sin-offering: the sin-offering is to be put to death before the Lord in the same place as the burned offering; it is most holy.|Hãy truyền cho A-rôn và các con trai người rằng: Đây là luật về của lễ chuộc tội: Phải giết con sinh tế chuộc tội trước mặt Đức Giê-hô-va tại nơi người ta giết con sinh về của lễ thiêu; ấy là một vật chí thánh.
The priest by whom it is offered for sin, is to take it for his food in a holy place, in the open space of the Tent of meeting.|Thầy tế lễ đứng dâng con sinh tế chuộc tội, phải ăn thịt nó trong một nơi thánh, tức là trong hành lang của hội mạc.
Anyone touching the flesh of it will be holy: and if any of the blood is dropped on any clothing, the thing on which the blood has been dropped is to be washed in a holy place.|Hễ ai đụng đến thịt con sinh sẽ nên thánh, và nếu huyết nó văng trên áo nào, thì phải giặt áo đó trong một nơi thánh.
But the vessel of earth in which the flesh was cooked is to be broken; or if a brass vessel was used, it is to be rubbed clean and washed out with water.|Nồi đất dùng nấu thịt đó sẽ đập bể đi, nếu nồi nấu bằng đồng thì sẽ cạo và rửa nước cho sạch.
Every male among the priests may take it for his food: it is most holy.|Hễ người nam trong vòng những thầy tế lễ sẽ ăn thịt đó: ấy là một vật chí thánh.
No sin-offering, the blood of which is taken into the Tent of meeting, to take away sin in the holy place, may be used for food: it is to be burned with fire.|Nhưng chẳng nên ăn thịt con sinh tế chuộc tội có huyết nó đem vào hội mạc đặng làm lễ chuộc tội nơi đền thánh: hãy đốt nó đi.

					Leviticus 7				|
						Lê-vi 7					
And this is the law of the offering for wrongdoing: it is most holy.|Đây là luật lệ về của lễ chuộc sự mắc lỗi, ấy là một vật chí thánh:
They are to put to death the offering for wrongdoing in the same place as the burned offering; and the priest is to put the blood on and round the altar.|Trong nơi người ta giết con sinh dùng làm của lễ thiêu, thì hãy giết con sinh tế chuộc sự mắc lỗi, rồi rưới huyết ở chung quanh trên bàn thờ.
And all the fat of it, the fat tail and the fat covering the inside parts, is to be given as an offering.|Đoạn dâng hết thảy mỡ, đuôi và mỡ chài,
And the two kidneys, and the fat on them, which is by the top of the legs, and the fat joining the liver and the kidneys, he is to take away:|hai trái cật và mỡ hai trái cật nơi cạnh hông và tấm da mỏng bọc gan, gỡ gần nơi hai trái cật.
They are to be burned by the priest on the altar for an offering made by fire to the Lord: it is an offering for wrongdoing.|Thầy tế lễ sẽ xông hết trên bàn thờ làm của lễ dùng lửa dâng cho Đức Giê-hô-va: ấy là một của lễ chuộc sự mắc lối.
