
					Jeremiah 1				|
Make this come to the minds of the nations, make a statement openly against Jerusalem, that attackers are coming from a far country and their voices will be loud against the towns of Judah.|Hãy báo cho các nước! Hãy rao cho Giê-ru-sa-lem rằng: Kẻ vây hãm từ phương xa mà đến, và kêu la nghịch cùng các thành Giu-đa.
Like keepers of a field they are against her on every side; because she has been fighting against me, says the Lord.|Chúng nó vây Giê-ru-sa-lem như kẻ giữ ruộng; vì thành ấy đã nổi loạn nghịch cùng ta, Đức Giê-hô-va phán vậy.
Your ways and your doings have made these things come on you; this is your sin; truly it is bitter, going deep into your heart.|Đó là những sự mà đường lối và việc làm của ngươi đã chuốc lấy cho ngươi; đó là sự gian ác ngươi! Thật, sự ấy là cay đắng, thấu đến trong lòng ngươi.
My soul, my soul! I am pained to my inmost heart; my heart is troubled in me; I am not able to be quiet, because the sound of the horn, the note of war, has come to my ears.|Oi! tôi đau lòng, đau lòng! Cơn đau đớn quặn thắt lòng tôi; lòng đương bối rối trong tôi. Tôi không thể làm thinh! Hỡi linh hồn tôi, vì mầy nghe dọng kèn và tiếng giặc giã.
News is given of destruction on destruction; all the land is made waste: suddenly my tents, straight away my curtains, are made waste.|Hủy diệt cùng thêm hủy diệt, báo tin chẳng dứt, cả đất bị phá tán; nhà tạm tôi thình lình bị hủy, màn cháng tôi bỗng chốc bị hư!
How long will I go on seeing the flag and hearing the sound of the war-horn?|Tôi sẽ thấy cờ và nghe tiếng kèn cho đến chừng nào?
For my people are foolish, they have no knowledge of me; they are evil-minded children, without sense, all of them: they are wise in evil-doing, but have no knowledge of doing good.|Thật dân ta là ngu muội, chúng nó chẳng nhìn biết ta. Ay là những con cái khờ dại, không có trí khôn, khéo làm điều ác, mà không biết làm điều thiện.
Looking at the earth, I saw that it was waste and without form; and to the heavens, that they had no light.|Tôi xem đất: nầy, là vô hình và trống không; xem các từng trời: thì không có sự sáng.
Looking at the mountains, I saw them shaking, and all the hills were moved about.|Tôi xem các núi, thấy đều rúng động; mọi gò đều lung-lay.
Looking, I saw that there was no man, and all the birds of heaven had gone in flight.|Tôi xem: chẳng còn một người, hết thảy chim trời đều trốn tránh.
Looking, I saw that the fertile field was a waste, and all its towns were broken down before the Lord and before his burning wrath.|Tôi xem thấy ruộng tốt đã trở nên đồng vắng, hết thảy các thành đều bị hủy phá trước mặt Đức Giê-hô-va, bởi cơn nóng giận của Ngài.
For this is what the Lord has said: All the land will become a waste; I will make destruction complete.|Vì Đức Giê-hô-va phán như vầy: Cả đất sẽ hoang vu, nhưng ta không diệt hết.
The earth will be weeping for this, and the heavens on high will be black: because I have said it, and I will not go back from it; it is my purpose, and it will not be changed.|Bởi cớ đó, đất sẽ sầu thảm, các từng trời sẽ tối đen. Vì ta đã phán, đã định, thì chẳng đổi ý, chẳng xây lại.
All the land is in flight because of the noise of the horsemen and the bowmen; they have taken cover in the woodland and up on the rocks: every town has been given up, not a man is living in them.|Nghe tiếng ồn lính kỵ và lính bắn cung, thì hết thảy các thành đều chạy trốn; núp trong rừng cây, leo lên vầng đá; các thành đều bị bỏ, chẳng có người ở.
And you, when you are made waste, what will you do? Though you are clothed in red, though you make yourself beautiful with ornaments of gold, though you make your eyes wide with paint, it is for nothing that you make yourself fair; your lovers have no more desire for you, they have designs on your life.|Còn ngươi, khi đã bị phá hủy, thì sẽ làm gì? Ngươi dầu có mặc áo màu tím, trang sức đồ vàng, lấy mực vẽ mắt, làm cho mình ra đẹp, cũng là vô ích: người yêu ngươi cũng khinh ngươi, mà đòi sự sống của ngươi.
A voice has come to my ears like the voice of a woman in birth-pains, the pain of one giving birth to her first child, the voice of the daughter of Zion, fighting for breath, stretching out her hands, saying, Now sorrow is mine! for my strength is gone from me before the takers of life.|Vì ta nghe tiếng, như tiếng đờn bà đẻ, tiếng thảm thương như tiếng đờn bà đẻ con so. Ay là tiếng con gái Si-ôn, thở và giang tay mà rằng: Khốn nạn cho tôi! linh hồn tôi đã ngất đi trước mặt kẻ giết người!

					Jeremiah 5				|
						Giê-rê-mi-a 5					
Go quickly through the streets of Jerusalem, and see now, and get knowledge, and make a search in her wide places if there is a man, if there is one in her who is upright, who keeps faith; and she will have my forgiveness.|Hãy đi dạo các đường phố Giê-ru-sa-lem, và nhìn xem, Hãy dò hỏi tìm kiếm nơi các chợ, thử có thấy một người chăng, nếu có một người làm sự công bình, tìm sự trung tín, thì ta sẽ tha thứ cho thành ấy.
And though they say, By the living Lord; truly their oaths are false.|Dầu chúng nó nói rằng: Thật như Đức Giê-hô-va hằng sống! ấy cũng là thề dối!
O Lord, do not your eyes see good faith? you have given them punishment, but they were not troubled; you have sent destruction on them, but they did not take your teaching to heart: they have made their faces harder than a rock; they would not come back.|Hỡi Đức Giê-hô-va, há chẳng phải mắt Ngài đoái xem sự trung tín sao?... Ngài đánh chúng nó, chúng nó chẳng biết lo buồn, Ngài diệt đi, chúng nó chẳng chịu dạy dỗ. Chúng nó tự làm cứng mặt mình hơn vầng đá, chẳng khứng trở lại.
Then I said, But these are the poor: they are foolish, for they have no knowledge of the way of the Lord or of the behaviour desired by their God.|Tôi bèn nói: Đó thật là kẻ nghèo hèn, ngu muội, vì không biết đường lối của Đức Giê-hô-va, luật pháp của Đức Chúa Trời mình.
I will go to the great men and have talk with them; for they have knowledge of the way of the Lord and of the behaviour desired by their God. But as for these, their one purpose is a broken yoke and burst bands.|Tôi sẽ đến cùng những người sang trọng mà nói với họ, vì họ biết rõ đường lối của Đức Giê-hô-va, sự công bình của Đức Chúa Trời mình... Song, những người nầy hợp ý cùng nhau mà bỏ ách dứt dây!
And so a lion from the woods will put them to death, a wolf of the waste land will make them waste, a leopard will keep watch on their towns, and everyone who goes out from them will be food for the beasts; because of the great number of their sins and the increase of their wrongdoing.|Vậy nên sư tử trong rừng sẽ giết họ đi, muông sói nơi sa mạc diệt họ đi, beo đương rình ngoài thành họ, hễ ai ra khỏi đó, sẽ bị cắn xé! Vì tội lỗi của họ rất nhiều, sự bội nghịch của họ càng thêm.
How is it possible for you to have my forgiveness for this? your children have given me up, taking their oaths by those who are no gods: when I had given them food in full measure, they were false to their wives, taking their pleasure in the houses of loose women.|Ta tha thứ ngươi sao được? Các con trai ngươi đã lìa bỏ ta, thề bởi những thần không phải là thần. Ta đã khiến chúng nó ăn no, mà chúng nó thì phạm tội tà dâm, nhóm nhau cả lũ trong nhà đĩ.
They were full of desire, like horses after a meal of grain: everyone went after his neighbour's wife.|Chúng nó cũng như con ngựa mập chạy lung, mỗi một người theo sau vợ kẻ lân cận mình mà hí.
Am I not to give punishment for these things? says the Lord: will not my soul take payment from such a nation as this?|Đức Giê-hô-va phán: Ta sẽ chẳng thăm phạt vì những sự đó hay sao? Thần ta há chẳng trả thù một nước như vậy hay sao?
Go up against her vines and make waste; let the destruction be complete: take away her branches, for they are not the Lord's.|Hãy leo lên những vách tường nó và phá đổ đi; nhưng đừng diệt hết. Hãy tỉa bỏ những nhánh nó, vì chẳng thuộc về Đức Giê-hô-va.
For the people of Israel and the people of Judah have been very false to me, says the Lord.|Vì nhà Y-sơ-ra-ên và nhà Giu-đa đã dùng cách quỉ quyệt đối với ta, Đức Giê-hô-va phán vậy.
They would have nothing to do with the Lord, saying, He will do nothing, and no evil will come to us; we will not see the sword or be short of food:|Chúng nó đã chối bỏ Đức Giê-hô-va, và nói rằng: Chẳng phải là Ngài! Hoạn nạn sẽ chẳng lâm trên chúng ta; chúng ta sẽ chẳng gặp gươm dao đói kém.
And the prophets will become wind, and the word is not in them; so it will be done to them.|Các đấng tiên tri sẽ trở nên gió, đạo chẳng ở trong họ; họ sẽ gặp phải như vậy.
For this reason the Lord, the God of armies, has said: Because you have said this, I will make my words in your mouth a fire, and this people wood, and they will be burned up by it.|Vậy nên Giê-hô-va Đức Chúa Trời vạn quân phán như vầy: Vì các ngươi đã nói lời đó, nầy, ta sẽ khiến lời ta nên như lửa trong miệng ngươi, dân nầy sẽ như củi, và lửa ấy sẽ nuốt nó.
See, I will send you a nation from far away, O people of Israel, says the Lord; a strong nation and an old nation, a nation whose language is strange to you, so that you may not get the sense of their words.|Đức Giê-hô-va phán: Hỡi nhà Y-sơ-ra-ên, ta sẽ khiến một dân tộc mạnh, tức một dân tộc cũ, một dân tộc mà ngươi chẳng biết tiếng, chẳng hiểu lời, từ phương xa đến nghịch cùng ngươi.
Their arrows give certain death, they are all men of war.|Cái bao tên nó giống như mồ mả mở ra; chúng nó đều là mạnh bạo.
