
					Judges 1				|
Now Heber the Kenite, separating himself from the rest of the Kenites, from the children of Hobab, the brother-in-law of Moses, had put up his tent as far away as the oak-tree in Zaanannim, by Kedesh.|Vả, Hê-be, người Kê-nít, đã lìa khỏi dân Kê-nít, là con cháu Hô-báp, anh em vợ của Môi-se, và đi dựng trại mình ở về cây dẻ bộp Sa-na-im, gần bên Kê-đe.
And word was given to Sisera that Barak, the son of Abinoam, had gone up to Mount Tabor.|Người ta thuật cho Si-sê-ra hay rằng Ba-rác, con trai của A-bi-nô-am, đã đi đến núi Tha-bô.
So Sisera got together all his war-carriages, nine hundred war-carriages of iron, and all the people who were with him, from Harosheth of the Gentiles as far as the river Kishon.|Si-sê-ra bèn nhóm hiệp hết thảy xe cộ sắt mình là chín trăm cái bằng sắt, và toàn quân binh vẫn ở với mình, từ Ha-rô-sết về dân ngoại bang cho đến khe Ki-sôn.
Then Deborah said to Barak, Up! for today the Lord has given Sisera into your hands: has not the Lord gone out before you? So Barak went down from Mount Tabor and ten thousand men after him.|Đê-bô-ra nói cùng Ba-rác rằng: Hãy đứng dậy, vì nầy là ngày Đức Giê-hô-va phó Si-sê-ra vào tay ngươi. Đức Giê-hô-va há chẳng đi đằng trước ngươi sao? Rồi Ba-rác đi xuống Tha-bô, có mười ngàn người theo sau.
And the Lord sent fear on Sisera and all his war-carriages and all his army before Barak; and Sisera got down from his war-carriage and went in flight on foot.|Đức Giê-hô-va dùng mũi gươm làm cho Si-sê-ra và hết thảy xe cộ cùng toàn quân lính người vỡ chạy trước mặt Ba-rác; Si-sê-ra bèn xuống xe mình, chạy bộ mà trốn.
But Barak went after the war-carriages and the army as far as Harosheth of the Gentiles; and all Sisera's army was put to the sword; not a man got away.|Ba-rác đuổi theo xe cộ và đạo binh cho đến Ha-rô-sết về dân ngoại bang; cả đạo binh Si-sê-ra bị gươm giết, không còn lại một người.
But Sisera went in flight on foot to the tent of Jael, the wife of Heber the Kenite; for there was peace between Jabin, king of Hazor, and the family of Heber the Kenite.|Si-sê-ra chạy bộ trốn đến trại Gia-ên, vợ của Hê-be, người Kê-nít; vì Gia-bin, vua Hát-so, và nhà Hê-be, người Kê-nít, hòa hảo với nhau.
And Jael went out to Sisera, and said to him, Come in, my lord, come in to me without fear. So he went into her tent, and she put a cover over him.|Gia-ên ra đón Si-sê-ra, mà nói rằng: Hỡi chúa, xin hãy vào nơi nhà tôi, chớ sợ chi. Vậy, người vào trại nàng, và nàng lấy mền đắp người lại.
Then he said to her, Give me now a little water, for I have need of a drink. And opening a skin of milk, she gave him drink, and put the cover over him again.|Đoạn, người nói cùng nàng rằng: Ta xin nàng cho ta chút nước uống, vì ta khát. Nàng bèn mở bầu sữa ra, cho người uống, rồi trùm người lại.
And he said to her, Take your place at the door of the tent, and if anyone comes and says to you, Is there any man here, say, No.|Người lại nói cùng nàng rằng: Hãy đứng nơi cửa trại, nếu có ai đến hỏi rằng: Ở đây có ai chăng? thì hãy đáp: Chẳng có ai hết.
Then Jael, Heber's wife, took a tent-pin and a hammer and went up to him quietly, driving the pin into his head, and it went through his head into the earth, for he was in a deep sleep from weariness; and so he came to his end.|Bấy giờ người ngủ say, vì mệt nhọc quá; Gia-ên, vợ Hê-be, bèn lấy một cây nọc trại, và tay nắm cái búa, nhẹ nhẹ đến bên ngươi, lấy cái nọc đóng thủng màng tang người, thấu xuống đất, và người hết đi.
Then Jael went out, and meeting Barak going after Sisera, said to him, Come, and I will let you see the man you are searching for. So he came into her tent and saw, and there was Sisera stretched out dead with the tent-pin in his head.|Ba-rác đương còn rượt theo Si-sê-ra, Gia-ên bèn ra đón người, mà nói rằng: Hãy đến, tôi sẽ chỉ cho ông thấy người mà ông đương tìm kiếm. Ba-rác vào nhà nàng, thấy Si-sê-ra nằm chết sải, có nọc đâm nơi màng tang.
So that day God overcame Jabin, king of Canaan, before the children of Israel.|Trong ngày đó, Đức Chúa Trời khiến cho Gia-bin, vua Ca-na-an, bị phục trước mặt dân Y-sơ-ra-ên.
And the power of the children of Israel went on increasing against Jabin, king of Canaan, till he was cut off.|Tay dân Y-sơ-ra-ên càng ngày càng mạnh thắng Gia-bin, vua Ca-na-an, cho đến chừng chúng đã diệt người đi.

					Judges 5				|
						Các Thủ Lãnh 5					
At that time Deborah and Barak, the son of Abinoam, made this song, saying:|Trong ngày ấy, Đê-bô-ra hát bài ca nầy với Ba-rác, con trai A-bi-nô-am:
Because of the flowing hair of the fighters in Israel, because the people gave themselves freely, give praise to the Lord.|Khá ngợi khen Đức Giê-hô-va, Vì những quan trưởng đã cầm quyền quản trị trong Y-sơ-ra-ên, Và bá-tánh dâng mình cách vui lòng!
Give attention, O kings; give ear, O rulers; I, even I, will make a song to the Lord; I will make melody to the Lord, the God of Israel.|Hỡi các vua, hãy nghe; hỡi các quan trưởng, khá lắng tai! Ta sẽ hát cho Đức Giê-hô-va, Ta sẽ hát ngợi khen Giê-hô-va. Đức Chúa Trời của Y-sơ-ra-ên.
Lord, when you went out from Seir, moving like an army from the field of Edom, the earth was shaking and the heavens were troubled, and the clouds were dropping water.|Hỡi Đức Giê-hô-va! khi Ngài ra từ Sê -i-rơ, Khi trải qua đồng bằng Ê-đôm, Thì đất rung, các từng trời nhỏ giọt, Đám mây sa nước xuống.
The mountains were shaking before the Lord, before the Lord, the God of Israel.|Trước mặt Đức Giê-hô-va núi bèn đổi ra dòng nước, Tức núi Si-na -i kia ở trước mặt Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên.
In the days of Shamgar, the son of Anath, in the days of Jael, the highways were not used, and travellers went by side roads.|Trong ngày Sam-ga, con trai A-nát, Và nhằm lúc Gia-ên, các đường cái đều bị bỏ hoang, Những hành khách nương theo các lối quanh-quẹo;
Country towns were no more in Israel, *** were no more, till you, Deborah, came up, till you came up as a mother in Israel.|Trong Y-sơ-ra-ên thiếu quan trưởng, Cho đến chừng ta là Đê-bô-ra chổi dậy Như một người mẹ trong Y-sơ-ra-ên.
They had no one to make arms, there were no more armed men in the towns; was there a body-cover or a spear to be seen among forty thousand in Israel?|Người ta đã chọn các thần mới: Tức thì cơn giặc có tại trước cửa thành. Giữa bốn mươi ngàn người Y-sơ-ra-ên, Người ta chẳng thấy khiên, cũng chẳng thấy cây giáo.
Come, you rulers of Israel, you who gave yourselves freely among the people: give praise to the Lord.|Lòng ta ái mộ các quan trưởng của Y-sơ-ra-ên, Là những người trong dân sự dâng mình cách vui lòng; Đáng ngợi khen Đức Giê-hô-va!
Let them give thought to it, who go on white asses, and those who are walking on the road.|Hỡi các người cỡi con lừa bạch, Ngồi trên khảm, Đi bộ trên đường cái, khá hát mừng!
Give ear to the women laughing by the water-springs; there they will give again the story of the upright acts of the Lord, all the upright acts of his arm in Israel.|Cậy tiếng của lính cầm cung tại chung quanh bến uống nước, Người ta hãy kính khen việc công bình của Đức Giê-hô-va, Và cuộc quản trị công bình của Ngài tại nơi Y-sơ-ra-ên! Bấy giờ, dân sự của Đức Giê-hô-va đi xuống cửa thành.
Awake! awake! Deborah: awake! awake! give a song: Up! Barak, and take prisoner those who took you prisoner, O son of Abinoam.|Hỡi Đê-bô-ra! khá tỉnh thức, tỉnh thức! Hãy tỉnh thức, tỉnh thức, hát một bài ca! Hỡi Ba-rác, khá chổi dậy! hỡi con trai của A-bi-nô-am! hãy dẫn những phu tù người đi!
Then the chiefs went down to the doors; the Lord's people went down among the strong ones.|Bấy giờ, kẻ còn sót lại trong dân sự đều xuống, Đến cùng các tráng sĩ đặng ra trận; Dân sự của Đức Giê-hô-va xuống đánh kẻ dõng sĩ!
Out of Ephraim they came down into the valley; after you, Benjamin, among your tribesmen; from Machir came down the captains, and from Zebulun those in whose hand is the ruler's rod.|Từ Ep-ra-im đến những người có gốc nơi A-ma-léc; Sau ngươi có Bên-gia-min, là người ở giữa đoàn dân ngươi. Các quan trưởng đến từ Ma-ki, Và những kẻ cầm cây phủ việt đến từ Sa-bu-lôn.
Your chiefs, Issachar, were with Deborah; and Naphtali was true to Barak; into the valley they went rushing out at his feet. In Reuben there were divisions, and great searchings of heart.|Các quan trưởng của Y-ca-sa đều theo Đê-bô-ra, Y-ca-sa và Ba-rác đồng một ý nhau; Người xông đại vào trũng...... Gần các suối của Ru-bên, Có lắm điều nghị luận trong lòng!
Why did you keep quiet among the sheep, hearing nothing but the watchers piping to the flocks?|Nhân sao ngươi ở trong chuồng Mà nghe tiếng kêu của những bầy chiên? Gần bên các suối Ru-bên, Có lắm điều nghị luận trong lòng!
Gilead was living over Jordan; and Dan was waiting in his ships; Asher kept in his place by the sea's edge, living by his inlets.|Ga-la-át cứ ở bên kia sông Giô-đanh, Còn Đan, sao ở lại trên các chiếc tàu? A-se ngồi nơi mé biển, An nghỉ trong các cửa biển mình.
It was the people of Zebulun who put their lives in danger, even to death, with Naphtali on the high places of the field.|Sa-bu-lôn và Nép-ta-li, là dân tộc liều mạng mình. Ở trên các nơi cao của đồng ruộng.
The kings came on to the fight, the kings of Canaan were warring; in Taanach by the waters of Megiddo: they took no profit in money.|Các vua đến chiến tranh, Các vua Ca-na-an chiến tranh Tại Tha -a-nác, tại nước Mê-ghi-đô; Song chẳng cướp lấy được tiền bạc!
The stars from heaven were fighting; from their highways they were fighting against Sisera.|Các từng trời có dự vào chiến trận; Những ngôi sao cứ theo đường mình mà đánh Si-sê-ra.
The river Kishon took them violently away, stopping their flight, the river Kishon. Give praise, O my soul, to the strength of the Lord!|Khe Ki-sôn đã kéo trôi chúng nó, Tức là khe Ki-sôn đời xưa. Hỡi linh hồn ta ngươi có dày đạp năng lực dưới chơn!
Then loudly the feet of the horses were sounding with the stamping, the stamping of their war-horses.|Bấy giờ, vó ngựa bèn giậm đất, Vì cớ những chiến sĩ sải, sải chạy mau.
A curse, a curse on Meroz! said the angel of the Lord. A bitter curse on her townspeople! Because they came not to the help of the Lord, to the help of the Lord among the strong ones.|Sứ giả của Đức Giê-hô-va phán: Hãy rủa sả Mê-rô; Hãy rủa sả, rủa sả dân cư của nó! Vì của nó! Vì chúng nó không đến tiếp trợ Đức Giê-hô-va, Không đến tiếp trợ Đức Giê-hô-va đánh các dõng sĩ!
Blessings be on Jael, more than on all women! Blessings greater than on any in the tents!|Nguyện cho Gia-ên, vợ Hê-be, người Kê-nít. Được phước giữa các người đờn bà! Nguyện người được phước giữa các đờn bà ở trong trại!
