
					Genesis 1				|
And Lamech was a hundred and eighty-two years old when he had a son:|Lê-méc được một trăm tám mươi hai tuổi, sanh một trai,
And he gave him the name of Noah, saying, Truly, he will give us rest from our trouble and the hard work of our hands, because of the earth which was cursed by God.|Đặt tên là Nô-ê, mà nói rằng: Đứa nầy sẽ an ủy lòng ta về công việc và về sự nhọc nhằn mà đất bắt tay ta phải làm, là đất Đức Giê-hô-va đã rủa sả.
And after the birth of Noah, Lamech went on living for five hundred and ninety-five years, and had sons and daughters:|Sau khi Lê-méc sanh Nô-ê rồi, còn sống được năm trăm chín mươi lăm năm, sanh con trai con gái.
And all the years of Lamech's life were seven hundred and seventy-seven: and he came to his end.|Vậy, Lê-méc hưởng thọ được bảy trăm bảy mươi bảy tuổi, rồi qua đời.
And when Noah was five hundred years old, he became the father of Shem, Ham, and Japheth.|Còn Nô-ê, khi đến năm trăm tuổi, sanh Sem Cham và Gia-phết.

					Genesis 6				|
						Sáng Thế 6					
And after a time, when men were increasing on the earth, and had daughters,|Vả, khi loài người khởi thêm nhiều trên mặt đất, và khi loài người đã sanh được con gái rồi,
The sons of God saw that the daughters of men were fair; and they took wives for themselves from those who were pleasing to them.|các con trai của Đức Chúa Trời thấy con gái loài người tốt đẹp, bèn cưới người nào vừa lòng mình mà làm vợ.
And the Lord said, My spirit will not be in man for ever, for he is only flesh; so the days of his life will be a hundred and twenty years.|Đức Giê-hô-va phán rằng: Thần ta sẽ chẳng hằng ở trong loài người luôn; trong điều lầm lạc, loài người chỉ là xác thịt; đời người sẽ là một trăm hai mươi năm mà thôi.
There were men of great strength and size on the earth in those days; and after that, when the sons of God had connection with the daughters of men, they gave birth to children: these were the great men of old days, the men of great name.|Đời đó và đời sau, có người cao lớn trên mặt đất, vì con trai Đức Chúa Trời ăn ở cùng con gái loài người mà sanh con cái; ấy những người mạnh dạn ngày xưa là tay anh hùng có danh.
And the Lord saw that the sin of man was great on the earth, and that all the thoughts of his heart were evil.|Đức Giê-hô-va thấy sự hung ác của loài người trên mặt đất rất nhiều, và các ý tưởng của lòng họ chỉ là xấu luôn;
And the Lord had sorrow because he had made man on the earth, and grief was in his heart.|thì tự trách đã dựng nên loài người trên mặt đất, và buồn rầu trong lòng.
And the Lord said, I will take away man, whom I have made, from the face of the earth, even man and beast and that which goes on the earth and every bird of the air; for I have sorrow for having made them.|Đức Giê-hô-va phán rằng: Ta sẽ hủy diệt khỏi mặt đất loài người mà ta đã dựng nên, từ loài người cho đến loài súc vật, loài côn trùng, loài chim trời; vì ta tự trách đã dựng nên các loài đó.
But Noah had grace in the eyes of God.|Nhưng Nô-ê được ơn trước mặt Đức Giê-hô-va.
These are the generations of Noah. Noah was an upright man and without sin in his generation: he went in the ways of God.|Nầy là dòng dõi của Nô-ê. Nô-ê trong đời mình là một người công bình và toàn vẹn, đồng đi cùng Đức Chúa Trời.
And Noah had three sons, Shem, Ham, and Japheth.|Nô-ê sanh ba con trai là Sem, Cham và Gia-phết.
And the earth was evil in God's eyes and full of violent ways.|Thế gian bấy giờ đều bại hoại trước mặt Đức Chúa Trời và đầy dẫy sự hung ác.
And God, looking on the earth, saw that it was evil: for the way of all flesh had become evil on the earth.|Nầy, Đức Chúa Trời nhìn xem thế gian, thấy điều bại hoại, vì hết thảy xác thịt làm cho đường mình trên đất phải bại hoại.
And God said to Noah, The end of all flesh has come; the earth is full of their violent doings, and now I will put an end to them with the earth.|Đức Chúa Trời bèn phán cùng Nô-ê rằng: Kỳ cuối cùng của mọi xác thịt đã đưa đến trước mặt ta; vì cớ loài người mà đất phải đầy dẫy điều hung hăng; vậy, ta sẽ diệt-trừ họ cùng đất.
Make for yourself an ark of gopher wood with rooms in it, and make it safe from the water inside and out.|Ngươi hãy đóng một chiếc tàu bằng cây gô-phe, đóng có từng phòng, rồi trét chai bề trong cùng bề ngoài.
And this is the way you are to make it: it is to be three hundred cubits long, fifty cubits wide, and thirty cubits high.|Vậy, hãy làm theo thế nầy: Bề dài tàu ba trăm thước, bề ngang năm mươi thước, bề cao ba mươi thước.
You are to put a window in the ark, a cubit from the roof, and a door in the side of it, and you are to make it with a lower and second and third floors.|Trên tàu ngươi sẽ làm một cửa sổ, bề cao một thước, và chừa một cửa bên hông; ngươi sẽ làm một từng dưới, một từng giữa và một từng trên.
For truly, I will send a great flow of waters over the earth, for the destruction from under the heaven of all flesh in which is the breath of life; everything on the earth will come to an end.|Còn ta đây, ta sẽ dẫn nước lụt khắp trên mặt đất, đặng diệt tuyệt các xác thịt có sanh khí ở dưới trời; hết thảy vật chi ở trên mặt đất đều sẽ chết hết.
But with you I will make an agreement; and you will come into the ark, you and your sons and your wife and your sons' wives with you.|Nhưng ta sẽ lập giao ước cùng ngươi, rồi ngươi và vợ, các con và các dâu của ngươi, đều hãy vào tàu.
And you will take with you into the ark two of every sort of living thing, and keep them safe with you; they will be male and female.|Về các loài sanh vật, ngươi hãy dẫn xuống tàu mỗi loài một cặp, có đực có cái, có trống có mái, hầu cho ở cùng ngươi đặng giữ tròn sự sống;
Two of every sort of bird and cattle and of every sort of living thing which goes on the earth will you take with you to keep them from destruction.|chim tùy theo loại, súc vật tùy theo loại, côn trùng tùy theo loại, mỗi thứ hai con, sẽ đến cùng ngươi, để ngươi giữ tròn sự sống cho.
And make a store of every sort of food for yourself and them.|Lại, ngươi hãy lấy các thứ đồ ăn đem theo, đặng để dàng làm lương thực cho ngươi và các loài đó.
And all these things Noah did; as God said, so he did.|Nô-ê làm các điều nầy y như lời Đức Chúa Trời đã phán dặn.

					Genesis 7				|
						Sáng Thế 7					
And the Lord said to Noah, Take all your family and go into the ark, for you only in this generation have I seen to be upright.|Đức Giê-hô-va phán cùng Nô-ê rằng: Ngươi và cả nhà ngươi hãy vào tàu, vì về đời nầy ta thấy ngươi là công bình ở trước mặt ta.
Of every clean beast you will take seven males and seven females, and of the beasts which are not clean, two, the male and his female;|Trong các loài vật thanh sạch, hãy đem theo mỗi loài bảy cặp, đực và cái; còn loài vật không thanh sạch mỗi loài một cặp, đực và cái.
And of the birds of the air, seven males and seven females, so that their seed may still be living on the face of the earth.|Cũng hãy đem theo những chim trời, mỗi thứ bảy cặp, trống và mái, để giữ giống ở trên khắp mặt đất.
For after seven days I will send rain on the earth for forty days and forty nights, for the destruction of every living thing which I have made on the face of the earth.|Vì còn bảy ngày nữa, ta sẽ làm mưa xuống mặt đất, trong bốn mươi ngày và bốn mươi đêm; ta sẽ tuyệt diệt khỏi đất hết các loài của ta đã dựng nên.
And Noah did everything which the Lord said he was to do.|Đoạn, Nô-ê làm theo mọi điều Đức Giê-hô-va đã phán dặn mình.
And Noah was six hundred years old when the waters came flowing over all the earth.|Vả, khi lụt xảy ra, và nước tràn trên mặt đất, thì Nô-ê đã được sáu trăm tuổi.
And Noah, with his sons and his wife and his sons' wives, went into the ark because of the flowing of the waters.|Vì cớ nước lụt, nên Nô-ê vào tàu cùng vợ, các con trai và các dâu mình;
Of clean beasts, and of beasts which are not clean, and of birds, and of everything which goes on the earth,|loài vật thanh sạch và loài vật không thanh sạch, loài chim, loài côn trùng trên mặt đất,
In twos, male and female, they went into the ark with Noah, as God had said.|từng cặp, đực và cái, trống và mái, đều đến cùng Nô-ê mà vào tàu, y như lời Đức Chúa Trời đã phán dặn người.
And after the seven days, the waters came over all the earth.|Sau bảy ngày, nước lụt xảy có trên mặt đất.
