
					Leviticus 1				|
And let him put the perfume on the fire before the Lord so that the ark may be covered with a cloud of the smoke of the perfume, in order that death may not overtake him.|Người phải bỏ hương trên lửa, trước mặt Đức Giê-hô-va, hầu cho ngọn khói hương bao phủ nắp thi ân ở trên hòm bảng chứng, thì người không chết.
And let him take some of the blood of the ox, shaking drops of it from his finger on the cover of the ark on the east side, and before it, seven times.|Người cũng phải lấy huyết con bò tơ đó, dùng ngón tay rảy trên nắp thi ân, về phía đông, và rảy bảy lần về phía trước nắp thi ân.
Then let him put to death the goat of the sin-offering for the people, and take its blood inside the veil and do with it as he did with the blood of the ox, shaking drops of it on and before the cover of the ark.|Đoạn, người giết con dê đực dùng về dân chúng làm của lễ chuộc tội; đem huyết nó vào phía trong bức màn; dùng huyết con dê đực đó cũng như đã dùng huyết con bò tơ, tức là rảy trên nắp thi ân và trước nắp thi ân vậy.
And let him make the holy place free from whatever is unclean among the children of Israel and from their wrongdoing in all their sins; and let him do the same for the Tent of meeting, which has its place among an unclean people.|Người vì cớ sự ô uế, sự vi phạm và tội lỗi của dân Y-sơ-ra-ên phải làm lễ chuộc tội cho nơi thánh và cho hội mạc ở giữa sự ô uế của họ.
And no man may be in the Tent of meeting from the time when Aaron goes in to take away sin in the holy place till he comes out, having made himself and his house and all the people of Israel free from sin.|Khi thầy tế lễ vào đặng làm lễ chuộc tội nơi thánh cho đến khi người ra, thì chẳng nên có ai ở tại hội mạc; vậy, người sẽ làm lễ chuộc tội cho mình, cho nhà mình, và cho cả hội chúng Y-sơ-ra-ên.
And he is to go out to the altar which is before the Lord and make it free from sin; and he is to take some of the blood of the ox and the blood of the goat and put it on the horns of the altar and round it;|Đoạn, người ra, đi đến bàn thờ ở trước mặt Đức Giê-hô-va, đặng làm lễ chuộc tội cho bàn thờ; người lấy huyết con bò tơ đực và con dê đực, bôi chung quanh những sừng của bàn thờ.
Shaking drops of the blood from his finger on it seven times to make it holy and clean from whatever is unclean among the children of Israel.|Rồi dùng ngón tay rảy huyết bảy lần trên bàn thờ, làm cho bàn thờ nên sạch và thánh, vì cớ những sự ô uế của dân Y-sơ-ra-ên.
And when he has done whatever is necessary to make the holy place and the Tent of meeting and the altar free from sin, let him put the living goat before the Lord;|Khi thầy tế lễ đã làm lễ chuộc tội cho nơi thánh, cho hội mạc, và cho bàn thờ rồi, thì người phải dâng con dê đực còn sống kia.
And Aaron, placing his two hands on the head of the living goat, will make a public statement over him of all the evil doings of the children of Israel and all their wrongdoing, in all their sins; and he will put them on the head of the goat and send him away, in the care of a man who will be waiting there, into the waste land.|A-rôn sẽ nhận hai tay mình trên đầu con dê đực còn sống, xưng trên nó các gian ác và sự vi phạm, tức những tội lỗi của dân Y-sơ-ra-ên, và chất trên đầu nó, rồi nhờ một người chực sẵn việc nầy mà sai đuổi nó ra, thả vào đồng vắng.
And the goat will take all their sins into a land cut off from men, and he will send the goat away into the waste land.|Vậy, con dê đực đó sẽ gánh trên mình các tội ác của dân Y-sơ-ra-ên ra nơi hoang địa.
Then let Aaron come into the Tent of meeting and take off the linen clothing which he put on when he went into the holy place, and put them down there;|A-rôn sẽ trở vào hội mạc, cổi bộ áo bằng vải gai mịn mình đã mặc đặng vào nơi thánh, và để tại đó.
And after bathing his body in water in a holy place, he is to put on his clothing and come out and give his burned offering and the burned offering of the people, to take away his sin and the sin of the people.|Rồi lấy nước tắm mình trong một nơi thánh, mặc áo lại, đi ra, dâng của lễ thiêu về phần mình, và của lễ thiêu về phần dân chúng, đặng làm lễ chuộc tội cho mình và cho dân chúng.
And the fat of the sin-offering is to be burned by him on the altar.|Người cũng phải lấy mỡ của con sinh tế chuộc tội mà xông trên bàn thờ.
And the man who takes away the goat for Azazel is to have his clothing washed and his body bathed in water and then he may come back to the tent-circle.|Người nào dẫn con dê đực về phần A-xa-sên, phải giặt quần áo mình, tắm mình trong nước, đoạn mới sẽ được vào trại quân.
And the ox of the sin-offering and the goat of the sin-offering, whose blood was taken in to make the holy place free from sin, are to be taken away outside the tent-circle and their skins and their flesh and their waste are to be burned with fire.|Nhưng người ta phải đem ra ngoài trại quân con bò tơ đực và con dê đực đã dâng lên làm của lễ chuộc tội, mà huyết nó đã đem vào nơi thánh đặng làm lễ chuộc tội; rồi phải lấy da, thịt và phẩn của hai thú đó mà đốt trong lửa.
And the man by whom they are burned is to have his clothing washed and his body bathed in water, and then he may come back to the tent-circle.|Kẻ nào đứng đốt phải giặt quần áo mình, tắm mình trong nước, đoạn mới được vào trại quân.
And let this be an order to you for ever: in the seventh month, on the tenth day, you are to keep yourselves from pleasure and do no sort of work, those who are Israelites by birth and those from other lands who are living among you:|Điều nầy sẽ là một lệ định đời đời cho các ngươi: đến mồng mười tháng bảy, các ngươi phải ép linh hồn mình, không nên làm một việc nào, bất kỳ người bổn xứ hay là kẻ khách kiều ngụ giữa các ngươi;
For on this day your sin will be taken away and you will be clean: you will be made free from all your sins before the Lord.|vì trong ngày đó người ta sẽ làm lễ chuộc tội cho các ngươi, để các ngươi được tinh sạch: chắc các ngươi sẽ được sạch những tội lỗi mình trước mặt Đức Giê-hô-va vậy.
It is a special Sabbath for you, and you are to keep yourselves from pleasure; it is an order for ever.|Ay sẽ là một lễ Sa-bát, một ngày nghỉ cho các ngươi, phải ép linh hồn mình; đó là một lệ định đời đời vậy.
And the man on whose head the holy oil has been put, and who has been marked out to be a priest in his father's place, will do what is necessary to take away sin, and will put on the linen clothing, even the holy robes:|Thầy tế lễ đã được phép xức dầu và lập làm chức tế lễ cho cha mình, sẽ mặc lấy bộ áo vải gai, tức là bộ áo thánh, mà làm lễ chuộc tội.
And he will make the holy place and the Tent of meeting and the altar free from sin; he will take away sin from the priests and from all the people.|Người sẽ chuộc tội cho nơi thánh, cho hội mạc, cho bàn thờ, cho những thầy tế lễ, và cho cả dân của hội chúng.
And let this be an order for ever for you, so that the sin of the children of Israel may be taken away once every year. And he did as the Lord gave orders to Moses.|Mỗi năm một lần phải làm lễ chuộc tội cho dân Y-sơ-ra-ên, đặng làm cho sạch các tội lỗi của chúng; ấy sẽ một lệ định đời đời cho các ngươi vậy. A-rôn làm y như Đức Giê-hô-va đã phán dặn Môi-se.

					Leviticus 17				|
						Lê-vi 17					
And the Lord said to Moses,|Đức Giê-hô-va phán cùng Môi-se rằng:
Say to Aaron and to his sons and to all the children of Israel: This is the order which the Lord has given.|Hãy nói cùng cả dân Y-sơ-ra-ên rằng: Nầy là lời Đức Giê-hô-va phán dặn:
If any man of Israel puts to death an ox or a lamb or a goat, in or outside the tent-circle;|Nếu một người nam trong nhà Y-sơ-ra-ên giết một con bò, một con chiên con, hoặc một con dê trong trại quân hay là ngoài trại quân,
And has not taken it to the door of the Tent of meeting, to make an offering to the Lord, before the Lord's House, its blood will be on him, for he has taken life, and he will be cut off from among his people:|chẳng đem đến cửa hội mạc đặng dâng cho Đức Giê-hô-va, trước đền tạm của Ngài, thì huyết sẽ đổ tội về người; người đã làm đổ huyết ra, nên sẽ bị truất khỏi dân sự mình.
So that the children of Israel may take to the Lord, to the door of the Tent of meeting and to the priest, the offerings which they have put to death in the open country, and that they may make their peace-offerings to the Lord.|Ay hầu cho dân Y-sơ-ra-ên lấy của lễ mình giết ngoài đồng, dẫn đến thầy tế lễ, trước mặt Đức Giê-hô-va, tại cửa hội mạc, đặng dâng lên làm của lễ thù ân cho Đức Giê-hô-va.
And the priest will put blood on the altar of the Lord at the door of the Tent of meeting, burning the fat for a sweet smell to the Lord.|Thầy tế lễ sẽ rưới huyết con sinh trên bàn thờ của Đức Giê-hô-va để tại cửa hội mạc, và xông mỡ có mùi thơm cho Đức Giê-hô-va.
And let them make no more offerings to evil spirits, after which they have gone, turning away from the Lord. Let this be a law to them for ever, through all their generations.|Dân Y-sơ-ra-ên cũng chẳng nên dâng của lễ mình cho ma quỉ nữa, mà thông dâm cùng nó. Điều nầy sẽ làm một lệ định đời đời cho họ trải qua các thế đại.
And say to them, If any man of Israel, or any other living among them, makes a burned offering or other offering,|Vậy, ngươi hãy nói cùng dân Y-sơ-ra-ên rằng: Phàm người nào trong vòng dân Y-sơ-ra-ên hay là kẻ khách kiều ngụ giữa họ, dâng một của lễ thiêu hay là một của lễ chi,
And does not take it to the door of the Tent of meeting to make an offering to the Lord, that man will be cut off from among his people.|mà chẳng đem đến tại cửa hội mạc đặng dâng cho Đức Giê-hô-va, thì người đó sẽ bị truất khỏi dân sự mình.
And if any man of Israel, or any other living among them, takes any sort of blood for food, my wrath will be turned against that man and he will be cut off from among his people.|Phàm người nào của nhà Y-sơ-ra-ên hay là kẻ khách kiều ngụ giữa họ, ăn huyết chi cũng mặc, thì ta sẽ nổi giận cùng kẻ ăn đó, truất nó khỏi dân sự mình;
For the life of the flesh is in its blood; and I have given it to you on the altar to take away your sin: for it is the blood which makes free from sin because of the life in it.|vì sanh mạng của xác thịt ở trong huyết; ta đã cho các ngươi huyết rưới trên bàn thờ đặng làm lễ chuộc tội cho linh hồn mình; vì nhờ sanh mạng mà huyết mới chuộc tội được.
For this reason I have said to the children of Israel, No man among you, or any others living with you, may take blood as food.|Bởi cớ đó ta đã phán cùng dân Y-sơ-ra-ên rằng: Trong vòng các ngươi không ai nên ăn huyết; kẻ khách kiều ngụ giữa các ngươi cũng không nên ăn huyết.
And any man of Israel, or any other living among them, who gets with his bow any beast or bird used for food, is to see that its blood is covered with earth.|Còn nếu ai, hoặc dân Y-sơ-ra-ên. hoặc kẻ khách kiều ngụ giữa họ, đi săn được một con thú hay là con chim ăn thịt được, thì phải đổ huyết nó ra, rồi lấy bụi đất lấp lại;
For the blood is the life of all flesh: and so I have said to the children of Israel, You may not take any sort of blood as food, and any man who does so will be cut of.|vì sanh mạng của mọi xác thịt, ấy là huyết nó, trong huyết có sanh mạng. Bởi cớ ấy, ta đã phán cùng dân Y-sơ-ra-ên rằng: Các ngươi không nên ăn huyết của xác thịt nào; vì sanh mạng của mọi xác thịt, ấy là huyết nó; ai ăn sẽ bị truất diệt.
And anyone who takes as food anything which has come to a natural end, or anything which has been put to death by beasts, if he is one of you by birth, or of another nation, will have to have his clothing washed and his body bathed in water and be unclean till evening, and then he will be clean.|Hễ người nào, hoặc sanh đẻ tại xứ, hoặc kẻ khách, ăn thịt của một con thú chết hay là bị xé, phải giặt quần áo mình, tắm trong nước, bị ô uế đến chiều tối, đoạn được tinh sạch lại.
But if his clothing is not washed and his body bathed, his sin will be on him.|Còn nếu người không giặt quần áo và không tắm, thì sẽ mang tội mình.

					Leviticus 18				|
						Lê-vi 18					
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
Say to the children of Israel, I am the Lord your God.|Hãy nói cùng dân Y-sơ-ra-ên rằng: Ta là Giê-hô-va Đức Chúa Trời các ngươi.
You may not do those things which were done in the land of Egypt where you were living; and you may not do those things which are done in the land of Canaan where I am taking you, or be guided in your behaviour by their rules.|Các ngươi chớ làm theo những điều người ta làm hoặc tại xứ Ê-díp-tô, là nơi các ngươi đã kiều ngụ, hoặc tại xứ Ca-na-an, là xứ ta dẫn các ngươi đi đến: chớ đi theo thói tục họ.
But you are to be guided by my decisions and keep my rules, and be guided by them: I am the Lord your God.|Các ngươi hãy tuân mạng lịnh ta, gìn giữ luật pháp ta đặng noi theo: Ta là Giê-hô-va Đức Chúa Trời các ngươi.
So keep my rules and my decisions, which, if a man does them, will be life to him: I am the Lord.|Vậy, hãy giữ luật pháp và mạng lịnh ta, người nào làm theo, thì sẽ nhờ nó mà được sống: Ta là Đức Giê-hô-va.
You may not have sex connection with anyone who is a near relation: I am the Lord.|Chớ một ai trong vòng các ngươi đến gần cùng người nữ bà con mình đặng cấu hiệp: Ta là Đức Giê-hô-va.
You may not have sex relations with your father or your mother: she is your mother, you may not take her.|Chớ cấu hiệp cùng mẹ mình; bằng cấu hiệp, tất làm nhục cho cha mẹ.
And you may not have sex relations with your father's wife: she is your father's.|Chớ cấu hiệp cùng kế mẫu, bằng cấu hiệp, ấy làm nhục cho cha mình.
You may not take your sister, the daughter of your father or of your mother, wherever her birth took place, among you or in another country.|Chớ cấu hiệp cùng chị em mình, hoặc một cha khác mẹ, hoặc một mẹ khác cha, hoặc sanh tại trong nhà, hoặc sanh ở ngoài.
You may not have sex relations with your son's daughter or your daughter's daughter, for they are part of yourself;|Chớ cấu hiệp cùng cháu gái, hoặc cháu gái nội, hoặc cháu gái ngoại; bằng cấu hiệp, ấy là gây nhục cho mình.
Or your father's wife's daughter, the child of your father, for she is your sister.|Chớ cấu hiệp cùng con gái của kế mẫu bởi cha mình sanh ra, vì là em gái ngươi.
You may not have sex connection with your father's sister, for she is your father's near relation.|Chớ cấu hiệp cùng chị em của cha ngươi; vì là cốt nhục của cha ngươi.
You may not have sex connection with your mother's sister, for she is your mother's near relation.|Chớ cấu hiệp cùng chị em của mẹ ngươi; vì là cốt nhục của mẹ ngươi.
You may not have sex relations with the wife of your father's brother, for she is of your family;|Chớ cấu hiệp cùng bác gái hay thím ngươi; bằng cấu hiệp, ấy là gây nhục cho anh em của cha ngươi.
Or with your daughter-in-law, for she is your son's wife, and you may not take her.|Chớ cấu hiệp cùng dâu ngươi; vì là vợ của con trai mình.
You may not have sex relations with your brother's wife, for she is your brother's.|Chớ cấu hiệp cùng chị dâu hay em dâu ngươi; nếu cấu hiệp, ấy làm nhục cho anh em ngươi vậy.
You may not take as wife a woman and her daughter, or her son's daughter or her daughter's daughter, for they are of one family: it is an act of shame.|Chớ cấu hiệp cùng một người đàn bà luôn với con gái của người đàn bà nữa. Chớ lấy cháu gái nội ngươi, hoặc cháu gái ngoại ngươi đặng cấu hiệp cùng họ; chúng nó đều là cốt nhục gần; làm vậy, ấy là một việc ác dục.
And you may not take as wife a woman and at the same time her sister, to be in competition with her in her life-time.|Chớ lấy vợ luôn với chị em người mà cấu hiệp cùng nó gần bên vợ chánh mình đương khi người còn sống, e khi sanh ghen tương.
And you may not go near a woman or have sex relations with her when she is unclean, at her regular time.|Trong lúc người nữ có kinh nguyệt, chớ đến gần mà cấu hiệp.
And you may not have sex relations with your neighbour's wife, making yourself unclean with her.|Chớ nằm cùng vợ người lân cận mình, mà gây cho mình bị ô uế với người.
And you may not make any of your children go through the fire as an offering to Molech, and you may not put shame on the name of your God: I am the Lord.|Chớ bắt con cái mình đặng dâng cho thần Mo-lóc, chớ làm ô danh Đức Chúa Trời ngươi: Ta là Đức Giê-hô-va.
You may not have sex relations with men, as you do with women: it is a disgusting thing.|Chớ nằm cùng một người nam như người ta nằm cùng một người nữ; ấy là một sự quái gớm.
And you may not have sex relations with a beast, making yourself unclean with it; and a woman may not give herself to a beast: it is an unnatural act.|Chớ nằm cùng một con thú nào, mà gây cho mình bị ô uế với nó; một người đàn bà chớ nằm cùng thú vật nào; ấy là một sự quái gớm.
Do not make yourself unclean in any of these ways; for so have those nations whom I am driving out from before you made themselves unclean:|Các ngươi chớ làm một trong mấy việc đó mà tự gây cho mình ô uế; bởi dân mà ta sẽ đuổi khỏi trước mặt các ngươi đã thành ô uế vì cớ làm các việc đó.
And the land itself has become unclean; so that I have sent on it the reward of its wrongdoing, and the land itself puts out those who are living in it.|Đất vì chúng nó mà bị ô uế; ta sẽ phạt tội ác họ; đất sẽ mửa dân nó ra vậy.
So then keep my rules and my decisions, and do not do any of these disgusting things, those of you who are Israelites by birth, or any others who are living with you:|Còn các ngươi, hoặc dân bổn xứ, hoặc kẻ khách kiều ngụ giữa các ngươi, phải giữ luật pháp và mạng lịnh ta, đừng làm một trong những điều quái gớm nầy.
(For all these disgusting things were done by the men of this country who were there before you, and the land has been made unclean by them;)|Vì những điều quái gớm ấy, những người ở tại xứ trước các ngươi đã làm; và đất vì cớ đó phải thành ô uế.
So that the land may not put you out from it, when you make it unclean, as it put out the nations which were there before you.|Vậy, chớ làm đất thành ô uế, e khi đất mửa các ngươi ra, như đã mửa dân cư trú tại xứ trước các ngươi chăng;
For all those who do any of these disgusting things will be cut off from among their people.|vì phàm ai làm một trong những điều quái gớm ấy sẽ bị truất khỏi dân sự mình.
So then, keep my orders, so that you may not do any of these disgusting things which were done before you, or make yourselves unclean through them: I am the Lord your God.|Thế thì, các ngươi phải giữ điều ta phán dặn, để đừng làm theo một trong các thói tục gớm ghiếc nào đã làm trước các ngươi, và các ngươi chớ vì các thói tục đó mà gây cho mình ô uế. Ta là Giê-hô-va Đức Chúa Trời của các ngươi.

					Leviticus 19				|
						Lê-vi 19					
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
Say to all the people of Israel, You are to be holy, for I, the Lord your God, am holy.|Hãy truyền cho cả hội chúng Y-sơ-ra-ên rằng: Hãy nên thánh, vì ta Giê-hô-va Đức Chúa Trời các người, vốn là thánh.
Let every man give honour to his mother and to his father and keep my Sabbaths: I am the Lord your God.|Ai nấy phải tôn kính cha mẹ mình và giữ những ngày sa-bát ta: Ta là Giê-hô-va Đức Chúa Trời của các ngươi.
Do not go after false gods, and do not make metal images of gods for yourselves: I am the Lord your God.|Chớ xây về hình tượng và cũng chớ đúc tượng tà thần: Ta là Giê-hô-va Đức Chúa Trời của các ngươi.
And when you give a peace offering to the Lord, do it in the way which is pleasing to the Lord.|Khi các ngươi dâng của lễ thù ân cho Đức Giê-hô-va, thì phải dâng một cách cho được nhậm;
Let it be used for food on the same day on which it is offered, or on the day after; and whatever is over on the third day is to be burned with fire.|ăn nội trong ngày dâng đó và ngày mai; còn phần chi dư lại qua ngày thứ ba, thì phải thiêu đi.
If any of it is used for food on the third day, it is a disgusting thing and will not be pleasing to the Lord.|Nếu người ta để ăn đến ngày thứ ba, ấy là một điều gớm ghiếc chẳng được nhậm.
And as for anyone who takes it for food, his sin will be on him, for he has put shame on the holy thing of the Lord: he will be cut off from his people.|Ai ăn của lễ như vậy sẽ mang lấy tội ác mình, vì đã làm vật thánh của Đức Giê-hô-va ra ô độc: người đó sẽ bị truất khỏi dân sự mình.
And when you get in the grain from your land, do not let all the grain be cut from the edges of the field, or take up what has been dropped on the earth after the getting in of the grain.|Khi các ngươi gặt lúa trong xứ mình, chớ có gặt đến cuối đầu đồng, và chớ mót lại những bông còn sót;
And do not take all the grapes from your vine-garden, or the fruit dropped on the earth; let the poor man, and the man from another country, have these: I am the Lord your God.|các ngươi chớ cắn mót nho mình, đừng nhặt những trái rớt rồi, hãy để cho mấy người nghèo và kẻ khách: Ta là Giê-hô-va Đức Chúa Trời của các ngươi.
Do not take anyone's property or be false in act or word to another.|Các ngươi chớ ăn trộm ăn cắp, chớ nói dối, và chớ lừa đảo nhau.
And do not take an oath in my name falsely, putting shame on the name of your God: I am the Lord.|Các ngươi chớ chỉ danh ta mà thề dối, vì ngươi làm ô danh của Đức Chúa Trời mình: Ta là Đức Giê-hô-va.
Do not be cruel to your neighbour or take what is his; do not keep back a servant's payment from him all night till the morning.|Chớ ức hiếp kẻ lân cận mình, chớ cướp giựt của họ. Tiền công của kẻ làm mướn ngươi, chớ nên để lại trong nhà mình cho đến ngày mai.
Do not put a curse on those who have no hearing, or put a cause of falling in the way of the blind, but keep the fear of your God before you: I am the Lord.|Chớ nên rủa sả người điếc, chớ để trước mặt người mù vật chi làm cho người vấp té; nhưng hãy kính sợ Đức Chúa Trời ngươi: Ta là Đức Giê-hô-va.
Do no wrong in your judging: do not give thought to the position of the poor, or honour to the position of the great; but be a judge to your neighbour in righteousness.|Các ngươi chớ phạm sự bất nghĩa trong việc xét đoán, chớ thiên vị người nghèo, chớ nể kẻ quyền thế; hãy cứ theo công bình mà xét đoán kẻ lân cận ngươi.
Do not go about saying untrue things among your people, or take away the life of your neighbour by false witness: I am the Lord.|Chớ buông lời phao vu trong dân sự mình, chớ lập mưu kế nghịch sự sống của kẻ lân cận mình: Ta là Đức Giê-hô-va.
Let there be no hate in your heart for your brother; but you may make a protest to your neighbour, so that he may be stopped from doing evil.|Chớ có lòng ghen ghét anh em mình; hãy sửa dạy kẻ lân cận mình, đừng vì cớ họ mà phải mắc tội.
Do not make attempts to get equal with one who has done you wrong, or keep hard feelings against the children of your people, but have love for your neighbour as for yourself: I am the Lord.|Chớ toan báo thù, chớ giữ sự báo thù cùng con cháu dân sự mình; nhưng hãy yêu thương kẻ lân cận ngươi như mình: Ta là Đức Giê-hô-va.
Keep my laws. Do not let your cattle have offspring by those of a different sort; do not put mixed seed into your field; do not put on a robe made of two sorts of cloth.|Các ngươi hãy giữ những mạng lịnh ta. Chớ để loài vật khác giống phủ lẫn nhau; chớ gieo ruộng ngươi hai thứ giống, và chớ mặc mình bằng áo dệt nhiều thứ chỉ.
If any man has sex relations with a servant-woman who has given her word to be married to a man, and has not been made free for a price or in any other way, the thing will be looked into; but they will not be put to death because she was not a free woman.|Nếu một người nam nằm và cấu hiệp cùng một đứa tớ gái đã hứa gả cho một người, nhưng chưa chuộc ra, hoặc chưa được phóng mọi; thì hai người đều sẽ bị hình phạt, mà không phải đến chết, vì đứa tớ gái chưa được phóng mọi.
Let him take his offering for wrongdoing to the Lord, to the door of the Tent of meeting; let him give a male sheep as an offering for wrongdoing.|Người nam vì lỗi mình sẽ dẫn một con chiên đực đến trước mặt Đức Giê-hô-va tại cửa hội mạc, mà làm của lễ chuộc sự mắc lỗi.
And the priest will take away his sin before the Lord with the sheep which is offered for his wrongdoing, and he will have forgiveness for the sin which he has done.|Thầy tế lễ sẽ dùng con chiên đực làm của lễ chuộc sự mắc lỗi đặng làm lễ chuộc tội cho người đã phạm, trước mặt Đức Giê-hô-va; vậy, tội người đã phạm sẽ được tha.
And when you have come into the land, and have put in all sorts of fruit-trees, their fruit will be as if they had not had circumcision, and for three years their fruit may not be used for food.|Khi các ngươi sẽ vào xứ Ca-na-an, và đã trồng các thứ cây trái rồi, hãy coi các trái chiếng nó không sạch, như chưa chịu phép cắt bì; trong ba năm các ngươi hãy coi nó không sạch, chớ nên ăn;
And in the fourth year all the fruit will be holy as a praise-offering to the Lord.|nhưng qua năm thứ tư, các trái nó sẽ nên thánh làm của lễ khen ngợi Đức Giê-hô-va.
But in the fifth year you may take the fruit and the increase of it for your food: I am the Lord your God.|Qua năm thứ năm, các ngươi phải ăn trái, hầu cho cây thêm hoa quả: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
Nothing may be used for food with its blood in it; you may not make use of strange arts, or go in search of signs and wonders.|Các ngươi chớ ăn vật chi có huyết, chớ dùng bói khoa, chớ làm thuật số.
The ends of the hair round your face and on your chin may not be cut off.|Chớ cắt mé tóc mình cho tròn, và chớ nên phá khóe râu mình.
You may not make cuts in your flesh in respect for the dead, or have marks printed on your bodies: I am the Lord.|Chớ vì kẻ chết mà cắt thịt mình, chớ xăm vẽ trên mình: Ta là Đức Giê-hô-va.
Do not make your daughter common by letting her become a loose woman, for fear that the land may become full of shame.|Chớ nhục con gái ngươi khiến nó làm kỵ nữ, để trong xứ không có điều dâm loạn và đầy dẫy những ác dục.
Keep my Sabbaths and have respect for my holy place: I am the Lord.|Các ngươi phải giữ những sa-bát ta, và tôn kính nơi thánh ta: Ta là Đức Giê-hô-va.
Do not go after those who make use of spirits, or wonder-workers; do not go in their ways or become unclean through them: I am the Lord your God.|Các ngươi chớ cầu đồng cốt hay là thầy bói; chớ hỏi chúng nó, e vì chúng nó mà các ngươi phải bị ô uế: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
Get up from your seats before the white-haired, and give honour to the old, and let the fear of your God be before you: I am the Lord.|Trước mặt người tóc bạc, ngươi hãy đứng dậy, kính người già cả, và kính sợ Đức Chúa Trời ngươi. Ta là Đức Giê-hô-va.
And if a man from another country is living in your land with you, do not make life hard for him;|Khi kẻ khách nào kiều ngụ trong xứ các ngươi, thì chớ hà hiếp người.
Let him be to you as one of your countrymen and have love for him as for yourself; for you were living in a strange land, in the land of Egypt: I am the Lord your God.|Kẻ khách kiều ngụ giữa các ngươi sẽ kể như kẻ đã sanh đẻ giữa các ngươi; hãy thương yêu người như mình, vì các ngươi đã làm khách kiều ngụ trong xứ Ê-díp-tô: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
Do not make false decisions in questions of yard-sticks and weights and measures.|Các ngươi chớ phạm sự bất nghĩa trong việc xét đoán, hoặc sự đo, sự cân, hay là sự lường.
Have true scales, true weights and measures for all things: I am the Lord your God, who took you out of the land of Egypt;|Các ngươi phải có cân thiệt, trái cân bằng đá đúng, một ê-pha thiệt, và một hin thiệt: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi, Đấng đã dẫn các ngươi ra khỏi xứ Ê-díp-tô.
You are to keep all my rules and my decisions and do them: I am the Lord.|Vậy, các ngươi hãy gìn giữ làm theo các luật pháp và các mạng lịnh ta: Ta là Đức Giê-hô-va.
