
					Sáng Thế 1				|
Lê-méc cưới hai vợ; một người tên là A-đa, một người tên là Si-la.|拉 麥 娶 了 兩 個 妻 、 一 個 名 叫 亞 大 、 一 個 名 叫 洗 拉 。
A-đa sanh Gia-banh; Gia-banh là tổ phụ của các dân ở trại và nuôi bầy súc vật.|亞 大 生 雅 八 、 雅 八 就 是 住 帳 棚 牧 養 牲 畜 之 人 的 祖 師 。
Em người là Giu-banh, tổ phụ của những kẻ đánh đờn và thổi sáo.|雅 八 的 兄 弟 名 叫 猶 八 ． 他 是 一 切 彈 琴 吹 簫 之 人 的 祖 師 。
Còn Si-la cũng sanh Tu-banh-Ca-in là người rèn đủ thứ khí giới bén bằng đồng và bằng sắt. Em gái của Tu-banh-Ca-in là Na -a-ma.|洗 拉 又 生 了 土 八 該 隱 、 他 是 打 造 各 樣 銅 鐵 利 器 的 、 〔 或 作 是 銅 匠 鐵 匠 的 祖 師 〕 土 八 該 隱 的 妹 子 是 拿 瑪 。
Lê-méc bèn nói với hai vợ mình rằng: Hỡi A-đa và Si-la! hãy nghe tiếng ta; Nầy, vợ Lê-méc hãy lắng tai nghe lời ta: Ừ! Ta đã giết một người, vì làm thương ta, Và một người trẻ, vì đánh sưng bầm ta.|拉 麥 對 他 兩 個 妻 子 說 、 亞 大 、 洗 拉 、 聽 我 的 聲 音 、 拉 麥 的 妻 子 細 聽 我 的 話 語 、 壯 年 人 傷 我 、 我 把 他 殺 了 、 少 年 人 損 我 、 我 把 他 害 了 ． 〔 或 作 我 殺 壯 士 卻 傷 自 己 我 害 幼 童 卻 損 本 身 〕
Nếu Ca-in được bảy lần báo thù, Lê-méc sẽ được bảy mươi bảy lần báo oán.|若 殺 該 隱 、 遭 報 七 倍 、 殺 拉 麥 、 必 遭 報 七 十 七 倍 。
A-đam còn ăn ở với vợ mình; người sanh được một con trai đặt tên là Sết; vì vợ rằng: Đức Chúa Trời đã cho tôi một con trai khác thế cho A-bên mà đã bị Ca-in giết rồi.|亞 當 又 與 妻 子 同 房 、 他 就 生 了 一 個 兒 子 、 起 名 叫 塞 特 、 意 思 說 、 　 神 另 給 我 立 了 一 個 兒 子 代 替 亞 伯 、 因 為 該 隱 殺 了 他 。
Sết cũng sanh được một con trai, đặt tên là Ê-nót. Từ đây, người ta bắt đầu cầu khẩn danh Đức Giê-hô-va.|塞 特 也 生 了 一 個 兒 子 、 起 名 叫 以 挪 士 。 那 時 候 人 纔 求 告 耶 和 華 的 名 。

					Sáng Thế 5				|
						創世記 5					
Đây là sách chép dòng dõi của A-đam. Ngày mà Đức Chúa Trời dựng nên loài người, thì người làm nên loài người giống như Đức Chúa Trời;|亞 當 的 後 代 、 記 在 下 面 。 當 　 神 造 人 的 日 子 、 是 照 著 自 己 的 樣 式 造 的 、
Ngài dựng nên người nam cùng người nữ, ban phước cho họ, và trong ngày đã dựng nên, đặt tên là người.|並 且 造 男 造 女 、 在 他 們 被 造 的 日 子 、 　 神 賜 福 給 他 們 、 稱 他 們 為 人 。
Vả, A-đam được một trăm ba mươi tuổi, sanh một con trai giống như hình tượng mình, đặt tên là Sết.|亞 當 活 到 一 百 三 十 歲 、 生 了 一 個 兒 子 、 形 像 樣 式 和 自 己 相 似 、 就 給 他 起 名 叫 塞 特 。
Sau khi A-đam sanh Sết rồi, còn sống được tám trăm năm, sanh con trai con gái.|亞 當 生 塞 特 之 後 、 又 在 世 八 百 年 ． 並 且 生 兒 養 女 。
Vậy, A-đam hưởng thọ được chín trăm ba mươi tuổi, rồi qua đời.|亞 當 共 活 了 九 百 三 十 歲 就 死 了 。
Sết được một trăm năm tuổi, sanh Ê-nót.|塞 特 活 到 一 百 零 五 歲 、 生 了 以 挪 士 。
Sau khi Sết sanh Ê-nót rồi, còn sống được tám trăm bảy năm, sanh con trai con gái.|塞 特 生 以 挪 士 之 後 、 又 活 了 八 百 零 七 年 ． 並 且 生 兒 養 女 。
Vậy, Sết hưởng thọ được chín trăm mười hai tuổi, rồi qua đời.|塞 特 共 活 了 九 百 一 十 二 歲 就 死 了 。
Ê-nót được chín mươi tuổi, sanh Kê-nan.|以 挪 士 活 到 九 十 歲 、 生 了 該 南 。
Sau khi sanh Kê-nan rồi, còn sống được tám trăm mười lăm năm, sanh con trai con gái.|以 挪 士 生 該 南 之 後 、 又 活 了 八 百 一 十 五 年 ． 並 且 生 兒 養 女 。
Vậy, Ê-nót hưởng thọ được chín trăm năm tuổi, rồi qua đời.|以 挪 士 共 活 了 九 百 零 五 歲 就 死 了 。
Kê-nan được bảy mươi tuổi, sanh Ma-ha-la-le.|該 南 活 到 七 十 歲 、 生 了 瑪 勒 列 。
Sau khi Kê-nan sanh Ma-ha-la-le rồi, còn sống được tám trăm bốn mươi năm, sanh con trai con gái.|該 南 生 瑪 勒 列 之 後 、 又 活 了 八 百 四 十 年 ． 並 且 生 兒 養 女 。
Vậy, Kê-nan hưởng thọ được chín trăm mười tuổi, rồi qua đời.|該 南 共 活 了 九 百 一 十 歲 就 死 了 。
Ma-ha-la-le được sáu mươi lăm tuổi, sanh Giê-rệt.|瑪 勒 列 活 到 六 十 五 歲 、 生 了 雅 列 。
Sau khi Ma-ha-la-le sanh Giê-rệt rồi, còn sống được tám trăm ba mươi năm, sanh con trai con gái.|瑪 勒 列 生 雅 列 之 後 、 又 活 了 八 百 三 十 年 ． 並 且 生 兒 養 女 。
Vậy, Ma-ha-la-le hưởng thọ được tám trăm chín mươi lăm tuổi, rồi qua đời.|瑪 勒 列 共 活 了 八 百 九 十 五 歲 就 死 了 。
Giê-rệt được một trăm sáu mươi hai tuổi, sanh Hê-nóc.|雅 列 活 到 一 百 六 十 二 歲 、 生 了 以 諾 。
Sau khi Giê-rệt sanh Hê-nót rồi, còn sống được tám trăm năm, sanh con trai con gái.|雅 列 生 以 諾 之 後 、 又 活 了 八 百 年 ． 並 且 生 兒 養 女 。
Vậy, Giê-rệt hưởng thọ được chín trăm sáu mươi hai tuổi, rồi qua đời.|雅 列 共 活 了 九 百 六 十 二 歲 就 死 了 。
Hê-nóc được sáu mươi lăm tuổi, sanh Mê-tu-sê-la.|以 諾 活 到 六 十 五 歲 、 生 了 瑪 土 撒 拉 。
Sau khi Hê-nóc sanh Mê-tu-sê-la rồi, đồng đi cùng Đức Chúa Trời trong ba trăm năm, sanh con trai con gái.|以 諾 生 瑪 土 撒 拉 之 後 、 與 　 神 同 行 三 百 年 ． 並 且 生 兒 養 女 。
Vậy Hê-nóc hưởng thọ được ban trăm sáu mươi lăm tuổi.|以 諾 共 活 了 三 百 六 十 五 歲 。
Hê-nóc đồng đi cùng Đức Chúa Trời, rồi mất biệt, bởi vì Đức Chúa Trời tiếp người đi.|以 諾 與 　 神 同 行 、 　 神 將 他 取 去 、 他 就 不 在 世 了 。
Mê-tu-sê-la được một trăm tám mươi bảy tuổi, sanh Lê-méc.|瑪 土 撒 拉 活 到 一 百 八 十 七 歲 、 生 了 拉 麥 。
Sau khi Mê-tu-sê-la sanh Lê-méc rồi, còn sống được bảy trăm tám mươi hai năm, sanh con trai con gái.|瑪 土 撒 拉 生 拉 麥 之 後 、 又 活 了 七 百 八 十 二 年 ． 並 且 生 兒 養 女 。
Vậy, Mê-tu-sê-la hưởng thọ được chín trăm sáu mươi chín tuổi, rồi qua đời.|瑪 土 撒 拉 共 活 了 九 百 六 十 九 歲 就 死 了 。
Lê-méc được một trăm tám mươi hai tuổi, sanh một trai,|拉 麥 活 到 一 百 八 十 二 歲 、 生 了 一 個 兒 子 、
Đặt tên là Nô-ê, mà nói rằng: Đứa nầy sẽ an ủy lòng ta về công việc và về sự nhọc nhằn mà đất bắt tay ta phải làm, là đất Đức Giê-hô-va đã rủa sả.|給 他 起 名 叫 挪 亞 、 說 、 這 個 兒 子 必 為 我 們 的 操 作 、 和 手 中 的 勞 苦 、 安 慰 我 們 ． 這 操 作 勞 苦 是 因 為 耶 和 華 咒 詛 地 。
Sau khi Lê-méc sanh Nô-ê rồi, còn sống được năm trăm chín mươi lăm năm, sanh con trai con gái.|拉 麥 生 挪 亞 之 後 、 又 活 了 五 百 九 十 五 年 ． 並 且 生 兒 養 女 。
Vậy, Lê-méc hưởng thọ được bảy trăm bảy mươi bảy tuổi, rồi qua đời.|拉 麥 共 活 了 七 百 七 十 七 歲 就 死 了 。
Còn Nô-ê, khi đến năm trăm tuổi, sanh Sem Cham và Gia-phết.|挪 亞 五 百 歲 生 了 閃 、 含 、 雅 弗 。

					Sáng Thế 6				|
						創世記 6					
Vả, khi loài người khởi thêm nhiều trên mặt đất, và khi loài người đã sanh được con gái rồi,|當 人 在 世 上 多 起 來 、 又 生 女 兒 的 時 候 、
các con trai của Đức Chúa Trời thấy con gái loài người tốt đẹp, bèn cưới người nào vừa lòng mình mà làm vợ.|　 神 的 兒 子 們 看 見 人 的 女 子 美 貌 、 就 隨 意 挑 選 、 娶 來 為 妻 。
Đức Giê-hô-va phán rằng: Thần ta sẽ chẳng hằng ở trong loài người luôn; trong điều lầm lạc, loài người chỉ là xác thịt; đời người sẽ là một trăm hai mươi năm mà thôi.|耶 和 華 說 、 人 既 屬 乎 血 氣 、 我 的 靈 就 不 永 遠 住 在 他 裡 面 、 然 而 他 的 日 子 還 可 到 一 百 二 十 年 。
Đời đó và đời sau, có người cao lớn trên mặt đất, vì con trai Đức Chúa Trời ăn ở cùng con gái loài người mà sanh con cái; ấy những người mạnh dạn ngày xưa là tay anh hùng có danh.|那 時 候 有 偉 人 在 地 上 、 後 來 　 神 的 兒 子 們 、 和 人 的 女 子 們 交 合 生 子 、 那 就 是 上 古 英 武 有 名 的 人 。
Đức Giê-hô-va thấy sự hung ác của loài người trên mặt đất rất nhiều, và các ý tưởng của lòng họ chỉ là xấu luôn;|耶 和 華 見 人 在 地 上 罪 惡 很 大 、 終 日 所 思 想 的 盡 都 是 惡 ．
thì tự trách đã dựng nên loài người trên mặt đất, và buồn rầu trong lòng.|耶 和 華 就 後 悔 造 人 在 地 上 、 心 中 憂 傷 。
Đức Giê-hô-va phán rằng: Ta sẽ hủy diệt khỏi mặt đất loài người mà ta đã dựng nên, từ loài người cho đến loài súc vật, loài côn trùng, loài chim trời; vì ta tự trách đã dựng nên các loài đó.|耶 和 華 說 、 我 要 將 所 造 的 人 、 和 走 獸 、 並 昆 蟲 、 以 及 空 中 的 飛 鳥 、 都 從 地 上 除 滅 、 因 為 我 造 他 們 後 悔 了 。
Nhưng Nô-ê được ơn trước mặt Đức Giê-hô-va.|惟 有 挪 亞 在 耶 和 華 眼 前 蒙 恩 。
Nầy là dòng dõi của Nô-ê. Nô-ê trong đời mình là một người công bình và toàn vẹn, đồng đi cùng Đức Chúa Trời.|挪 亞 的 後 代 、 記 在 下 面 。 挪 亞 是 個 義 人 、 在 當 時 的 世 代 是 個 完 全 人 ． 挪 亞 與 　 神 同 行 。
Nô-ê sanh ba con trai là Sem, Cham và Gia-phết.|挪 亞 生 了 三 個 兒 子 、 就 是 閃 、 含 、 雅 弗 。
Thế gian bấy giờ đều bại hoại trước mặt Đức Chúa Trời và đầy dẫy sự hung ác.|世 界 在 　 神 面 前 敗 壞 ． 地 上 滿 了 強 暴 。
Nầy, Đức Chúa Trời nhìn xem thế gian, thấy điều bại hoại, vì hết thảy xác thịt làm cho đường mình trên đất phải bại hoại.|　 神 觀 看 世 界 、 見 是 敗 壞 了 ． 凡 有 血 氣 的 人 、 在 地 上 都 敗 壞 了 行 為 。
Đức Chúa Trời bèn phán cùng Nô-ê rằng: Kỳ cuối cùng của mọi xác thịt đã đưa đến trước mặt ta; vì cớ loài người mà đất phải đầy dẫy điều hung hăng; vậy, ta sẽ diệt-trừ họ cùng đất.|　 神 就 對 挪 亞 說 、 凡 有 血 氣 的 人 、 他 的 盡 頭 已 經 來 到 我 面 前 、 因 為 地 上 滿 了 他 們 的 強 暴 、 我 要 把 他 們 和 地 一 併 毀 滅 。
Ngươi hãy đóng một chiếc tàu bằng cây gô-phe, đóng có từng phòng, rồi trét chai bề trong cùng bề ngoài.|你 要 用 歌 斐 木 造 一 隻 方 舟 、 分 一 間 一 間 的 造 、 裡 外 抹 上 松 香 。
Vậy, hãy làm theo thế nầy: Bề dài tàu ba trăm thước, bề ngang năm mươi thước, bề cao ba mươi thước.|方 舟 的 造 法 乃 是 這 樣 、 要 長 三 百 肘 、 寬 五 十 肘 、 高 三 十 肘 。
Trên tàu ngươi sẽ làm một cửa sổ, bề cao một thước, và chừa một cửa bên hông; ngươi sẽ làm một từng dưới, một từng giữa và một từng trên.|方 舟 上 邊 要 留 透 光 處 、 高 一 肘 ． 方 舟 的 門 要 開 在 旁 邊 ． 方 舟 要 分 上 、 中 、 下 三 層 。
Còn ta đây, ta sẽ dẫn nước lụt khắp trên mặt đất, đặng diệt tuyệt các xác thịt có sanh khí ở dưới trời; hết thảy vật chi ở trên mặt đất đều sẽ chết hết.|看 哪 、 我 要 使 洪 水 氾 濫 在 地 上 、 毀 滅 天 下 、 凡 地 上 有 血 肉 、 有 氣 息 的 活 物 、 無 一 不 死 。
Nhưng ta sẽ lập giao ước cùng ngươi, rồi ngươi và vợ, các con và các dâu của ngươi, đều hãy vào tàu.|我 卻 要 與 你 立 約 、 你 同 你 的 妻 、 與 兒 子 、 兒 婦 、 都 要 進 入 方 舟 。
Về các loài sanh vật, ngươi hãy dẫn xuống tàu mỗi loài một cặp, có đực có cái, có trống có mái, hầu cho ở cùng ngươi đặng giữ tròn sự sống;|凡 有 血 肉 的 活 物 、 每 樣 兩 個 、 一 公 一 母 、 你 要 帶 進 方 舟 、 好 在 你 那 裡 保 全 生 命 。
chim tùy theo loại, súc vật tùy theo loại, côn trùng tùy theo loại, mỗi thứ hai con, sẽ đến cùng ngươi, để ngươi giữ tròn sự sống cho.|飛 鳥 各 從 其 類 、 牲 畜 各 從 其 類 、 地 上 的 昆 蟲 各 從 其 類 、 每 樣 兩 個 、 要 到 你 那 裡 、 好 保 全 生 命 。
Lại, ngươi hãy lấy các thứ đồ ăn đem theo, đặng để dàng làm lương thực cho ngươi và các loài đó.|你 要 拿 各 樣 食 物 積 蓄 起 來 、 好 作 你 和 他 們 的 食 物 。
Nô-ê làm các điều nầy y như lời Đức Chúa Trời đã phán dặn.|挪 亞 就 這 樣 行 ． 凡 　 神 所 吩 咐 的 、 他 都 照 樣 行 了 。

					Sáng Thế 7				|
						創世記 7					
Đức Giê-hô-va phán cùng Nô-ê rằng: Ngươi và cả nhà ngươi hãy vào tàu, vì về đời nầy ta thấy ngươi là công bình ở trước mặt ta.|耶 和 華 對 挪 亞 說 、 你 和 你 的 全 家 都 要 進 入 方 舟 、 因 為 在 這 世 代 中 、 我 見 你 在 我 面 前 是 義 人 。
Trong các loài vật thanh sạch, hãy đem theo mỗi loài bảy cặp, đực và cái; còn loài vật không thanh sạch mỗi loài một cặp, đực và cái.|凡 潔 淨 的 畜 類 、 你 要 帶 七 公 七 母 ． 不 潔 淨 的 畜 類 、 你 要 帶 一 公 一 母 ．
Cũng hãy đem theo những chim trời, mỗi thứ bảy cặp, trống và mái, để giữ giống ở trên khắp mặt đất.|空 中 的 飛 鳥 、 也 要 帶 七 公 七 母 、 可 以 留 種 、 活 在 全 地 上 、
Vì còn bảy ngày nữa, ta sẽ làm mưa xuống mặt đất, trong bốn mươi ngày và bốn mươi đêm; ta sẽ tuyệt diệt khỏi đất hết các loài của ta đã dựng nên.|因 為 再 過 七 天 、 我 要 降 雨 在 地 上 四 十 晝 夜 、 把 我 所 造 的 各 種 活 物 、 都 從 地 上 除 滅 。
Đoạn, Nô-ê làm theo mọi điều Đức Giê-hô-va đã phán dặn mình.|挪 亞 就 遵 著 耶 和 華 所 吩 咐 的 行 了 。
Vả, khi lụt xảy ra, và nước tràn trên mặt đất, thì Nô-ê đã được sáu trăm tuổi.|當 洪 水 氾 濫 在 地 上 的 時 候 、 挪 亞 整 六 百 歲 。
Vì cớ nước lụt, nên Nô-ê vào tàu cùng vợ, các con trai và các dâu mình;|挪 亞 就 同 他 的 妻 、 和 兒 子 、 兒 婦 、 都 進 入 方 舟 、 躲 避 洪 水 。
loài vật thanh sạch và loài vật không thanh sạch, loài chim, loài côn trùng trên mặt đất,|潔 淨 的 畜 類 、 和 不 潔 淨 的 畜 類 、 飛 鳥 並 地 上 一 切 的 昆 蟲 、
từng cặp, đực và cái, trống và mái, đều đến cùng Nô-ê mà vào tàu, y như lời Đức Chúa Trời đã phán dặn người.|都 是 一 對 一 對 的 、 有 公 有 母 、 到 挪 亞 那 裡 進 入 方 舟 、 正 如 　 神 所 吩 咐 挪 亞 的 。
Sau bảy ngày, nước lụt xảy có trên mặt đất.|過 了 那 七 天 、 洪 水 氾 濫 在 地 上 。
Nhằm năm sáu trăm của đời Nô-ê, tháng hai, ngày mười bảy, chánh ngày đó, các nguồn của vực lớn nổ ra, và các đập trên trời mở xuống;|當 挪 亞 六 百 歲 、 二 月 十 七 日 那 一 天 、 大 淵 的 泉 源 、 都 裂 開 了 、 天 上 的 窗 戶 、 也 敞 開 了 。
mưa sa trên mặt đất trọn bốn mươi ngày và bốn mươi đêm.|四 十 晝 夜 降 大 雨 在 地 上 。
