
					Lê-vi 1				|
rồi vì tội mình đã phạm, dẫn đến Đức Giê-hô-va một con cái trong bầy súc vật nhỏ, hoặc chiên cái hay là dê cái, đặng làm của lễ chuộc tội; thì thầy tế lễ sẽ làm lễ chuộc tội cho người.|並 要 因 所 犯 的 罪 、 把 他 的 贖 愆 祭 牲 、 就 是 羊 群 中 的 母 羊 、 或 是 一 隻 羊 羔 、 或 是 一 隻 山 羊 、 牽 到 耶 和 華 面 前 為 贖 罪 祭 ． 至 於 他 的 罪 、 祭 司 要 為 他 贖 了 。
Nếu không phương thế lo cho có một chiên cái hay là một dê cái được, thì phải vì tội mình đã phạm, đem đến cho Đức Giê-hô-va một cặp cu hay là cặp bồ câu con: một con dùng làm của lễ chuộc tội, một con dùng làm của lễ thiêu.|他 的 力 量 若 不 彀 獻 一 隻 羊 羔 、 就 要 因 所 犯 的 罪 、 把 兩 隻 斑 鳩 、 或 是 兩 隻 雛 鴿 、 帶 到 耶 和 華 面 前 為 贖 愆 祭 ． 一 隻 作 贖 罪 祭 、 一 隻 作 燔 祭 。
Người sẽ đem cặp đó đến cho thầy tế lễ; thầy tế lễ sẽ dâng trước con dùng làm của lễ chuộc tội, vặn rứt đầu gần nơi gáy cổ không gãy lìa ra;|把 這 些 帶 到 祭 司 那 裡 、 祭 司 就 要 先 把 那 贖 罪 祭 獻 上 、 從 鳥 的 頸 項 上 揪 下 頭 來 、 只 是 不 可 把 鳥 撕 斷 。
đoạn rảy huyết của con sinh tế chuộc tội trên một phía của bàn thờ; huyết còn dư lại thì vắt dưới chân bàn thờ; ấy là một của lễ chuộc tội.|也 把 些 贖 罪 祭 牲 的 血 、 彈 在 壇 的 旁 邊 ． 剩 下 的 血 、 要 流 在 壇 的 腳 那 裡 ． 這 是 贖 罪 祭 。
Còn chim kia, người phải tùy theo lệ đã định, dùng làm một của lễ thiêu. Ay vậy, thầy tế lễ sẽ vì người đó làm lễ chuộc tội người đã phạm, thì tội người sẽ được tha.|他 要 照 例 獻 第 二 隻 為 燔 祭 、 至 於 他 所 犯 的 罪 、 祭 司 要 為 他 贖 了 、 他 必 蒙 赦 免 。
Nếu không phương thế lo cho có một cặp cu hay là cặp bồ câu con được, thì người vì tội mình đã phạm, phải đem một phần mười ê-pha bột lọc làm của lễ chuộc tội, không nên đổ dầu trên và cũng không nên thêm nhũ hương, vì là một của lễ chuộc tội.|他 的 力 量 若 不 彀 獻 兩 隻 斑 鳩 、 或 是 兩 隻 雛 鴿 、 就 要 因 所 犯 的 罪 帶 供 物 來 、 就 是 細 麵 伊 法 十 分 之 一 、 為 贖 罪 祭 、 不 可 加 上 油 、 也 不 可 加 上 乳 香 、 因 為 是 贖 罪 祭 。
Người sẽ đem bột đó đến thầy tế lễ; thầy tế lễ sẽ bốc một nắm làm kỷ niệm. và xông trên bàn thờ như cách xông của lễ dùng lửa dâng cho Đức Giê-hô-va: ấy là một của lễ chuộc tội.|他 要 把 供 物 帶 到 祭 司 那 裡 、 祭 司 要 取 出 自 己 的 一 把 來 、 作 為 紀 念 、 按 獻 給 耶 和 華 火 祭 的 條 例 、 燒 在 壇 上 ． 這 是 贖 罪 祭 。
Ay vậy, thầy tế lễ sẽ vì người đó làm lễ chuộc tội người đã phạm về một trong mấy điều nầy, thì tội người sẽ được tha; bột còn dư lại sẽ thuộc về thầy tế lễ như trong cuộc của lễ chay vậy.|至 於 他 在 這 幾 件 事 中 所 犯 的 罪 、 祭 司 要 為 他 贖 了 、 他 必 蒙 赦 免 ． 剩 下 的 麵 、 都 歸 與 祭 司 、 和 素 祭 一 樣 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Khi nào ai ở bất trung, lầm lỡ phạm đến vật thánh của Đức Giê-hô-va, thì ai đó vì sự mắc lỗi mình, phải dẫn đến Đức Giê-hô-va một con chiên đực không tì vít chi bắt ở trong bầy, đánh giá bằng siếc-lơ bạc, tùy theo siếc-lơ của đền thánh: ấy sẽ là một của lễ chuộc sự mắc lỗi.|人 若 在 耶 和 華 的 聖 物 上 誤 犯 了 罪 、 有 了 過 犯 、 就 要 照 你 所 估 的 、 按 聖 所 的 舍 客 勒 拿 銀 子 、 將 贖 愆 祭 牲 、 就 是 羊 群 中 一 隻 沒 有 殘 疾 的 公 綿 羊 、 牽 到 耶 和 華 面 前 為 贖 愆 祭 ．
Người đó phải bồi thường và phụ thêm một phần năm giá trị của vật mình đã phạm đến nơi đền thánh, rồi giao vật đó cho thầy tế lễ. Thầy tế lễ sẽ dùng chiên con đực về của lễ chuộc sự mắc lỗi mà làm lễ chuộc tội cho người ấy, và tội người sẽ được tha.|並 且 他 因 在 聖 物 上 的 差 錯 要 償 還 、 另 外 加 五 分 之 一 、 都 給 祭 司 ． 祭 司 要 用 贖 愆 祭 的 公 綿 羊 、 為 他 贖 罪 、 他 必 蒙 赦 免 。
Khi nào ai phạm một trong các điều răn của Đức Giê-hô-va mà không tự biết, và làm điều không nên làm, thì ai dó sẽ mắc lỗi và mang lấy tội mình.|若 有 人 犯 罪 、 行 了 耶 和 華 所 吩 咐 不 可 行 的 甚 麼 事 、 他 雖 然 不 知 道 、 還 是 有 了 罪 、 就 要 擔 當 他 的 罪 孽 。
Người vì sự lỗi mình phải dẫn đến thầy tế lễ một con chiên đực, không tì vít chi bắt trong bầy, tùy theo ý ngươi đánh giá; rồi thầy tế lễ sẽ làm lễ chuộc lỗi cho người đã lầm lỡ phạm tội và không tự biết, thì lỗi người sẽ được tha.|也 要 照 你 所 估 定 的 價 、 從 羊 群 中 牽 一 隻 沒 有 殘 疾 的 公 綿 羊 來 、 給 祭 司 作 贖 愆 祭 ． 至 於 他 誤 行 的 那 錯 事 、 祭 司 要 為 他 贖 罪 、 他 必 蒙 赦 免 。
Ay là của lễ chuộc sự mắc lỗi: người hẳn phải mắc lỗi cùng Đức Giê-hô-va vậy.|這 是 贖 愆 祭 ． 因 他 在 耶 和 華 面 前 實 在 有 了 罪 。

					Lê-vi 6				|
						利未記 6					
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Khi nào ai mắc tội phạm đến Đức Giê-hô-va, hoặc nói dối cùng người lân cận mình về đồ vật gởi hay là tin mà giao cho, hoặc về một tài vật trộm cắp, hoặc giựt lấy của người lân cận mình;|若 有 人 犯 罪 、 干 犯 耶 和 華 、 在 鄰 舍 交 付 他 的 物 上 、 或 是 在 交 易 上 、 行 了 詭 詐 、 或 是 搶 奪 人 的 財 物 、 或 是 欺 壓 鄰 舍 、
hoặc nếu xí được một của mất mà nói dối về của đó, hoặc thề dối về một trong các việc người ta phạm tội được;|或 是 在 撿 了 遺 失 的 物 上 行 了 詭 詐 、 說 謊 起 誓 、 在 這 一 切 的 事 上 犯 了 甚 麼 罪 ．
khi nào đã phạm và mắc lỗi như vậy, thì phải trả lại vật mình đã ăn cắp, hoặc vật đã giựt lấy, hoặc vật đã tin gởi cho, hoặc vật làm mất xí được,|他 既 犯 了 罪 、 有 了 過 犯 、 就 要 歸 還 他 所 搶 奪 的 、 或 是 因 欺 壓 所 得 的 、 或 是 人 交 付 他 的 、 或 是 人 遺 失 他 所 撿 的 物 、
hoặc về các món người đã thề dối: người phải thường nguyên lại và phụ thêm một phần năm giá trị mà giao cho chủ vật đó ngày nào mình dâng của lễ chuộc sự mắc lỗi.|或 是 他 因 甚 麼 物 起 了 假 誓 、 就 要 如 數 歸 還 、 另 外 加 上 五 分 之 一 、 在 查 出 他 有 罪 的 日 子 、 要 交 還 本 主 。
Tùy theo sự đánh giá của ngươi, người ấy phải bắt trong bầy một chiên đực không tì vít chi, dẫn đến thầy tế lễ mà dâng cho Đức Giê-hô-va đặng làm của lễ chuộc sự mắc lỗi mình;|也 要 照 你 所 估 定 的 價 、 把 贖 愆 祭 牲 、 就 是 羊 群 中 一 隻 沒 有 殘 疾 的 公 綿 羊 、 牽 到 耶 和 華 面 前 、 給 祭 司 為 贖 愆 祭 。
thầy tế lễ sẽ làm lễ chuộc tội cho người trước mặt Đức Giê-hô-va, thì lỗi người sẽ được tha, bất luận lỗi nào người đã mắc.|祭 司 要 在 耶 和 華 面 前 為 他 贖 罪 、 他 無 論 行 了 甚 麼 事 、 使 他 有 了 罪 、 都 必 蒙 赦 免 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Hãy truyền lịnh nầy cho A-rôn cùng các con trai người: Nầy là luật về của lễ thiêu: Của lễ thiêu phải ở trên đống lửa tại bàn thờ trọn đêm cho đến sáng mai, và lửa của bàn thờ giữ cho cháy luôn.|你 要 吩 咐 亞 倫 和 他 的 子 孫 說 、 燔 祭 的 條 例 、 乃 是 這 樣 、 燔 祭 要 放 在 壇 的 柴 上 、 從 晚 上 到 天 亮 、 壇 上 的 火 、 要 常 常 燒 著 。
Thầy tế lễ sẽ mặc áo lá trong và quần bằng vải gai che thân mình, rồi hốt tro của lửa đã đốt của lễ thiêu trên bàn thờ, và đổ gần bên bàn thờ;|祭 司 要 穿 上 細 麻 布 衣 服 、 又 要 把 細 麻 布 褲 子 穿 在 身 上 、 把 壇 上 所 燒 的 燔 祭 灰 收 起 來 、 倒 在 壇 的 旁 邊 。
đoạn cổi áo nầy, mặc áo khác, đem tro nầy ra ngoài trại quân, đổ trong một nơi tinh sạch.|隨 後 要 脫 去 這 衣 服 、 穿 上 別 的 衣 服 、 把 灰 拿 到 營 外 潔 淨 之 處 。
Lửa trên bàn thờ phải cháy luôn luôn, không nên tắt. Mỗi buổi sáng thầy tế lễ sẽ lấy củi chụm lửa thêm, sắp của lễ thiêu lên trên, và xông những mỡ về của lễ thù ân tại đó.|壇 上 的 火 、 要 在 其 上 常 常 燒 著 、 不 可 熄 滅 ． 祭 司 要 每 日 早 晨 在 上 面 燒 柴 、 並 要 把 燔 祭 擺 在 壇 上 、 在 其 上 燒 平 安 祭 牲 的 脂 油 ．
Lửa hằng cháy luôn luôn trên bàn thờ, chẳng nên tắt.|在 壇 上 必 有 常 常 燒 著 的 火 、 不 可 熄 滅 。
Đây là luật về của lễ chay: Các con trai A-rôn phải dâng của lễ nầy tại phía trước bàn thờ, trước mặt Đức Giê-hô-va.|素 祭 的 條 例 乃 是 這 樣 、 亞 倫 的 子 孫 要 在 壇 前 、 把 這 祭 獻 在 耶 和 華 面 前 。
Họ sẽ lấy một nắm bột lọc trong của lễ chay và dầu, cùng hết thảy nhũ hương ở trên, đem xông trên bàn thờ làm kỷ niệm về một của lễ có mùi thơm cho Đức Giê-hô-va.|祭 司 要 從 其 中 、 就 是 從 素 祭 的 細 麵 中 、 取 出 自 己 的 一 把 、 又 要 取 些 油 、 和 素 祭 上 所 有 的 乳 香 、 燒 在 壇 上 、 奉 給 耶 和 華 為 馨 香 素 祭 的 紀 念 。
Phần còn dư lại, A-rôn và các con trai người sẽ ăn không pha men, tại một nơi thánh, tức là ăn tại hành lang của hội mạc.|所 剩 下 的 、 亞 倫 和 他 子 孫 要 喫 、 必 在 聖 處 不 帶 酵 而 喫 、 要 在 會 幕 的 院 子 裡 喫 。
Họ không nên nấu bột đó với men; ấy là phần ta cho họ do trong các của lễ ta, dùng lửa dâng lên; thật là một vật chí thánh như của lễ chuộc tội và của lễ chuộc sự mắc lỗi.|烤 的 時 候 不 可 攙 酵 ． 這 是 從 所 獻 給 我 的 火 祭 中 、 賜 給 他 們 的 分 、 是 至 聖 的 、 和 贖 罪 祭 、 並 贖 愆 祭 一 樣 。
Phàm người nam trong vòng con cái A-rôn, sẽ ăn lấy; ấy là một luật lệ đời đời cho dòng dõi các ngươi về những của lễ dùng lửa dâng cho Đức Giê-hô-va: ai đụng đến những của lễ đó sẽ nên thánh.|凡 獻 給 耶 和 華 的 火 祭 、 亞 倫 子 孫 中 的 男 丁 、 都 要 喫 這 一 分 、 直 到 萬 代 作 他 們 永 得 的 分 ． 摸 這 些 祭 物 的 、 都 要 成 為 聖 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Nầy là của lễ A-rôn và các con trai người phải dâng cho Đức Giê-hô-va trong ngày họ chịu phép xức dầu: Một phần mười ê-pha bột lọc làm của lễ chay thường thường; sáng một phân nửa, chiều một phân nửa.|當 亞 倫 受 膏 的 日 子 、 他 和 他 子 孫 所 要 獻 給 耶 和 華 的 供 物 、 就 是 細 麵 伊 法 十 分 之 一 、 為 常 獻 的 素 祭 、 早 晨 一 半 、 晚 上 一 半 。
Của lễ đó sẽ chiên sẵn trên chảo trộn với dầu; chín rồi, ngươi phải đem đến cắt ra từ miếng sẵn dâng lên có mùi thơm cho Đức Giê-hô-va.|要 在 鐵 鏊 上 用 油 調 和 作 成 、 調 勻 了 你 就 拿 進 來 、 烤 好 了 、 分 成 塊 子 、 獻 給 耶 和 華 為 馨 香 的 素 祭 。
Con trai nào của A-rôn chịu xức dầu đặng thế cho người làm thầy tế lễ cũng phải dâng của lễ nầy. Ay là một luật lệ đời đời trước mặt Đức Giê-hô-va: họ phải xông hết trọn của lễ nầy.|亞 倫 的 子 孫 中 、 接 續 他 為 受 膏 的 祭 司 、 要 把 這 素 祭 獻 上 、 要 全 燒 給 耶 和 華 ． 這 是 永 遠 的 定 例 。
Phàm của lễ chay của thầy tế lễ nào thì phải đốt hết, không nên ăn.|祭 司 的 素 祭 都 要 燒 了 、 卻 不 可 喫 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Hãy truyền cho A-rôn và các con trai người rằng: Đây là luật về của lễ chuộc tội: Phải giết con sinh tế chuộc tội trước mặt Đức Giê-hô-va tại nơi người ta giết con sinh về của lễ thiêu; ấy là một vật chí thánh.|你 對 亞 倫 和 他 的 子 孫 說 、 贖 罪 祭 的 條 例 、 乃 是 這 樣 、 要 在 耶 和 華 面 前 宰 燔 祭 牲 的 地 方 、 宰 贖 罪 祭 牲 ． 這 是 至 聖 的 。
Thầy tế lễ đứng dâng con sinh tế chuộc tội, phải ăn thịt nó trong một nơi thánh, tức là trong hành lang của hội mạc.|為 贖 罪 獻 這 祭 的 祭 司 要 喫 、 要 在 聖 處 、 就 是 在 會 幕 的 院 子 裡 喫 。
Hễ ai đụng đến thịt con sinh sẽ nên thánh, và nếu huyết nó văng trên áo nào, thì phải giặt áo đó trong một nơi thánh.|凡 摸 這 祭 肉 的 、 要 成 為 聖 ． 這 祭 牲 的 血 、 若 彈 在 甚 麼 衣 服 上 、 所 彈 的 那 一 件 、 要 在 聖 處 洗 淨 。
Nồi đất dùng nấu thịt đó sẽ đập bể đi, nếu nồi nấu bằng đồng thì sẽ cạo và rửa nước cho sạch.|惟 有 煮 祭 物 的 瓦 器 要 打 碎 、 若 是 煮 在 銅 器 裡 、 這 銅 器 要 擦 磨 、 在 水 中 涮 淨 。
Hễ người nam trong vòng những thầy tế lễ sẽ ăn thịt đó: ấy là một vật chí thánh.|凡 祭 司 中 的 男 丁 、 都 可 以 喫 ． 這 是 至 聖 的 。
Nhưng chẳng nên ăn thịt con sinh tế chuộc tội có huyết nó đem vào hội mạc đặng làm lễ chuộc tội nơi đền thánh: hãy đốt nó đi.|凡 贖 罪 祭 、 若 將 血 帶 進 會 幕 在 聖 所 贖 罪 、 那 肉 都 不 可 喫 、 必 用 火 焚 燒 。

					Lê-vi 7				|
						利未記 7					
Đây là luật lệ về của lễ chuộc sự mắc lỗi, ấy là một vật chí thánh:|贖 愆 祭 的 條 例 乃 是 如 此 ． 這 祭 是 至 聖 的 。
Trong nơi người ta giết con sinh dùng làm của lễ thiêu, thì hãy giết con sinh tế chuộc sự mắc lỗi, rồi rưới huyết ở chung quanh trên bàn thờ.|人 在 那 裡 宰 燔 祭 牲 、 也 要 在 那 裡 宰 贖 愆 祭 牲 ． 其 血 、 祭 司 要 灑 在 壇 的 周 圍 ．
Đoạn dâng hết thảy mỡ, đuôi và mỡ chài,|又 要 將 肥 尾 巴 、 和 蓋 臟 的 脂 油 、
hai trái cật và mỡ hai trái cật nơi cạnh hông và tấm da mỏng bọc gan, gỡ gần nơi hai trái cật.|兩 個 腰 子 、 和 腰 子 上 的 脂 油 、 就 是 靠 腰 兩 旁 的 脂 油 、 並 肝 上 的 網 子 、 和 腰 子 、 一 概 取 下 ．
Thầy tế lễ sẽ xông hết trên bàn thờ làm của lễ dùng lửa dâng cho Đức Giê-hô-va: ấy là một của lễ chuộc sự mắc lối.|祭 司 要 在 壇 上 焚 燒 、 為 獻 給 耶 和 華 的 火 祭 、 是 贖 愆 祭 。
Mọi người nam trong vòng những thầy tế lễ sẽ ăn thịt đó tại trong một nơi thánh; ấy là một vật chí thánh.|祭 司 中 的 男 丁 、 都 可 以 喫 這 祭 物 、 要 在 聖 處 喫 、 是 至 聖 的 。
Của lễ chuộc sự mắc lỗi cũng như của lễ chuộc tội, đồng một luật lệ nhau; con sinh sẽ thuộc về thầy tế lễ nào đã dùng nó làm lễ chuộc tội.|贖 罪 祭 怎 樣 、 贖 愆 祭 也 是 怎 樣 、 兩 個 祭 是 一 個 條 例 ． 獻 贖 愆 祭 贖 罪 的 祭 司 、 要 得 這 祭 物 。
Còn thầy tế lễ dâng của lễ thiêu cho ai, sẽ được miếng da của con sinh dùng làm của lễ thiêu đó.|獻 燔 祭 的 祭 司 、 無 論 為 誰 奉 獻 、 要 親 自 得 他 所 獻 那 燔 祭 牲 的 皮 。
