
					Thánh Thi 1				|
Kẻ ác bộ mặt kiêu ngạo mà rằng: Ngài sẽ không hề hạch hỏi. Chẳng có Đức Chúa Trời: kìa là tư tưởng của hắn.|惡 人 面 帶 驕 傲 、 說 、 耶 和 華 必 不 追 究 。 他 一 切 所 想 的 、 都 以 為 沒 有 　 神 。
Các đường hắn đều may mắn luôn luôn; Sự đoán xét của Chúa cao quá, mắt hắn chẳng thấy được; Hắn chê hết thảy kẻ thù nghịch mình.|凡 他 所 作 的 、 時 常 穩 固 ． 你 的 審 判 超 過 他 的 眼 界 。 至 於 他 一 切 的 敵 人 、 他 都 向 他 們 噴 氣 。
Hắn nghĩ rằng: Ta sẽ chẳng lay động; Ta sẽ không bị tai họa gì đến đời đời.|他 心 裡 說 、 我 必 不 動 搖 、 世 世 代 代 不 遭 災 難 。
Miệng hắn đầy sự nguyền rủa, sự giả dối, và sự gian lận; Dưới lưỡi nó chỉ có sự khuấy khỏa và gian ác.|他 滿 口 是 咒 罵 、 詭 詐 、 欺 壓 ． 舌 底 是 毒 害 奸 惡 。
Hắn ngồi nơi rình rập của làng, giết kẻ vô tội trong nơi ẩn khuất; Con mắt hắn dòm hành người khốn khổ.|他 在 村 莊 埋 伏 等 候 ． 他 在 隱 密 處 殺 害 無 辜 的 人 ． 他 的 眼 睛 窺 探 無 倚 無 靠 的 人 。
Hắn phục trong nơi kín đáo như sư tử trong hang nó; Hắn rình rập đặng bắt người khốn cùng; Khi hắn kéo kẻ khốn cùng vào lưới mình, thì đã bắt được nó rồi.|他 埋 伏 在 暗 地 、 如 獅 子 蹲 在 洞 中 ． 他 埋 伏 、 要 擄 去 困 苦 人 ． 他 拉 網 、 就 把 困 苦 人 擄 去 。
Hắn chùm hum, và cúi xuống, Kẻ khốn khổ sa vào vấu hắn.|他 屈 身 蹲 伏 、 無 倚 無 靠 的 人 、 就 倒 在 他 爪 牙 之 下 、 〔 爪 牙 或 作 強 暴 人 〕
Hắn nghĩ rằng: Đức Chúa Trời quên rồi, Ngài đã ẩn mặt, sẽ không hề xem xét.|他 心 裡 說 、 　 神 竟 忘 記 了 ． 他 掩 面 、 永 不 觀 看 。
Đức Giê-hô-va ôi! xin hãy chổi dậy; Hỡi Đức Chúa Trời, hãy giơ tay Ngài lên; Chớ quên kẻ khốn cùng.|耶 和 華 阿 、 求 你 起 來 ． 　 神 阿 、 求 你 舉 手 ． 不 要 忘 記 困 苦 人 。
Vì cớ sao kẻ ác khinh dể Đức Chúa Trời, Và nghĩ rằng: Chúa sẽ chẳng hề hạch hỏi?|惡 人 為 何 輕 慢 　 神 、 心 裡 說 、 你 必 不 追 究 。
Chúa đã thấy rồi; vì Chúa xem xét sự bạo tàn và sự độc hại, Để lấy chính tay Chúa mà báo trả lại; Còn kẻ khốn khổ phó mình cho Chúa; Chúa là Đấng giúp đỡ kẻ mồ côi.|其 實 你 已 經 觀 看 ． 因 為 奸 惡 毒 害 、 你 都 看 見 了 、 為 要 以 手 施 行 報 應 ． 無 倚 無 靠 的 人 、 把 自 己 交 託 你 ． 你 向 來 是 幫 助 孤 兒 的 。
Hãy bẻ gãy cánh tay kẻ ác, Và tra tìm sự gian ác của kẻ dữ cho đến không còn thấy gì nữa.|願 你 打 斷 惡 人 的 膀 臂 ． 至 於 壞 人 、 願 你 追 究 他 的 惡 、 直 到 淨 盡 。
Đức Giê-hô-va làm Vua đến đời đời vô cùng; Các ngoại bang bị diệt mất khỏi đất của Ngài.|耶 和 華 永 永 遠 遠 為 王 ． 外 邦 人 從 他 的 地 已 經 滅 絕 了 。
Hỡi Đức Giê-hô-va, Ngài đã nghe lời ước ao của kẻ hiền từ; Khiến lòng họ được vững bền, và cũng đã lắng tai nghe,|耶 和 華 阿 、 謙 卑 人 的 心 願 、 你 早 已 知 道 ． 〔 原 文 作 聽 見 〕 你 必 豫 備 他 們 的 心 、 也 必 側 耳 聽 他 們 的 祈 求 。
Đặng xét công bình việc kẻ mồ côi và người bị hà hiếp, Hầu cho loài người, vốn bởi đất mà ra, không còn làm cho sợ hãi nữa.|為 要 給 孤 兒 和 受 欺 壓 的 人 伸 冤 、 使 強 橫 的 人 不 再 威 嚇 他 們 。

					Thánh Thi 11				|
						詩篇 11					
Tôi nương náu mình nơi Đức Giê-hô-va; Sao các ngươi nói cùng linh hồn ta: Hãy trốn lên núi ngươi như con chim?|〔 大 衛 的 詩 、 交 與 伶 長 。 〕 我 是 投 靠 耶 和 華 ． 你 們 怎 麼 對 我 說 、 你 當 像 鳥 飛 往 你 的 山 去 。
Vì kìa, kẻ ác gương cung, Tra tên mình trên dây, Đặng bắn trong tối tăm kẻ có lòng ngay thẳng.|看 哪 、 惡 人 彎 弓 、 把 箭 搭 在 弦 上 、 要 在 暗 中 射 那 心 裡 正 直 的 人 。
Nếu các nền bị phá đổ, Người công bình sẽ làm sao?|根 基 若 毀 壞 、 義 人 還 能 作 甚 麼 呢 。
Đức Giê-hô-va ngự trong đền thánh Ngài; Ngôi Ngài ở trên trời; Con mắt Ngài nhìn xem, Mí mắt Ngài dò con loài người.|耶 和 華 在 他 的 聖 殿 裡 ． 耶 和 華 的 寶 座 在 天 上 ． 他 的 慧 眼 察 看 世 人 。
Đức Giê-hô-va thử người công bình; Nhưng lòng Ngài ghét người ác và kẻ ưa sự hung bạo.|耶 和 華 試 驗 義 人 ． 惟 有 惡 人 和 喜 愛 強 暴 的 人 、 他 心 裡 恨 惡 。
Ngài sẽ giáng xối trên kẻ ác những bẫy, lửa và diêm; Một ngọn gió phỏng sẽ là phần của chúng nó.|他 要 向 惡 人 密 布 網 羅 ． 有 烈 火 、 硫 磺 、 熱 風 、 作 他 們 杯 中 的 分 。
Vì Đức Giê-hô-va là công bình; Ngài yêu sự công bình: Những người ngay thẳng sẽ nhìn xem mặt Ngài.|因 為 耶 和 華 是 公 義 的 ． 他 喜 愛 公 義 ． 正 直 人 必 得 見 他 的 面 。

					Thánh Thi 12				|
						詩篇 12					
Đức Giê-hô-va ôi! xin cứu chúng tôi, vì người nhơn đức không còn nữa, Và kẻ thành tín đã mất khỏi giữa con loài người.|〔 大 衛 的 詩 、 交 與 伶 長 、 調 用 第 八 。 〕 耶 和 華 阿 、 求 你 幫 助 、 因 虔 誠 人 斷 絕 了 ． 世 人 中 間 的 忠 信 人 沒 有 了 。
Chúng đều dùng lời dối trá mà nói lẫn nhau, Lấy môi dua nịnh và hai lòng, Mà trò chuyện nhau.|人 人 向 鄰 舍 說 謊 ． 他 們 說 話 、 是 嘴 唇 油 滑 、 心 口 不 一 。
Đức Giê-hô-va sẽ diệt hết thảy các môi dua nịnh, Và lưỡi hay nói cách kiêu ngạo;|凡 油 滑 的 嘴 唇 、 和 誇 大 的 舌 頭 、 耶 和 華 必 要 剪 除 。
Tức là kẻ nói rằng: Nhờ lưỡi mình chúng ta sẽ được thắng; Môi chúng ta thuộc về chúng ta: Ai là Chúa của chúng ta?|他 們 曾 說 、 我 們 必 能 以 舌 頭 得 勝 ． 我 們 的 嘴 唇 是 我 們 自 己 的 ． 誰 能 作 我 們 的 主 呢 。
Nhơn vì người khốn cùng bị hà hiếp, và kẻ thiếu thốn rên siết, Đức Giê-hô-va phán: Bây giờ ta sẽ chổi dậy, Đặt người tại nơi yên ổn, là nơi người mong muốn.|耶 和 華 說 、 因 為 困 苦 人 的 冤 屈 、 和 貧 窮 人 的 歎 息 、 我 現 在 要 起 來 、 把 他 安 置 在 他 所 切 慕 的 穩 妥 之 地 。
Các lời Đức Giê-hô-va là lời trong sạch, Dường như bạc đã thét trong nồi dót bằng gốm, Luyện đến bảy lần.|耶 和 華 的 言 語 、 是 純 淨 的 言 語 ． 如 同 銀 子 在 泥 爐 中 煉 過 七 次 。
Hỡi Đức Giê-hô-va, Ngài sẽ gìn giữ các người khốn cùng, Hằng bảo tồn họ cho khỏi dòng dõi nầy.|耶 和 華 阿 、 你 必 保 護 他 們 ． 你 必 保 佑 他 們 永 遠 脫 離 這 世 代 的 人 。
Khi sự hèn mạt được đem cao lên giữa loài người, Thì kẻ ác đi dạo quanh tứ phía.|下 流 人 在 世 人 中 升 高 、 就 有 惡 人 到 處 遊 行 。

					Thánh Thi 13				|
						詩篇 13					
Đức Giê-hô-va ôi! Ngài sẽ hằng quên tôi cho đến chừng nào? Ngài ẩn mặt cùng tôi cho đến bao giờ?|〔 大 衛 的 詩 、 交 與 伶 長 。 〕 耶 和 華 阿 、 你 忘 記 我 要 到 幾 時 呢 ． 要 到 永 遠 麼 ． 你 掩 面 不 顧 我 要 到 幾 時 呢 ．
Tôi phải lo lắng nơi linh hồn tôi, Hằng ngày buồn thảm nơi lòng tôi cho đến bao giờ? Kẻ thù nghịch tôi sẽ trổi hơn tôi cho đến chừng nào?|我 心 裡 籌 算 、 終 日 愁 苦 、 要 到 幾 時 呢 ． 我 的 仇 敵 升 高 壓 制 我 、 要 到 幾 時 呢 。
Hỡi Giê-hô-va, Đức Chúa Trời tôi, xin hãy xem xét, nhậm lời tôi, Và làm cho mắt tôi được sáng, Kẻo tôi phải ngủ chết chăng.|耶 和 華 我 的 　 神 阿 、 求 你 看 顧 我 、 應 允 我 、 使 我 眼 目 光 明 、 免 得 我 沉 睡 至 死 ．
Kẻ thù nghịch nói rằng: Ta đã thắng hơn nó, Và kẻ cừu địch mừng rỡ khi tôi xiêu tó.|免 得 我 的 仇 敵 說 、 我 勝 了 他 ． 免 得 我 的 敵 人 在 我 搖 動 的 時 候 喜 樂 。
Nhưng tôi đã tin cậy nơi sự nhơn từ Chúa; Lòng tôi khoái lạc về sự cứu rỗi của Chúa.|但 我 倚 靠 你 的 慈 愛 ． 我 的 心 因 你 的 救 恩 快 樂 。
Tôi sẽ hát ngợi khen Đức Giê-hô-va, vì Ngài đã làm ơn cho tôi.|我 要 向 耶 和 華 歌 唱 、 因 他 用 厚 恩 待 我 。

					Thánh Thi 14				|
						詩篇 14					
Kẻ ngu dại nói trong lòng rằng: chẳng có Đức Chúa Trời. Chúng nó đều bại hoại, đã làm những việc gớm ghiếc; Chẳng có ai làm đều lành.|〔 大 衛 的 詩 、 交 與 伶 長 。 〕 愚 頑 人 心 裡 說 、 沒 有 　 神 。 他 們 都 是 邪 惡 、 行 了 可 憎 惡 的 事 ． 沒 有 一 個 人 行 善 。
Đức Giê-hô-va từ trên trời ngó xuống các con loài người, Đặng xem thử có ai khôn ngoan, Tìm kiếm Đức Chúa Trời chăng.|耶 和 華 從 天 上 垂 看 世 人 、 要 看 有 明 白 的 沒 有 、 有 尋 求 　 神 的 沒 有 。
Chúng nó thay thảy đều bội nghịch, cùng nhau trở nên ô uế; chẳng có ai làm điều lành, Dầu một người cũng không.|他 們 都 偏 離 正 路 、 一 同 變 為 污 穢 ． 並 沒 有 行 善 的 、 連 一 個 也 沒 有 。
Các kẻ làm ác há chẳng hiểu biết sao? Chúng nó ăn nuốt dân ta khác nào ăn bánh, và cũng chẳng kề cầu khẩn Đức Giê-hô-va.|作 孽 的 都 沒 有 知 識 麼 ． 他 們 吞 喫 我 的 百 姓 、 如 同 喫 飯 一 樣 、 並 不 求 告 耶 和 華 。
Chúng nó bị cơn kinh khiếp áp bắt, Vì Đức Chúa Trời ở giữa dòng dõi kẻ công bình.|他 們 在 那 裡 大 大 的 害 怕 、 因 為 　 神 在 義 人 的 族 類 中 。
Các ngươi làm bại mưu kẻ khốn cùng, Bởi vì Đức Giê-hô-va là nơi nương náu của người.|你 們 叫 困 苦 人 的 謀 算 、 變 為 羞 辱 ． 然 而 耶 和 華 是 他 的 避 難 所 。
Oi! chớ chi từ Si-ôn sự cứu rỗi của Y-sơ-ra-ên đã đến! Khi Đức Giê-hô-va đem về những phu tù của dân sự Ngài, Thì Gia-cốp sẽ mừng rỡ và Y-sơ-ra-ên vui vẻ.|但 願 以 色 列 的 救 恩 從 錫 安 而 出 ． 耶 和 華 救 回 他 被 擄 的 子 民 、 那 時 雅 各 要 快 樂 、 以 色 列 要 歡 喜 。

					Thánh Thi 15				|
						詩篇 15					
Hỡi Đức Giê-hô-va, ai sẽ ngụ trong đền tạm Ngài? Ai sẽ ở trên núi thánh Ngài?|〔 大 衛 的 詩 。 〕 耶 和 華 阿 、 誰 能 寄 居 你 的 帳 幕 ． 誰 能 住 在 你 的 聖 山 ．
Ay là kẻ đi theo sự ngay thẳng, làm điều công bình, Và nói chân thật trong lòng mình;|就 是 行 為 正 直 、 作 事 公 義 、 心 裡 說 實 話 的 人 ．
Kẻ nào có lưỡi không nói hành, Chẳng làm hại cho bạn hữu mình, Không gieo sỉ nhục cho kẻ lân cận mình;|他 不 以 舌 頭 讒 謗 人 、 不 惡 待 朋 友 、 也 不 隨 夥 毀 謗 鄰 里 ．
Người nào khinh dể kẻ gian ác, Nhưng tôn trọng kẻ kính sợ Đức Giê-hô-va; Kẻ nào thề nguyện, dầu phải tổn hại cũng không đổi dời gì hết;|他 眼 中 藐 視 匪 類 、 卻 尊 重 那 敬 畏 耶 和 華 的 人 ． 他 發 了 誓 、 雖 然 自 己 喫 虧 、 也 不 更 改 ．
Người nào không cho vay tiền lấy lời, Chẳng lãnh hối lộ đặng hại người vô tội. Kẻ nào làm các điều ấy sẽ không hề rúng động.|他 不 放 債 取 利 、 不 受 賄 賂 以 害 無 辜 。 行 這 些 事 的 人 、 必 永 不 動 搖 。

					Thánh Thi 16				|
						詩篇 16					
Đức Chúa Trời ôi! xin hãy phù hộ tôi, vì tôi nương náu mình nơi Chúa.|〔 大 衛 的 金 詩 。 〕 　 神 阿 、 求 你 保 佑 我 、 因 為 我 投 靠 你 。
Tôi đã nói cùng Đức Giê-hô-va rằng: Ngài là Chúa tôi; Trừ Ngài ra tôi không có phước gì khác.|我 的 心 哪 、 你 曾 對 耶 和 華 說 、 你 是 我 的 主 ． 我 的 好 處 不 在 你 以 外 。
Tôi lấy làm thích mọi đàng Các người thánh trên đất, và những bực cao trọng.|論 到 世 上 的 聖 民 、 他 們 又 美 又 善 、 是 我 最 喜 悅 的 。
Sự buồn rầu của những kẻ dâng của lễ cho thần khác sẽ thêm nhiều lên: Tôi sẽ không dâng lễ quán bằng huyết của chúng nó, Cũng không xưng tên chúng nó trên môi tôi.|以 別 神 代 替 耶 和 華 的 、 〔 或 作 送 禮 物 給 別 神 的 〕 他 們 的 愁 苦 必 加 增 。 他 們 所 澆 奠 的 血 我 不 獻 上 、 我 嘴 唇 也 不 提 別 神 的 名 號 。
Đức Giê-hô-va là phần cơ nghiệp và là cái chén của tôi: Ngài gìn giữ phần sản tôi.|耶 和 華 是 我 的 產 業 、 是 我 杯 中 的 分 ． 我 所 得 的 你 為 我 持 守 。
Tôi may được phần cơ nghiệp ở trong nơi tốt lành; Phải, tôi có được cơ nghiệp đẹp đẽ.|用 繩 量 給 我 的 地 界 、 坐 落 在 佳 美 之 處 ． 我 的 產 業 實 在 美 好 。
Tôi sẽ ngợi khen Đức Giê-hô-va, là Đấng khuyên bảo tôi; Ban đêm lòng tôi cũng dạy dỗ tôi.|我 必 稱 頌 那 指 教 我 的 耶 和 華 ． 我 的 心 腸 在 夜 間 也 警 戒 我 。
Tôi hằng để Đức Giê-hô-va đứng ở trước mặt tôi; Tôi chẳng hề bị rúng động, vì Ngài ở bên hữu tôi.|我 將 耶 和 華 常 擺 在 我 面 前 ． 因 他 在 我 右 邊 、 我 便 不 至 搖 動 。
Bởi cớ ấy lòng tôi vui vẻ, linh hồn tôi nức mừng rỡ; Xác tôi cũng sẽ nghỉ yên ổn;|因 此 我 的 心 歡 喜 、 我 的 靈 〔 原 文 作 榮 耀 〕 快 樂 ． 我 的 肉 身 也 要 安 然 居 住 。
Vì Chúa sẽ chẳng bỏ linh hồn tôi trong âm phủ, Cũng không để người thánh Chúa thấy sự hư nát.|因 為 你 必 不 將 我 的 靈 魂 撇 在 陰 間 ． 也 不 叫 你 的 聖 者 見 朽 壞 。
Chúa sẽ chỉ cho tôi biết con đường sự sống; Trước mặt Chúa có trọn sự khoái lạc, Tại bên hữu Chúa có điều vui sướng vô cùng.|你 必 將 生 命 的 道 路 指 示 我 ． 在 你 面 前 有 滿 足 的 喜 樂 ． 在 你 右 手 中 有 永 遠 的 福 樂 。

					Thánh Thi 17				|
						詩篇 17					
Đức Giê-hô-va ôi! xin hãy nghe sự công chánh, để ý về tiếng kêu của tôi; Xin hãy lắng tai nghe lời cầu nguyện tôi ra bởi môi không giả dối.|〔 大 衛 的 祈 禱 。 〕 耶 和 華 阿 、 求 你 聽 聞 公 義 、 側 耳 聽 我 的 呼 籲 ． 求 你 留 心 聽 我 這 不 出 於 詭 詐 嘴 唇 的 祈 禱 。
Nguyện quyền lợi tôi ra từ trước mặt Chúa; Cầu mắt Chúa xem xét sự ngay thẳng.|願 我 的 判 語 從 你 面 前 發 出 ． 願 你 的 眼 睛 觀 看 公 正 。
Chúa đã dò lòng tôi, viếng tôi lúc ban đêm; Có thử tôi, nhưng chẳng tìm thấy gì hết; Tôi đã qui định miệng tôi sẽ không phạm tội.|你 已 經 試 驗 我 的 心 ． 你 在 夜 間 鑒 察 我 ． 你 熬 煉 我 、 卻 找 不 著 甚 麼 ． 我 立 志 叫 我 口 中 沒 有 過 失 。
Còn về công việc loài người, Tôi nhờ lời môi Chúa phán mà giữ lấy mình khỏi các con đường của kẻ hung bạo.|論 到 人 的 行 為 、 我 藉 著 你 嘴 唇 的 言 語 、 自 己 謹 守 、 不 行 強 暴 人 的 道 路 。
Bước tôi vững chắc trong các lối của Chúa, Chơn tôi không xiêu tó.|我 的 腳 踏 定 了 你 的 路 徑 、 我 的 兩 腳 未 曾 滑 跌 。
Hỡi Đức Chúa Trời, tôi cầu nguyện cùng Chúa, vì Chúa sẽ nhậm lời tôi: Xin Chúa nghiêng tai qua mà nghe lời tôi.|　 神 阿 、 我 曾 求 告 你 、 因 為 你 必 應 允 我 ． 求 你 向 我 側 耳 、 聽 我 的 言 語 。
Hỡi Đấng dùng tay hữu cứu kẻ nương náu mình nơi Ngài Khỏi những kẻ dấy nghịch cùng họ, Xin hãy tỏ ra sự nhơn từ lạ lùng của Ngài.|求 你 顯 出 你 奇 妙 的 慈 愛 來 ． 你 是 那 用 右 手 拯 救 投 靠 你 的 、 脫 離 起 來 攻 擊 他 們 的 人 。
Cầu Chúa bảo hộ tôi như con ngươi của mắt; Hãy ấp tôi dưới bóng cánh của Chúa.|求 你 保 護 我 、 如 同 保 護 眼 中 的 瞳 人 ． 將 我 隱 藏 在 你 翅 膀 的 蔭 下 、
Cho khỏi kẻ ác hà hiếp tôi, Khỏi kẻ thù nghịch hăm hở vây phủ tôi.|使 我 脫 離 那 欺 壓 我 的 惡 人 、 就 是 圍 困 我 、 要 害 我 命 的 仇 敵 。
Chúng nó bít lòng mình lại; Miệng chúng nó nói cách kiêu căng.|他 們 的 心 被 脂 油 包 裹 ． 他 們 用 口 說 驕 傲 的 話 。
Chúng nó vây phủ chúng tôi mỗi bước, Mắt chúng nó dòm hành đặng làm cho chúng tôi sa ngã.|他 們 圍 困 了 我 們 的 腳 步 ． 他 們 瞪 著 眼 、 要 把 我 們 推 倒 在 地 。
Nó giống như sư tử mê mồi, Như sư tử tơ ngồi rình trong nơi khuất tịch.|他 像 獅 子 急 要 抓 食 、 又 像 少 壯 獅 子 蹲 伏 在 暗 處 。
Hỡi Đức Giê-hô-va, xin hãy chờ dậy, đi đón và đánh đổ nó; hãy dùng gươm Ngài mà giải cứu linh hồn tôi khỏi kẻ ác.|耶 和 華 阿 、 求 你 起 來 、 前 去 迎 敵 、 將 他 打 倒 ． 用 你 的 刀 救 護 我 命 脫 離 惡 人 。
Hỡi Đức Giê-hô-va, xin hãy dùng tay Ngài giải cứu tôi khỏi loài người, tức khỏi người thế gian, Mà có phần phước mình trong đời bây giờ; Ngài là cho bụng chúng nó đầy dẫy vật báu của Ngài; Chúng nó sanh con thỏa nguyện, Và để lại phần của còn dư cho con cháu mình,|耶 和 華 阿 、 求 你 用 手 救 我 脫 離 世 人 、 脫 離 那 只 在 今 生 有 福 分 的 世 人 ． 你 把 你 的 財 寶 充 滿 他 們 的 肚 腹 ． 他 們 因 有 兒 女 就 心 滿 意 足 、 將 其 餘 的 財 物 留 給 他 們 的 嬰 孩 。
