
					I Cô-rinh-tô 1				|
Nếu tôi theo cách loài người mà đã đánh cùng các loài thú ở thành Ê-phê-sô, thì có ích gì cho tôi? Nếu kẻ chết chẳng sống lại, thì hãy ăn, hãy uống, vì ngày mai chúng ta sẽ chết!|我 若 當 日 像 尋 常 人 、 在 以 弗 所 同 野 獸 戰 鬥 、 那 於 我 有 甚 麼 益 處 呢 ． 若 死 人 不 復 活 、 我 們 就 喫 喫 喝 喝 罷 ． 因 為 明 天 要 死 了 。
Anh em chớ mắc lừa: bạn bè xấu làm hư thói nết tốt.|你 們 不 要 自 欺 ． 濫 交 是 敗 壞 善 行 。
Hãy tỉnh biết, theo các công bình, và chớ phạm tội; vì có người không biết Đức Chúa Trời chút nào, tôi nói vậy để anh em hổ thẹn.|你 們 要 醒 悟 為 善 、 不 要 犯 罪 ． 因 為 有 人 不 認 識 　 神 ． 我 說 這 話 、 是 要 叫 你 們 羞 愧 。
Nhưng có kẻ sẽ nói rằng: Người chết sống lại thể nào, lấy xác nào mà trở lại?|或 有 人 問 、 死 人 怎 樣 復 活 ． 帶 著 甚 麼 身 體 來 呢 。
Hỡi kẻ dại kia, vật gì ngươi gieo, nếu không chết đi trước đã, thì không sống lại được.|無 知 的 人 哪 、 你 所 種 的 、 若 不 死 就 不 能 生 。
Còn như vật ngươi gieo, ấy không phải là chính hình thể sẽ sanh ra, chẳng qua là một cái hột, như hột lúa mì hay là hột giống nào khác.|並 且 你 所 種 的 、 不 是 那 將 來 的 形 體 、 不 過 是 子 粒 、 即 如 麥 子 、 或 是 別 樣 的 穀 ．
Đức Chúa Trời cho nó hình thể tùy ý Ngài lấy làm tốt, mỗi một hột giống, cho một hình thể riêng.|但 　 神 隨 自 己 的 意 思 、 給 他 一 個 形 體 、 並 叫 各 等 子 粒 、 各 有 自 己 的 形 體 。
Mọi xác thịt chẳng phải là đồng một xác thịt; nhưng xác thịt loài người khác, xác thịt loài thú khác, loài chim khác, loài cá khác.|凡 肉 體 各 有 不 同 ． 人 是 一 樣 、 獸 又 是 一 樣 、 鳥 又 是 一 樣 、 魚 又 是 一 樣 。
Lại cũng có hình thể thuộc về trời, hình thể thuộc về đất, nhưng vinh quang của hình thể thuộc về trời với vinh quang của hình thể thuộc về đất thì khác nhau.|有 天 上 的 形 體 、 也 有 地 上 的 形 體 ． 但 天 上 形 體 的 榮 光 是 一 樣 、 地 上 形 體 的 榮 光 又 是 一 樣 。
Vinh quang của mặt trời khác, vinh quang của mặt trăng khác, vinh quang của ngôi sao khác; vinh quang của ngôi sao nầy với vinh quang của ngôi sao kia cũng khác.|日 有 日 的 榮 光 、 月 有 月 的 榮 光 、 星 有 星 的 榮 光 ． 這 星 和 那 星 的 榮 光 、 也 有 分 別 。
Sự sống lại của kẻ chết cũng như vậy. Thân thể đã gieo ra là hay hư nát, mà sống lại là không hay hư nát;|死 人 復 活 也 是 這 樣 ． 所 種 的 是 必 朽 壞 的 、 復 活 的 是 不 朽 壞 的 ．
đã gieo ra là nhục, mà sống lại là vinh; đã gieo ra là yếu, mà sống lại là mạnh;|所 種 的 是 羞 辱 的 、 復 活 的 是 榮 耀 的 ． 所 種 的 是 軟 弱 的 、 復 活 的 是 強 壯 的 ．
đã gieo ra là thể huyết khí, mà sống lại là thể thiêng liêng. Nếu đã có thể huyết khí, thì cũng có thể thiêng liêng;|所 種 的 是 血 氣 的 身 體 、 復 活 是 靈 性 的 身 體 ． 若 有 血 氣 的 身 體 、 也 必 有 靈 性 的 身 體 。
ấy vậy, có lời chép rằng: Người thứ nhứt là A-đam đã nên linh hồn sống. A-đam sau hết là thần ban sự sống.|經 上 也 是 這 樣 記 著 說 、 『 首 先 的 人 亞 當 、 成 了 有 靈 的 活 人 。 』 〔 靈 或 作 血 氣 〕 末 後 的 亞 當 、 成 了 叫 人 活 的 靈 。
Nhưng chẳng phải thể thiêng liêng đến trước, ấy là thể huyết khí; rồi thể thiêng liêng đến sau.|但 屬 靈 的 不 在 先 、 屬 血 氣 的 在 先 ． 以 後 纔 有 屬 靈 的 。
Người thứ nhứt bởi đất mà ra, là thuộc về đất, người thứ hai bởi trời mà ra.|頭 一 個 人 是 出 於 地 、 乃 屬 土 ． 第 二 個 人 是 出 於 天 。
Người thuộc về đất thể nào, thì những kẻ thuộc về đất cũng thể ấy; người thuộc về trời thể nào, thì những kẻ thuộc về trời cũng thể ấy.|那 屬 土 的 怎 樣 、 凡 屬 土 的 也 就 怎 樣 ． 屬 天 的 怎 樣 、 凡 屬 天 的 也 就 怎 樣 。
Như chúng ta đã mang ảnh tượng của người thuộc về đất, thì chúng ta cũng sẽ mang ảnh tượng của người thuộc về trời.|我 們 既 有 屬 土 的 形 狀 、 將 來 也 必 有 屬 天 的 形 狀 。
Hỡi anh em, tôi đoán quyết rằng thịt và máu chẳng hưởng nước Đức Chúa Trời được, và sự hay hư nát không hưởng sự không hay hư nát được.|弟 兄 們 、 我 告 訴 你 們 說 、 血 肉 之 體 、 不 能 承 受 　 神 的 國 ． 必 朽 壞 的 、 不 能 承 受 不 朽 壞 的 。
Nầy là sự mầu nhiệm tôi tỏ cho anh em: Chúng ta không ngủ hết, nhưng hết thảy đều sẽ biến hóa,|我 如 今 把 一 件 奧 秘 的 事 告 訴 你 們 ． 我 們 不 是 都 要 睡 覺 、 乃 是 都 要 改 變 、
trong giây phút, trong nháy mắt, lúc tiếng kèn chót; vì kèn sẽ thổi, kẻ chết đều sống lại được không hay hư nát, và chúng ta đều sẽ biến hóa.|就 在 一 霎 時 、 眨 眼 之 間 、 號 筒 末 次 吹 響 的 時 候 ． 因 號 筒 要 響 、 死 人 要 復 活 成 為 不 朽 壞 的 、 我 們 也 要 改 變 。
Vả, thể hay hư nát nầy phải mặc lấy sự không hay hư nát, và thể hay chết nầy phải mặc lấy sự không hay chết.|這 必 朽 壞 的 、 總 要 變 成 不 朽 壞 的 ． 〔 變 成 原 文 作 穿 下 同 〕 這 必 死 的 、 總 要 變 成 不 死 的 。
Khi nào thể hay hư nát nầy mặc lấy sự không hay hư nát, thể hay chết nầy mặc lấy sự không hay chết, thì được ứng nghiệm lời Kinh Thánh rằng: Sự chết đã bị nuốt mất trong sự thắng.|這 必 朽 壞 既 變 成 不 朽 壞 的 ． 這 必 死 的 、 既 變 成 不 死 的 ． 那 時 經 上 所 記 、 死 被 得 勝 吞 滅 的 話 就 應 驗 了 。
Hỡi sự chết, sự thắng của mầy ở đâu? Hỡi sự chết, cái nọc của mầy ở đâu?|死 阿 、 你 得 勝 的 權 勢 在 那 裡 ． 死 阿 、 你 的 毒 鉤 在 那 裡 ．
Cái nọc sự chết là tội lỗi, sức mạnh tội lỗi là luật pháp.|死 的 毒 鉤 就 是 罪 ． 罪 的 權 勢 就 是 律 法 。
Nhưng, tạ ơn Đức Chúa Trời đã cho chúng ta sự thắng, nhờ Đức Chúa Jêsus Christ chúng ta.|感 謝 　 神 、 使 我 們 藉 著 我 們 的 主 耶 穌 基 督 得 勝 。
Vậy, hỡi anh em yêu dấu của tôi, hãy vững vàng, chớ rúng động, hãy làm công việc Chúa cách dư dật luôn, vì biết rằng công khó của anh em trong Chúa chẳng phải là vô ích đâu.|所 以 我 親 愛 的 弟 兄 們 、 你 們 務 要 堅 固 不 可 搖 動 、 常 常 竭 力 多 作 主 工 、 因 為 知 道 你 們 的 勞 苦 、 在 主 裡 面 不 是 徒 然 的 。

					I Cô-rinh-tô 16				|
						哥林多前書 16					
Về việc góp tiền cho thánh đồ, thì anh em cũng hãy theo như tôi đã định liệu cho các Hội thánh xứ Ga-la-ti.|論 到 為 聖 徒 捐 錢 、 我 從 前 怎 樣 吩 咐 加 拉 太 的 眾 教 會 、 你 們 也 當 怎 樣 行 。
Cứ ngày đầu tuần lễ. mỗi một người trong anh em khá tùy sức mình chắt lót được bao nhiêu thì để dành tại nhà mình, hầu cho khỏi đợi khi tôi đến rồi mới góp.|每 逢 七 日 的 第 一 日 、 各 人 要 照 自 己 的 進 項 抽 出 來 留 著 ． 免 得 我 來 的 時 候 現 湊 。
Khi tôi đến, tôi sẽ sai những kẻ mà anh em đã chọn cầm thơ tôi đi, đặng đem tiền bố thí của anh em đến thành Giê-ru-sa-lem.|及 至 我 來 到 了 、 你 們 寫 信 舉 薦 誰 、 我 就 打 發 他 們 、 把 你 們 的 捐 資 送 到 耶 路 撒 冷 去 ．
Ví bằng việc đáng chính mình tôi phải đi, thì những kẻ ấy sẽ đi với tôi.|若 我 也 該 去 、 他 們 可 以 和 我 同 去 。
Vậy, tôi sẽ đến cùng anh em sau khi ghé qua xứ Ma-xê-đoan, vì tôi phải ghé qua xứ Ma-xê-đoan.|我 要 從 馬 其 頓 經 過 ． 既 經 過 了 、 就 要 到 你 們 那 裡 去 ．
Có lẽ tôi trú lại nơi anh em, hoặc cũng ở trọn mùa đông tại đó nữa, để anh em đưa tôi đến nơi tôi muốn đi.|或 者 和 你 們 同 住 幾 時 、 或 者 也 過 冬 ． 無 論 我 往 那 裡 去 、 你 們 就 可 以 給 我 送 行 。
Lần nầy tôi chẳng muốn chỉ gặp anh em trong khi ghé qua mà thôi; nếu Chúa cho phép, thì tôi rất mong ở cùng anh em ít lâu.|我 如 今 不 願 意 路 過 見 你 們 ． 主 若 許 我 、 我 就 指 望 和 你 們 同 住 幾 時 。
Nhưng tôi sẽ ở lại thành Ê-phê-sô cho đến lễ Ngũ Tuần,|但 我 要 仍 舊 住 在 以 弗 所 、 直 等 到 五 旬 節 ．
vì tại đó có một cái cửa lớn mở toang ra cho công việc tôi, lại có nhiều kẻ đối địch.|因 為 有 寬 大 又 有 功 效 的 門 、 為 我 開 了 、 並 且 反 對 的 人 也 多 。 力 作 主 的 工 、 像 我 一 樣 ．
Nếu Ti-mô-thê đến thăm anh em, hãy giữ cho người khói sợ sệt gì trong anh em: vì người cũng làm việc cho Chúa như chính mình tôi vậy.|若 是 提 摩 太 來 到 、 你 們 要 留 心 、 叫 他 在 你 們 那 裡 無 所 懼 怕 ． 因 為 他 勞 因 我 指 望 他 和 弟 兄 們 同 來 。
Nên chớ có ai khinh người, hãy đưa người đi về bình an, hầu cho người đến cùng tôi, vì tôi đương đợi người đồng đến với anh em.|所 以 無 論 誰 、 都 不 可 藐 視 他 ． 只 要 送 他 平 安 前 行 、 叫 他 到 我 這 裡 來 ． 決 不 願 意 去 ． 幾 時 有 了 機 會 他 必 去 。
Còn như anh em chúng ta là A-bô-lô tôi thường cố khuyên người đi với anh em đây mà đến cùng các anh em, nhưng hiện nay người chắc chưa khứng đi; người sẽ đi trong khi có dịp tiện.|至 於 兄 弟 亞 波 羅 、 我 再 三 的 勸 他 、 同 弟 兄 們 到 你 們 那 裡 去 ． 但 這 時 他
Anh em hãy tỉnh thức, hãy vững vàng trong đức tin, hãy dốc chí trượng phu và mạnh mẽ.|你 們 務 要 儆 醒 、 在 真 道 上 站 立 得 穩 、 要 作 大 丈 夫 、 要 剛 強 。
Mọi điều anh em làm, hãy lấy lòng yêu thương mà làm.|凡 你 們 所 作 的 、 都 要 憑 愛 心 而 作 。
Hỡi anh em, còn một lời dặn nữa: anh em biết rằng nhà Sê-pha-na là trái đầu mùa của xứ A-chai, và biết rằng nhà ấy hết lòng hầu việc các thánh đồ.|弟 兄 們 、 你 們 曉 得 司 提 反 一 家 、 是 亞 該 亞 初 結 的 果 子 ． 並 且 他 們 專 以 服 事 聖 徒 為 念 ．
Vậy, hãy kính phục những người thể ấy, và kính phục cả mọi người cùng làm việc, cùng khó nhọc với chúng ta.|我 勸 你 們 順 服 這 樣 的 人 、 並 一 切 同 工 同 勞 的 人 。 待 我 有 不 及 之 處 、 他 們 補 上 了 。
Sê-pha-na, Phốt-tu-na và A-chai-cơ đến đây, tôi lấy làm vui mừng lắm; các người ấy đã bù lại sự anh em thiếu thốn,|司 提 反 、 和 福 徒 拿 都 、 並 亞 該 古 、 到 我 這 裡 來 、 我 很 喜 歡 ． 因 為 你 們
vì các người ấy đã làm cho yên lặng tâm thần của tôi và của anh em. Hãy biết quí trọng những người dường ấy.|他 們 叫 我 和 你 們 心 裡 都 快 活 ． 這 樣 的 人 、 你 們 務 要 敬 重 。 因 主 多 多 的 問 你 們 安 。
Các Hội thánh ở xứ A-si chào thăm anh em. A-qui-la và Bê-rít-sin gởi lời chào anh em trong Chúa, Hội thánh hiệp trong nhà hai người ấy cũng vậy.|亞 西 亞 的 眾 教 會 問 你 們 安 。 亞 居 拉 和 百 基 拉 、 並 在 他 們 家 裡 的 教 會 、
Hết thảy anh em đây chào thăm các anh em. Hãy lấy cái hôn thánh mà chào nhau.|眾 弟 兄 都 問 你 們 安 。 你 們 要 親 嘴 問 安 、 彼 此 務 要 聖 潔 。
Tôi là Phao-lô, chính tay tôi viết chào thăm anh em.|我 保 羅 親 筆 問 安 。
Bằng có ai không kính mến Chúa, thì phải bị a-na-them! Ma-ra-na-tha.|若 有 人 不 愛 主 、 這 人 可 詛 可 咒 。 主 必 要 來 。
Nguyền xin ơn của Đức Chúa Jêsus Christ ở với anh em!|願 主 耶 穌 基 督 的 恩 、 常 與 你 們 眾 人 同 在 。
Lòng yêu thương của tôi ở với hết thảy anh em trong Đức Chúa Jêsus Christ.|我 在 基 督 耶 穌 裡 的 愛 、 與 你 們 眾 人 同 在 。 阿 們 。
