
					Phục Truyền Luật Lệ 1				|
Bấy giờ, chúng ta trở lại bắt đường Ba-san đi lên. Oc, vua Ba-san, và cả dân sự người ra đón chúng ta, đặng giao chiến tại Ech-rê -i.|以 後 我 們 轉 回 向 巴 珊 去 、 巴 珊 王 噩 和 他 的 眾 民 都 出 來 、 在 以 得 來 與 我 們 交 戰 。
Đức Giê-hô-va phán cùng ta rằng: Ngươi chớ sợ, vì ta đã phó người, cả dân sự và xứ người vào tay ngươi; ngươi sẽ làm cho người như ngươi đã làm cho Si-hôn, vua A-mô-rít, ở tại Hết-bôn.|耶 和 華 對 我 說 、 不 要 怕 他 、 因 我 已 將 他 和 他 的 眾 民 、 並 他 的 地 、 都 交 在 你 手 中 、 你 要 待 他 像 從 前 待 住 希 實 本 的 亞 摩 利 王 西 宏 一 樣 。
Giê-hô-va Đức Chúa Trời chúng ta cũng có phó vào tay chúng ta Oc, vua Ba-san, và cả dân sự người; chúng ta có đánh bại người đến chừng không còn lại một ai.|於 是 耶 和 華 我 們 的 　 神 、 也 將 巴 珊 王 噩 、 和 他 的 眾 民 、 都 交 在 我 們 手 中 、 我 們 殺 了 他 們 、 沒 有 留 下 一 個 。
Trong lúc đó chúng ta chiếm lấy các thành của người, không có thành nào mà mình không chiếm lấy; tức là sáu mươi cái thành và toàn miền At-gốp, là nước của Oc trong xứ Ba-san.|那 時 我 們 奪 了 他 所 有 的 城 、 共 有 六 十 座 、 沒 有 一 座 城 不 被 我 們 所 奪 、 這 為 亞 珥 歌 伯 的 全 境 、 就 是 巴 珊 地 、 噩 王 的 國 。
Các thành nầy vốn là đồn lũy có vách cao, cửa và cây gài; cũng có lấy những thành không có vách rất nhiều.|這 些 城 都 有 堅 固 的 高 牆 、 有 門 有 閂 ． 此 外 還 有 許 多 無 城 牆 的 鄉 村 。
Chúng ta khấn vái tận diệt các thành nầy, như chúng ta đã làm cho Si-hôn, vua Hết-bôn, tức là khấn vái diệt hết các thành, các người nam, người nữ, và con trẻ.|我 們 將 這 些 都 毀 滅 了 、 像 從 前 待 希 實 本 王 西 宏 一 樣 、 把 有 人 煙 的 各 城 、 連 女 人 帶 孩 子 、 盡 都 毀 滅 。
Nhưng chúng ta chiếm lấy về phần mình hết thảy súc vật và hóa tài của các thành ấy.|惟 有 一 切 牲 畜 、 和 城 中 的 財 物 、 都 取 為 自 己 的 掠 物 。
Vậy, trong lúc đó, chúng ta chiếm lấy của hai vua A-mô-rít, xứ bên kia sông Giô-đanh, từ khe At-nôn đến núi Hẹt-môn|那 時 我 們 從 約 但 河 東 兩 個 亞 摩 利 王 的 手 、 將 亞 嫩 谷 直 到 黑 門 山 之 地 奪 過 來 。
;|（ 這 黑 門 山 、 西 頓 人 稱 為 西 連 、 亞 摩 利 人 稱 為 示 尼 珥 。 ）
các thành của đồng bằng, toàn Ga-la-át và toàn Ba-san.|就 是 奪 了 平 原 的 各 城 、 基 列 全 地 、 巴 珊 全 地 、 直 到 撒 迦 、 和 以 得 來 、 都 是 巴 珊 王 噩 國 內 的 城 邑 。
.|（ 利 乏 音 人 所 剩 下 的 、 只 有 巴 珊 王 噩 ． 他 的 床 是 鐵 的 、 長 九 肘 、 寬 四 肘 、 都 是 以 人 肘 為 度 ． 現 今 豈 不 是 在 亞 捫 人 的 拉 巴 麼 。 ）
Vậy, trong lúc đó, chúng ta chiếm lấy xứ nầy. Ta cho người Ru-bên và người Gát từ xứ A-rô -e, ở trên khe At-nôn và phân nửa núi Ga-la-át, cùng các thành của nó.|那 時 我 們 得 了 這 地 ． 從 亞 嫩 谷 邊 的 亞 羅 珥 起 、 我 將 基 列 山 地 的 一 半 、 並 其 中 的 城 邑 、 都 給 了 流 便 人 、 和 迦 得 人 。
Ta cho phân nửa chi phái Ma-na-se phần còn lại của núi Ga-la-át, và toàn Ba-san, nước của Oc, tức là cả miền At-gốp cùng toàn Ba-san vậy. Miền ấy gọi là xứ Rê-pha-im.|其 餘 的 基 列 地 、 和 巴 珊 全 地 、 就 是 噩 王 的 國 、 我 給 了 瑪 拿 西 半 支 派 ． 亞 珥 歌 伯 全 地 乃 是 巴 珊 全 地 、 這 叫 作 利 乏 音 人 之 地 。
Giai-rơ, con trai Ma-na-se, chiếm lấy cả miền At-gốp cho đến giới hạn dân Ghê-su-rít và Ma-ca-thít, đặt tên mình cho các thôn xứ Ba-san, là thôn Giai-rơ, đến ngày nay hãy còn.|瑪 拿 西 的 子 孫 睚 珥 、 佔 了 亞 珥 歌 伯 全 境 、 直 到 基 述 人 、 和 瑪 迦 人 的 交 界 、 就 按 自 己 的 名 稱 這 巴 珊 地 為 哈 倭 特 睚 珥 、 直 到 今 日 。
Ta cũng cho Ma-ki xứ Ga-la-át.|我 又 將 基 列 給 了 瑪 吉 。
Về người Ru-bên và người Gát, ta cho phần Ga-la-át có ranh ở giữa khe At-nôn cho đến khe Gia-bốt, là giới hạn của con cháu Am-môn,|從 基 列 到 亞 嫩 谷 、 以 谷 中 為 界 、 直 到 亞 捫 人 交 界 的 雅 博 河 、 我 給 了 流 便 人 、 和 迦 得 人 ．
luôn với đồng bằng Giô-đanh, từ Ki-nê-rết tới biển của đồng bằng, tức là Biển mặn, dưới triền núi Phích-ga, về phía đông.|又 將 亞 拉 巴 、 和 靠 近 約 但 河 之 地 、 從 基 尼 烈 直 到 亞 拉 巴 海 、 就 是 鹽 海 、 並 毘 斯 迦 山 根 東 邊 之 地 ． 都 給 了 他 們 。
Vả, trong lúc đó, ta truyền lịnh nầy cho các ngươi, mà rằng: Giê-hô-va Đức Chúa Trời các ngươi có phó xứ nầy cho các ngươi đặng nhận lấy làm sản nghiệp; hết thảy những chiến sĩ trong các ngươi phải cầm binh khí đi qua trước anh em mình, là dân Y-sơ-ra-ên.|那 時 我 吩 咐 你 們 說 、 耶 和 華 你 們 的 　 神 、 已 將 這 地 賜 給 你 們 為 業 ． 你 們 所 有 的 勇 士 、 都 要 帶 著 兵 器 、 在 你 們 的 弟 兄 以 色 列 人 前 面 過 去 。
Chỉ những vợ, con trẻ, và súc vật các ngươi  sẽ ở lại trong những thành mà ta đã cho các ngươi,|但 你 們 的 妻 子 、 孩 子 、 牲 畜 （ 我 知 道 你 們 有 許 多 的 牲 畜 ） 可 以 住 在 我 所 賜 給 你 們 的 各 城 裡 ．
đến chừng nào Đức Giê-hô-va cho anh em các ngươi sự an nghỉ như mình, và anh em cũng nhận được xứ mà Giê-hô-va Đức Chúa Trời các ngươi ban cho họ tại phía bên kia sông Giô-đanh; đoạn mọi người trong các ngươi sẽ trở về sản nghiệp mình mà ta đã ban cho các ngươi.|等 到 你 們 弟 兄 在 約 但 河 那 邊 、 也 得 耶 和 華 你 們 　 神 所 賜 給 他 們 的 地 、 又 使 他 們 得 享 平 安 、 與 你 們 一 樣 、 你 們 纔 可 以 回 到 我 所 賜 給 你 們 為 業 之 地 。
Đang lúc ấy, ta cũng truyền lịnh nầy cho Giô-suê mà rằng: Mắt ngươi có thấy mọi điều Giê-hô-va Đức Chúa Trời các ngươi đã làm cho hai vua nầy; Đức Giê-hô-va sẽ làm như vậy cho các nước nào mà ngươi sẽ đi qua.|那 時 我 吩 咐 約 書 亞 說 、 你 親 眼 看 見 了 耶 和 華 你 　 神 向 這 二 王 所 行 的 、 耶 和 華 也 必 向 你 所 要 去 的 各 國 照 樣 行 。
Đừng sợ các nước đó, vì chính Giê-hô-va Đức Chúa Trời các ngươi tranh chiến cho các ngươi.|你 不 要 怕 他 們 、 因 那 為 你 爭 戰 的 、 是 耶 和 華 你 的 　 神 。
Trong lúc nầy, ta cầu khẩn cùng Đức Giê-hô-va mà rằng:|那 時 我 懇 求 耶 和 華 說 、
Lạy Chúa Giê-hô-va, Chúa đã khởi tỏ cho kẻ tôi tớ Chúa sự oai nghiêm lớn, và cánh tay quyền năng của Chúa; vì trên trời dưới đất há có thần nào làm được việc và công sự quyền năng giống như của Chúa chăng?|主 耶 和 華 阿 、 你 已 將 你 的 大 力 大 能 顯 給 僕 人 看 、 在 天 上 、 在 地 下 、 有 甚 麼 神 能 像 你 行 事 、 像 你 有 大 能 的 作 為 呢 。
Tôi xin Chúa cho phép tôi đi qua xem xứ tốt tươi, núi đẹp đẽ nầy, và Li-ban ở bên kia sông Giô-đanh.|求 你 容 我 過 去 、 看 約 但 河 那 邊 的 美 地 、 就 是 那 佳 美 的 山 地 、 和 利 巴 嫩 。
Nhưng Đức Giê-hô-va, bởi cớ các ngươi, nổi giận cùng ta, không nhận lời ta, bèn phán rằng: Thôi; chớ còn nói về việc nầy cùng ta nữa.|但 耶 和 華 因 你 們 的 緣 故 向 我 發 怒 、 不 應 允 我 、 對 我 說 、 罷 了 、 你 不 要 向 我 再 題 這 事 。
Hãy đi lên chót Phích-ga, ngước mắt ngươi lên về hướng tây, hướng bắc, hướng nam, và hướng đông mà nhìn xứ ấy, vì ngươi sẽ không đi ngang qua sông Giô-đanh nầy đâu.|你 且 上 毘 斯 迦 山 頂 去 、 向 東 、 西 、 南 、 北 、 舉 目 觀 望 、 因 為 你 必 不 能 過 這 約 但 河 。
Song hãy truyền mạng lịnh cho Giô-suê, làm cho người vững lòng bền chí; vì ấy là người phải đi qua trước mặt dân nầy, khiến chúng nhận lấy xứ mà ngươi sẽ thấy.|你 卻 要 囑 咐 約 書 亞 、 勉 勵 他 、 使 他 膽 壯 、 因 為 他 必 在 這 百 姓 前 面 過 去 使 他 們 承 受 你 所 要 觀 看 之 地 。
Ay vậy, chúng ta có ở trong trũng, đối ngang Bết-Phê -o.|於 是 我 們 住 在 伯 毘 珥 對 面 的 谷 中 。

					Phục Truyền Luật Lệ 4				|
						申命記 4					
Hỡi Y-sơ-ra-ên, bây giờ hãy nghe những mạng lịnh và luật lệ mà ta dạy các ngươi; hãy làm theo, để các ngươi được sống và vào xứ mà Giê-hô-va Đức Chúa Trời của tổ phụ các ngươi ban cho các ngươi nhận được.|以 色 列 人 哪 、 現 在 我 所 教 訓 你 們 的 律 例 、 典 章 、 你 們 要 聽 從 遵 行 、 好 叫 你 們 存 活 、 得 以 進 入 耶 和 華 你 們 列 祖 之 　 神 所 賜 給 你 們 的 地 、 承 受 為 業 。
Các ngươi chớ thêm chi và đừng bớt chi về điều ta truyền cho, để giữ theo các điều răn của Giê-hô-va Đức Chúa Trời các ngươi mà ta đã truyền.|所 吩 咐 你 們 的 話 、 你 們 不 可 加 添 、 也 不 可 刪 減 、 好 叫 你 們 遵 守 我 所 吩 咐 的 、 就 是 耶 和 華 你 們 　 神 的 命 令 。
Nhân dịp của Ba-anh-Phê -o, mắt các ngươi đã thấy điều Đức Giê-hô-va đã làm; vì Giê-hô-va Đức Chúa Trời ngươi có diệt khỏi giữa ngươi mọi kẻ tin theo Ba-anh-Phê -o.|耶 和 華 因 巴 力 毘 珥 的 事 所 行 的 、 你 們 親 眼 看 見 了 、 凡 隨 從 巴 力 毘 珥 的 人 、 耶 和 華 你 們 的 　 神 都 從 你 們 中 間 除 滅 了 。
Còn các ngươi, là những kẻ vẫn theo Giê-hô-va Đức Chúa Trời mình, ngày nay hết thảy còn sống.|惟 有 你 們 專 靠 耶 和 華 你 們 　 神 的 人 、 今 日 全 都 存 活 。
Nầy đây, ta đã dạy các ngươi những mạng lịnh và luật lệ y như Giê-hô-va Đức Chúa Trời ta đã phán dặn ta, để các ngươi làm theo ở giữa xứ mình sẽ vào đặng nhận lấy.|我 照 著 耶 和 華 我 　 神 所 吩 咐 的 、 將 律 例 、 典 章 、 教 訓 你 們 、 使 你 們 在 所 要 進 去 得 為 業 的 地 上 遵 行 。
Vậy, các ngươi phải giữ làm theo các mạng lịnh và luật lệ nầy; vì ấy là sự khôn ngoan và sự thông sáng của các ngươi trước mặt các dân tộc; họ nghe nói về các luật lệ nầy, sẽ nói rằng: Dân nầy là một dân khôn ngoan và thông sáng không hai!|所 以 你 們 要 謹 守 遵 行 、 這 就 是 你 們 在 萬 民 眼 前 的 智 慧 、 聰 明 ． 他 們 聽 見 這 一 切 律 例 、 必 說 、 這 大 國 的 人 真 是 有 智 慧 、 有 聰 明 。
Vả chăng, há có dân lớn nào mà có các thần mình gần như chúng ta có Giê-hô-va Đức Chúa Trời gần chúng ta, mọi khi chúng ta cầu khẩn Ngài chăng?|那 一 大 國 的 人 有 神 與 他 們 相 近 、 像 耶 和 華 我 們 的 　 神 、 在 我 們 求 告 他 的 時 候 與 我 們 相 近 呢 。
Lại, há có nước lớn nào có những mạng lịnh và luật lệ công bình như cả luật pháp nầy, mà ngày nay ta đặt trước mặt các ngươi chăng?|又 那 一 大 國 有 這 樣 公 義 的 律 例 、 典 章 、 像 我 今 日 在 你 們 面 前 所 陳 明 的 這 一 切 律 法 呢 。
Chỉ hãy giữ lấy ngươi, lo canh cẩn thận linh hồn mình, e ngươi quên những điều mà mắt mình đã thấy, hầu cho chẳng một ngày nào của đời ngươi những điều đó lìa khỏi lòng ngươi: phải dạy cho các con và cháu ngươi.|你 只 要 謹 慎 、 殷 勤 保 守 你 的 心 靈 、 免 得 忘 記 你 親 眼 所 看 見 的 事 、 又 免 得 你 一 生 、 這 事 離 開 你 的 心 ． 總 要 傳 給 你 的 子 子 孫 孫 。
Hãy nhớ ngày ngươi chầu Giê-hô-va Đức Chúa Trời ngươi tại Hô-rếp, khi Đức Giê-hô-va phán cùng ta rằng: Hãy nhóm hiệp dân sự để ta khiến chúng nghe lời ta, hầu cho tập kính sợ ta đang lúc họ còn sống nơi thế thượng, và dạy lời đó cho con cái mình.|你 在 何 烈 山 站 在 耶 和 華 你 　 神 面 前 的 那 日 ． 耶 和 華 對 我 說 、 你 為 我 招 聚 百 姓 、 我 要 叫 他 們 聽 見 我 的 話 、 使 他 們 存 活 在 世 的 日 子 、 可 以 學 習 敬 畏 我 、 又 可 以 教 訓 兒 女 這 樣 行 。
Vậy, các ngươi lại gần và đứng dưới núi. Vả, núi cả lửa cháy cho đến tận trời; có sự tối tăm, mây mịt mịt và đen kịt.|那 時 你 們 近 前 來 、 站 在 山 下 、 山 上 有 火 焰 沖 天 、 並 有 昏 黑 、 密 雲 、 幽 暗 。
Từ trong lửa, Đức Giê-hô-va phán cùng các ngươi; các ngươi nghe một tiếng nói, nhưng không thấy một hình trạng nào; chỉ nghe một tiếng mà thôi.|耶 和 華 從 火 焰 中 對 你 們 說 話 、 你 們 只 聽 見 聲 音 、 卻 沒 有 看 見 形 像 。
Ngài rao truyền cho các ngươi biết sự giao ước của Ngài, tức là mười điều răn, khiến các ngươi gìn giữ lấy, và Ngài chép mười điều răn ấy trên hai bảng đá.|他 將 所 吩 咐 你 們 當 守 的 約 、 指 示 你 們 、 就 是 十 條 誡 ． 並 將 這 誡 寫 在 兩 塊 石 版 上 。
Trong lúc đó, Đức Giê-hô-va cũng phán dặn ta dạy các ngươi những mạng lịnh và luật lệ, để các ngươi làm theo tại trong xứ mà mình sẽ đi vào nhận lấy.|那 時 耶 和 華 又 吩 咐 我 將 律 例 、 典 章 教 訓 你 們 、 使 你 們 在 所 要 過 去 得 為 業 的 地 上 遵 行 。
Vậy, các ngươi hãy cẩn thận giữ lấy linh hồn mình cho lắm, vì các ngươi không có thấy một hình trạng nào trong ngày Giê-hô-va Đức Chúa Trời các ngươi, từ nơi giữa lửa phán cùng các ngươi, tại Hô-rếp;|所 以 你 們 要 分 外 謹 慎 、 因 為 耶 和 華 在 何 烈 山 、 從 火 中 對 你 們 說 話 的 那 日 、 你 們 沒 有 看 見 甚 麼 形 像 。
e các ngươi phải làm hư hoại cho mình chăng, và làm một tượng chạm nào, tạo hình trạng của tà thần nào, hoặc hình của người nam hay người nữ,|惟 恐 你 們 敗 壞 自 己 、 雕 刻 偶 像 、 彷 彿 甚 麼 男 像 、 女 像 、
hoặc hình của con thú nào đi trên đất, hoặc hình của vật nào có cánh bay trên trời,|或 地 上 走 獸 的 像 、 或 空 中 飛 鳥 的 像 、
hoặc hình của loài côn trùng nào bò trên đất, hay là hình của con cá nào ở trong nước dưới đất;|或 地 上 爬 物 的 像 、 或 地 底 下 水 中 魚 的 像 。
lại, e khi ngươi ngước mắt lên trời thấy mặt trời, mặt trăng, các ngôi sao, tức là toàn cả thiên binh, thì ngươi bị quyến dụ quì xuống trước các vì đó, và thờ lạy các tinh tú nầy mà Giê-hô-va Đức Chúa Trời ngươi đã chia phân cho muôn dân dưới trời chăng.|又 恐 怕 你 向 天 舉 目 觀 看 、 見 耶 和 華 你 的 　 神 為 天 下 萬 民 所 擺 列 的 日 月 星 、 就 是 天 上 的 萬 象 ． 自 己 便 被 勾 引 敬 拜 事 奉 它 。
Còn các ngươi, Đức Giê-hô-va đã chọn và rút các ngươi khỏi lò lửa bằng sắt kia, là xứ Ê-díp-tô, để các ngươi thành một dân riêng của Ngài, y như các ngươi đã là điều đó ngày nay.|耶 和 華 將 你 們 從 埃 及 領 出 來 脫 離 鐵 爐 、 要 特 作 自 己 產 業 的 子 民 、 像 今 日 一 樣 。
Đoạn, Đức Giê-hô-va, vì cớ các ngươi, nổi giận cùng ta, có thề rằng ta không được đi ngang qua sông Giô-đanh, và chẳng đặng vào xứ tốt đẹp mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi làm sản nghiệp.|耶 和 華 又 因 你 們 的 緣 故 、 向 我 發 怒 起 誓 、 必 不 容 我 過 約 但 河 、 也 不 容 我 進 入 耶 和 華 你 　 神 所 賜 你 為 業 的 那 美 地 。
