
					Lu-ca 1				|
Một lúc ấy, người cũng thình lình đến đó, ngợi khen Đức Chúa Trời, và nói chuyện về con trẻ với mọi người trông đợi sự giải cứu của thành Giê-ru-sa-lem.|正 當 那 時 、 他 進 前 來 稱 謝 　 神 、 將 孩 子 的 事 、 對 一 切 盼 望 耶 路 撒 冷 得 救 贖 的 人 講 說 。
Khi Giô-sép và Ma-ri đã làm trọn mọi việc theo luật pháp Chúa rồi, thì trở về thành của mình là Na-xa-rét trong xứ Ga-li-lê.|約 瑟 和 馬 利 亞 照 主 的 律 法 、 辦 完 了 一 切 的 事 、 就 回 加 利 利 、 到 自 己 的 城 拿 撒 勒 去 了 。
Con trẻ lớn lên, và mạnh mẽ, được đầy dẫy sự khôn ngoan, và ơn Đức Chúa Trời ngự trên Ngài.|孩 子 漸 漸 長 大 、 強 健 起 來 、 充 滿 智 慧 ． 又 有 　 神 的 恩 在 他 身 上 。
Và, hằng năm đến ngày lễ Vượt qua, cha mẹ Đức Chúa Jêsus thường đến thành Giê-ru-sa-lem.|每 年 到 逾 越 節 、 他 父 母 就 上 耶 路 撒 冷 去 。
Khi Ngài lên mười hai tuổi, theo lệ thường ngày lễ, cùng lên thành Giê-ru-sa-lem.|當 他 十 二 歲 的 時 候 、 他 們 按 著 節 期 的 規 矩 上 去 ．
Các ngày lễ qua rồi, cha mẹ trở về, con trẻ là Jêsus ở lại thành Giê-ru-sa-lem, mà cha mẹ không hay chi hết.|守 滿 了 節 期 、 他 門 回 去 、 孩 童 耶 穌 仍 在 耶 路 撒 冷 ． 他 的 父 母 並 不 知 道 ．
Hai người tưởng rằng Ngài cũng đồng đi với bạn đi đường, đi trót một ngày, rồi mới tìm hỏi trong đám bà con quen biết;|以 為 他 在 同 行 的 人 中 間 、 走 了 一 天 的 路 程 、 就 在 親 族 和 熟 識 的 人 中 找 他 ．
nhưng không thấy Ngài, bèn trở lại thành Giê-ru-sa-lem mà tìm.|既 找 不 著 、 就 回 耶 路 撒 冷 去 找 他 。
Khỏi ba ngày, gặp Ngài tại trong đền thờ đang ngồi giữa mấy thầy thông thái, vừa nghe vừa hỏi.|過 了 三 天 、 就 遇 見 他 在 殿 裡 、 坐 在 教 師 中 間 、 一 面 聽 、 一 面 問 。
Ai nấy nghe, đều lạ khen về sự khôn ngoan và lời đối đáp của Ngài.|凡 聽 見 他 的 、 都 希 奇 他 的 聰 明 和 他 的 應 對 。
Khi cha mẹ thấy Ngài, thì lấy làm lạ, và mẹ hỏi rằng: Hỡi con, sao con làm cho hai ta thể nầy? Nầy, cha và mẹ đã khó nhọc lắm mà tìm con.|他 父 母 看 見 就 很 希 奇 ． 他 母 親 對 他 說 、 我 兒 、 為 甚 麼 向 我 們 這 樣 行 呢 ． 看 哪 、 你 父 親 和 我 傷 心 來 找 你 。
Ngài thưa rằng: Cha mẹ kiếm tôi làm chi? Há chẳng biết tôi phải lo việc Cha tôi sao?|耶 穌 說 、 為 甚 麼 找 我 呢 ． 豈 不 知 我 應 當 以 我 父 的 事 為 念 麼 。 〔 或 作 豈 不 知 我 應 當 在 我 父 的 家 裡 麼 〕
Nhưng hai người không hiểu lời Ngài nói chi hết.|他 所 說 的 這 話 、 他 們 不 明 白 。
Đoạn, Ngài theo về thành Na-xa-rét và chịu lụy cha mẹ. Mẹ Ngài ghi các lời ấy vào lòng.|他 就 同 他 們 下 去 、 回 到 拿 撒 勒 ． 並 且 順 從 他 們 ． 他 母 親 把 這 一 切 的 事 都 存 在 心 裡 。
Đức Chúa Jêsus khôn ngoan càng thêm, thân hình càng lớn, càng được đẹp lòng Đức Chúa Trời và người ta.|耶 穌 的 智 慧 和 身 量 、 〔 身 量 或 作 年 紀 〕 並 　 神 和 人 喜 愛 他 的 心 、 都 一 齊 增 長 。

					Lu-ca 3				|
						路加福音 3					
Năm thứ mười lăm đời Sê-sa Ti-be-rơ, khi Bôn-xơ Phi-lát làm quan tổng đốc xứ Giu-đê, Hê-rốt làm vua chư hầu xứ Ga-li-lê, Phi-líp em vua ấy làm vua chư hầu xứ Y-tu-rê và tỉnh Tra-cô-nít, Ly-sa-ni -a làm vua chư hầu xứ A-by-len,|該 撒 提 庇 留 在 位 第 十 五 年 、 本 丟 彼 拉 多 作 猶 太 巡 撫 、 希 律 作 加 利 利 分 封 的 王 、 他 的 兄 弟 腓 力 作 以 士 利 亞 和 特 拉 可 尼 地 方 分 封 的 王 、 呂 撒 聶 作 亞 比 利 尼 分 封 的 王 、
An-ne và Cai-phe làm thầy cả thượng phẩm, thì có lời Đức Chúa Trời truyền cho Giăng, con Xa-cha-ri, ở nơi đồng vắng.|亞 那 和 該 亞 法 作 大 祭 司 、 那 時 、 撒 迦 利 亞 的 兒 子 約 翰 在 曠 野 裡 、 　 神 的 話 臨 到 他 。
Giăng bèn dạo qua hết thảy miền lân cận sông Giô-đanh, giảng dạy phép báp-tem về sự ăn năn để được tha tội,|他 就 來 到 約 但 河 一 帶 地 方 、 宣 講 悔 改 的 洗 禮 、 使 罪 得 赦 ．
như lời đã chép trong sách đấng tiên tri Ê-sai rằng: Có tiếng kêu la trong đồng vắng: Hãy dọn đường Chúa, ban bằng các nẻo Ngài.|正 如 先 知 以 賽 亞 書 上 所 記 的 話 、 說 、 『 在 曠 野 有 人 聲 喊 著 說 、 豫 備 主 的 道 、 修 直 他 的 路 。
Mọi nơi sũng thấp sẽ lấp cho đầy, Các núi các gò thì bị hạ xuống; Đường quanh quẹo thì làm cho ngay, Đường gập ghềnh thì làm cho bằng;|一 切 山 漥 都 要 填 滿 、 大 小 山 岡 都 要 削 平 、 彎 彎 曲 曲 的 地 方 要 改 為 正 直 、 高 高 低 低 的 道 路 要 改 為 平 坦 。
Và mọi xác thịt sẽ thấy sự cứu của Đức Chúa Trời.|凡 有 血 氣 的 、 都 要 見 　 神 的 救 恩 。 』
Vậy, Giăng nói cùng đoàn dân đến để chịu mình làm phép báp-tem rằng: Hỡi dòng dõi rắn lục, ai đã dạy các ngươi tránh khỏi cơn thạnh nộ ngày sau?|約 翰 對 那 出 來 要 受 他 洗 的 眾 人 說 、 毒 蛇 的 種 類 、 誰 指 示 你 們 逃 避 將 來 的 忿 怒 呢 。
Thế thì, hãy kết quả xứng đáng với sự ăn năn; và đừng tự nói rằng: Ap-ra-ham là tổ phụ chúng ta; vì ta nói cùng các ngươi, Đức Chúa Trời có thể khiến từ những đá nầy sanh ra con cái cho Ap-ra-ham được.|你 們 要 結 出 果 子 來 、 與 悔 改 的 心 相 稱 、 不 要 自 己 心 裡 說 、 有 亞 伯 伯 罕 為 我 們 的 祖 宗 ． 我 告 訴 你 們 、 　 神 能 從 這 些 石 頭 中 、 給 亞 伯 拉 罕 興 起 子 孫 來 。
Cái búa đã để kề gốc cây; hễ cây nào không sanh trái tốt thì sẽ bị đốn và chụm.|現 在 斧 子 已 經 放 在 樹 根 上 ． 凡 不 結 好 果 子 的 樹 、 就 砍 下 來 丟 在 火 裡 。
Chúng bèn hỏi Giăng rằng: Vậy thì chúng tôi phải làm gì?|眾 人 問 他 說 、 這 樣 我 們 當 作 甚 麼 呢 。
Người đáp rằng: Ai có hai áo, hãy lấy một cái cho người không có; và ai có đồ ăn cũng nên làm như vậy.|約 翰 回 答 說 、 有 兩 件 衣 裳 的 、 就 分 給 那 沒 有 的 ． 有 食 物 的 、 也 當 這 樣 行 。
Cũng có những người thâu thuế đến để chịu phép báp-tem; họ hỏi rằng: Thưa thầy, chúng tôi phải làm gì?|又 有 稅 吏 來 要 受 洗 、 問 他 說 、 夫 子 、 我 們 當 作 甚 麼 呢 。
Người nói rằng: Đừng đòi chi ngoài số luật định.|約 翰 說 、 除 了 例 定 的 數 目 、 不 要 多 取 。
Quân lính cũng hỏi rằng: Còn chúng tôi phải làm gì? Người nói rằng: Đừng hà hiếp, đừng phỉnh gạt ai hết, những hãy bằng lòng về lương hướng mình.|又 有 兵 丁 問 他 說 、 我 們 當 作 甚 麼 呢 。 約 翰 說 、 不 要 以 強 暴 待 人 、 也 不 要 訛 詐 人 、 自 己 有 錢 糧 就 當 知 足 。
Bởi dân chúng vẫn trông đợi, và ai nấy đều tự hỏi trong lòng nếu Giăng phải là Đấng Christ chăng,|百 姓 指 望 基 督 來 的 時 候 、 人 都 心 裡 猜 疑 、 或 者 約 翰 是 基 督 。
nên Giăng cất tiếng nói cùng mọi người rằng: Phần ta làm phép báp-tem cho các ngươi bằng nước; song có một Đấng quyền phép hơn ta sẽ đến, ta không đáng mở dây giày Ngài. Chính Ngài sẽ làm phép báp-tem cho các ngươi bằng Đức Thánh Linh và bằng lửa.|約 翰 說 、 我 是 用 水 給 你 們 施 洗 、 但 有 一 位 能 力 比 我 更 大 的 要 來 、 我 就 是 給 他 解 鞋 帶 也 不 配 ． 他 要 用 聖 靈 與 火 給 你 們 施 洗 。
Tay Ngài sẽ cầm nia mà giê thật sạch sân lúa mình, và thâu lúa mì vào kho; nhưng đốt trấu trong lửa chẳng hề tắt.|他 手 裡 拿 著 簸 箕 、 要 揚 淨 他 的 場 、 把 麥 子 收 在 倉 裡 、 把 糠 用 不 滅 的 火 燒 盡 了 。
Trong khi Giăng rao truyền Tin Lành, thì cũng khuyên bảo dân chúng nhiều điều nữa.|約 翰 又 用 許 多 別 的 話 勸 百 姓 、 向 他 們 傳 福 音 ．
Song Hê-rốt, vua chư hầu, đã bị Giăng can gián về việc Hê-rô-đia vợ của em mình, cùng về các điều ác vua đã làm,|只 是 分 封 的 王 希 律 、 因 他 兄 弟 之 妻 希 羅 底 的 緣 故 、 並 因 他 所 行 的 一 切 惡 事 、 受 了 約 翰 的 責 備 ．
thì lại thêm một điều ác nữa, là bắt Giăng bỏ tù.|又 另 外 添 了 一 件 、 就 是 把 約 翰 收 在 監 裡 。
Vả, khi hết thảy dân chúng đều chịu phép báp-tem, Đức Chúa Jêsus cũng chịu phép báp-tem. Ngài đương cầu nguyện thì trời mở ra,|眾 百 姓 都 受 了 洗 、 耶 穌 也 受 了 洗 、 正 禱 告 的 時 候 、 天 就 開 了 、
Đức Thánh Linh lấy hình chim bò câu ngự xuống trên Ngài; lại có tiếng từ trên trời phán rằng: Ngươi là Con yêu dấu của ta, đẹp lòng ta mọi đường.|聖 靈 降 臨 在 他 身 上 、 形 狀 彷 彿 鴿 子 、 又 有 聲 音 從 天 上 來 、 說 、 你 是 我 的 愛 子 、 我 喜 悅 你 。
Khi Đức Chúa Jêsus khởi sự làm chức vụ mình thì Ngài có độ ba mươi tuổi. Theo ý người ta tin, thì Ngài là con Giô-sép, Giô-sép con Hê-li,|耶 穌 開 頭 傳 道 、 年 紀 約 有 三 十 歲 ． 依 人 看 來 、 他 是 約 瑟 的 兒 子 、 約 瑟 是 希 里 的 兒 子 、
Hê-li con Mát-tát, Mát-tát con Lê-vi, Lê-vi con Mên-chi, Mên-chi con Gia-nê, Gia-nê con Giô-sép,|希 里 是 瑪 塔 的 兒 子 、 瑪 塔 是 利 未 的 兒 子 、 利 未 是 麥 基 的 兒 子 、 麥 基 是 雅 拿 的 兒 子 、 雅 拿 是 約 瑟 的 兒 子 、
Giô-sép con Ma-ta-thia, Ma-ta-thia con A-mốt, A-mốt con Na-hum, Na-hum con Ech-li, Ech-li con Na-ghê,|約 瑟 是 瑪 他 提 亞 的 兒 子 、 瑪 他 提 亞 是 亞 摩 斯 的 兒 子 、 亞 摩 斯 是 拿 鴻 的 兒 子 、 拿 鴻 是 以 斯 利 的 兒 子 、 以 斯 利 是 拿 該 的 兒 子 、
Na-ghê con Ma-át, Ma-át con Ma-ta-thia, Ma-ta-thia con Sê-mê-in, Sê-mê-in con Giô-sếch, Giô-sếch con Giô-đa,|拿 該 是 瑪 押 的 兒 子 、 瑪 押 是 瑪 他 提 亞 的 兒 子 、 瑪 他 提 亞 是 西 美 的 兒 子 、 西 美 是 約 瑟 的 兒 子 、 約 瑟 是 猶 大 的 兒 子 、 猶 大 是 約 亞 拿 的 兒 子 、
Giô-đa con Giô -a-nan, Giô -a-nan, con Rê-sa, Rê-sa con Xô-rô-ba-bên, Xô-rô-ba-bên con Sa-la-thi-ên, Sa-la-thi-ên con Nê-ri,|約 拿 亞 是 利 撒 的 兒 子 、 利 撒 是 所 羅 巴 伯 的 兒 子 、 所 羅 巴 伯 是 撒 拉 鐵 的 兒 子 、 撒 拉 鐵 是 尼 利 的 兒 子 、 尼 利 是 麥 基 的 兒 子 、
Nê-ri con Mên-chi, Mên-chi con A-đi, A-đi con Cô-sam, Cô-sam con En-ma-đan, En-ma-đan con Ê-rơ,|麥 基 是 亞 底 的 兒 子 、 亞 底 是 哥 桑 的 兒 子 、 哥 桑 是 以 摩 當 的 兒 子 、 以 摩 當 是 珥 的 兒 子 、 珥 是 約 細 的 兒 子 、
Ê-rơ con Giê-su, Giê-su con Ê-li-ê-se, Ê-li-ê-se con Giô-rim, Giô-rim con Mát-thát, Mát-thát con Lê-vi,|約 細 是 以 利 以 謝 的 兒 子 、 以 利 以 謝 是 約 令 的 兒 子 、 約 令 是 瑪 塔 的 兒 子 、 瑪 塔 是 利 未 的 兒 子 、
Lê-vi con Si-mê-ôn, Si-mê-ôn con Giu-đa, Giu-đa con Giô-sép, Giô-sép con Giô-nam, Giô-nam con Ê-li -a-kim, Ê-li -a-kim con Mê-lê -a,|利 未 是 西 緬 的 兒 子 、 西 緬 是 猶 大 的 兒 子 、 猶 大 是 約 瑟 的 兒 子 、 約 瑟 是 約 南 的 兒 子 、 約 南 是 以 利 亞 敬 的 兒 子 、
Mê-lê -a con Men-na, Men-na con Mát-ta-tha, Mát-ta-tha con Na-than, Na-than con Đa-vít,|以 利 亞 敬 是 米 利 亞 的 兒 子 、 米 利 亞 是 買 南 的 兒 子 、 買 南 是 瑪 達 他 的 兒 子 、 瑪 達 他 是 拿 單 的 兒 子 、 拿 單 是 大 衛 的 兒 子 、
Đa-vít con Gie-sê, Gie-sê con Giô-bết, Giô-bết con Bô-ô, Bô-ô con Sa-la, Sa-la con Na-ách-son, Na-ách son con A-mi-na-đáp,|大 衛 是 耶 西 的 兒 子 、 耶 西 是 俄 備 得 的 兒 子 、 俄 備 得 是 波 阿 斯 的 兒 子 、 波 阿 斯 是 撒 門 的 兒 子 、 撒 門 是 拿 順 的 兒 子 、
A-mi-na-đáp con At-min, At-min con A-rơ-ni, A-rơ-ni con Ech-rôm, Ech-rôn con Pha-rê, Pha-rê con Giu-đa,|拿 順 是 亞 米 拿 達 的 兒 子 、 亞 米 拿 達 是 亞 蘭 的 兒 子 、 亞 蘭 是 希 斯 崙 的 兒 子 、 希 斯 崙 是 法 勒 斯 的 兒 子 、 法 勒 斯 是 猶 大 的 兒 子 、
Giu-đa con Gia-cốp, Gia-cốp con Y-sác, Y-sác con Ap-ra-ham, Ap-ra-ham con Tha-rê, Tha-rê con Na-cô,|猶 大 是 雅 各 的 兒 子 、 雅 各 是 以 撒 的 兒 子 、 以 撒 是 亞 伯 拉 罕 的 兒 子 、 亞 伯 拉 罕 是 他 拉 的 兒 子 、 他 拉 是 拿 鶴 的 兒 子 、
Na-cô con Sê-rúc, Sê-rúc con Ra-gao, Ra-gao, con Pha-léc, Pha-léc con Hê-be, Hê-be con Sa-la,|拿 鶴 是 西 鹿 的 兒 子 、 西 鹿 是 拉 吳 的 兒 子 、 拉 吳 是 法 勒 的 兒 子 、 法 勒 是 希 伯 的 兒 子 、 希 伯 是 沙 拉 的 兒 子 、
Sa-la con Cai-nam, Cai-nam cho A-bác-sát, A-bác-sát con Sem, Sem con Nô-ê, Nô-ê con La-méc,|沙 拉 是 該 南 的 兒 子 、 該 南 是 亞 法 撒 的 兒 子 、 亞 法 撒 是 閃 的 兒 子 、 閃 是 挪 亞 的 兒 子 、 挪 亞 是 拉 麥 的 兒 子 、
La-méc con Ma-tu-sê-la, ma-tu-sê-la con Hê-nóc, Hê-nóc con Gia-rết, Gia-rết con Mê-lê-lê-ên, Mê-lê-lê-ên con Cai-nam,|拉 麥 是 瑪 士 撒 的 兒 子 、 瑪 士 撒 拉 是 以 諾 的 兒 子 、 以 諾 是 雅 列 的 兒 子 、 雅 列 是 瑪 勒 列 的 兒 子 、 瑪 勒 列 是 該 南 的 兒 子 、 該 南 是 以 挪 士 的 兒 子 、
Cai-nam con Ê-nót, Ê-nót con Sết, Sết con A-đam, A-đam con Đức Chúa Trời.|以 挪 士 是 塞 特 的 兒 子 、 塞 特 是 亞 當 的 兒 子 、 亞 當 是 　 神 的 兒 子 。

					Lu-ca 4				|
						路加福音 4					
Đức Chúa Jêsus đầy dẫy Đức Thánh Linh, ở bờ sông Giô-đanh về, thì được Đức Thánh Linh đem đến trong đồng vắng,|耶 穌 被 聖 靈 充 滿 、 從 約 但 河 回 來 、 聖 靈 將 他 引 到 曠 野 、 四 十 天 受 魔 鬼 的 試 探 。
tại đó, Ngài bị ma quỉ cám dỗ trong bốn mươi ngày. Trong những ngày ấy, Ngài không ăn chi hết, kỳ đã mãn thì Ngài đói.|那 些 日 子 沒 有 喫 甚 麼 ． 日 子 滿 了 、 他 就 餓 了 。
Ma quỉ bèn nói với Ngài rằng: Nếu ngươi là Con Đức Chúa Trời, thì hãy khiến đá nầy trở nên bánh đi.|魔 鬼 對 他 說 、 你 若 是 　 神 的 兒 子 、 可 以 吩 咐 這 塊 石 頭 變 成 食 物 。
Đức Chúa Jêsus đáp: Có chép rằng: Loài người được sống chẳng phải chỉ nhờ bánh mà thôi.|耶 穌 回 答 說 、 經 上 記 著 說 、 『 人 活 著 不 是 單 靠 食 物 、 乃 是 靠 　 神 口 裡 所 出 的 一 切 話 。 』
Ma quỉ đem Ngài lên, cho xem mọi nước thế gian trong giây phút;|魔 鬼 又 領 他 上 了 高 山 、 霎 時 間 把 天 下 的 萬 國 都 指 給 他 看 。
và nói rằng: Ta sẽ cho ngươi hết thảy quyền phép và sự vinh hiển của các nước đó; vì đã giao cho ta hết, ta muốn cho ai tùy ý ta.|對 他 說 、 這 一 切 權 柄 榮 華 、 我 都 要 給 你 ． 因 為 這 原 是 交 付 我 的 、 我 願 意 給 誰 就 給 誰 。
Vậy, nếu ngươi sấp mình xuống trước mặt ta, mọi sự đó sẽ thuộc về ngươi cả.|你 若 在 我 面 前 下 拜 、 這 都 要 歸 你 。
Đức Chúa Jêsus đáp: Có chép rằng: Ngươi phải thờ phượng Chúa, là Đức Chúa Trời ngươi, và chỉ hầu việc một mình Ngài mà thôi.|耶 穌 說 、 經 上 記 著 說 、 『 當 拜 主 你 的 　 神 、 單 要 事 奉 他 。 』
Ma quỉ cũng đem Ngài đến thành Giê-ru-sa-lem, để Ngài trên nóc đền thờ, mà nói rằng: Nếu ngươi là Con Đức Chúa Trời, hãy gieo mình xuống đi;|魔 鬼 又 領 他 到 耶 路 撒 冷 去 、 叫 他 站 在 殿 頂 上 、 〔 頂 原 文 作 翅 〕 對 他 說 、 你 若 是 　 神 的 兒 子 、 可 以 從 這 裡 跳 下 去 ．
vì có chép rằng: Chúa sẽ truyền cho thiên sứ gìn giữ ngươi,|因 為 經 上 記 著 說 、 『 主 要 為 你 吩 咐 他 的 使 者 保 護 你 ．
Các đấng ấy sẽ nâng ngươi trong tay, Kẻo ngươi vấp chơn nhằm đá nào chăng.|他 們 要 用 手 托 著 你 、 免 得 你 的 腳 碰 在 石 頭 石 上 。 』
Đức Chúa Jêsus đáp: Có phán rằng: Ngươi đừng thử Chúa, là Đức Chúa Trời ngươi.|耶 穌 對 他 說 、 經 上 說 、 『 不 可 試 探 主 你 的 　 神 。 』
Ma quỉ dùng hết cách cám dỗ Ngài rồi, bèn tạm lìa Ngài.|魔 鬼 用 完 了 各 樣 的 試 探 、 就 暫 時 離 開 耶 穌 。
Đức Chúa Jêsus được quyền phép Đức Thánh Linh, trở về xứ Ga-li-lê, và danh tiếng Ngài đồn khắp các xứ chung quanh.|耶 穌 滿 有 聖 靈 的 能 力 回 到 加 利 利 、 他 的 名 聲 就 傳 遍 了 四 方 。
