
					Ða-ni-ên 1				|
Thể nào đầy tớ chúa tôi nói được cùng chúa tôi? vì về phần tôi, tức thì không còn một chút sức lực nào trong tôi, và cũng không còn hơi thở trong tôi nữa!|我 主 的 僕 人 怎 能 與 我 主 說 話 呢 ． 我 一 見 異 象 就 渾 身 無 力 、 亳 無 氣 息 。
Bấy giờ đấng có bộ dạng người nam lại rờ đến ta và khiến ta nên mạnh.|有 一 位 形 狀 像 人 的 、 又 摸 我 使 我 有 力 量 。
Người bảo ta rằng: Hỡi người rất được yêu quí, đừng sợ hãi; nguyền cho sự bình an ở với ngươi! Hãy mạnh bạo! Phải, hãy mạnh bạo đi! Khi người đương nói cùng ta, ta lại được sức, mà nói rằng: Hỡi chúa, xin hãy nói, vì chúa đã khiến tôi nên mạnh.|他 說 、 大 蒙 眷 愛 的 人 哪 、 不 要 懼 怕 、 願 你 平 安 、 你 總 要 堅 強 ． 他 一 向 我 說 話 、 我 便 覺 得 有 力 量 、 說 、 我 主 請 說 、 因 你 使 我 有 力 量 。
Người lại nói cùng ta rằng: Ngươi có biết tại sao ta đến cùng ngươi chăng? Bây giờ ta trở về để đánh trận cùng vua của Phe-rơ-sơ, và khi ta đi, kìa, vua của Gờ-réc sẽ đến.|他 就 說 、 你 知 道 我 為 何 來 見 你 麼 、 現 在 我 要 回 去 與 波 斯 的 魔 君 爭 戰 、 我 去 後 希 臘 〔 原 文 作 雅 完 〕 的 魔 君 必 來 。
Nhưng ta sẽ truyền bảo cho ngươi biết mọi điều đã ghi chép trong sách chơn thật. Không có ai giúp ta để chống với chúng nó, ngoài Mi-ca-ên, và vua các ngươi.|但 我 要 將 那 錄 在 真 確 書 上 的 事 告 訴 你 ． 除 了 你 們 的 大 君 米 迦 勒 之 外 、 沒 有 幫 助 我 抵 擋 這 兩 魔 君 的 。

					Ða-ni-ên 11				|
						但以理書 11					
Trong năm đời vua Đa-ri-út, người Mê-đi, ta đã dấy khiến để giúp đỡ người và làm cho mạnh.|又 說 、 當 瑪 代 王 大 利 烏 元 年 、 我 曾 起 來 扶 助 米 迦 勒 、 使 他 堅 強 。
Bây giờ ta sẽ cho ngươi biết sự chơn thật. Nầy, còn có ba vua trong nước Phe-rơ-sơ sẽ dấy lên, lại vua thứ tư có nhiều của cải hơn hết thảy; và khi của cải làm cho vua đó nên mạnh, thì người xui giục mọi người nghịch cùng nước Gờ-réc.|現 在 我 將 真 事 指 示 你 、 波 斯 還 有 三 王 興 起 、 第 四 王 必 富 足 遠 勝 諸 王 、 他 因 富 足 成 為 強 盛 、 就 必 激 動 大 眾 攻 擊 希 臘 國 。
Song sẽ có một vua mạnh dấy lên, lấy quyền lớn cai trị và làm theo ý mình.|必 有 一 個 勇 敢 的 王 興 起 、 執 掌 大 權 、 隨 意 而 行 。
Khi vua ấy đã dấy lên, thì nước người bị xé và chia ra theo bốn gió của trời, nhưng không truyền lại cho con cháu, cũng không như quyền đã dùng mà cai trị trước nữa; vì nước người sẽ bị nhổ và phó cho người khác ngoài những người đó.|他 興 起 的 時 候 、 他 的 國 必 破 裂 、 向 天 的 四 方 〔 方 原 文 作 風 〕 分 開 、 卻 不 歸 他 的 後 裔 、 治 國 的 權 勢 也 都 不 及 他 、 因 為 他 的 國 必 被 拔 出 、 歸 與 他 後 裔 之 外 的 人 。
Vua phương nam sẽ được mạnh; nhưng một trong các tướng của vua sẽ được mạnh hơn vua, và có quyền cai trị; quyền người sẽ lớn lắm.|南 方 的 王 必 強 盛 、 他 將 帥 中 必 有 一 個 比 他 更 強 盛 、 執 掌 權 柄 、 他 的 權 柄 甚 大 。
Đến cuối cùng mấy năm, các vua đó sẽ đồng minh với nhau; công chúa vua phương nam đến cùng vua phương bắc để kết hòa hảo. Nhưng sức của cánh tay công chúa chắc không được lâu; quyền của vua phương bắc và cánh tay người cũng chẳng còn; nhưng công chúa và những kẻ đã dẫn nó đến, và người sanh ra nó, cùng kẻ đã giúp đỡ nó trong lúc đó đều sẽ bị nộp.|過 些 年 後 、 他 們 必 互 相 連 合 ． 南 方 王 的 女 兒 、 必 就 了 北 方 王 來 立 約 、 但 這 女 子 幫 助 之 力 、 存 立 不 住 、 王 和 他 所 倚 靠 之 力 、 也 不 能 存 立 ． 這 女 子 和 引 導 他 來 的 、 並 生 他 的 、 以 及 當 時 扶 助 他 的 、 都 必 交 與 死 地 。
Một chồi ra từ rễ công chúa, dấy lên để nối ngôi nó, mà đến cùng cơ binh, vào trong đồn lũy vua phương bắc, đánh và thắng được.|但 這 女 子 的 本 家 、 〔 本 家 原 文 作 根 〕 必 另 生 一 子 〔 子 原 文 作 枝 〕 繼 續 王 位 、 他 必 率 領 軍 隊 進 入 北 方 王 的 保 障 、 攻 擊 他 們 、 而 且 得 勝 ．
Người bắt cả các thần họ làm phu tù đem sang nước Ê-díp-tô, cả các tượng đúc và các khí mạnh bằng vàng bằng bạc nữa; đoạn trong vài năm, người sẽ không đánh vua phương bắc.|並 將 他 們 的 神 像 、 和 鑄 成 的 偶 像 、 與 金 銀 的 寶 器 掠 到 埃 及 去 ． 數 年 之 內 、 他 不 去 攻 擊 北 方 的 王 。
Vua nầy sẽ tiến vào nước vua phương nam, nhưng lại trở về xứ mình.|北 方 的 王 〔 原 文 作 他 〕 必 入 南 方 王 的 國 、 卻 要 仍 回 本 地 。
Hai con trai vua phương bắc đi chiến trận, nhóm một đoàn cơ binh lớn, sẽ đến, sẽ tràn ra và đi qua; chúng nó sẽ trở về và chiến trận cho đến đồn lũy vua phương nam.|北 方 王 〔 原 文 作 他 〕 的 二 子 必 動 干 戈 、 招 聚 許 多 軍 兵 、 這 軍 兵 前 去 、 如 洪 水 氾 濫 、 又 必 再 去 爭 戰 直 到 南 方 王 的 保 障 。
Bấy giờ vua phương nam tức giận, ra ngoài để đánh nhau cùng vua phương bắc, sắp sẵn sàng một cơ binh đông, và cơ binh của vua phương bắc phải phó vào tay người.|南 方 王 必 發 烈 怒 、 出 來 與 北 方 王 爭 戰 、 擺 列 大 軍 、 北 方 王 的 軍 兵 必 交 付 他 手 。
Cơ binh đó tan rồi, thì lòng vua phương nam sẽ lên kiêu ngạo. Người sẽ làm cho ngã xuống bấy nhiêu vạn người, nhưng không được thắng.|他 的 眾 軍 高 傲 、 他 的 心 也 必 自 高 、 他 雖 使 數 萬 人 仆 倒 、 卻 不 得 常 勝 。
Vua phương bắc sẽ trở về, thâu nhóm cơ binh đông hơn nữa; và đến cuối cùng các kỳ tức là các năm, người sẽ đến với một cơ binh lớn và đồ rất nhiều.|北 方 王 必 回 來 擺 列 大 軍 、 比 先 前 的 更 多 、 滿 了 所 定 的 年 數 、 他 必 率 領 大 軍 、 帶 極 多 的 軍 裝 來 。
Trong khi ấy nhiều người nổi lên nghịch cùng vua phương nam, và các con cái của kẻ hung dữ trong dân ngươi sẽ dấy lên, hầu cho ứng nghiệm sự hiện thấy, nhưng họ sẽ ngã xuống.|那 時 必 有 許 多 人 起 來 攻 擊 南 方 王 、 並 且 你 本 國 的 強 暴 人 必 興 起 、 要 應 驗 那 異 象 、 他 們 卻 要 敗 亡 。
Vậy vua phương bắc sẽ đến; dựng đồn lũy, lấy một thành vững bền; và quân phương nam, dầu cho đến quân tinh nhuệ nữa, cũng không thể đứng vững được. Vì chẳng có sức nào chống lại được.|北 方 王 必 來 築 壘 攻 取 堅 固 城 ． 南 方 的 軍 兵 必 站 立 不 住 、 就 是 選 擇 的 精 兵 〔 精 兵 原 文 作 民 〕 也 無 力 站 住 。
Nhưng kẻ đến đánh nó sẽ làm tùy ý mình, và chẳng có ai đương lại với người. Người sẽ đứng trong đất vinh hiển, cầm sự hủy phá trong tay.|來 攻 擊 他 的 、 必 任 意 而 行 、 無 人 在 北 方 王 〔 原 文 作 他 〕 面 前 站 立 得 住 ． 他 必 站 在 那 榮 美 之 地 、 用 手 施 行 毀 滅 。
Người quyết lòng lấy sức của cả nước mình mà đến; đoạn, người sự giao hòa với nó, và sẽ làm ứng nghiệm; nó sẽ đem con gái của đờn bà cho nó, để làm bại hoại; nhưng nó sẽ không đứng được và cũng không thuộc về người.|他 必 定 意 用 全 國 之 力 而 來 、 立 公 正 的 約 、 照 約 而 行 、 將 自 己 的 女 兒 給 南 方 王 為 妻 、 想 要 敗 壞 他 、 〔 或 作 埃 及 〕 這 計 卻 不 得 成 就 、 與 自 己 亳 無 益 處 。
Đoạn, người quay sang các cù lao và chiếm lấy nhiều nơi. Nhưng một vua sẽ làm cho thôi sự sỉ nhục người làm ra, và còn làm cho sự đó lại đổ trên người.|其 後 他 必 轉 回 奪 取 了 許 多 海 島 ． 但 有 一 大 帥 、 除 掉 他 令 人 受 的 羞 辱 、 並 且 使 這 羞 辱 歸 他 本 身 。
Đoạn người sẽ trở mặt về các đồn lũy đất mình; nhưng chắc phải vấp và ngã, và chẳng được tìm thấy nữa.|他 就 必 轉 向 本 地 的 保 障 、 卻 要 絆 跌 仆 倒 、 歸 於 無 有 。
Bấy giờ có một vua khác sẽ nối ngôi người, sai kẻ bức hiếp đi qua nơi vinh hiển của nước; nhưng trong mấy ngày người sẽ phải bại hoại, chẳng vì cơn giận dữ hay trận chiến tranh nào cả.|那 時 必 有 一 人 興 起 接 續 他 為 王 、 使 橫 征 暴 斂 的 人 、 通 行 國 中 的 榮 美 地 、 這 王 不 多 日 就 必 滅 亡 、 卻 不 因 忿 怒 、 也 不 因 爭 戰 。
Lại có kẻ đáng khinh dể lên thay vì vua đó, mà người ta không tôn người làm vua; nhưng người sẽ đến lúc yên ổn, dùng lời siểm nịnh mà mưu chiếu lấy nước.|必 有 一 個 卑 鄙 的 人 興 起 接 續 為 王 、 人 未 曾 將 國 的 尊 榮 給 他 、 他 卻 趁 人 坦 然 無 備 的 時 候 、 用 諂 媚 的 話 得 國 。
Những cơ binh đầy tràn, sẽ bị thua và vỡ tan trước người, cả đến vua của sự giao ước cũng vậy.|必 有 無 數 的 軍 兵 勢 如 洪 水 、 在 他 面 前 沖 沒 敗 壞 ． 同 盟 的 君 也 必 如 此 。
Dầu có lập hòa ước với vua kia, người cũng làm việc cách dối trá; đem quân đến và được mạnh bởi một dân ít người;|與 那 君 結 盟 之 後 、 他 必 行 詭 詐 、 因 為 他 必 上 來 以 微 小 的 軍 〔 原 文 作 民 〕 成 為 強 盛 。
người sẽ nhơn lúc yên ổn chiếm lấy các khu đất tốt nhứt trong tỉnh, và sẽ làm điều mà tổ phụ và liệt tổ người chưa hề làm; lấy những đồ đã cướp đã giựt được và của cải mà chia cho những người theo mình; lập mưu đánh các đồn lũy, nhưng chỉ trong một thì mà thôi.|趁 人 坦 然 無 備 的 時 候 、 他 必 來 到 國 中 極 肥 美 之 地 、 行 他 列 袓 和 他 列 袓 之 袓 所 未 曾 行 的 、 將 擄 物 、 掠 物 、 和 財 寶 、 散 給 眾 人 ． 又 要 設 計 攻 打 保 障 、 然 而 這 都 是 暫 時 的 。
Đoạn, vua đó lại phấn chấn sức mình và lòng mình, dùng một cơ binh lớn đánh vua phương nam. Vua phương nam sẽ đi đánh giặc bằng một cơ binh lớn và mạnh lắm; nhưng người không thể chống cự lại được, bởi vì sẽ có người ta lập mưu nghịch cùng người.|他 必 奮 勇 向 前 、 率 領 大 軍 攻 擊 南 方 王 、 南 方 王 也 必 以 極 大 極 強 的 軍 兵 與 他 爭 戰 、 卻 站 立 不 住 、 因 為 有 人 設 計 謀 害 南 方 王 。
Những kẻ ăn bánh trong bàn vua sẽ làm cho vua bại hoại; cơ binh người sẽ tràn ra và nhiều người bị giết và ngã xuống.|喫 王 膳 的 、 必 敗 壞 他 、 他 的 軍 隊 、 必 被 沖 沒 、 而 且 被 殺 的 甚 多 。
Có hai vua ấy, trong lòng chỉ chực làm hại; ngồi cùng bàn tiệc mà nói dối; song sự đó chẳng thành, vì sẽ còn có sự cuối cùng nơi kỳ đã định.|至 於 這 二 王 、 他 們 心 懷 惡 計 、 同 席 說 謊 、 計 謀 卻 不 成 就 、 因 為 到 了 定 期 、 事 就 了 結 。
Vua sẽ trở về đất mình với nhiều của cải lắm; lòng người đã rắp đối địch cùng giao ước thánh, và người sẽ làm theo ý mình, và trở về đất mình.|北 方 王 〔 原 文 作 他 〕 必 帶 許 多 財 寶 回 往 本 國 、 他 的 心 反 對 聖 約 、 任 意 而 行 、 回 到 本 地 。
Đến kỳ đã định, người sẽ trở lại và vào phương nam; nhưng lần sau không giống như lần trước.|到 了 定 期 、 他 必 返 回 、 來 到 南 方 、 後 一 次 、 卻 不 如 前 一 次 、
Vì những tàu ở Kít-tim sẽ đến nghịch cùng người; cho nên người sẽ lo buồn và trở về. Người sẽ tức giận nghịch cùng giao ước thánh, và làm theo ý mình. Người sẽ trở về, và coi trọng những kẻ bỏ giao ước thánh.|因 為 基 提 戰 船 、 必 來 攻 擊 他 、 他 就 喪 膽 而 回 、 又 要 惱 恨 聖 約 、 任 意 而 行 ． 他 必 回 來 聯 絡 背 棄 聖 約 的 人 。
Những quân lính của người mộ sẽ dấy lên, làm ô uế nơi thánh cùng đồn lũy, cất của lễ thiêu hằng dâng, và lập sự gớm ghiếc làm ra sự hoang vu.|他 必 興 兵 、 這 兵 必 褻 瀆 聖 地 、 就 是 保 障 、 除 掉 常 獻 的 燔 祭 、 設 立 那 行 毀 壞 可 憎 的 。
Người dùng lời nịnh hót mà dỗ dành những kẻ làm sự dữ nghịch cùng giao ước; nhưng dân sự biết Đức Chúa Trời mình sẽ mạnh mẽ mà làm.|作 惡 違 背 聖 約 的 人 、 他 必 用 巧 言 勾 引 ． 惟 獨 認 識 　 神 的 子 民 、 必 剛 強 行 事 。
Những kẻ khôn sáng trong dân sẽ dạy dỗ nhiều người; nhưng họ sẽ phải ngã bởi gươm, bởi ngọn lửa, bởi sự phu tù và sự cướp bóc lâu ngày.|民 間 的 智 慧 人 、 必 訓 誨 多 人 、 然 而 他 們 多 日 必 倒 在 刀 下 、 或 被 火 燒 、 或 被 擄 掠 搶 奪 。
Trong khi họ sa ngã, họ cũng sẽ được cứu một ít; song nhiều kẻ sẽ lấy lời nịnh hót mà theo họ.|他 們 仆 倒 的 時 候 、 稍 得 扶 助 、 卻 有 許 多 人 用 諂 媚 的 話 親 近 他 們 。
Trong những kẻ khôn sáng sẽ có mấy người sa ngã, hầu cho luyện lọc chúng nó, làm cho tinh sạch và trắng, cho đến kỳ sau rốt, vì việc đó còn có kỳ nhứt định.|智 慧 人 中 有 些 仆 倒 的 、 為 要 熬 煉 其 餘 的 人 、 使 他 們 清 淨 潔 白 、 直 到 末 了 、 因 為 到 了 定 期 、 事 就 了 結 。
Vua sẽ làm theo ý muốn mình; kiêu ngạo và lên mình cao hơn hết các thần; nói những lời lạ lùng nghịch cùng Đức Chúa Trời của các thần. Người sẽ được may mắn cho đến khi cơn thạnh nộ Chúa được trọn, bởi vì điều gì đã có chỉ định thì phải ứng nghiệm.|王 必 任 意 而 行 、 自 高 自 大 、 超 過 所 有 的 　 神 、 又 用 奇 異 的 話 攻 擊 萬 　 神 之 　 神 ． 他 必 行 事 亨 通 、 直 到 主 的 忿 怒 完 畢 、 因 為 所 定 的 事 、 必 然 成 就 。
Người sẽ không đoái xem các thần của tổ phụ mình, cùng kẻ mà đờn bà vẫn mến. Người sẽ chẳng coi thần nào ra gì; bởi vì người tôn mình lên cao hơn hết cả.|他 必 不 顧 他 列 袓 的 神 、 也 不 顧 婦 女 所 羨 慕 的 神 、 無 論 何 神 他 都 不 顧 、 因 為 他 必 自 大 、 高 過 一 切 。
Nhưng người sẽ ở chỗ mình tôn kính thần của các đồn lũy; người sẽ lấy vàng, bạc, đá quí, và những vật tốt đẹp mà tôn kính thần tổ phụ mình không biết.|他 倒 要 敬 拜 保 障 的 神 、 用 金 銀 寶 石 、 和 可 愛 之 物 、 敬 奉 他 列 袓 所 不 認 識 的 神 。
Người sẽ cậy thần lạ giúp cho mà lấy các đồn lũy vững bền, và người sẽ ban thêm sự vinh hiển cho kẻ nào nhận mình. Người cho họ cai trị nhiều nhiều, và chịu tiền bạc mà chia đất.|他 必 靠 外 邦 神 的 幫 助 、 攻 破 最 堅 固 的 保 障 ． 凡 承 認 他 的 、 他 必 將 榮 耀 加 給 他 們 、 使 他 們 管 轄 許 多 人 、 又 為 賄 賂 分 地 與 他 們 。
Đến kỳ sau rốt, vua phương nam sẽ tranh chiến cùng người. Vua phương bắc đem xe binh, lính kỵ và nhiều tàu, xông đến vua đó như cơn gió lốc. Người sẽ lấn vào các nước, tràn tới và đi qua.|到 末 了 、 南 方 王 要 與 他 交 戰 、 北 方 王 必 用 戰 車 、 馬 兵 、 和 許 多 戰 船 、 勢 如 暴 風 來 攻 擊 他 、 也 必 進 入 列 國 如 洪 水 氾 濫 ．
Người sẽ vào đến đất vinh hiển, và nhiều nước sẽ bị đổ. Song những người Ê-đôm, người Mô-áp và những kẻ làm đầu trong dân Am-môn sẽ thoát khỏi tay người.|又 必 進 入 那 榮 美 之 地 、 有 許 多 國 就 被 傾 覆 、 但 以 東 人 、 摩 押 人 、 和 一 大 半 亞 捫 人 、 必 脫 離 他 的 手 。
Người sẽ giang tay ra trên các nước, và đất Ê-díp-tô sẽ không thoát khỏi.|他 必 伸 手 攻 擊 列 國 ． 埃 及 地 也 不 得 脫 離 。
Người sẽ chiếm lấy các của báu, vàng và bạc, cùng hết thảy đồ quí báu của Ê-díp-tô. Dân Li-by và dân Ê-thi-ô-bi sẽ theo sau người.|他 必 把 持 埃 及 的 金 銀 財 寶 、 和 各 樣 的 寶 物 ． 呂 彼 亞 人 、 和 古 實 人 、 都 必 跟 從 他 。
Song những tin tức từ phương đông và phương bắc sẽ đến làm cho người bối rối; người sẽ giận lắm mà đi ra để tàn phá và hủy diệt nhiều người.|但 從 東 方 和 北 方 必 有 消 息 擾 亂 他 、 他 就 大 發 烈 怒 出 去 、 要 將 多 人 殺 滅 淨 盡 。
Người sẽ đặt các trai của cung mình ở khoảng giữa biển cùng núi vinh hiển và thánh. Song người sẽ đến sự cuối cùng mình, và chẳng có ai đến giúp đỡ người cả.|他 必 在 海 和 榮 美 的 聖 山 中 間 、 設 立 他 如 宮 殿 的 帳 幕 ． 然 而 到 了 他 的 結 局 、 必 無 人 能 幫 助 他 。

					Ða-ni-ên 12				|
						但以理書 12					
Trong kỳ đó, Mi-ca-ên, quan trưởng lớn, là đấng đứng thay mặt con cái dân ngươi sẽ chổi dậy. Lúc đó sẽ có tai nạn, đến nỗi từ khi mới có nước đến kỳ đó cũng chẳng có như vậy bao giờ. Bấy giờ, trong vòng dân sự ngươi, kẻ nào được ghi trong quyển sách kia sẽ được cứu.|那 時 保 佑 你 本 國 之 民 的 天 使 長 〔 原 文 作 大 君 〕 米 迦 勒 、 必 站 起 來 ． 並 且 有 大 艱 難 、 從 有 國 以 來 直 到 此 時 、 沒 有 這 樣 的 ． 你 本 國 的 民 中 、 凡 名 錄 在 冊 上 的 、 必 得 拯 救 。
Nhiều kẻ ngủ trong bụi đất sẽ thức dậy, kẻ thì để được sự sống đời đời, kẻ thì chịu sự xấu hổ nhơ nhuốc đời đời.|睡 在 塵 埃 中 的 、 必 有 多 人 復 醒 ． 其 中 有 得 永 生 的 、 有 受 羞 辱 永 遠 被 憎 惡 的 。
Những kẻ khôn sáng sẽ được rực rỡ như sự sáng trên vòng khung; và những kẻ dắt đem nhiều người về sự công bình sẽ sáng láng như các ngôi sao đời đời mãi mãi.|智 慧 人 必 發 光 、 如 同 天 上 的 光 ． 那 使 多 人 歸 義 的 、 必 發 光 如 星 、 直 到 永 永 遠 遠 。
Còn như ngươi, hỡi Đa-ni-ên, ngươi hãy đóng lại những lời nầy, và hãy đóng ấy sách nầy cho đến kỳ cuối cùng. Nhiều kẻ sẽ đi qua đi lại, và sự học thức sẽ được thêm lên.|但 以 理 阿 、 你 要 隱 藏 這 話 、 封 閉 這 書 ． 直 到 末 時 、 必 有 多 人 來 往 奔 跑 、 〔 或 作 切 心 研 究 〕 知 識 就 必 增 長 。
Bấy giờ, ta, Đa-ni-ên nhìn xem, và nầy, có hai người khác đương đứng, một người ở bờ bên nầy sông, một người ở bờ bên kia.|我 但 以 理 觀 看 、 見 另 有 兩 個 人 站 立 、 一 個 在 河 這 邊 、 一 個 在 河 那 邊 。
Một người hỏi người mặc vải gai đương đứng trên nước sông, rằng: Đến cuối cùng những sự lạ nầy được bao lâu?|有 一 個 問 那 站 在 河 水 以 上 、 穿 細 麻 衣 的 、 說 、 這 奇 異 的 事 、 到 幾 時 纔 應 驗 呢 。
Ta nghe người mặc vải gai đứng trên nước sông, người cất tay hữu và tay tả lên trời, chỉ Đấng hằng sống mà thề rằng sẽ trải qua một kỳ, những kỳ, và nửa kỳ; và khi quyền của dân thánh đã bị tan tác hết, thì các sự nầy đều xong.|我 聽 見 那 站 在 河 水 以 上 、 穿 細 麻 衣 的 、 向 天 舉 起 左 右 手 、 指 著 活 到 永 遠 的 主 起 誓 、 說 、 要 到 一 載 、 二 載 、 半 載 、 打 破 聖 民 權 力 的 時 候 、 這 一 切 事 就 都 應 驗 了
Ta, Đa-ni-ên, nghe những điều đó, những ta không hiểu. Và ta nói rằng: Lạy chúa tôi, cuối cùng các sự nầy sự ra thể nào?|我 聽 見 這 話 、 卻 不 明 白 、 就 說 、 我 主 阿 、 這 些 事 的 結 局 是 怎 樣 呢 。
Người trả lời rằng: Hỡi Đa-ni-ên, hãy đi; bởi vì những lời nầy đã đóng lại và đóng ấy cho đến kỳ cuối cùng.|他 說 、 但 以 理 阿 、 你 只 管 去 、 因 為 這 話 已 經 隱 藏 封 閉 、 直 到 末 時 。
Sẽ có nhiều kẻ tự làm nên tinh sạch và trắng, và được luyện lọc. Nhưng những kẻ dữ chẳng ai sẽ hiểu; song kẻ khôn sáng sẽ hiểu.|必 有 許 多 人 使 自 己 清 淨 潔 白 、 且 被 熬 煉 ． 但 惡 人 仍 必 行 惡 、 一 切 惡 人 都 不 明 白 、 惟 獨 智 慧 人 能 明 白 。
Từ kỳ trừ bỏ của lễ thiêu hằng dâng và sự gớm ghiếc làm cho hoang vu sự được lập lên, thì sẽ có một ngàn hai trăm chín mươi ngày.|從 除 掉 常 獻 的 燔 祭 、 並 設 立 那 行 毀 壞 可 憎 之 物 的 時 候 、 必 有 一 千 二 百 九 十 日 。
Phước thay cho kẻ đợi, và đến một ngàn ba trăm ba mươi lăm ngày!|等 到 一 千 三 百 三 十 五 日 的 、 那 人 便 為 有 福 。
Còn ngươi, hãy đi, cho đến có kỳ cuối cùng. Ngươi sẽ nghỉ ngơi; và đến cuối cùng những ngày, ngươi sẽ đứng trong sản nghiệp mình.|你 且 去 等 候 結 局 、 因 為 你 必 安 歇 ． 到 了 末 期 、 你 必 起 來 、 享 受 你 的 福 份 。
