
					I-sai-a 1				|
Vả, vườn nho của Đức Giê-hô-va vạn quân, ấy là nhà Y-sơ-ra-ên, và những người của Giu-đa tức là cây mà Ngài ưa thích. Ngài trông họ được công chính, mà nầy, có sự bạo ngược; trông được công bình, mà nầy, có tiếng kêu la.|萬 軍 之 耶 和 華 的 葡 萄 園 、 就 是 以 色 列 家 、 他 所 喜 愛 的 樹 、 就 是 猶 大 人 ． 他 指 望 的 是 公 平 、 誰 知 倒 有 暴 虐 ． 〔 或 作 倒 流 人 血 〕 指 望 的 是 公 義 、 誰 知 倒 有 冤 聲 。
Khốn thay cho những kẻ thêm nhà vào nhà, thêm ruộng vào ruộng, cho đến chừng nào chẳng còn chỗ hở nữa, và các ngươi ở một mình giữa xứ!|禍 哉 、 那 些 以 房 接 房 、 以 地 連 地 、 以 致 不 留 餘 地 的 、 只 顧 自 己 獨 居 境 內 。
Đức Giê-hô-va vạn quân có phán vào tai tôi những lời nầy: Thật nhiều nhà sẽ bỏ hoang, những nhà ấy lớn và đẹp mà chẳng có người ở!|我 耳 聞 萬 軍 之 耶 和 華 說 、 必 有 許 多 又 大 又 美 的 房 屋 、 成 為 荒 涼 、 無 人 居 住 。
Ay vậy, mười mẫu vườn nho chỉ sanh được một bát rượu; một ô-me hột giống chỉ được một ê-pha.|三 十 畝 葡 萄 園 只 出 一 罷 特 酒 、 一 賀 梅 珥 穀 種 只 結 一 伊 法 糧 食 。
Khốn thay cho kẻ dậy sớm đặng tìm kiếm rượu, chầy đến ban đêm, phát nóng vì rượu!|禍 哉 、 那 些 清 早 起 來 、 追 求 濃 酒 、 留 連 到 夜 深 、 甚 至 因 酒 發 燒 的 人 ．
Trong tiệc yến họ có những đờn cầm, đờn sắt, trống cơm, ống sáo và rượu nữa, những chẳng thiết đến công việc Đức Giê-hô-va; họ chẳng xem xét công trình của tay Ngài.|他 們 在 筵 席 上 彈 琴 、 鼓 瑟 、 擊 鼓 、 吹 笛 、 飲 酒 、 卻 不 顧 念 耶 和 華 的 作 為 、 也 不 留 心 他 手 所 作 的 。
Vậy nên, dân ta phải bắt làm phu tù, vì không hiểu biết; kẻ sang nó chịu đói, chúng dân nó chịu khát.|所 以 我 的 百 姓 、 因 無 知 就 被 擄 去 ． 他 們 的 尊 貴 人 甚 是 飢 餓 、 群 眾 極 其 乾 渴 。
Vậy nên sự ham muốn của âm phủ đã rộng thêm, hả miệng vô ngần, sự vinh hiển nó, dân chúng nó, sự sang trọng nó đều sa xuống đó.|故 此 、 陰 間 擴 張 其 欲 、 開 了 無 限 量 的 口 ． 他 們 的 榮 耀 、 群 眾 、 繁 華 、 並 快 樂 的 人 、 都 落 在 其 中 。
Kẻ hèn bị khuất; kẻ tôn trọng bị thấp hèn, con mắt người cao ngạo bị hạ xuống;|卑 賤 人 被 壓 服 、 尊 貴 人 降 為 卑 、 眼 目 高 傲 的 人 也 降 為 卑 ．
song Đức Giê-hô-va vạn quân lên cao trong sự công chính, Đức Chúa Trời là Đấng Thánh nên thánh trong sự công bình.|惟 有 萬 軍 之 耶 和 華 、 因 公 平 而 崇 高 、 聖 者 　 神 、 因 公 義 顯 為 聖 。
Bấy giờ những chiên con sẽ ăn cỏ như trong đồng cỏ mình, người ngụ cư sẽ ăn ruộng hoang của kẻ giàu.|那 時 羊 羔 必 來 喫 草 、 如 同 在 自 己 的 草 場 、 豐 肥 人 的 荒 場 被 遊 行 的 人 喫 盡 。
Khốn thay cho kẻ lấy sự dối trá làm dây kéo sự gian ác theo sau, và như dùng đỏi xe kéo tội lỗi;|禍 哉 、 那 些 以 虛 假 之 細 繩 牽 罪 孽 的 人 、 他 們 又 像 以 套 繩 拉 罪 惡 。
họ nói: Xin vội vã kíp làm nên công việc Ngài, hầu cho chúng tôi thấy! Nguyền xin mưu của Đấng Thánh Y-sơ-ra-ên hãy lại gần, hãy tới đến, cho chúng tôi được biết!|說 、 任 他 急 速 行 、 趕 快 成 就 他 的 作 為 、 使 我 們 看 看 ． 任 以 色 列 聖 者 所 謀 劃 的 臨 近 成 就 、 使 我 們 知 道 。
Khốn thay cho kẻ gọi dữ là lành, gọi lành là dữ; lấy tối làm sáng, lấy sáng làm tối; vậy chi cay trở cho là ngọt, vật chi ngọt trở cho là cay.|禍 哉 、 那 些 稱 惡 為 善 、 稱 善 為 惡 、 以 暗 為 光 、 以 光 為 暗 、 以 苦 為 甜 、 以 甜 為 苦 的 人 。
Khốn thay cho kẻ chính mắt mình coi mình là khôn ngoan, tự mình xét đoán mình là thông sáng!|禍 哉 、 那 些 自 以 為 有 智 慧 、 自 看 為 通 達 的 人 。
Khốn thay cho kẻ mạnh uống rượu, có sức lực đặng pha các thức uống hay say;|禍 哉 、 那 些 勇 於 飲 酒 、 以 能 力 調 濃 酒 的 人 。
vì hối lộ mà xưng kẻ có tội là công bình, và cướp lấy sự công bình của người nghĩa!|他 們 因 受 賄 賂 、 就 稱 惡 人 為 義 、 將 義 人 的 義 奪 去 。
Vậy nên, như lửa đốt gốc rạ và rơm cháy thiêu trong ngọn lửa thể nào, thì rễ họ cùng mục nát và hoa họ cùng bay đi như bụi đất thể ấy; vì họ đã bỏ luật pháp của Đức Giê-hô-va vạn quân, và khinh lời của Đấng Thánh Y-sơ-ra-ên.|火 苗 怎 樣 吞 滅 碎 秸 、 乾 草 怎 樣 落 在 火 燄 之 中 、 照 樣 、 他 們 的 根 必 像 朽 物 、 他 們 的 花 、 必 像 灰 塵 飛 騰 ． 因 為 他 們 厭 棄 萬 軍 之 耶 和 華 的 訓 誨 、 藐 視 以 色 列 聖 者 的 言 語 。
Nhơn đó, cơn thạnh nộ của Đức Giê-hô-va phừng lên nghịch cùng dân Ngài. Ngài đã giơ tay nghịch cùng nó và đánh nó; núi non đều rúng động: xác chết chúng nó như phân ngang ngửa giữa đường. Dầu vậy, cơn giận Ngài chẳng lánh khỏi, nhưng tay Ngài còn giơ ra.|所 以 耶 和 華 的 怒 氣 向 他 的 百 姓 發 作 、 他 的 手 伸 出 攻 擊 他 們 、 山 嶺 就 震 動 、 他 們 的 屍 首 在 街 市 上 好 像 糞 土 ． 雖 然 如 此 、 他 的 怒 氣 還 未 轉 消 、 他 的 手 仍 伸 不 縮 。
Ngài dựng cờ lên hướng về các dân tộc ở xa cách, và xuýt mà gọi họ từ nơi đầu cùng đất; và nầy, họ lật đật chạy đến, kíp và mau.|他 必 豎 立 大 旗 、 招 遠 方 的 國 民 、 發 ? 聲 叫 他 們 從 地 極 而 來 ． 看 哪 、 他 們 必 急 速 奔 來 。
Trong đám họ không một người nào mỏi mệt, chẳng ai vấp váp, chẳng ai ngủ gật hoặc ngủ mê; không ai có dây lưng tháo ra hoặc dây giày đứt.|其 中 沒 有 疲 倦 的 、 絆 跌 的 ． 沒 有 打 盹 的 、 睡 覺 的 ． 腰 帶 並 不 放 鬆 、 鞋 帶 也 不 折 斷 ．
Tên của họ đã nhọn, cung đã giương; vó ngựa cứng dường đá, bánh xe như gió lốc.|他 們 的 箭 快 利 、 弓 也 上 了 弦 ． 馬 蹄 算 如 堅 石 、 車 輪 好 像 旋 風 ．
Tiếng gầm khác nào sư tử cái; rống như sư tử con; chúng nó sẽ rống và bắt mồi đem đi, không ai cứu được.|他 們 要 吼 叫 像 母 獅 子 咆 哮 、 像 少 壯 獅 子 ． 他 們 要 咆 哮 抓 食 、 坦 然 叼 去 、 無 人 救 回 。
Trong ngày đó, sẽ có tiếng gầm nghịch cùng nó khác nào tiếng sóng biển ầm ầm; nếu người ta nó vào xứ, chỉ thấy tối tăm và khốn nạn: sự sáng sẽ bị che tối bước các chòm mây.|那 日 他 們 要 向 以 色 列 人 吼 叫 、 像 海 浪 匉 訇 ． 人 若 望 地 、 只 見 黑 暗 艱 難 ． 光 明 在 雲 中 變 為 昏 暗 。

					I-sai-a 6				|
						以賽亞書 6					
Về năm vua Ô-xia băng, tôi thấy Chúa ngồi trên ngôi cao sang, vạt áo của Ngài đầy dẫy đền thờ.|當 烏 西 雅 王 崩 的 那 年 、 我 見 主 坐 在 高 高 的 寶 座 上 ． 他 的 衣 裳 垂 下 、 遮 滿 聖 殿 。
Những sê-ra-phin đứng bên trên Ngài; mỗi sê-ra-phin có sáu cánh, hai cái che mặt, hai cái che chơn và hai cái dùng để bay.|其 上 有 撒 拉 弗 侍 立 ． 各 有 六 個 翅 膀 ． 用 兩 個 翅 膀 遮 臉 、 兩 個 翅 膀 遮 腳 、 兩 個 翅 膀 飛 翔 ．
Các sê-ra-phin cùng nhau kêu lên rằng: Thánh thay, thánh thay, thánh thay là Đức Giê-hô-va vạn quân! Khắp đất đầy dẫy sự vinh hiển Ngài!|彼 此 呼 喊 說 、 聖 哉 、 聖 哉 、 聖 哉 、 萬 軍 之 耶 和 華 ． 他 的 榮 光 充 滿 全 地 。
Nhơn tiếng kêu đó, các nền ngạch cửa rúng động, và đền đầy những khói.|因 呼 喊 者 的 聲 音 、 門 檻 的 根 基 震 動 、 殿 充 滿 了 煙 雲 。
Bấy giờ tôi nói: Khốn nạn cho tôi! Xong đời tôi rồi! Vì tôi là người có môi dơ dáy, ở giữa một dân có môi dơ dáy, bởi mắt tôi đã thấy Vua, tức là Đức Giê-hô-va vạn quân!|那 時 我 說 、 禍 哉 、 我 滅 亡 了 ． 因 為 我 是 嘴 唇 不 潔 的 人 、 又 住 在 嘴 唇 不 潔 的 民 中 ． 又 因 我 眼 見 大 君 王 萬 軍 之 耶 和 華 。
Bấy giờ một sê-ra-phin bay đến tôi, tay cầm than lửa đỏ mà đã dùng kiềm gắp nơi bàn thờ,|有 一 撒 拉 弗 飛 到 我 跟 前 、 手 裡 拿 著 紅 炭 、 是 用 火 剪 從 壇 上 取 下 來 的 ．
để trên miệng ta, mà nói rằng: Nầy, cái nầy đã chạm đến môi ngươi; lỗi ngươi được bỏ rồi, tội ngươi được tha rồi.|將 炭 沾 我 的 口 、 說 、 看 哪 、 這 炭 沾 了 你 的 嘴 ． 你 的 罪 孽 便 除 掉 、 你 的 罪 惡 就 赦 免 了 。
Đoạn, tôi nghe tiếng Chúa phán rằng: Ta sẽ sai ai đi? Ai sẽ đi cho chúng ta? Tôi thưa rằng: Có tôi đây; xin hãy sai tôi.|我 又 聽 見 主 的 聲 音 說 、 我 可 以 差 遣 誰 呢 、 誰 肯 為 我 們 去 呢 ． 我 說 、 我 在 這 裡 、 請 差 遣 我 。
Ngài phán: Đi đi! nói với dân nầy rằng: Các ngươi hãy nghe, nhưng chẳng hiểu chi; hãy xem, nhưng chẳng thấy chi.|他 說 、 你 去 告 訴 這 百 姓 說 、 你 們 聽 是 要 聽 見 、 卻 不 明 白 ． 看 是 要 看 見 、 卻 不 曉 得 。
Hãy làm cho dân ấy béo lòng, nặng tai, nhắm mắt, e rằng mắt nó thấy được, tai nó nghe được, lòng nó hiểu được, nó trở lại và được chữa lành chăng!|要 使 這 百 姓 心 蒙 脂 油 、 耳 朵 發 沉 、 眼 睛 昏 迷 ． 恐 怕 眼 睛 看 見 、 耳 朵 聽 見 、 心 裡 明 白 、 回 轉 過 來 、 便 得 醫 治 。
Tôi lại nói: Lạy Chúa, cho đến chừng nào? Ngài đáp rằng: Cho đến chừng các thành bị hoang vu, không có dân ở, nhà không có người, và đất đã nên hoang vu cả;|我 就 說 、 主 阿 、 這 到 幾 時 為 止 呢 。 他 說 、 直 到 城 邑 荒 涼 、 無 人 居 住 、 房 屋 空 閒 無 人 、 地 土 極 其 荒 涼 ．
cho đến chừng Đức Giê-hô-va dời dân đi xa, và trong xứ rất là tiêu điều.|並 且 耶 和 華 將 人 遷 到 遠 方 、 在 這 境 內 撇 下 的 地 土 很 多 。
Giả sử còn lại một phần mười dân cư tại đó, họ sẽ lại bị thiêu nuốt. Nhưng, như khi người ta hạ cây thông cây dẽ, chừa gốc nó lại, thì cũng vậy, giống thánh là gốc của nó.|境 內 剩 下 的 人 、 若 還 有 十 分 之 一 、 也 必 被 吞 滅 ． 像 栗 樹 、 橡 樹 、 雖 被 砍 伐 、 樹 ? 子 、 卻 仍 存 留 ． 這 聖 潔 的 種 類 、 在 國 中 也 是 如 此 。

					I-sai-a 7				|
						以賽亞書 7					
Về đời A-cha, con trai Giô-tham, cháu Ô-xia, vua nước Giu-đa, xảy có Rê-xin, vua xứ Sy-ri, và Phê-ca, con trai Rê-ma-lia, vua Y-sơ-ra-ên, lên đánh thành Giê-ru-sa-lem; nhưng không thắng được.|烏 西 雅 的 孫 子 約 坦 的 兒 子 猶 大 王 亞 哈 斯 在 位 的 時 候 、 亞 蘭 王 利 汛 、 和 利 瑪 利 的 兒 子 以 色 列 王 比 加 上 來 攻 打 耶 路 撒 冷 、 卻 不 能 攻 取 。
Có người váo tin đó cho nhà Đa-vít, mà rằng: Sy-ri kết minh cùng Ep-ra-im. Bấy giờ A-cha và dân sự người trong lòng kinh động, như cây trên rừng bị gió day.|有 人 告 訴 大 衛 家 說 、 亞 蘭 與 以 法 蓮 已 經 同 盟 ． 王 的 心 、 和 百 姓 的 心 就 都 跳 動 、 好 像 林 中 的 樹 被 風 吹 動 一 樣 。
Đức Giê-hô-va bèn phán cùng Ê-sai rằng: Ngươi cùng con trai ngươi là Sê -a-Gia-rúp hãy đi đón A-cha tại nơi cuối cống ao trên, trên đường cái ruộng thợ nện,|耶 和 華 對 以 賽 亞 說 、 你 和 你 的 兒 子 施 亞 雅 述 出 去 、 到 上 池 的 水 溝 頭 、 在 漂 布 地 的 大 路 上 、 去 迎 接 亞 哈 斯 ．
mà nói cùng người rằng: Hãy cẩn thận, ở yên lặng; đừng sợ chi, lòng ngươi chớ bủn rủn vì cớ hai đuôi đuốc có khói, tức là vì cơn giận dữ của Rê-xin và Sy-ri, và của con trai Rê-ma-lia.|對 他 說 、 你 要 謹 慎 安 靜 ． 不 要 因 亞 蘭 王 利 汛 、 和 利 瑪 利 的 兒 子 、 這 兩 個 冒 煙 的 火 把 頭 所 發 的 烈 怒 害 怕 、 也 不 要 心 裡 膽 怯 。
Vì Sy-ri với Ep-ra-im và con trai của Rê-ma-lia đồng mưu hại ngươi, nói rằng:|因 為 亞 蘭 、 和 以 法 蓮 、 並 利 瑪 利 的 兒 子 、 設 惡 謀 害 你 、
Chúng ta hãy lên nghịch cùng Giu-đa, khuấy rối nó, phá thành và lập một vua giữa nó, tức là con trai của Ta-bê-ên.|說 、 我 們 可 以 上 去 、 攻 擊 猶 大 、 擾 亂 他 、 攻 破 他 、 在 其 中 立 他 比 勒 的 兒 子 為 王 ．
Chúa là Đức Giê-hô-va phán như vầy: Sự ngăm đe ấy không thành, điều đó không xảy ra!|所 以 主 耶 和 華 如 此 說 、 這 所 謀 的 必 立 不 住 、 也 不 得 成 就 。
Vì đầu của Sy-ri là Đa-mách, đầu của Đa-mách là Rê-xin. Còn trong sáu mươi lăm năm, Ep-ra-im sẽ bị hủy diệt, không được kể là dân nữa.|原 來 亞 蘭 的 首 城 是 大 馬 色 、 大 馬 色 的 首 領 是 利 汛 ． 六 十 五 年 之 內 、 以 法 蓮 必 然 破 壞 、 不 再 成 為 國 民 ．
Đầu của Ep-ra-im là Sa-ma-ri, đầu Sa-ma-ri là con trai của Rê-ma-lia. Nếu các ngươi không tin, chắc sẽ không đứng vững được.|以 法 蓮 的 首 城 是 撒 瑪 利 亞 、 撒 瑪 利 亞 的 首 領 是 利 瑪 利 的 兒 子 。 你 們 若 是 不 信 、 定 然 不 得 立 穩 。
Đức Giê-hô-va lại phán cùng A-cha rằng:|耶 和 華 又 曉 諭 亞 哈 斯 說 、
Hãy xin Giê-hô-va Đức Chúa Trời ngươi một điềm, hoặc dưới vực sâu, hoặc trên trời cao.|你 向 耶 和 華 你 的 　 神 求 一 個 兆 頭 ． 或 求 顯 在 深 處 、 或 求 顯 在 高 處 。
A-cha thưa rằng: Tôi sẽ chẳng xin tôi cũng chẳng thử Đức Giê-hô-va.|亞 哈 斯 說 、 我 不 求 、 我 不 試 探 耶 和 華 。
Ê-sai bèn nói rằng: Hỡi nhà Đa-vít, hãy nghe! Các ngươi cho làm phiền người ta là nhỏ mọn, mà muốn làm phiền Đức Chúa Trời ta nữa sao?|以 賽 亞 說 、 大 衛 家 阿 、 你 們 當 聽 ． 你 們 使 人 厭 煩 豈 算 小 事 、 還 要 使 我 的 　 神 厭 煩 麼 。
Vậy nên, chính Chúa sẽ ban một điềm cho các ngươi: nầy một gái đồng trinh sẽ chịu thai, sanh ra một trai, và đặt trên là Em-ma-nu-ên.|因 此 、 主 自 己 要 給 你 們 一 個 兆 頭 、 必 有 童 女 懷 孕 生 子 、 給 他 起 名 叫 以 馬 內 利 。 〔 就 是 　 神 與 我 們 同 在 的 意 思 〕
Con trẻ ấy sẽ ăn mỡ sữa và mật, cho đến chừng nào biết bỏ điều dữ và chọn điều lành.|到 他 曉 得 棄 惡 擇 善 的 時 候 、 他 必 喫 奶 油 與 蜂 蜜 。
Vả, trước khi con trẻ biết bỏ điều dữ chọn điều lành, thì nước của hai vua mà ngươi đương ghét sẽ bị bỏ hoang.|因 為 在 這 孩 子 還 不 曉 得 棄 惡 擇 善 之 先 、 你 所 憎 惡 的 那 二 王 之 地 、 必 致 見 棄 。
Đức Giê-hô-va sẽ giáng trên ngươi, dân ngươi, và nhà cho ngươi, bởi vua A-si-ri, những ngày mà từ ngày Ep-ra-im lìa bỏ Giu-đa chưa từng có giống như vậy.|耶 和 華 必 使 亞 述 王 攻 擊 你 的 日 子 臨 到 、 你 和 你 的 百 姓 、 並 你 的 父 家 、 自 從 以 法 蓮 離 開 猶 大 以 來 、 未 曾 有 這 樣 的 日 子 。
Xảy ra trong ngày đó, Đức Giê-hô-va sẽ suýt mà gọi những ruồi ở cuối các sông Ê-díp-tô, và những ong ở xứ A-si-ri.|那 時 、 耶 和 華 要 發 ? 聲 、 使 埃 及 江 河 源 頭 的 ? 蠅 、 和 亞 述 地 的 蜂 子 飛 來 。
Hai giống đó sẽ đến đậu trong các nơi trũng hoang loạn, trong các lỗ nẻ vầng đá, trên rào gai cùng các đồng cỏ.|都 必 飛 來 、 落 在 荒 涼 的 谷 內 、 磐 石 的 穴 裡 、 和 一 切 荊 棘 籬 笆 中 、 並 一 切 的 草 場 上 。
Trong ngày đó Đức Giê-hô-va sẽ dùng dao cạo thuê tại bên kia sông, nghĩa là vua A-si-ri, mà cạo đầu cùng lông chơn, và bỏ cả râu nữa.|那 時 、 主 必 用 大 河 外 賃 的 剃 頭 刀 、 就 是 亞 述 王 、 剃 去 頭 髮 、 和 腳 上 的 毛 、 並 要 剃 淨 鬍 鬚 。
Trong ngày đó mỗi người có thể nuôi một con bò cái tơ và hai con chiên,|那 時 、 一 個 人 要 養 活 一 隻 母 牛 犢 、 兩 隻 母 綿 羊 ．
bởi nó có sữa dư dật thì người sẽ ăn mỡ sữa; vì phàm ai sẽ còn sót lại giữa xứ, thì nuôi mình bằng mỡ sữa và mật.|因 為 出 的 奶 多 、 他 就 得 喫 奶 油 ． 在 境 內 所 剩 的 人 、 都 要 喫 奶 油 與 蜂 蜜 。
Xảy ra trong ngày đó, phàm chỗ đất trồng được một ngàn gốc nho, đáng giá một ngàn siếc-lơ bạc, sẽ mọc đầy những gai gốc và chà chuôm.|從 前 凡 種 一 千 棵 葡 萄 樹 、 值 銀 一 千 舍 客 勒 的 地 方 、 到 那 時 、 必 長 荊 棘 和 蒺 藜 。
