
					Ê-xê-ki-ên 1				|
còn những cái sau rốt, hãy lấy một vài cái quăng trong lửa và đốt cháy. Từ đó sẽ có lửa phát ra kịp đến cả nhà Y-sơ-ra-ên.|再 從 這 幾 根 中 取 些 扔 在 火 中 焚 燒 、 從 裡 面 必 有 火 出 來 燒 入 以 色 列 全 家 。
Chúa Giê-hô-va phán như vầy: Kìa là thành Giê-ru-sa-lem, ta đã đặt nó giữa các dân tộc, và các nước bao xung quanh nó.|主 耶 和 華 如 此 說 、 這 就 是 耶 路 撒 冷 ． 我 曾 將 他 安 置 在 列 邦 之 中 、 列 國 都 在 他 的 四 圍 。
Bởi nó bạn nghịch luật lệ ta, làm đều dữ hơn các dân tộc, trái phép tắc ta hơn các nước chung quanh; vì chúng nó khinh bỏ luật lệ ta, và không bước theo phép tắc ta.|他 行 惡 、 違 背 我 的 典 章 、 過 於 列 國 、 干 犯 我 的 律 例 、 過 於 四 圍 的 列 邦 、 因 為 他 棄 掉 我 的 典 章 、 至 於 我 的 律 例 、 他 並 沒 有 遵 行 。
Vậy nên, Chúa Giê-hô-va phán như vầy: Tại các ngươi là rối loạn hơn các dân tộc chung quanh, không bước theo phép tắc ta, cũng không giu luật lệ ta; tại các ngươi cũng không làm theo luật lệ của các dân tộc chung quanh mình,|所 以 主 耶 和 華 如 此 說 、 因 為 你 們 紛 爭 過 於 四 圍 的 列 國 、 也 不 遵 行 我 的 律 例 、 不 謹 守 我 的 典 章 、 並 以 遵 從 四 圍 列 國 的 惡 規 尚 不 滿 意 ．
vì cớ đó Chúa Giê-hô-va phán như vầy: Nầy, ta, chính ta nghịch cùng ngươi; và ta sẽ làm sự đoán phạt giữa ngươi cho các dân tộc đều thấy.|所 以 主 耶 和 華 如 此 說 、 看 哪 、 我 與 你 反 對 、 必 在 列 國 的 眼 前 、 在 你 中 間 、 施 行 審 判 。
Vì cớ mọi sự gớm ghiếc của ngươi, ta sẽ làm giữa ngươi một sự mà trước kia ta chưa hề làm, sau nầy cũng không hề làm nữa.|並 且 因 你 一 切 可 憎 的 事 、 我 要 在 你 中 間 行 我 所 未 曾 行 的 、 以 後 我 也 不 再 照 著 行 。
Ở giữa ngươi, cha sẽ ăn thịt con, con sẽ ăn thịt cha. Ta sẽ làm sự đoán phạt nghịch cùng ngươi; và mọi kẻ sót lại của ngươi, ta sẽ làm cho nó tan lạc ra mọi gió.|在 你 中 間 父 親 要 喫 兒 子 、 兒 子 要 喫 父 親 、 我 必 向 你 施 行 審 判 、 我 必 將 你 所 剩 下 的 、 分 散 四 方 。 〔 方 原 文 作 風 〕
Chúa Giê-hô-va phán: Thật như ta hằng sống, tại ngươi đã làm ô uế nơi thánh ta bởi những sự xấu hổ gớm ghiếc, nên ta cũng chắc sẽ xây mắt chẳng tiếc ngươi. Mắt ta sẽ không dè tiếc, ta sẽ không thương xót.|主 耶 和 華 說 、 我 指 著 我 的 永 生 起 誓 、 因 你 用 一 切 可 憎 的 物 、 可 厭 的 事 、 玷 污 了 我 的 聖 所 、 故 此 、 我 定 要 使 你 人 數 減 少 、 我 眼 必 不 顧 惜 你 、 也 不 可 憐 你 。
Một phần ba trong ngươi sẽ chết dịch, sẽ bị chơn đói kém làm tiêu mòn ở giữa ngươi; một phần ba sẽ ngã dưới lưỡi gươm trong tứ vi ngươi; còn một phần ba nữa, ta sẽ làm tan lạc ra mọi gió, và lấy gươm đuổi theo nó.|你 的 民 三 分 之 一 、 必 遭 瘟 疫 而 死 、 在 你 中 間 必 因 飢 荒 消 滅 ． 三 分 之 一 、 必 在 你 四 圍 倒 在 刀 下 ． 我 必 將 三 分 之 一 分 散 四 方 、 〔 方 原 文 作 風 〕 並 要 拔 刀 追 趕 他 們 。
Sự giận ta sẽ được trọn như vậy, và ta sẽ khiến cơn thạnh nộ ta thôi nghịch cùng chúng nó, ta sẽ được yên ủi; và khi ta làm trọn sự giận trên chúng nó rồi, thì chúng nó sẽ biết rằng ấy chính ta, Đức Giê-hô-va, đã nói trong sự sốt sắng ta.|我 要 這 樣 成 就 怒 中 所 定 的 ． 我 向 他 們 發 的 忿 怒 止 息 了 、 自 己 就 得 著 安 慰 、 我 在 他 們 身 上 成 就 怒 中 所 定 的 、 那 時 他 們 就 知 道 我 耶 和 華 所 說 的 、 是 出 於 熱 心 。
Vả lại, ta sẽ làm ngươi ra hoang vu và cớ nhuốc nha trong các nước chung quanh ngươi, và trước mắt kẻ đi qua.|並 且 我 必 使 你 在 四 圍 的 列 國 中 、 在 經 過 的 眾 人 眼 前 、 成 了 荒 涼 和 羞 辱 。
Vậy khi ta sẽ nổi giận xét đoán ngươi, nhơn sự thạnh nộ trách phạt ngươi, ngươi sẽ bị nhuốc nha và chê bai, làm gương và gở lạ cho các nước chung quanh ngươi. Chính ta là Đức Giê-hô-va phán như vậy!|這 樣 、 我 必 以 怒 氣 和 忿 怒 、 並 烈 怒 的 責 備 、 向 你 施 行 審 判 ． 那 時 、 你 就 在 四 圍 的 列 國 中 成 為 羞 辱 、 譏 刺 、 警 戒 、 驚 駭 ． 這 是 我 耶 和 華 說 的 。
Ta sẽ bắn trên chúng nó những tên độc của sự đói kém làm cho chết, mà ta sẽ bắn để hủy diệt các ngươi; ta sẽ thêm sự đói kém trên các ngươi, và sẽ bẻ gậy bánh của các ngươi đi.|那 時 、 我 要 將 滅 人 使 人 飢 荒 的 惡 箭 、 就 是 射 去 滅 人 的 、 射 在 你 們 身 上 、 並 要 加 增 你 們 的 飢 荒 、 斷 絕 你 們 所 倚 靠 的 糧 食 ．
Ta sẽ giáng sự đói kém cho các ngươi, và sai thú dữ đến làm cho ngươi cô độc. On dịch và sự đổ máu sẽ trải qua giữa ngươi; ta lại sẽ sai gươm xuống trên ngươi nữa. Chính ta là Đức Giê-hô-va đã phán vậy!|又 要 使 飢 荒 和 惡 獸 到 你 那 裡 、 叫 你 喪 子 、 瘟 疫 和 流 血 的 事 、 也 必 盛 行 在 你 那 裡 、 我 也 要 使 刀 劍 臨 到 你 ． 這 是 我 耶 和 華 說 的 。

					Ê-xê-ki-ên 6				|
						以西結書 6					
Có lời Đức Giê-hô-va phán cho ta như vầy:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, hãy xây mặt về các núi của Y-sơ-ra-ên, và nói tiên tri nghịch cùng nó,|人 子 阿 、 你 要 面 向 以 色 列 的 眾 山 說 豫 言 、
rằng: Hỡi các núi của Y-sơ-ra-ên, hãy nghe lời của Chúa Giê-hô-va. Chúa Giê-hô-va phán cùng các núi, các đồi, hầm hố, và nơi trũng như vầy: Nầy, ta, chính ta sẽ giá gươm trên các ngươi, hủy hoại các nơi cao của các ngươi.|說 、 以 色 列 的 眾 山 哪 、 要 聽 主 耶 和 華 的 話 、 主 耶 和 華 對 大 山 、 小 岡 、 水 溝 、 山 谷 、 如 此 說 、 我 必 使 刀 劍 臨 到 你 們 、 也 必 毀 滅 你 們 的 邱 壇 。
Bàn thờ các ngươi sẽ bị phá hoang, tượng mặt trời các ngươi sẽ bị bẻ gãy; ta sẽ ném bỏ những kẻ bị giết của các ngươi trước mặt thần tượng các ngươi.|你 們 的 祭 壇 必 然 荒 涼 、 你 們 的 日 像 必 被 打 碎 、 我 要 使 你 們 被 殺 的 人 倒 在 你 們 的 偶 像 面 前 。
Ta sẽ đặt những xác chết con cái Y-sơ-ra-ên ra trước mặt thần tượng chúng nó, và rải hài cốt các ngươi khắp chung quanh bàn thờ các ngươi.|我 也 要 將 以 色 列 人 的 屍 首 、 放 在 他 們 的 偶 像 面 前 、 將 你 們 的 骸 骨 、 拋 散 在 你 們 祭 壇 的 四 圍 。
Hễ nơi nào các ngươi ở, thì thành ấp sẽ bị hủy hoại, các nơi cao sẽ bị hoang vu, đến nỗi bàn thờ các ngươi bị hủy hoại hoang vu, thần tượng bị đập bể và không còn nữa, tượng mặt trời nát ra từng mảnh, và mọi công việc của các ngươi thành ra hư không.|在 你 們 一 切 的 住 處 、 城 邑 要 變 為 荒 場 、 邱 壇 必 然 淒 涼 、 使 你 們 的 祭 壇 荒 廢 、 將 你 們 的 偶 像 打 碎 、 你 們 的 日 像 被 砍 倒 、 你 們 的 工 作 被 毀 滅 。
Những kẻ bị giết sẽ ngã xuống giữa các ngươi, các ngươi sẽ biết rằng ta là Đức Giê-hô-va!|被 殺 的 人 必 倒 在 你 們 中 間 ． 你 們 就 知 道 我 是 耶 和 華 。
Dầu vậy, khi các ngươi bị tan lạc ra các nước, ta sẽ còn để dân sót lại, vì giữa các nước sẽ có một vài người được thoát khỏi mũi gươm.|你 們 分 散 在 各 國 的 時 候 、 我 必 在 列 邦 中 、 使 你 們 有 剩 下 脫 離 刀 劍 的 人 。
Những kẻ trong các ngươi được thoát ấy sẽ nhớ đến ta trong các nước mà chúng nó bị bắt đến, thể nào ta đã buồn rầu trong lòng, vì lòng tà dâm của chúng nó đã lìa bỏ ta, và mắt chúng nó hành dâm theo thần tượng mình. Bấy giờ chúng nó tự oán hận mình, vì cớ mọi sự dữ chúng nó đã làm bởi những việc gớm ghiếc của mình.|那 脫 離 刀 劍 的 人 、 必 在 所 擄 到 的 各 國 中 記 念 我 、 為 他 們 心 中 何 等 傷 破 、 是 因 他 們 起 淫 心 、 遠 離 我 、 眼 對 偶 像 行 邪 淫 、 他 們 因 行 一 切 可 憎 的 惡 事 、 必 厭 惡 自 己 。
Chúng nó sẽ biết ta là Đức Giê-hô-va, và lời ta đã nói giáng tai vạ cho chúng nó chẳng phải là lời hư không vậy.|他 們 必 知 道 我 是 耶 和 華 ． 我 說 要 使 這 災 禍 臨 到 他 們 身 上 、 並 非 空 話 。
Chúa Giê-hô-va phán như vầy: Hãy vỗ tay giậm chơn mà rằng: Than ôi! vì mọi sự dữ đáng gớm của nhà Y-sơ-ra-ên; vì nó sẽ chết bởi gươm dao, đói kém, và ôn dịch.|主 耶 和 華 如 此 說 、 你 當 拍 手 頓 足 、 說 、 哀 哉 、 以 色 列 家 行 這 一 切 可 憎 的 惡 事 ． 他 們 必 倒 在 刀 劍 、 飢 荒 、 瘟 疫 之 下 。
Kẻ nào xa sẽ chết bởi ôn dịch. Kẻ nào gần sẽ ngã dưới lưỡi gươm. Kẻ nào sống sót, là kẻ bị vây, sẽ chết bởi đói kém; đối với chúng nó, ta sẽ làm cho trọn sự giận của ta.|在 遠 處 的 、 必 遭 瘟 疫 而 死 、 在 近 處 的 、 必 倒 在 刀 劍 之 下 、 那 存 留 被 圍 困 的 、 必 因 飢 荒 而 死 ． 我 必 這 樣 在 他 們 身 上 成 就 我 怒 中 所 定 的 。
Khi những kẻ bị giết của chúng nó nằm giữa đám thần tượng xung quanh bàn thờ, trên mỗi gò cao, trên mọi đỉnh núi, dưới mọi cây xanh và cây dẽ rậm, khắp những nơi chúng nó dâng hương thơm ngào ngạt cho thần tượng mình, bấy giờ các ngươi sẽ biết ta là Đức Giê-hô-va.|他 們 被 殺 的 人 、 倒 在 他 們 祭 壇 四 圍 的 偶 像 中 、 就 是 各 高 岡 、 各 山 頂 、 各 青 翠 樹 下 、 各 茂 密 的 橡 樹 下 、 乃 是 他 們 獻 馨 香 的 祭 牲 、 給 一 切 偶 像 的 地 方 ． 那 時 他 們 就 知 道 我 是 耶 和 華 。
Vậy ta sẽ giang tay nghịch cùng chúng nó, hễ nơi nào chúng nó ở, thì ta sẽ làm cho đất đó ra hoang vu hủy phá, từ đồng vắng cho đến Đíp-lát. Thế thì chúng nó sẽ biết ta là Đức Giê-hô-va.|我 必 伸 手 攻 擊 他 們 、 使 他 們 的 地 從 曠 野 到 第 伯 拉 他 一 切 住 處 、 極 其 荒 涼 ． 他 們 就 知 道 我 是 耶 和 華 。

					Ê-xê-ki-ên 7				|
						以西結書 7					
Lại có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 又 臨 到 我 說 、
Hỡi con người, Chúa Giê-hô-va phán cùng đất Y-sơ-ra-ên như vầy: Sự cuối rốt đây nầy! Sự cuối rốt đã đến cho bốn góc đất!|人 子 阿 、 主 耶 和 華 對 以 色 列 地 如 此 說 、 結 局 到 了 、 結 局 到 了 地 的 四 境 。
Bây giờ, ấy là sự cuối rốt cho ngươi. Ta sẽ xổ cơn giận ta trên ngươi, theo đường lối ngươi mà đoán xét ngươi, và khiến đổ lại trên ngươi những sự gớm ghiếc.|現 在 你 的 結 局 已 經 臨 到 、 我 必 使 我 的 怒 氣 歸 與 你 、 也 必 按 你 的 行 為 審 判 你 、 照 你 一 切 可 憎 的 事 刑 罰 你 。
Mắt ta chẳng đoái tiếc ngươi; ta chẳng thương xót ngươi; nhưng ta sẽ giáng đường lối ngươi trên ngươi, và những sự gớm ghiếc sẽ ở giữa ngươi. Các ngươi sẽ biết ta là Đức Giê-hô-va.|我 眼 必 不 顧 惜 你 、 也 不 可 憐 你 、 卻 要 按 你 所 行 的 報 應 你 、 照 你 中 間 可 憎 的 事 刑 罰 你 ． 你 就 知 道 我 是 耶 和 華 。
Chúa Giê-hô-va phán như vầy: Tai vạ, tai vạ có một: nầy, nó đến!|主 耶 和 華 如 此 說 、 有 一 災 、 獨 有 一 災 、 看 哪 、 臨 近 了 。
Kỳ cuối cùng đến, kỳ cuối cùng nầy đến; nó tỉnh thức mà nghịch cùng ngươi, kìa, nó đến kia!|結 局 來 了 、 結 局 來 了 、 向 你 興 起 ． 看 哪 、 來 到 了 。
Hỡi dân trong đất, sự bại hoại định cho ngươi đã đến; kỳ đã đến, ngày gần rồi, là ngày có tiếng ồn ào, không còn tiếng reo mừng trên các núi.|境 內 的 居 民 哪 、 所 定 的 災 臨 到 你 、 時 候 到 了 、 日 子 近 了 、 乃 是 鬨 嚷 並 非 在 山 上 歡 呼 的 日 子 。
Nay ta hầu kíp đổ sự thạnh nộ ta trên ngươi, và làm cho trọn sự giận ta nghịch cùng ngươi; ta sẽ đoán xét ngươi theo cách ngươi ăn ở, và khiến đổ lại trên ngươi những sự gớm ghiếc ngươi.|我 快 要 將 我 的 忿 怒 傾 在 你 身 上 、 向 你 成 就 我 怒 中 所 定 的 、 按 你 的 行 為 審 判 你 、 照 你 一 切 可 憎 的 事 刑 罰 你 。
Mắt ta chẳng đoái tiếc ngươi, ta chẳng thương xót ngươi đâu. Ta sẽ tùy theo đường lối ngươi báo trả ngươi, sự gớm ghiếc ngươi sẽ ở giữa ngươi. Các ngươi sẽ biết rằng chính ta, Đức Giê-hô-va, là Đấng đánh phạt.|我 眼 必 不 顧 惜 你 、 也 不 可 憐 你 、 必 按 你 所 行 的 報 應 你 、 照 你 中 間 可 憎 的 事 刑 罰 你 ． 你 就 知 道 擊 打 你 的 是 我 耶 和 華 。
Nầy, ngày đây! Nầy, ngày đến! Sự bại hoại định cho ngươi đã đến; gậy đã trổ bông, sự kiêu căng đã nẩy nụ.|看 哪 、 看 哪 、 日 子 快 到 了 、 所 定 的 災 已 經 發 出 ． 杖 已 經 開 花 、 驕 傲 已 經 發 芽 。
Sự cường bạo đã dấy lên làm gậy gian ác; chúng nó sẽ chẳng còn chi hết, chẳng còn ai của đám đông chúng nó, chẳng còn gì của sự giàu có chúng nó, chẳng còn sự sang trọng giữa họ nữa.|強 暴 興 起 、 成 了 罰 惡 的 杖 ． 以 色 列 人 、 或 是 他 們 的 群 眾 、 或 是 他 們 的 財 寶 、 無 一 存 留 、 他 們 中 間 也 沒 有 得 尊 榮 的 。
Kỳ đến, ngày gần tới! Kẻ mua chớ vui, kẻ bán chớ buồn; vì có cơn giận trên cả đoàn dân nó.|時 候 到 了 、 日 子 近 了 、 買 主 不 可 歡 喜 、 賣 主 不 可 愁 煩 、 因 為 烈 怒 已 經 臨 到 他 們 眾 人 身 上 。
Vì kẻ bán dầu còn sống, cũng không thể trở lại lấy của mình đã bán; vì sự hiện thấy chỉ về cả đoàn dân nó, sẽ chẳng ai trở lại; và chẳng ai sẽ nhờ sự gian ác đời mình mà bổ sức lại.|賣 主 雖 然 存 活 、 卻 不 能 歸 回 再 得 所 賣 的 、 因 為 這 異 象 關 乎 他 們 眾 人 、 誰 都 不 得 歸 回 、 也 沒 有 人 在 他 的 罪 孽 中 堅 立 自 己 。
Kèn đã thổi, mọi sự đều sẵn sàng rồi; nhưng chẳng ai ra trận, vì cơn giận ta ở trên cả đoàn dân nó.|他 們 已 經 吹 角 、 豫 備 齊 全 、 卻 無 一 人 出 戰 、 因 為 我 的 烈 怒 臨 到 他 們 眾 人 身 上 。
Ở ngoài thì gươm dao, ở trong thì ôn dịch và đói kém! Kẻ nào ở ngoài đồng sẽ chết bởi gươm dao; kẻ nào ở trong thành, thì cơn đói kém và ôn dịch sẽ vồ nuốt lấy.|在 外 有 刀 劍 、 在 內 有 瘟 疫 、 飢 荒 、 在 田 野 的 、 必 遭 刀 劍 而 死 、 在 城 中 的 、 必 有 飢 荒 、 瘟 疫 、 吞 滅 他 。
Song những người nào được trốn sẽ thoát khỏi, và sẽ ở trên núi như bò câu ở đồng trũng, mọi người trong chúng nó than vãn, ai nấy vì sự gian ác mình.|其 中 所 逃 脫 的 、 就 必 逃 脫 、 各 人 因 自 己 的 罪 孽 、 在 山 上 發 出 悲 聲 、 好 像 谷 中 的 鴿 子 哀 鳴 。
Mọi tay đều mòn mỏi, mọi đầu gối đều yếu như nước!|手 都 發 軟 、 膝 弱 如 水 。
Chúng nó sẽ thắt lưng bằng bao gai, bị sự kinh khiếp bao bọc; mọi mặt đều hổ thẹn, mọi đầu đều trọc trọi.|要 用 麻 布 束 腰 、 被 戰 兢 所 蓋 ． 各 人 臉 上 羞 愧 、 頭 上 光 禿 。
Chúng nó sẽ quăng bạc mình ra ngoài đường phố, vàng chúng nó sẽ ra như đồ ô uế; hoặc vàng, hoặc bạc, cũng không thể cứu chúng nó nơi ngày cơn giận của Đức Giê-hô-va; không thể làm cho chúng nó đầy ruột, vì ấy là đồ làm cho chúng nó sa vào tội lỗi!|他 們 要 將 銀 子 拋 在 街 上 、 金 子 看 如 污 穢 之 物 ． 當 耶 和 華 發 怒 的 日 子 、 他 們 的 金 銀 不 能 救 他 們 、 不 能 使 心 裡 知 足 、 也 不 能 使 肚 腹 飽 滿 、 因 為 這 金 銀 作 了 他 們 罪 孽 的 絆 腳 石 。
