
					Giê-rê-mi-a 1				|
Ta từng phán rằng: Ta sẽ đặt ngươi giữa vòng các con cái, ta sẽ cho ngươi một đất tốt, cơ nghiệp quí giá của cơ binh các nước là dường nào! Ta từng phán: Ngươi sẽ gọi ta bằng Cha tôi! và chớ xây lại mà không theo ta.|我 說 、 我 怎 樣 將 你 安 置 在 兒 女 之 中 、 賜 給 你 美 地 、 就 是 萬 國 中 肥 美 的 產 業 ． 我 又 說 、 你 們 必 稱 我 為 父 、 也 不 再 轉 去 不 跟 從 我 。
Nhưng hỡi nhà Y-sơ-ra-ên, thật như một người đờn bà lìa chồng mình cách quỉ quyệt thể nào, thì các ngươi cũng quỉ quyệt với ta thể ấy, Đức Giê-hô-va phán vậy.|以 色 列 家 、 你 們 向 我 行 詭 詐 、 真 像 妻 子 行 詭 詐 、 離 開 他 丈 夫 一 樣 ． 這 是 耶 和 華 說 的 。
Có tiếng nghe ra trên các gò trọi: ấy là tiếng con cháu Y-sơ-ra-ên khóc lóc cầu khấn, vì chúng nó đã đi trong đường quanh queo; đã quên Giê-hô-va Đức Chúa Trời mình.|在 淨 光 的 高 處 聽 見 人 聲 、 就 是 以 色 列 人 哭 泣 懇 求 之 聲 ． 乃 因 他 們 走 彎 曲 之 道 、 忘 記 耶 和 華 他 們 的 　 神 。
Hỡi con cái bội nghịch, hãy trở lại! Ta sẽ chữa sự bội nghịch cho. Các ngươi nói rằng: Nầy, chúng tôi về cùng Ngài, vì Ngài là Giê-hô-va Đức Chúa Trời chúng tôi.|你 們 這 背 道 的 兒 女 阿 、 回 來 罷 ． 我 要 醫 治 你 們 背 道 的 病 。 看 哪 、 我 們 來 到 你 這 裡 ． 因 你 是 耶 和 華 我 們 的 　 神 。
Thật đợi sự cứu nơi các gò là vô ích, tiếng ồn ào trên các núi là hư không; thật, sự cứu rỗi của Y-sơ-ra-ên là ở trong Giê-hô-va Đức Chúa Trời chúng tôi.|仰 望 從 小 山 、 或 從 大 山 的 喧 嚷 中 得 幫 助 、 真 是 枉 然 的 ． 以 色 列 得 救 、 誠 然 在 乎 耶 和 華 我 們 的 　 神 。
Từ lúc chúng tôi còn trẻ nhỏ, vật xấu hổ đã nuốt hết công việc của tổ phụ chúng tôi, bầy chiên, bầy bò, con trai, con gái chúng nó.|從 我 們 幼 年 以 來 、 那 可 恥 的 偶 像 、 將 我 們 列 祖 所 勞 碌 得 來 的 羊 群 牛 群 、 和 他 們 的 兒 女 、 都 吞 喫 了 。
Chúng tôi phải nằm trong sự xấu hổ mình! Vì chúng tôi cùng tổ phụ chúng tôi đã phạm tội nghịch cùng Giê-hô-va Đức Chúa Trời chúng tôi; từ khi còn trẻ cho đến ngày nay; chúng tôi không vâng theo tiếng Giê-hô-va Đức Chúa Trời chúng tôi.|我 們 在 羞 恥 中 躺 臥 罷 ． 願 慚 愧 將 我 們 遮 蓋 ． 因 為 從 立 國 〔 原 文 作 幼 年 〕 以 來 、 我 們 和 我 們 的 列 祖 、 常 常 得 罪 耶 和 華 我 們 的 　 神 、 沒 有 聽 從 耶 和 華 我 們 　 神 的 話 。

					Giê-rê-mi-a 4				|
						耶利米書 4					
Đức Giê-hô-va phán: Hỡi Y-sơ-ra-ên, nếu ngươi trở về cùng ta, nếu trở về cùng ta, và nếu ngươi bỏ những việc gớm ghiếc khỏi trước mắt ta, thì ngươi sẽ chẳng bị dời đi nữa.|耶 和 華 說 、 以 色 列 阿 、 你 若 回 來 歸 向 我 、 若 從 我 眼 前 除 掉 你 可 憎 的 偶 像 、 你 就 不 被 遷 移 ．
Ngươi sẽ lấy sự thật thà, ngay thẳng, công bình, mà thề rằng: Thật như Đức Giê-hô-va hằng sống, các nước sẽ được phước bởi Ngài và vinh hiển trong Ngài.|你 必 憑 誠 實 、 公 平 、 公 義 、 指 著 永 生 的 耶 和 華 起 誓 ． 列 國 必 因 耶 和 華 稱 自 己 為 有 福 、 也 必 因 他 誇 耀 。
Vả, Đức Giê-hô-va phán cùng người Giu-đa và cùng Giê-ru-sa-lem như vầy: Hãy cày mở ruộng mới các ngươi, chớ gieo trong gai gốc.|耶 和 華 對 猶 大 和 耶 路 撒 冷 人 如 此 說 、 要 開 墾 你 們 的 荒 地 、 不 要 撒 種 在 荊 棘 中 。
Hỡi các ngươi, là người Giu-đa và dân cư Giê-ru-sa-lem, hãy tự cắt bì mình cho Đức Giê-hô-va, và cất dương bì khỏi lòng ngươi! Bằng chẳng vậy, cơn giận ta sẽ phừng lên như lửa, đốt cháy các ngươi, không ai giập tắt được, vì việc ác các ngươi đã làm.|猶 大 人 和 耶 路 撒 冷 的 居 民 哪 、 你 們 當 自 行 割 禮 、 歸 耶 和 華 、 將 心 裡 的 污 穢 除 掉 ． 恐 怕 我 的 忿 怒 、 因 你 們 的 惡 行 發 作 、 如 火 ? 起 、 甚 至 無 人 能 以 熄 滅 。
Hãy rao ra trong Giu-đa; hãy truyền trong Giê-ru-sa-lem rằng: Hãy thổi kèn trong đất. Hãy kêu lớn tiếng rằng: Khá nhóm nhau lại và đi vào các thành bền vững.|你 們 當 傳 揚 在 猶 大 、 宣 告 在 耶 路 撒 冷 、 說 、 你 們 當 在 國 中 吹 角 、 高 聲 呼 叫 說 、 你 們 當 聚 集 、 我 們 好 進 入 堅 固 城 。
Khá dựng cờ hướng về Si-ôn! Hãy trốn đi, đừng dừng lại! Vì ta khiến từ phương bắc đến một tai nạn, tức là một sự hư hại lớn.|應 當 向 錫 安 豎 立 大 旗 ． 要 逃 避 、 不 要 遲 延 ． 因 我 必 使 災 禍 、 與 大 毀 滅 、 從 北 方 來 到 。
Sư tử ra từ rừng nó, kẻ hủy diệt các nước bắt đầu ra đi khỏi chỗ mình, đặng làm cho đất ngươi ra hoang vu; các thành ngươi trở nên gò đống, và không có người ở.|有 獅 子 從 密 林 中 上 來 、 是 毀 壞 列 國 的 ． 他 已 經 動 身 、 出 離 本 處 、 要 使 你 的 地 荒 涼 、 使 你 的 城 邑 變 為 荒 場 、 無 人 居 住 。
Vậy nên, các ngươi hãy thắt bao gai, khóc và than thở, vì cơn giận phừng phừng của Đức Giê-hô-va chưa lìa khỏi chúng ta đâu.|因 此 你 們 當 腰 束 麻 布 、 大 聲 哀 號 ． 因 為 耶 和 華 的 烈 怒 、 沒 有 向 我 們 轉 消 。
Đức Giê-hô-va phán trong những ngày đó, vua và các quan trưởng sửng sốt trong lòng; các thầy tế lễ bỡ ngỡ, các kẻ tiên tri lấy làm lạ.|耶 和 華 說 、 到 那 時 君 王 和 首 領 的 心 、 都 要 消 滅 ． 祭 司 都 要 驚 奇 、 先 知 都 要 詫 異 。
Bấy giờ tôi nói: Oi! hỡi Chúa Giê-hô-va! Thật Ngài đã phỉnh dân nầy và Giê-ru-sa-lem lắm, mà nói rằng: Các ngươi sẽ được bình an! Những lưỡi gươm đã thấu đến sự sống.|我 說 、 哀 哉 、 主 耶 和 華 阿 、 你 真 是 大 大 的 欺 哄 這 百 姓 和 耶 路 撒 冷 、 說 、 你 們 必 得 平 安 ． 其 實 刀 劍 害 及 性 命 了 。
Trong thời đó, sẽ nói cùng dân nầy và Giê-ru-sa-lem rằng: Gió nóng đến từ các gò trọi nơi đồng vắng, thổi trên con gái dân ta, nhưng chẳng dùng để dê lúa được, và cũng chẳng làm cho sạch được.|那 時 、 必 有 話 對 這 百 姓 和 耶 路 撒 冷 說 、 有 一 陣 熱 風 、 從 曠 野 淨 光 的 高 處 、 向 我 的 眾 民 〔 原 文 作 民 女 〕 颳 來 、 不 是 為 簸 揚 、 也 不 是 為 揚 淨 ．
Lại có gió lớn hơn nữa vì ta mà đến. Nay ta sẽ rao sự đoán xét nghịch cùng chúng nó.|必 有 一 陣 更 大 的 風 、 從 這 些 地 方 為 我 颳 來 ． 現 在 我 又 必 發 出 判 語 、 攻 擊 他 們 。
Nầy, nó sẽ lên như một đám mây, xe cộ nó dường cơn gió lốc, ngựa nó lẹ như chim ưng. Khốn cho chúng ta, vì bị hủy diệt!|看 哪 、 仇 敵 必 如 雲 上 來 、 他 的 戰 車 如 旋 風 、 他 的 馬 匹 比 鷹 更 快 。 我 們 有 禍 了 ． 我 們 敗 落 了 。
Hỡi Giê-ru-sa-lem, hãy làm sạch hết điều ác trong lòng ngươi, hầu cho ngươi được cứu. Ngươi nuôi những ý tưởng gian ác trong lòng cho đến chừng nào?|耶 路 撒 冷 阿 、 你 當 洗 去 心 中 的 惡 、 使 你 可 以 得 救 ． 惡 念 存 在 你 心 裡 、 要 到 幾 時 呢 。
Vì có tiếng đến từ đất Đan, từ gò Ep-ra-im rao truyền tai vạ.|有 聲 音 從 但 傳 揚 、 從 以 法 蓮 山 報 禍 患 ．
Hãy báo cho các nước! Hãy rao cho Giê-ru-sa-lem rằng: Kẻ vây hãm từ phương xa mà đến, và kêu la nghịch cùng các thành Giu-đa.|你 們 當 傳 給 列 國 、 報 告 攻 擊 耶 路 撒 冷 的 事 、 說 、 有 探 望 的 人 、 從 遠 方 來 到 、 向 猶 大 的 城 邑 、 大 聲 吶 喊 。
Chúng nó vây Giê-ru-sa-lem như kẻ giữ ruộng; vì thành ấy đã nổi loạn nghịch cùng ta, Đức Giê-hô-va phán vậy.|他 們 周 圍 攻 擊 耶 路 撒 冷 、 好 像 看 守 田 園 的 、 因 為 他 背 叛 了 我 ． 這 是 耶 和 華 說 的 。
Đó là những sự mà đường lối và việc làm của ngươi đã chuốc lấy cho ngươi; đó là sự gian ác ngươi! Thật, sự ấy là cay đắng, thấu đến trong lòng ngươi.|你 的 行 動 、 你 的 作 為 、 招 惹 這 事 ． 這 是 你 罪 惡 的 結 果 ． 實 在 是 苦 、 是 害 及 你 心 了 。
Oi! tôi đau lòng, đau lòng! Cơn đau đớn quặn thắt lòng tôi; lòng đương bối rối trong tôi. Tôi không thể làm thinh! Hỡi linh hồn tôi, vì mầy nghe dọng kèn và tiếng giặc giã.|我 的 肺 腑 阿 、 我 的 肺 腑 阿 、 我 心 疼 痛 ． 我 心 在 我 裡 面 、 煩 躁 不 安 ． 我 不 能 靜 默 不 言 ． 因 為 我 已 經 聽 見 角 聲 、 和 打 仗 的 喊 聲 。
Hủy diệt cùng thêm hủy diệt, báo tin chẳng dứt, cả đất bị phá tán; nhà tạm tôi thình lình bị hủy, màn cháng tôi bỗng chốc bị hư!|毀 壞 的 信 息 連 絡 不 絕 ． 因 為 全 地 荒 廢 ． 我 的 帳 棚 、 忽 然 毀 壞 、 我 的 幔 子 、 頃 刻 破 裂 。
Tôi sẽ thấy cờ và nghe tiếng kèn cho đến chừng nào?|我 看 見 大 旗 、 聽 見 角 聲 、 要 到 幾 時 呢 。
Thật dân ta là ngu muội, chúng nó chẳng nhìn biết ta. Ay là những con cái khờ dại, không có trí khôn, khéo làm điều ác, mà không biết làm điều thiện.|耶 和 華 說 、 我 的 百 性 愚 頑 、 不 認 識 我 ． 他 們 是 愚 昧 無 知 的 兒 女 ． 有 智 慧 行 惡 、 沒 有 知 識 行 善 。
Tôi xem đất: nầy, là vô hình và trống không; xem các từng trời: thì không có sự sáng.|先 知 說 、 我 觀 看 地 、 不 料 、 地 是 空 虛 混 沌 、 我 觀 看 天 、 天 也 無 光 。
Tôi xem các núi, thấy đều rúng động; mọi gò đều lung-lay.|我 觀 看 大 山 、 不 料 、 盡 都 震 動 、 小 山 也 都 搖 來 搖 去 。
Tôi xem: chẳng còn một người, hết thảy chim trời đều trốn tránh.|我 觀 看 、 不 料 、 無 人 、 空 中 的 飛 鳥 也 都 躲 避 。
Tôi xem thấy ruộng tốt đã trở nên đồng vắng, hết thảy các thành đều bị hủy phá trước mặt Đức Giê-hô-va, bởi cơn nóng giận của Ngài.|我 觀 看 、 不 料 、 肥 田 變 為 荒 地 、 一 切 城 邑 在 耶 和 華 面 前 、 因 他 的 烈 怒 、 都 被 拆 毀 。
Vì Đức Giê-hô-va phán như vầy: Cả đất sẽ hoang vu, nhưng ta không diệt hết.|耶 和 華 如 此 說 、 全 地 必 然 荒 涼 、 我 卻 不 毀 滅 淨 盡 。
Bởi cớ đó, đất sẽ sầu thảm, các từng trời sẽ tối đen. Vì ta đã phán, đã định, thì chẳng đổi ý, chẳng xây lại.|因 此 、 地 要 悲 哀 、 在 上 的 天 、 也 必 黑 暗 ． 因 為 我 言 已 出 、 我 意 已 定 、 必 不 後 悔 、 也 不 轉 意 不 作 。
Nghe tiếng ồn lính kỵ và lính bắn cung, thì hết thảy các thành đều chạy trốn; núp trong rừng cây, leo lên vầng đá; các thành đều bị bỏ, chẳng có người ở.|各 城 的 人 、 因 馬 兵 和 弓 箭 手 的 響 聲 、 就 都 逃 跑 、 進 入 密 林 、 爬 上 磐 石 ． 各 城 被 撇 下 、 無 人 住 在 其 中 。
Còn ngươi, khi đã bị phá hủy, thì sẽ làm gì? Ngươi dầu có mặc áo màu tím, trang sức đồ vàng, lấy mực vẽ mắt, làm cho mình ra đẹp, cũng là vô ích: người yêu ngươi cũng khinh ngươi, mà đòi sự sống của ngươi.|你 淒 涼 的 時 候 要 怎 樣 行 呢 ． 你 雖 穿 上 朱 紅 衣 服 、 佩 戴 黃 金 裝 飾 、 用 顏 料 修 飾 眼 目 、 這 樣 標 緻 、 是 枉 然 的 ． 戀 愛 你 的 藐 視 你 、 並 且 尋 索 你 的 性 命 。
Vì ta nghe tiếng, như tiếng đờn bà đẻ, tiếng thảm thương như tiếng đờn bà đẻ con so. Ay là tiếng con gái Si-ôn, thở và giang tay mà rằng: Khốn nạn cho tôi! linh hồn tôi đã ngất đi trước mặt kẻ giết người!|我 聽 見 有 聲 音 、 彷 彿 婦 人 產 難 的 聲 音 、 好 像 生 頭 胎 疼 痛 的 聲 音 、 是 錫 安 女 子 的 聲 音 ． 〔 女 子 就 是 指 民 的 意 思 〕 他 喘 著 氣 、 挓 莎 手 、 說 、 我 有 禍 了 ． 在 殺 人 的 跟 前 、 我 的 心 發 昏 了 。

					Giê-rê-mi-a 5				|
						耶利米書 5					
Hãy đi dạo các đường phố Giê-ru-sa-lem, và nhìn xem, Hãy dò hỏi tìm kiếm nơi các chợ, thử có thấy một người chăng, nếu có một người làm sự công bình, tìm sự trung tín, thì ta sẽ tha thứ cho thành ấy.|你 們 當 在 耶 路 撒 冷 的 街 上 、 跑 來 跑 去 、 在 寬 闊 處 尋 找 、 看 看 有 一 人 行 公 義 、 求 誠 實 沒 有 、 若 有 、 我 就 赦 免 這 城 。
Dầu chúng nó nói rằng: Thật như Đức Giê-hô-va hằng sống! ấy cũng là thề dối!|其 中 的 人 、 雖 然 指 著 永 生 的 耶 和 華 起 誓 、 所 起 的 誓 、 實 在 是 假 的 。
Hỡi Đức Giê-hô-va, há chẳng phải mắt Ngài đoái xem sự trung tín sao?... Ngài đánh chúng nó, chúng nó chẳng biết lo buồn, Ngài diệt đi, chúng nó chẳng chịu dạy dỗ. Chúng nó tự làm cứng mặt mình hơn vầng đá, chẳng khứng trở lại.|耶 和 華 阿 、 你 的 眼 目 、 不 是 看 顧 誠 實 麼 ． 你 擊 打 他 們 、 他 們 卻 不 傷 慟 ． 你 毀 滅 他 們 、 他 們 仍 不 受 懲 治 ． 他 們 使 臉 剛 硬 過 於 磐 石 、 不 肯 回 頭 。
Tôi bèn nói: Đó thật là kẻ nghèo hèn, ngu muội, vì không biết đường lối của Đức Giê-hô-va, luật pháp của Đức Chúa Trời mình.|我 說 、 這 些 人 實 在 是 貧 窮 的 、 是 愚 昧 的 ． 因 為 不 曉 得 耶 和 華 的 作 為 、 和 他 們 　 神 的 法 則 。
Tôi sẽ đến cùng những người sang trọng mà nói với họ, vì họ biết rõ đường lối của Đức Giê-hô-va, sự công bình của Đức Chúa Trời mình... Song, những người nầy hợp ý cùng nhau mà bỏ ách dứt dây!|我 要 去 見 尊 大 的 人 、 對 他 們 說 話 ． 因 為 他 們 曉 得 耶 和 華 的 作 為 、 和 他 們 　 神 的 法 則 ． 那 知 、 這 些 人 齊 心 將 軛 折 斷 、 掙 開 繩 索 。
Vậy nên sư tử trong rừng sẽ giết họ đi, muông sói nơi sa mạc diệt họ đi, beo đương rình ngoài thành họ, hễ ai ra khỏi đó, sẽ bị cắn xé! Vì tội lỗi của họ rất nhiều, sự bội nghịch của họ càng thêm.|因 此 、 林 中 的 獅 子 、 必 害 死 他 們 、 晚 上 〔 或 作 野 地 〕 的 豺 狼 、 必 滅 絕 他 們 、 豹 子 要 在 城 外 窺 伺 他 們 ． 凡 出 城 的 、 必 被 撕 碎 ． 因 為 他 們 的 罪 過 極 多 、 背 道 的 事 也 加 增 了 。
Ta tha thứ ngươi sao được? Các con trai ngươi đã lìa bỏ ta, thề bởi những thần không phải là thần. Ta đã khiến chúng nó ăn no, mà chúng nó thì phạm tội tà dâm, nhóm nhau cả lũ trong nhà đĩ.|我 怎 能 赦 免 你 呢 ． 你 的 兒 女 離 棄 我 、 又 指 著 那 不 是 神 的 起 誓 ． 我 使 他 們 飽 足 、 他 們 就 行 姦 淫 、 成 群 的 聚 集 在 娼 妓 家 裡 。
Chúng nó cũng như con ngựa mập chạy lung, mỗi một người theo sau vợ kẻ lân cận mình mà hí.|他 們 像 餧 飽 的 馬 、 到 處 亂 跑 、 各 向 他 鄰 舍 的 妻 發 嘶 聲 。
Đức Giê-hô-va phán: Ta sẽ chẳng thăm phạt vì những sự đó hay sao? Thần ta há chẳng trả thù một nước như vậy hay sao?|耶 和 華 說 、 我 豈 不 因 這 些 事 討 罪 呢 ． 豈 不 報 復 這 樣 的 國 民 呢 。
Hãy leo lên những vách tường nó và phá đổ đi; nhưng đừng diệt hết. Hãy tỉa bỏ những nhánh nó, vì chẳng thuộc về Đức Giê-hô-va.|你 們 要 上 他 葡 萄 園 的 牆 、 施 行 毀 壞 ． 但 不 可 毀 壞 淨 盡 、 只 可 除 掉 他 的 枝 子 ． 因 為 不 屬 耶 和 華 。
Vì nhà Y-sơ-ra-ên và nhà Giu-đa đã dùng cách quỉ quyệt đối với ta, Đức Giê-hô-va phán vậy.|原 來 以 色 列 家 和 猶 大 家 、 大 行 詭 詐 攻 擊 我 ． 這 是 耶 和 華 說 的 。
Chúng nó đã chối bỏ Đức Giê-hô-va, và nói rằng: Chẳng phải là Ngài! Hoạn nạn sẽ chẳng lâm trên chúng ta; chúng ta sẽ chẳng gặp gươm dao đói kém.|他 們 不 認 耶 和 華 、 說 、 這 並 不 是 他 、 災 禍 必 不 臨 到 我 們 ． 刀 劍 和 飢 荒 、 我 們 也 看 不 見 。
Các đấng tiên tri sẽ trở nên gió, đạo chẳng ở trong họ; họ sẽ gặp phải như vậy.|先 知 的 話 、 必 成 為 風 、 道 也 不 在 他 們 裡 面 ． 這 災 必 臨 到 他 們 身 上 。
Vậy nên Giê-hô-va Đức Chúa Trời vạn quân phán như vầy: Vì các ngươi đã nói lời đó, nầy, ta sẽ khiến lời ta nên như lửa trong miệng ngươi, dân nầy sẽ như củi, và lửa ấy sẽ nuốt nó.|所 以 耶 和 華 萬 軍 之 　 神 如 此 說 、 因 為 百 姓 說 這 話 、 我 必 使 我 的 話 、 在 你 口 中 為 火 、 使 他 們 為 柴 、 這 火 便 將 他 們 燒 滅 。
