
					I Các Vua 1				|
Đoạn, vua nói với thầy tế lễ A-bia-tha rằng: Hãy lui về A-na-tốt, trong đất ngươi, vì ngươi đáng chết. Song ngày nay ta không giết ngươi, vì ngươi có khiêng hòm giao ước của Chúa Giê-hô-va, trước mặt Đa-vít, là cha ta, và bởi vì ngươi đã bị hoạn nạn trong các sự hoạn nạn của cha ta.|王 對 祭 司 亞 比 亞 他 說 、 你 回 亞 拿 突 歸 自 己 的 田 地 去 罷 、 你 本 是 該 死 的 、 但 因 你 在 我 父 親 大 衛 面 前 抬 過 主 耶 和 華 的 約 櫃 、 又 與 我 父 親 同 受 一 切 苦 難 、 所 以 我 今 日 不 將 你 殺 死 。
Như vậy, Sa-lô-môn đuổi A-bia-tha ra đi không cho làm thầy tế lễ của Đức Giê-hô-va nữa, hầu cho lời của Đức Giê-hô-va đã phán về nhà Hê-li, tại Si-lô, được ứng nghiệm.|所 羅 門 就 革 除 亞 比 亞 他 、 不 許 他 作 耶 和 華 的 祭 司 ． 這 樣 、 便 應 驗 耶 和 華 在 示 羅 論 以 利 家 所 說 的 話 。
Tin này thấu đến Giô-áp. . Người liền trốn đến Đền tạm của Đức Giê-hô-va, và nắm sừng của bàn thờ.|約 押 雖 然 沒 有 歸 從 押 沙 龍 、 卻 歸 從 了 亞 多 尼 雅 ． 他 聽 見 這 風 聲 、 就 逃 到 耶 和 華 的 帳 幕 、 抓 住 祭 壇 的 角 。
Người ta đến tâu với vua Sa-lô-môn rằng: Giô-áp đã trốn đến Đền tạm của Đức Giê-hô-va, và kìa người đứng bên cạnh bàn thờ. Sa-lô-môn bèn sai Bê-na-gia, con trai Giê-hô-gia-đa, mà dặn rằng: Hãy đi đánh giết hắn đi.|有 人 告 訴 所 羅 門 王 說 、 約 押 逃 到 耶 和 華 的 帳 幕 、 現 今 在 祭 壇 的 旁 邊 ． 所 羅 門 就 差 遣 耶 何 耶 大 的 兒 子 比 拿 雅 說 、 你 去 將 他 殺 死 。
Bê-na-gia đi đến Đền tạm của Đức Giê-hô-va, nói cùng Giô-áp rằng: Vua có nói như vầy: Hãy ra khỏi đó. Giô-áp đáp: Không; ta muốn chết tại đây. Bê-na-gia đi thuật lại cho vua, và tâu rằng: Giô-áp đã nói và đáp lại như vậy.|比 拿 雅 來 到 耶 和 華 的 帳 幕 、 對 約 押 說 、 王 吩 咐 說 、 你 出 來 罷 ． 他 說 、 我 不 出 去 、 我 要 死 在 這 裡 ． 比 拿 雅 就 去 回 覆 王 說 、 約 押 如 此 如 此 回 答 我 。
Vua nói rằng: Hãy làm y như hắn nó. Hãy giết hắn và chôn đi. Như vậy, ngươi sẽ cất khỏi ta và khỏi nhà cha ta huyết mà Giô-áp đã đổ ra vô cớ.|王 說 、 你 可 以 照 著 他 的 話 行 、 殺 死 他 、 將 他 葬 埋 、 好 叫 約 押 流 無 辜 人 血 的 罪 、 不 歸 我 和 我 的 父 家 了 。
Đức Giê-hô-va sẽ khiến huyết hắn đổ lại trên đầu hắn, vì hắn đã xông vào hai người công bình hơn, tốt hơn hắn, và giết họ bằng gươm, mà Đa-vít, cha ta, không hay đến chi cả: ấy là Ap-ne, con trai của Nê-rơ, quan tướng của đạo binh Y-sơ-ra-ên, và A-ma-sa, con trai Giê-the.|耶 和 華 必 使 約 押 流 人 血 的 罪 、 歸 到 他 自 己 的 頭 上 、 因 為 他 用 刀 殺 了 兩 個 比 他 又 義 又 好 的 人 、 就 是 以 色 列 元 帥 尼 珥 的 兒 子 押 尼 珥 、 和 猶 大 元 帥 益 帖 的 兒 子 亞 瑪 撒 、 我 父 親 大 衛 卻 不 知 道 。
Huyết hai người ấy sẽ đổ lại trên đầu Giô-áp và trên đầu của dòng dõi nó cho đến đời đời; còn phần Đa-vít và dòng dõi người, nhà và ngôi nước người sẽ nhờ Đức Giê-hô-va mà được bình yên mãi mãi.|故 此 流 這 二 人 血 的 罪 、 必 歸 到 約 押 和 他 後 裔 的 頭 上 、 直 到 永 遠 ． 惟 有 大 衛 和 他 的 後 裔 、 並 他 的 家 與 國 、 必 從 耶 和 華 那 裡 得 平 安 、 直 到 永 遠 。
Vậy, Bê-na-gia, con trai Giê-hô-gia-đa, trở lên xông vào Giô-áp và giết người. Người được chôn ở nhà người, tại nơi đồng vắng.|於 是 耶 何 耶 大 的 兒 子 比 拿 雅 上 去 、 將 約 押 殺 死 、 葬 在 曠 野 約 押 自 己 的 墳 墓 裡 。 〔 墳 墓 原 文 作 房 屋 〕
Vua đặt Bê-na-gia, con trai Giê-hô-gia-đa, làm quan tổng binh thay cho Giô-áp, và lập Xa-đốc làm thầy tế lễ thay cho A-bia-tha.|王 就 立 耶 何 耶 大 的 兒 子 比 拿 雅 作 元 帥 、 代 替 約 押 ． 又 使 祭 司 撒 督 代 替 亞 比 亞 他 。
Đoạn, vua sai đòi Si-mê -i, và nói với người rằng: Hãy cất cho ngươi một cái nhà tại Giê-ru-sa-lem, và ở đó; chớ ra đặng đi đầu này đầu kia.|王 差 遣 人 將 示 每 召 來 、 對 他 說 、 你 要 在 耶 路 撒 冷 建 造 房 屋 居 住 、 不 可 出 來 往 別 處 去 。
Vì khá biết rằng ngày nào ngươi ra khỏi đó, và đi qua khe Xết-rôn, thì chắc ngươi sẽ chết: huyết ngươi sẽ đổ lại trên đầu ngươi.|你 當 確 實 的 知 道 、 你 何 日 出 來 過 汲 淪 溪 、 何 日 必 死 ． 你 的 罪 〔 原 文 作 血 〕 必 歸 到 自 己 的 頭 上 。
Si-mê -i thưa với vua rằng: Lời ấy phải lắm, vua chúa tôi phán dặn điều gì, kẻ tôi tớ vua sẽ làm điều đó. Vậy, Si-mê -i ở lâu ngày tại Giê-ru-sa-lem.|示 每 對 王 說 、 這 話 甚 好 ． 我 主 我 王 怎 樣 說 、 僕 人 必 怎 樣 行 ． 於 是 示 每 多 日 住 在 耶 路 撒 冷 。
Cuối ba năm, xảy có hai kẻ tôi tớ của Si-mê -i trốn đến nhà A-kích, con trai Ma -a-ca, vua của Gát. Người ta đến thuật điều đó cho Si-mê -i mà rằng: Kìa, hai kẻ tôi tớ ông ở tại Gát.|過 了 三 年 、 示 每 的 兩 個 僕 人 逃 到 迦 特 王 瑪 迦 的 兒 子 亞 吉 那 裡 去 ． 有 人 告 訴 示 每 說 、 你 的 僕 人 在 迦 特 。
Si-mê -i chổi dậy, thắng lừa mình, đi đến Gát, nơi nhà A-kích, đặng tìm hai kẻ tôi tớ mình. Gặp đoạn, bèn dẫn chúng nó về.|示 每 起 來 、 備 上 驢 、 往 迦 特 到 亞 吉 那 裡 去 找 他 的 僕 人 ． 就 從 迦 特 帶 他 僕 人 回 來 。
Người ta thuật cho Sa-lô-môn rằng Si-mê -i ở Giê-ru-sa-lem đã đi đến Gát, rồi trở về.|有 人 告 訴 所 羅 門 說 、 示 每 出 耶 路 撒 冷 往 迦 特 去 回 來 了 。
Vua sai đòi Si-mê -i mà phán rằng: Ta há chẳng có bắt ngươi chỉ Đức Giê-hô-va mà thề, và bảo ngươi trước rằng: Khá biết rằng ngày nào ngươi ra, và đi đầu này đầu kia, thì ngươi chắc sẽ chết sao? Và ngươi có thưa cùng ta rằng: Lời tôi đã nghe, thậm phải?|王 就 差 遣 人 將 示 每 召 了 來 、 對 他 說 、 我 豈 不 是 叫 你 指 著 耶 和 華 起 誓 、 並 且 警 戒 你 說 、 你 當 確 實 的 知 道 你 那 日 出 來 往 別 處 去 、 那 日 必 死 麼 ． 你 也 對 我 說 、 這 話 甚 好 、 我 必 聽 從 。
Vậy, cớ sao ngươi không giữ lời chỉ Đức Giê-hô-va mà thề, và mạng lịnh Đức Giê-hô-va truyền cho ngươi?|現 在 你 為 何 不 遵 守 你 指 著 耶 和 華 起 的 誓 、 和 我 所 吩 咐 你 的 命 令 呢 。
Vua lại nói với Si-mê -i rằng: Ngươi biết mọi sự ác ngươi đã làm cho Đa-vít, là cha ta, mà lòng ngươi vẫn còn nhớ lắm. Vậy nên Đức Giê-hô-va sẽ khiến sự ác của ngươi đổ lại tên đầu ngươi.|王 又 對 示 每 說 、 你 向 我 父 親 大 衛 所 行 的 一 切 惡 事 、 你 自 己 心 裡 也 知 道 、 所 以 耶 和 華 必 使 你 的 罪 惡 歸 到 自 己 的 頭 上 。
Nhưng vua Sa-lô-môn sẽ được phước, và ngôi của Đa-vít sẽ được lập vững bền đến đời đời.|惟 有 所 羅 門 王 必 得 福 、 並 且 大 衛 的 國 位 必 在 耶 和 華 面 前 堅 定 、 直 到 永 遠 。
Đoạn, vua truyền lịnh cho Bê-na-gia, con trai Giê-hô-gia-đa; người bèn đi ra đánh giết Si-mê -i. Như vậy, ngôi nước được vững bền trong tay Sa-lô-môn.|於 是 王 吩 咐 耶 何 耶 大 的 兒 子 比 拿 雅 、 他 就 去 殺 死 示 每 ． 這 樣 、 便 堅 定 了 所 羅 門 的 國 位 。

					I Các Vua 3				|
						列王紀上 3					
Sa-lô-môn kết thân với Pha-ra-ôn, vua Ê-díp-tô, cưới con gái người, rước nàng về thành Đa-vít, đợi xây cất xong cung điện riêng mình, đền của Đức Giê-hô-va, và tường thành chung quanh Giê-ru-sa-lem.|所 羅 門 與 埃 及 王 法 老 結 親 、 娶 了 法 老 的 女 兒 為 妻 、 接 他 進 入 大 衛 城 、 直 等 到 造 完 了 自 己 的 宮 、 和 耶 和 華 的 殿 、 並 耶 路 撒 冷 周 圍 的 城 牆 。
Dân sự hãy còn dâng của lễ trên các nơi cao, vì cho đến bấy giờ chưa có xây cất đền nào cho danh Đức Giê-hô-va.|當 那 些 日 子 、 百 姓 仍 在 邱 壇 獻 祭 、 因 為 還 沒 有 為 耶 和 華 的 名 建 殿 。
Sa-lô-môn kính mến Đức Giê-hô-va, và đi theo các luật lệ của Đa-vít, cha mình; song người dâng của lễ và xông hương tại trên nơi cao.|所 羅 門 愛 耶 和 華 、 遵 行 他 父 親 大 衛 的 律 例 ． 只 是 還 在 邱 壇 獻 祭 燒 香 。
Vua đi đến Ga-ba-ôn đặng dâng của lễ tại đó, vì nơi cao ấy là trọng nhất; trên bàn thờ đó Sa-lô-môn dâng một ngàn con sinh làm của lễ thiêu.|所 羅 門 王 上 基 遍 去 獻 祭 、 因 為 在 那 裡 有 極 大 的 邱 壇 ． 〔 極 大 或 作 出 名 〕 他 在 那 壇 上 獻 一 千 犧 牲 作 燔 祭 。
Tại Ga-ba-ôn, lúc ban đêm, Đức Giê-hô-va hiện đến cùng Sa-lô-môn trong cơn chiêm bao, và phán với người rằng: Hãy xin điều gì ngươi muốn ta ban cho ngươi.|在 基 遍 夜 間 夢 中 、 耶 和 華 向 所 羅 門 顯 現 、 對 他 說 、 你 願 我 賜 你 甚 麼 、 你 可 以 求 。
Sa-lô-môn thưa rằng: Chúa đã lấy ơn lớn đãi kẻ tôi tớ Chúa, là Đa-vít, cha tôi, theo như người lấy sự trung tín, sự công bình và lòng ngay trọn vẹn mà đi trước mặt Đức Giê-hô-va; lại Chúa có giữ ơn lớn ấy cho người, mà ban cho người một con trai ngồi trên ngai của người, y như đã có ngày nay.|所 羅 門 說 、 你 僕 人 我 父 親 大 衛 、 用 誠 實 、 公 義 、 正 直 的 心 、 行 在 你 面 前 、 你 就 向 他 大 施 恩 典 ． 又 為 他 存 留 大 恩 、 賜 他 一 個 兒 子 坐 在 他 的 位 上 、 正 如 今 日 一 樣 。
Giê-hô-va Đức Chúa Trời ôi! bây giờ Chúa đã khiến kẻ tôi tớ Chúa trị vì kế Đa-vít, là cha tôi; nhưng tôi chỉ là một đứa trẻ nhỏ chẳng biết phải ra vào làm sao.|耶 和 華 我 的 　 神 阿 、 如 今 你 使 僕 人 接 續 我 父 親 大 衛 作 王 、 但 我 是 幼 童 、 不 知 道 應 當 怎 樣 出 入 。
Kẻ tôi tớ Chúa ở giữa dân của Chúa chọn, là một dân đông vô số, không thể đếm được.|僕 人 住 在 你 所 揀 選 的 民 中 ． 這 民 多 得 不 可 勝 數 。
Vậy, xin ban cho kẻ tôi tớ Chúa tấm lòng khôn sáng, để đoán xét dân sự Ngài và phân biệt điều lành điều dữ; vì ai có thể đoán xét dân rất lớn này của Chúa?|所 以 求 你 賜 我 智 慧 、 可 以 判 斷 你 的 民 、 能 辨 別 是 非 ． 不 然 、 誰 能 判 斷 這 眾 多 的 民 呢 。
Lời của Sa-lô-môn đẹp lòng Chúa, vì người đã cầu xin sự đó.|所 羅 門 因 為 求 這 事 、 就 蒙 主 喜 悅 。
Đức Chúa Trời phán với người rằng: Bởi vì ngươi đã cầu xin điều này, mà không xin sự sống lâu, không xin sự giàu có, cũng không xin mạng của những kẻ thù nghịch ngươi, nhưng xin sự thông minh để biết xét đoán,|　 神 對 他 說 、 你 既 然 求 這 事 、 不 為 自 己 求 壽 、 求 富 、 也 不 求 滅 絕 你 仇 敵 的 性 命 、 單 求 智 慧 可 以 聽 訟 、
nầy, ta đã làm theo lời cầu xin của ngươi, ban cho ngươi tấm lòng khôn ngoan thông sáng đến đỗi trước ngươi chẳng có ai bằng, và sau ngươi cũng sẽ chẳng có ai ngang.|我 就 應 允 你 所 求 的 、 賜 你 聰 明 智 慧 、 甚 至 在 你 以 前 沒 有 像 你 的 、 在 你 以 後 也 沒 有 像 你 的 ．
Vả lại, ta cũng đã ban cho ngươi những điều ngươi không xin, tức là sự giàu có và sự vinh hiển, đến đỗi trọn đời ngươi, trong vòng các vua, sẽ chẳng có ai giống như ngươi.|你 所 沒 有 求 的 我 也 賜 給 你 、 就 是 富 足 、 尊 榮 、 使 你 在 世 的 日 子 、 列 王 中 沒 有 一 個 能 比 你 的 。
Lại nếu ngươi đi trong đường lối ta, như Đa-vít, cha ngươi, đã đi, thì ta sẽ khiến cho ngươi được sống lâu ngày thêm.|你 若 效 法 你 父 親 大 衛 、 遵 行 我 的 道 、 謹 守 我 的 律 例 、 誡 命 、 我 必 使 你 長 壽 。
Bấy giờ, Sa-lô-môn thức dậy, thấy là một điềm chiêm bao. Người trở về Giê-ru-sa-lem, đứng trước mặt hòm giao ước của Đức Giê-hô-va, dâng của lễ thiêu cùng của lễ thù ân, và đãi tiệc cho hết thảy tôi tớ mình.|所 羅 門 醒 了 、 不 料 是 個 夢 ． 他 就 回 到 耶 路 撒 冷 、 站 在 耶 和 華 的 約 櫃 前 、 獻 燔 祭 和 平 安 祭 、 又 為 他 眾 臣 僕 設 擺 筵 席 。
Bấy giờ, có hai con bợm đến cùng vua, đứng trước mặt vua.|一 日 有 兩 個 妓 女 來 、 站 在 王 面 前 。
Một đứa nói: Chúa tôi ôi! người đờn bà này và tôi ở chung nhau một nhà, và tôi đẻ bên người trong nhà đó.|一 個 說 、 我 主 阿 、 我 和 這 婦 人 同 住 一 房 、 他 在 房 中 的 時 候 、 我 生 了 一 個 男 孩 ．
Sau bà ngày, người này cũng đẻ; chúng tôi ở chung nhau, chẳng một người lạ nào ở với chúng tôi trong nhà; chỉ có hai chúng tôi ở đó mà thôi.|我 生 孩 子 後 第 三 日 、 這 婦 人 也 生 了 孩 子 ． 我 們 是 同 住 的 、 除 了 我 們 二 人 之 外 、 房 中 再 沒 有 別 人 ．
Lúc ban đêm, con trai của người nầy chết, bởi vì người đã nằm đè trên nó.|夜 間 這 婦 人 睡 著 的 時 候 、 壓 死 了 他 的 孩 子 ．
Đêm khuya người chổi dậy, và trong khi con đòi vua ngủ, thì người lấy con trai tôi khỏi bên tôi, mà để nó nằm trong lòng mình; rồi đặt con trai chết của nó nằm trong lòng tôi.|他 半 夜 起 來 、 趁 我 睡 著 、 從 我 旁 邊 把 我 的 孩 子 抱 去 、 放 在 他 懷 裡 、 將 他 的 死 孩 子 放 在 我 懷 裡 ．
Sáng sớm, tôi thức dậy đặng cho con trai tôi bú, thì thấy nó đã chết; nhưng sáng rõ, tôi nhìn nó kỹ càng, thấy chẳng phải là con trai tôi đã đẻ.|天 要 亮 的 時 候 、 我 起 來 要 給 我 的 孩 子 喫 奶 、 不 料 、 孩 子 死 了 ． 及 至 天 亮 、 我 細 細 的 察 看 、 不 是 我 所 生 的 孩 子 。
Người đờn bà kia trả lời rằng: Không phải vậy; vì đứa sống là con trai tao, đứa chết là con trai mầy. Song đờn bà này nói: Không phải vậy đâu; đứa chết là con trai mầy, còn đứa sống là con trai tao. Hai người cãi nhau như vậy trước mặt vua.|那 婦 人 說 、 不 然 、 活 孩 子 是 我 的 、 死 孩 子 是 你 的 。 這 婦 人 說 、 不 然 、 死 孩 子 是 你 的 、 活 孩 子 是 我 的 。 他 們 在 王 面 前 如 此 爭 論 。
Vua bèn phán rằng: Người này nói: Đứa còn sống là con trai tao, và đứa chết là con trai mầy. Người kia nói: Không phải vậy đâu; song con trai mầy ấy là đứa chết, và con trai tao ấy là đứa sống.|王 說 、 這 婦 人 說 、 活 孩 子 是 我 的 、 死 孩 子 是 你 的 、 那 婦 人 說 、 不 然 、 死 孩 子 是 你 的 、 活 孩 子 是 我 的 ．
Vua bèn tiếp rằng: Vậy, hãy đem cho ta một cây gươm. Người ta đem cho vua một cây gươm.|就 吩 咐 說 、 拿 刀 來 、 人 就 拿 刀 來 ．
Vua lại phán: Hãy chia đứa trẻ sống làm hai; phân nửa cho người nầy và phân nửa cho người kia.|王 說 、 將 活 孩 子 劈 成 兩 半 、 一 半 給 那 婦 人 、 一 半 給 這 婦 人 。
Nhưng mẹ của đứa trẻ sống, vì gan ruột cảm động thương yêu con mình, bèn tâu với vua rằng: Oi chúa tôi! Xin hãy cho người kia con trẻ sống, chớ giết nó. Nhưng người kia nói rằng: Nó sẽ chẳng thuộc về tao, cũng chẳng thuộc về mầy; hãy chia nó đi.|活 孩 子 的 母 親 為 自 己 的 孩 子 心 裡 急 痛 、 就 說 、 求 我 主 將 活 孩 子 給 那 婦 人 罷 、 萬 不 可 殺 他 。 那 婦 人 說 、 這 孩 子 也 不 歸 我 、 也 不 歸 你 、 把 他 劈 了 罷 。
Bấy giờ, vua cất tiếng phán rằng: Hãy cho người nầy đứa trẻ sống, chớ giết nó ấy là mẹ nó.|王 說 、 將 活 孩 子 給 這 婦 人 、 萬 不 可 殺 他 、 這 婦 人 實 在 是 他 的 母 親 。
Cả Y-sơ-ra-ên đều nghe sự đoán xét mà vua đã làm, thì bắt kính sợ vua, vì thấy trong lòng người có sự khôn ngoan của Đức Chúa Trời đặng xử đoán công bình.|以 色 列 眾 人 聽 見 王 這 樣 判 斷 、 就 都 敬 畏 他 、 因 為 見 他 心 裡 有 　 神 的 智 慧 、 能 以 斷 案 。

					I Các Vua 4				|
						列王紀上 4					
Vua Sa-lô-môn trị vì trên cả Y-sơ-ra-ên.|所 羅 門 作 以 色 列 眾 人 的 王 。
Nầy là các triều thần của người: A-xa-ria, con trai thầy tế lễ Xa-đốc;|他 的 臣 子 記 在 下 面 ． 撒 督 的 兒 子 亞 撒 利 雅 作 祭 司 ．
Ê-li-ô-rếp và A-hi-gia, con trai của Si-na, làm ký lục; Giê-hô-sa-phát, con trai A-hi-lút, làm thủ bộ;|示 沙 的 兩 個 兒 子 以 利 何 烈 、 亞 希 亞 、 作 書 記 ． 亞 希 律 的 兒 子 約 沙 法 作 史 官 ．
